id,registration,name,category,сultural_property,height,width,depth,preservation,description
22673,2021-04-21T13:01:49Z,"ЦС КП-3107, ЕД-66-I, ГК 3555525 Ваза. Китай. XVIII в. Фарфор; роспись полихромная в гамме «зеленое семейство». В. 44,0; дм. 22,0;",КЕРАМИКА,Объект является культурной ценностью,,,,в удовлетворительном состоянии,"старые учетные номера ЕДМ-4065, ЦХ-66, Е-2079."
3682,2016-06-14T09:44:52Z,"Господь Вседержитель (название старое); Спас (название употребляемое); Иисус Христос Вседержитель (название изначальное); Спас Вседержитель (название придуманное)    В русском оригинале (переводе): Пантократор (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 половина 18 век ?; 19 век ?; 1 четверть 20 век ?",ИКОНА,,23,27,,,"Стиль: Дерево ?    Размеры: В. 23, Ш. 27 (приблизительно) / В. 27, Ш. 23 (приблизительно)"
17259,2016-06-14T09:46:21Z,"""НА РЕКАХ ВАВИЛОНСКИХ...""    Школа / Место издания: Выг    Период оригинала: конец 18 век,  начало 19 век",ИКОНА,,27.5,22,,,"Размеры: В. 27,5, Ш. 22"
8771,2016-06-14T09:45:33Z,Срубленное засохшее дерево    Автор: Соловьев Лев Григорьевич,,,,9,,,"Размеры: B. 25, Ш. 9    Инвентарный номер: Инв. № 366. 7703/32"
21863,2020-08-19T11:25:50Z,"ШКМ КП-347. Номер по ГК 14791025. Знак памятный. Название: ""Ворошиловский стрелок"". подлинник. Датировка: 30-е годы XXвека. Место создания: СССР Материал: металл. Техника: штамповка. Размеры: 3.5х4см.",ПРЕДМЕТЫ ФАЛЕРИСТИКИ И СФРАГИСТИКИ,Объект является культурной ценностью,,,,Пятна ржавчины,нет
14519,2016-06-14T09:46:12Z,Блокнот,,,14.5,23.3,,,"Размеры: В. 14.5, Ш. 23.3"
21621,2020-03-13T08:09:49Z,"Монета. 50 копеек. 1922 г. Серебро. Чеканка Размер: диаметр – 2,6 см. № по книге поступлений: ТМ КП- 1692/3 № по книге спецучёта: ДМ-66 № по ГК: 14164109",ПРЕДМЕТЫ НУМИЗМАТИКИ И БОНИСТИКИ,Объект является культурной ценностью,,,,"потертость, загрязнение, царапины на аверсе",нет
17312,2016-06-14T09:46:20Z,"БОГОМАТЕРЬ ФЕОДОРОВСКАЯ, С ЧУДЕСАМИ    Школа / Место издания: Владимирские иконописные села    Период оригинала: конц 19 век, начало 20 век",ИКОНА,,42.5,42.3,,,"Размеры: В. 42,5, Ш. 42,3"
15880,2016-06-14T09:46:23Z,Богородица,ИКОНА,,124,58,,,"Стиль: Грунт.    Размеры: В.124, Ш.58, Т. 6 см    Ссылка на каталоги / инвентари: Удмуртская Республика , Камбарский район, с. Балаки, пер. Клубный, д. 7.  Русская православная старообрядческая церковь."
4156,2016-06-14T09:44:57Z,Святой Николай Чудотворец (название изначальное); Николай Угодник (название старое); Святитель Николай  (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,ИКОНА,,15,20,,,"Стиль: Дерево поделочное    Размеры: В. 15, Ш. 20 (приблизительно) / В. 20, Ш. 15 (приблизительно)"
3736,2016-06-14T09:44:55Z,"Богородица Тихвинская (название старое); Путеводительница / Богохранимая  (название изначальное); Богоматерь Одигитрия Тихвинская (название придуманное)    В русском оригинале (переводе): Одигитрия (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век",,,20,30,,,"Стиль: Дерево ?    Размеры: В. 20, Ш. 30 (приблизительно) / В. 30, Ш. 20 (приблизительно)"
104,2016-06-14T09:44:16Z,Привал каравана в пустыни (название придуманное)    Автор: Маковский Константин Егорович (художник)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век; 1 четверть 20 век,ЖИВОПИСЬ,,37.8,55,,,"Размеры: В. 37.8, Ш. 55 (лист ?)    Характер подписи: К.Маковский (см. Общий комментарий)    Характер подписи: Каир, местность    Характер подписи: Каиръ (П. рука автора ?)    Ссылка на каталоги / инвентари: ЧИХМ: № 23    Ссылка на каталоги / инвентари: Подпись: воспроизведена с ошибкой ""К.Маковский"" вместо ""К.Маковскiй"", требуется уточнение.  Размеры переданы по телефону, в источнике не пропечатано, требуется подтверждение."
9446,2016-06-14T09:45:40Z,"Икона «Иоанн Богослов""    Автор: Неизвестный художник",,,,45,,,"Размеры: B. 44, Ш. 45    Инвентарный номер: Инв. .№30. Старый Инв. № 675"
442,2016-06-14T09:44:21Z,Сретение (название изначальное); Принесение Христа во храм (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 четверть 17 век,ИКОНА,,66,40,,,"Стиль: Темпера ?    Размеры: В. 66 (приблизительно), Ш. 40 (не менее, приблизительно), Ш. 50 (не более, приблизительно)    Ссылка на каталоги / инвентари: Размеры: приняты по размеру ряда в иконостасе, см. Источники"
20423,2018-12-24T12:20:13Z,"Хвостовой позвонок с остистым отростком и ребром.,K1h.,1шт.,3х5х11см..инв№2098",ОБРАЗЦЫ ФЛОРЫ И ФАУНЫ,Объект является культурной ценностью,,,,хорошая,УПМ 2098
7375,2016-06-14T09:45:23Z,Богоматерь с младенцем (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 1 половина 19 век,ИКОНА,,31.5,27,,,"Размеры: В. 31.5, Ш. 27, Т. 3(доска)"
15967,2016-06-14T09:46:24Z,"Плакат профсоюзный    Автор: Текст В.В. Маяковского, художник А. Родченко.",,,35,25,,,"Стиль: Печать    Размеры: В.35, Ш.25 см    Инвентарный номер: КП 10126"
22229,2020-09-08T07:30:12Z,"ШКМ КП-1276/192. Номер по ГК 14798742. Медаль Название: ""За оборону Ленинграда"". подлинник Способ крепления: булавка Датировка: 1942 Место создания: СССР Материал: металл желтый, шелковая лента Техника: штамповка Размеры: Д-32мм",ПРЕДМЕТЫ ФАЛЕРИСТИКИ И СФРАГИСТИКИ,Объект является культурной ценностью,,,,"Выпуклые детали потерты, потемнели, царапины на металле",нет
17144,2016-06-14T09:46:35Z,Письма руководства НКАП СССР в СНК СССР и ГКО по вопросам деятельности авиапромышленности.    Период оригинала: 1 половина 20 век,,,,,,,"Инвентарный номер: Номер фонда № 8044, номер дела № 1283"
10884,2016-06-14T09:46:14Z,Флакон,,,,,,,
13094,2016-06-14T09:46:02Z,Поздравительная карточка,,,,,,,
11633,2016-06-14T09:45:52Z,Бонбоньерка,,,9,8.7,,,"Размеры: В. 9.0, Ш. 8.7"
