name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Межпоселенческая библиотека с. Богородского,"край Хабаровский,р-н Ульчский,с Богородское,ул Советская,д 18",140.440824,52.369016,"Межпоселенческая библиотека с. Богородского была основана в 1940 году. Библиотека сегодня:фонд – более 27 149 ед.;количество пользователей – 1 220 чел.;посещений стационарных – 6 572, внестационарных – 3 094, удаленных обращений – 694. Услуги: выдача литературы на дом и в читальном зале, справочно-библиографическое обслуживание, проведение массовых мероприятий, дополнительные платные услуги. Библиотека – любимое место досуга, культурного и духовного общения богородчан. Разнообразие клубов, лекций, мастер-классов, выставок, конкурсов получило положительные отклики читателей. Библиотека активно формирует культурную среду региона. Приоритетные направления работы: краеведение, профориентация, духовно-нравственное воспитание, формирование здорового образа жизни и др.",Ульчский район,2022-08-02T02:31:12Z,2023-01-17T14:15:45Z,10:00:00,18:15:00,10:00:00,18:15:00,10:00:00,18:15:00,10:00:00,18:15:00,10:00:00,18:00:00,,,,
Чисменский пункт выдачи,"обл Московская,р-н Волоколамский,д Гряды,мкр Микрорайон,д 5А",36.231526,56.013945,"Библиотека обслуживает население п. Чисмена, д. Гряды и близлежащих населенных пунктов. Библиотека сегодня:фонд – более 8 тыс. ед.;число пользователей – более 350 человек; (в год проходит более 70 мероприятий, библиотеку посещают более 3500 человек). Читателям предоставлен бесплатный доступ к фонду библиотеки. В библиотеке работает кружок «Умелые руки» и Литературная гостиная. Также при библиотеки совместно с Нелидовским домом культуры создан клуб ветеранов «Чисменские напевы».С 2021 года библиотека присединена к МБУ « Волоколамский БЦ», что значительно расширило ее возможности: единый книжный фонд, электронные ресурсы.",Волоколамский район,2015-03-19T15:16:41Z,2023-03-01T14:02:17Z,,,10:15:00,18:00:00,10:15:00,18:00:00,10:15:00,18:00:00,10:15:00,18:00:00,10:30:00,18:00:00,,
Белоярская библиотека им. Г. Г. Кушникова,"АО Ханты-Мансийский Автономный округ - Югра,р-н Сургутский,пгт Белый Яр,ул Лесная,д 19а",73.252949,61.260754,"Началом деятельности библиотеки официально считается 20 марта 1972 г. Здесь работают абонемент, читальный зал, Центр общественного доступа (оборудован четырьмя автоматизированными рабочими местами с доступом в сеть Интернет). С ноября 2013 года ведется обучение льготных категорий граждан компьютерной грамотности по программе «E-citizen – Электронный гражданин». С 2014 года обслуживание читателей производится в автоматизированном режиме. В 2017 году библиотеке присвоено имя Георгия Гавриловича Кушникова – Почетного гражданина города Сургута, ветерана Великой Отечественной войны, организатора колхозного движения в Сургутском районе. В этом же году открыт Удаленный электронный читальный зал (УЭЧЗ) Президентской библиотеки имени Б. Н. Ельцина – осуществляется предоставление свободного доступа к ресурсам электронного фонда Президентской библиотеки. 15 декабря 2018 года появился отдел детской литературы путем реорганизации Белоярской детской библиотеки. Основные показатели на начало 2021 года:фонд – 37 724 экз.;число пользователей – 2 831 чел.;число посещений – 21 784 чел.;число выданных документов – 55 644. Заведующая библиотекой – Крючкова Анастасия Константиновна.",Сургутский район,2017-08-15T10:51:12Z,2023-03-02T13:20:02Z,,,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00
Межпоселенческая библиотека им. Н. И. Родичева,"обл Брянская,р-н Брасовский,рп Локоть,пр-кт Ленина,д 6",34.577916,52.563024,"Межпоселенческая библиотека им. Н. И. Родичева входит в состав Централизованной библиотечной системы Брасовского района. Библиотека находится в здании районного Дома культуры, на 2 этаже. Год основания библиотеки – 1944. Это была первая послевоенная библиотека в районе. Библиотечный фонд насчитывает 52 000 книг. Количество читателей – свыше 3 000 человек. Библиотека является центром культурной и общественной жизни поселка. Просторные залы, радушная атмосфера квалифицированны специалисты всегда подскажут, посоветуют и подберут литературу. Библиотека осуществляет обслуживание маломобильных групп населения.",Брасовский район,2017-04-07T11:07:49Z,2023-03-03T13:13:50Z,,,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,,
Детская библиотека «Любознайка»,"обл Кемеровская область - Кузбасс,г Белово,мкр 3-й,д 7",86.279716,54.408592,"Библиотека была основана в 1969 г. Библиотека сегодня: фонд – свыше 6 000 ед.;пользователей – 1 880 чел.; посещений – 14 651.Услуги: ксерокопирование;отправка и прием электронной почты;распечатка материалов на принтере; консультации и выполнение справок; проведение культурно-досуговых мероприятий. Интересные направления и формы работы библиотеки на текущий момент: интерактивные игры, виртуальные выставки, сетевые акции, конкурсы, опросы, онлайн-тесты и викторины. В библиотеке создано молодежное «Tik-Tok-пространство». Читатели не только придумывают сюжеты для роликов, но и принимают активное участие в съемках. В «Любознайке» функционирует площадка временного пребывания детей «БиблиоНяня», которая помогает решить вопрос временной занятости дошкольников и предоставления свободного времени их родителям, а также создает благоприятные условия для социализации детей и формирования культуры личности.",Белово,2022-09-22T04:59:25Z,2023-05-26T14:29:38Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,,10:00:00,16:00:00
"Субботинская библиотека, филиал № 10","край Красноярский,р-н Шушенский,с Субботино,ул Ленина,д 22",91.922178,53.071447,"Субботинская библиотека-филиал № 10 открылась в 1953 году. Библиотека сегодня:фонд – 9 424 единицы;пользователей – 1 376 человек;посещений – 10 248.Приоритетные направления работы – духовно-нравственное воспитания детей и подростков, воспитание интереса к здоровому образу жизни, создание условий для интересного досуга. Библиотека тесно сотрудничает с воскресной школой. При библиотеке работают клубы по интересам: «Непоседа» – для детей дошкольного и школьного возраста;«Ветеран»; «Затейница» – для увлекающихся рукоделием; литературный клуб «Рось». Учреждение осуществляет доступ читателей к ресурсам Национальной электронной библиотеки, краевой научной библиотеки, библиотеки «ЛитРес», а также к порталу «Госуслуги».",Шушенский район,2021-04-23T05:05:24Z,2023-03-01T11:40:45Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,,10:00:00,17:00:00
Прииртышская сельская библиотека,"обл Тюменская,р-н Тобольский,п Прииртышский,ул Советская,д 27",68.354373,58.170982,"1951 год можно считать годом зарождения Прииртышской сельской библиотеки. Сначала это был пункт обмена книг, привозившихся из городской библиотеки. Шли годы, Прииртышская библиотека стала сельским филиалом районной библиотеки. Фонд на 2022 год насчитывает 9 050 книг. Читатели – 929 человек. Главной целью Прииртышской библиотеки на сегодняшний день является продвижение книги и чтения среди населения. Новые формы массовых мероприятий, книжных выставок, конкурсов, активно внедряемые в работу, создают благоприятный климат для читателей. Особое место в работе уделяется краеведческому направлению, которое предусматривает накопление, обработку и пропаганду материала об истории поселка и его людях.",Тобольский район,2016-04-13T16:07:21Z,2023-08-18T06:38:30Z,,,,,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,13:30:00,18:00:00,13:30:00,18:00:00
Озерская сельская библиотека,"обл Воронежская,р-н Бутурлиновский,с Озёрки,ул Октябрьская,д 15",40.475068,50.986016,"Озерская сельская библиотека – центр информации и досуга. Сегодня она не только выполняет информационную функцию, но и становится душой и сердцем местного сообщества. Объем книжного фонда – 6 643 экземпляра – это художественная и документальная литература, детские книги, энциклопедии, справочники и др. Количество книговыдач – 7 952, пользователей – 258, посещений – 5 312. В библиотеке проходят мероприятия по различным направлениям: гражданско-правовое, эстетическое, здоровый образ жизни, краеведение, заседания клуба по интересам. Особое внимание уделяется исследовательской работе по изучению истории и быта села, народного костюма, жизни знаменитых земляков.",Бутурлиновский район,2024-01-30T12:48:41Z,2024-01-30T13:43:19Z,09:00:00,13:00:00,09:00:00,13:00:00,09:00:00,13:00:00,09:00:00,13:00:00,09:00:00,13:00:00,,,,
Корсаковская сельская библиотека,"Респ Бурятия,р-н Кабанский,с Корсаково,ул Школьная,д 1",106.613325,52.256706,"Основана в 1927 году, в фонде 2685 документов, зарегистрировано 460 читателей, предоставляется доступ к Интернет, российским электронным библиотекам. Библиотека участник местного туристического маршрута «Эхо Кударинской степи», направленного на сохранение и изучение народных обычаев, традиций, бурятского языка, природных и культурных достопримечательностей края. Успешно работают ТОСы «Тэнгэри», «Будем здоровы», историко-краеведческие клубы «Журналистика», «Юный музеевед». Налажено партнерское сотрудничество с краеведческим музеем, сельской администрацией, школой, Домом культуры; фольклорным народным ансамблем «Худара» по сбору этнофольклорного материала у старожилов села, знатоков местных традиций.",Кабанский район,2023-02-07T01:44:59Z,2023-02-10T08:14:08Z,,,09:30:00,18:00:00,09:30:00,18:00:00,09:30:00,18:00:00,09:30:00,18:00:00,10:00:00,17:00:00,,
Пятигорская библиотека – филиал № 9,"край Ставропольский,г Пятигорск,п Горячеводский,ул Ленина,40",43.104392,44.02848,"Год открытия библиотеки – 1963-й. Филиал расположен в пос. Горячеводский. В библиотеке работают энтузиасты библиотечного дела, твор­ческие работники. Здесь никогда не скучно. Высокий уровень прово­димых мероприятий, внедрение в практику работы инновационных идей принесли библиотеке популярность и признание в городе и за его пределами. Работа филиала отмечена многочисленными городскими и краевыми почетными грамотами, дипломами и благодарственными письмами. В 1997 году библиотека стала лауреатом Международного кон­курса в номинации «Моя библиотека».В библиотеке созданы все условия для развития личности ребенка, его интересов и творческих способностей. Работают клубы по интересам: «Казачок», «Почемучка», гос­тиная «Семейные встречи», Театр книги. Здесь вы попробуете себя в разных видах творчества и узнаете много полезного. Членами всех творческих объединений могут стать дети – читатели библиотеки-филиала № 9 в возрасте 7–13 лет и их родители. Организация занятий проходит в виде бесед, конкурсов, викторин, уроков-путешествий, творческих заданий, игр и др.Театр книгиТеатр книги – прекрасное сочетание интеллектуального и развлекательного видов отдыха, возможность интересно и с пользой провести свой досуг, а также реализовать свой творческий потенциал. Гостиная «Семейные встречи»Клуб «Казачок» Клуб «Почемучка»Фонд библиотеки по состоянию на 01.01.2021 г. составляет 21 385 экземпляров.",Пятигорск,2022-02-24T06:39:43Z,2023-03-20T13:19:12Z,09:00:00,17:30:00,09:00:00,17:30:00,09:00:00,17:30:00,09:00:00,17:30:00,09:00:00,17:30:00,,,09:00:00,17:30:00
