id,registration,name,category,сultural_property,height,width,depth,preservation,description
17784,2016-06-14T09:46:39Z,"Ложка чайная    Период оригинала: 20 век, 2 половина",,,12.7,2.6,,,"Стиль: Черенок в виде округлого стержня со спиралеобразной нарезкой.    Размеры: Дл. 12,7; Ш. 2,6    Характер подписи: ""МКЮ7""    Инвентарный номер: КП-7243"
5375,2016-06-14T09:44:18Z,Пейзаж с коровами (название придуманное); Пейзаж со стадом (название последнее); Пейзаж с овцами и коровами (название в переводе; английский)    На языке оригинала: Landscape with Sheep and Cows (название употребляемое)    Автор: Аноним (художник)    Школа / Место издания: Западная Европа; Нидерланды / Голландия,ЖИВОПИСЬ,,,,,,"Ссылка на каталоги / инвентари: В источнике не указаны период/дата, размеры."
13591,2016-06-14T09:46:05Z,Подставка-рейка,,,120.5,2.7,3.5,,"Размеры: Дл. 120.5, Ш. 2.7, В. 3.5"
22350,2020-09-09T11:31:52Z,"АСИЛМ ОФ-29/16. Фотография. Агнево. Лесовозные сани. 1930-е гг. Фотобумага, изображение черно-белое, чернила.",АРХИВНЫЕ ДОКУМЕНТЫ,Объект является культурной ценностью,,,,Не зафиксировано.,Не зафиксировано.
21028,2019-03-11T09:43:34Z,"Холст, акрил,35х55, 2013 г. Автор: Костриковы Сергей и Татьяна",ЖИВОПИСЬ,Объект является культурной ценностью,35,55,,,
10116,2016-06-14T09:45:38Z,Чашка,,,,,,,Инвентарный номер: Инв. № (?)
7851,2016-06-14T09:45:27Z,Святой Георгий Победоносец(название придуманное); Чудо Георгия Победоносца о змие (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,,,25,15,,,"Стиль: Дерево ?    Размеры: В. 25, Ш. 15 (доска ?)    Ссылка на каталоги / инвентари: В источнике не указаны иконография, датировка, материал и техника, требуется уточнение."
2223,2016-06-14T09:44:41Z,Полеводы (название придуманное)    Автор: Слободин Андрей Федорович (художник)    Школа / Место издания: Россия    Период оригинала: 3 четверть 20 век,,,,,,,"Ссылка на каталоги / инвентари: ХУДОЖНИКИ ЧЕЧЕНО-ИНГУШЕТИИ: с. 17    Ссылка на каталоги / инвентари: В источнике не содержатся сведения о технике, основе, размерах."
11966,2016-06-14T09:45:54Z,Безделушка в виде клоуна,,,,,,,
6291,2016-06-14T09:45:15Z,"Владимирская Божия Матерь (название старое) ; Богоматерь Владимирская (название придуманное); Сладколобзающая /  Умиление (название изначальное); Богоматерь Умиление Владимирская  (название последнее)    В русском оригинале (переводе): Гликофилуса / Елеуса (греческий, название изначальное)    Автор: Аноним (модельщик)    Школа / Место издания: Россия    Аноним (литейщик)",,,10,7,,,"Размеры: В. 10, Ш. 7 (пластинка)"
8630,2016-06-14T09:45:44Z,Портрет В.Ф. Помогаева    Автор: Неизвестный художник XIX века,ЖИВОПИСЬ,,,55,,,"Размеры: B. 70, Ш. 55"
798,2016-06-14T09:44:26Z,"Динозавр (название изначальное)    В русском оригинале (переводе): Tarbosaurus efremovi (латинский, название придуманное)",,,80,,,,Размеры: Дл. 80 (приблизительно)    Ссылка на каталоги / инвентари: Фото: Левая зубная кость с внутреннней стороны.
10856,2016-06-14T09:46:13Z,Фотография,,,,,,,
17571,2016-06-14T09:46:37Z,Знак к 100-летию А.С. Пушкина,,,2.7,2.7,,,"Размеры: В. 2,7 см. Ш. 2,7 см.    Инвентарный номер: КП №7950"
18152,2016-06-14T09:46:43Z,Орден Ленина,,,,,,,Инвентарный номер: № 21546
10198,2016-06-14T09:45:43Z,Париж. Улица после дождя    Автор: Налбандян Д.А.,ЖИВОПИСЬ,,,54,,,"Размеры: B. 65, Ш. 54"
21727,2020-03-13T11:52:43Z,"Часы карманные 1-й Госчасзавод. Москва. 1930-1936 гг. Белый металл. Штамповка, сборка. Размер: высота с кольцом 7,8 см, ширина 5,3 см. № по книге поступлений: ТМ КП-3112/11",РАЗНОЕ,Объект является культурной ценностью,,,,не исправны,"На задней крышке надпись: ""Майору Румынскому А.Н. за хорошую работу на маневрах Б.В.О. Управление связи. РККА. 1936 г.""."
4637,2016-06-14T09:44:28Z,Святая Троица (название изначальное); Отечество  (название употребляемое); Новозаветная Троица (название придуманное)    Автор: Аноним (список)    Школа / Место издания: Россия    Период оригинала: 19 век,ИКОНА,,15,19,,,"Стиль: Масло ?; Медь : оправа    Размеры: В. 15, Ш. 19 (в обрамлении) ?; В. 19, Ш. 15 (в обрамлении)?"
4041,2016-06-14T09:44:54Z,Иоанн Пророк (название изначальное); Иоанн Креститель (название употребляемое);  Ангел пустыни (название придуманное);  Иоанн Предтеча Креститель  -  ангел пустыни (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 19 век,,,20,35,,,"Стиль: Дерево поделочное    Размеры: В. 20, Ш. 35 (приблизительно) / В. 35, Ш. 20 (приблизительно)"
21716,2020-03-13T11:52:42Z,"Монета. 20 копеек 1931 г. Мельхиор. Чеканка. Размер: 21,8 мм. № по книге поступлений: ТМ КП-1726/25",ПРЕДМЕТЫ НУМИЗМАТИКИ И БОНИСТИКИ,Объект является культурной ценностью,,,,Незначительная потертость,нет
10394,2016-06-14T09:45:47Z,Тарелка,,,0.225,,,,"Размеры: Д. 0,225"
1069,2016-06-14T09:44:24Z,"Сельская пляска (название придуманное); Крестьянская пляска (название старое)    Автор: Аноним (художник); ? (с оригинала); Лукутин Петр Васильевич (фабрикант); Лукутин Александр Петрович (фабрикант)    Школа / Место издания: Россия, Федоскино    Лукутины (фабрика лаковых изделий)    Период оригинала: середина 19 век",ЖИВОПИСЬ,,8,5.75,3.75,,"Стиль: Черный: внешнее покрытие, рамки; Коричневый: под черепаху, внутреннее покрытие; Золотистый, Синий (голубой): кайма по борту крышки; Синий: листы в золотом контуре (по углам); Многоугольник: 8-угольник (рамки); Прямоугольник: крышка; Призма: табакерка    Размеры: В. 3.75, Дл. 8, Ш. 5,75  (предмет) / В. 5.75, Ш. 8 (крышка)    Характер подписи: орел (?); П. и А. Лукутиныхъ (?)    Ссылка на каталоги / инвентари: СПИСОК ГИМ, 1989: № 22; ФЕДОСКИНО: № 35 (вариант)    Ссылка на каталоги / инвентари: В источнике: углы вдавлены, крышка подъемная, рамки, вокруг изображений , выпуклые; на стенках - пейзажи; по ребрам и на дне геометрический и растительный орнамент."
14127,2016-06-14T09:46:09Z,Стул,,,46.5,43,92,,"Размеры: Дл. 46.5, Ш. 43.0, В. 92.0"
1390,2016-06-14T09:44:29Z,"Вышивальщицы (название изначальное)    Автор: Данько Наталия Яковлевна, Алексеенко (модельер); Кириллова Лариса Николаевна (художник);  Горькова Алевтина Андреевна (художник, роспись)    Школа / Место издания: Россия, Санкт-Петербург    Ленинградский фарфоровый завод    Период оригинала: 2 четверть 20 век",КЕРАМИКА,,5.7,10.2,21.4,,"Стиль: Ручной свободной лепки ? / С гипсовой формы ?; С росписью / с красочным декором: надглазурная роспись (многоцветная)    Размеры: В. 21.4, Ш. 10.2, Гл. 5.7 (лоток) ? / В. 10.2, Ш. 21.4, Гл. 5.7  (лоток) ?    Ссылка на каталоги / инвентари: Фото: для Предмета 1."
12722,2016-06-14T09:45:59Z,Значок,,,2.5,3,,,"Размеры: В. 2.5, Ш. 3.0"
12842,2016-06-14T09:46:00Z,Английская принцесса Виктория,,,3.7,5.7,,,"Размеры: В. 3.7, Ш. 5.7"
15708,2016-06-14T09:46:22Z,Крест Напрестольный (выносной),,,32,19,,,"Размеры: В.32, Ш.19 см    Ссылка на каталоги / инвентари: Приход церкви в честь Пресвятой Живоначальной Троицы с. Красный Бор Шатского района, Нижегородской области."
22089,2020-08-27T15:10:40Z,"ШКМ КП-1251/23. Номер по ГК 14793768. Монета Название: ""20 копеек"". подлинник Датировка: 1943 Место создания: СССР Материал: металл Техника: чеканка Размеры: Д-22мм.",ПРЕДМЕТЫ НУМИЗМАТИКИ И БОНИСТИКИ,Объект является культурной ценностью,,,,"Потерта, загрязнена",нет
2215,2016-06-14T09:44:40Z,"Портрет  колхозницы (название предполагаемое)    Автор: Идрисов Дадан Гиланиевич (художник)    Школа / Место издания: Россия, Северный Кавказ    Период оригинала: 2 половина 20 век",ЖИВОПИСЬ,,105,75,,,"Размеры: В. 105, Ш. 75 (приблизительно, без обрамления)    Ссылка на каталоги / инвентари: ЧГОМ: № 108    Ссылка на каталоги / инвентари: Фото: Предмет 5."
97,2016-06-14T09:44:16Z,"Бретонская ферма (название изначальное); Пейзаж с темными домами (название придуманное)    Автор: Бенуа Александр Николаевич (художник) ?; Бенуа Альберт Николаевич (художник) ?    Школа / Место издания: Россия, Франция    Период оригинала: 4 четверть 19 век; 1 четверть 20 век",ЖИВОПИСЬ,,,,,,Ссылка на каталоги / инвентари: ЧИХМ: № 16
