name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Сельская библиотека п. Арамиль,"обл Свердловская,р-н Сысертский,п Арамиль,ул Свердлова,зд 8Б",60.926402,56.714106,"История библиотеки начинается с 70-х годов 20 века. До 1983 года библиотека принадлежала профкому Арамильского комбината хлебопродуктов. А потом вошла в состав Сысертской централизованной библиотечной системы. За всю историю библиотека поменяла много адресов. В 1998 году Арамильский Мукомольный завод построил новое здание клуба, и библиотека обрела постоянное пристанище. Сегодня – это светлое, уютное помещение, с хорошим книжным фондом и обновляемой подпиской на периодические издания. Книжный фонд – 4 812 ед., число пользователей – 513; посещений стационарных– 4 914 тыс. В библиотеке организован кружок для детей «Эрудит», проводятся мастер-класса, викторины, игры.",Арамиль,2023-02-17T09:53:11Z,2023-03-16T14:58:56Z,,,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,15:00:00,,
Русско-Юрмашская сельская библиотека № 17,"Респ Башкортостан,р-н Уфимский,с Русский Юрмаш,ул Центральная,д 31",56.2513284049282,54.7031669847497,"В 1914 году в селе Русский Юрмаш была основана земская народная библиотека повышенного типа. В 1979 года библиотека вошла в ЦБС Уфимского района. В октябре 1992 года библиотека из здания церкви, переданного Уфимской епархии, переселилась в административное здание. В разные годы в библиотеке работали Павел Арефьевич Мерзляков, Федор Александрович Ерыкалин, Андрей Иванович Никитин, Александр Григорьевич Разбежкин, Евдокия Андреевна Курапова, Нина Михайловна Никитина, Варвара Павловна Разбежкина. С 1996 года библиотеку возглавляет Ольга Николаевна Воробьева. Фонд библиотеки – свыше 8 000 экземпляров, количество читателей – более 700 человек. Библиотека активно участвует в общественной жизни села, является основным центром информации.",Уфимский район,2019-04-09T08:59:52Z,2023-09-01T14:43:48Z,,,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,10:00:00,18:00:00,,
Октябрьская библиотека,"обл Курская,р-н Беловский,х Пенский,д 63",35.827401,51.010556,"В 1946 году в х. Пенский была открыта изба-читальня. Работала в ней Головкина Анна Петровна. В 1955 году была основана Октябрьская сельская библиотека. В 1989 году библиотека переведена в помещение Ганжовского ФАПа, где и сейчас находится, ее общая площадь составляет 40 кв. м, книжный фонд – 5600 экземпляров, пользователей библиотеки – более 150 человек. В библиотеке проводятся мероприятия различной тематики: акции, викторины, вечера, литературные чтения и т. д. Библиотека сотрудничает с Домом культуры Принимает активное участие в культурной жизни села. Ведется активная работа в онлайн-пространстве.",Беловский район,2021-02-23T19:52:19Z,2023-02-21T07:18:37Z,,,10:00:00,13:00:00,10:00:00,13:00:00,10:00:00,13:00:00,10:00:00,13:00:00,,,,
Оженарская сельская библиотека,"Чувашия Чувашская республика,р-н Канашский,д Оженары,ул Клубная,д 2А",47.298626,55.558396,"Оженарская сельская библиотека была основана в 1932 году. Она находится в здании Оженарского сельского дома культуры, обслуживает населенные пункты: д. Оженары, д. Новые Челкасы, д. М. Тугаево, д. Вторые Хормалы, в. Шихазаны. Пользователи библиотеки – 1 031 человек. Книжный фонд включает 17 387 экземпляров. Здесь работает экологический клуб «Экоша», женские клубы «Вдохновение» и «Мир женщины», клуб по рукоделию «Веселая карусель». Библиотека активно сотрудничает с Новочелкасинской школой, Оженарским детским садом «Радуга», Малотугаевским детским садом «Рябинка», Cоветом ветеранов, женсоветом и администрацией поселения. Многие мероприятия проходят совместно с Домом культуры.",Канашский район,2015-07-23T07:39:07Z,2023-03-10T06:28:50Z,,,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,,
Содомская сельская библиотека,"обл Кировская,р-н Шабалинский,д Содом,ул Мира,д 1",47.113331,58.188502,"История Содомской сельской библиотеки началась в августе 1955 года. За период ее существования сменилось не одно поколение работников. С 2018 года библиотекой заведует Шубина Галина Николаевна. В настоящее время библиотека обслуживает 120 читателей, книжный фонд составляет более 4 400 экземпляров. Библиотека является единственным культурным центром села. Сюда с удовольствием приходят все группы населения почитать, узнать новости, принять участие в занятиях клуба или мероприятиях. На базе библиотеки работает женский клуб «Сударушка». Его участницы занимаются рукоделием, организуют совместные выставки творческих работ, делятся опытом приготовления тех или иных блюд, принимают участие в подготовке мероприятий.",Шабалинский район,2021-06-15T10:01:09Z,2023-02-22T12:03:41Z,,,09:00:00,12:00:00,09:00:00,12:00:00,,,09:00:00,12:00:00,,,,
Гляденская центральная сельская библиотека – филиал № 1 им. С. Д. Гуляева,"край Красноярский,р-н Назаровский,п Глядень,ул Новая,д 19, пом 2",90.145624,55.771241,"Библиотека в поселке Глядень – первая сельская в Красноярском крае, в которой провели модернизацию. Ей присвоено имя С. Д. Гуляева – местного писателя, краеведа, который в своих произведениях отражал события Назаровского района, писал о судьбах своих земляков. Он изучал историю Назаровского района, исследовал истории исчезнувших деревень, опубликовал несколько изданий краеведческой тематики. К открытию библиотеки создан Виртуальный музей жизни и творчества Селиверста Демьяновича Гуляева. Библиотека в Глядени востребована сельчанами – более 70 % населения регулярно приходит за книгами. Это жители разных возрастов. Библиотека размещена на первом этаже Гляденского сельского дома культуры, и ее сотрудники активно участвуют в краевых и федеральных программах и акциях. На сегодняшний день библиотека располагает универсальным фондом в 16 000 экземпляров книг и обслуживает 825 читателей.",Назарово,2021-12-29T08:03:55Z,2023-02-27T12:55:16Z,,,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,11:00:00,18:00:00,11:00:00,18:00:00
Библиотека № 5 г. Чайковского,"край Пермский,г Чайковский,ул 40 лет Октября,д 18",54.123927,56.761497,"15 декабря 1979 года совместными усилиями зав. отделом культуры Татаркиной В. Д. и зам. директора Чайковского сплавного рейда Ищука В. В. было выделено помещение в поселке Завьялово по ул. Нефтяников, 11 для пункта выдачи книг, который через 2 года стал библиотекой-филиалом.Сегодня фонд включает 3 782 книги. Количество посещений – 3 148.Библиотека обслуживает жителей микрорайона любого возраста. Активно сотрудничает с советом микрорайона, проводя много совместных мероприятий. При библиотеке работает клуб «Рукодельница». Для школьников проводятся литературные часы, уроки для любознательных, игры.",Чайковский,2015-10-10T20:10:26Z,2023-08-09T09:48:14Z,,,12:00:00,18:00:00,,,12:00:00,18:00:00,,,10:00:00,16:00:00,,
Нижнеполевская сельская библиотека,"обл Курганская,р-н Шадринский,с Нижнеполевское,ул Макеева,д 28",63.961863,56.046776,"В 1951 году в селе Нижнеполевское открылась сельская библиотека. Сегодня она располагается в здании сельского дома культуры. Оснащена компьютером, подключена к интернету. Библиотекарь в своей работе использует как традиционные, так и новые формы работы. Показатели за 2021 год: фонд – 6 941 ед. хранения (книг – 6 937);услугами библиотеки воспользовались 382 пользователя; документовыдача – 11 114 экземпляров; посещение библиотеки (в стационарных условиях и вне стационара) – 9 001 раз. При библиотеке функционируют клубы по интересам для детей «Кудесница», «Бумагопластика», «Книжная больничка» и «Познавайка».",Шадринский район,2022-06-03T09:44:29Z,2023-02-02T09:38:34Z,,,12:00:00,15:00:00,12:00:00,15:00:00,12:00:00,15:00:00,12:00:00,15:00:00,10:00:00,17:00:00,,
Межпоселенческая центральная районная библиотека г. Окуловки,"обл Новгородская,р-н Окуловский,г Окуловка,ул Николая Николаева,д 54",33.2899743318557,58.3803511994695,"Центральная районная библиотека была организована в 1928 году. Первоначальный фонд был скомплектован из части фонда железнодорожной библиотеки, которая располагалась в бывшем купеческом клубе. При образовании библиотечной системы стала методическим и организационным центром для библиотек, входящих в структуру ЦБС района. Фонд библиотеки на 1 января 2023 года насчитывает 31 561 экземпляр изданий на разных носителях информации. Количество пользователей – 2 046 человек. В стенах библиотеки кипит культурная жизнь города. Активно развивается проектная деятельность. В 2020 году был открыт литературный музей «БиблиОтечество» с экспозициями «Левитан. Свидание в Окуловке» (посвящена пребыванию художника на Окуловской земле), «Окуловка в серебряном зеркале» (о поэтах Серебряного века, бывавших в Окуловке), «Венценосное счастье» (о великой княгине Ольге Александровне Романовой-Куликовской). В 2022 году в музее состоялось торжественное открытие новой экспозиции «Старый добрый дворецкий», приуроченной к 170-летию открытия движения по Николаевской железной дороге между Москвой и Санкт-Петербургом.",Окуловский район,2016-09-05T08:25:55Z,2023-04-14T12:24:04Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,,11:00:00,17:00:00
Библиотека п. Степной Курган,"обл Ростовская,р-н Сальский,п Степной Курган,ул Дружбы,д 23",41.2181203766517,46.9826326508004,"Библиотека поселка Степной Курган основана в 1967 году. Она является значимым центром культуры в селе. Находится в помещении Дома культуры. Книжный фонд насчитывает 9 876 экземпляров разноплановой литературы. Читальный зал рассчитан на 15 посадочных мест. Библиотека снабжена оргтехникой и интернетом, что позволяет предоставлять населению дополнительную информацию и услуги. Учреждение расположено в центре поселка. Близость школы дает возможность тесного сотрудничества с коллективом педагогов и детьми, с летним пришкольным лагерем. Проводится интересные познавательные и творческие мероприятия, мастер-классы, конкурсы. Библиотека обслуживает 504 человека разных возрастных и социальных категорий. Для них стараются подбирать разнообразные формы мероприятий. Особенно жителей привлекают мероприятия, которые связаны с историей родного края, поселения. На базе библиотеки уже несколько лет работает экологический клуб для детей «Любознайка», участники которого знакомятся с природой. Огромная роль отводится краеведческой работе. В библиотеке хранятся исторические ценные сведения о земляках – участниках Великой Отечественной войны, много фотографий из семейных альбомов жителей села.",Сальский район,2021-10-29T12:53:55Z,2023-05-29T07:45:26Z,,,09:00:00,17:30:00,09:00:00,16:30:00,09:00:00,16:30:00,09:00:00,16:30:00,09:00:00,16:30:00,,
Библиотека с. Совхоз Сибиряк,"край Красноярский,р-н Емельяновский,с Совхоз Сибиряк,ул Садовая,д 1а",92.954009,56.261433,"Библиотека с. Совхоз Сибиряк открылась в 1980 году как филиал библиотечной системы района. До этого времени она работала как библиотека военного совхоза. Сейчас это центр общественной жизни местного сообщества. Фонд включает более 8 500 экземпляров книг, число посещений – более 4 500, пользователей – более 400 человек. Библиотека обслуживает различные категории читателей. Интересно и познавательно проходят мероприятия для посетителей – квизы, литературные гостиные, виртуальные путешествия, вечера памяти, часы истории, мероприятия по сохранению обычаев и традиций. Библиотека участвует в районных и краевых грантовых конкурсах. В 2021 году проект «Библиотека: путь в науку» получил поддержку Президентского фонда культурных инициатив.",Емельяновский район,2023-04-04T08:32:24Z,2023-04-04T14:42:40Z,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,,
