id,registration,name,category,сultural_property,height,width,depth,preservation,description,n
6155,2016-06-14T09:45:17Z,Богородица Казанская (название старое); Богоматерь Казанская (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия (народная)    Период оригинала: 4 четверть 18 век,ИКОНА,,35,40,,,"Стиль: Черный, Коричневый: тон    Размеры: В. 35, Ш. 40 (доска, в окладе ?) / В. 40, Ш. 35 (доска, в окладе ?) /",2496
2887,2016-06-14T09:44:44Z,Крещение (название изначальное)    Автор: Семенов С.П. (художник)    Школа / Место издания: Россия    Период оригинала: 20 век,ЖИВОПИСЬ,,150,120,,,"Размеры: В. 150, Ш. 120 (без обрамления)",2320
2422,2016-06-14T09:44:39Z,"Автор: Шамурзаев Шамиль Алиевич (художник)    Школа / Место издания: Россия, Северный Кавказ    Период оригинала: середина 20 век; 2 половина 20 век",ЖИВОПИСЬ,,25,35,,,"Размеры: В. 25, Ш. 35 (приблизительно, без обрамления) ? / В. 35, Ш. 35 (приблизительно, без обрамления) ?    Ссылка на каталоги / инвентари: ЧГОМ: № 176    Ссылка на каталоги / инвентари: В источнике не указано название / сцена.",2320
13885,2016-06-14T09:46:07Z,Охота на лисицу    Автор: Кившенко А.Д.,ЖИВОПИСЬ,,73,35,,,"Размеры: В. 73.0, Ш. 35.0",2320
2506,2016-06-14T09:44:42Z,Пейзаж с всадниками (название придуманное); Голландский пейзаж (название употребляемое); Пейзаж с всадником (название последнее)    Автор: Аноним (художник)    Школа / Место издания: Западная Европа    Период оригинала: 18 век ?; 19 век ?,ЖИВОПИСЬ,,56,71,,,"Размеры: В. 56, Ш. 71 (доска ?)    Ссылка на каталоги / инвентари: ЧГОМ: № 428    Ссылка на каталоги / инвентари: Последнее название из Списка Росизо, требуется уточнение.  Состояние: в реставрации (1995 с).",2320
399,2016-06-14T09:44:22Z,Сошествие во ад / Воскресение Христово и Праздники со Страстями (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 16 век; 17 век,ИКОНА,,140,99,,,"Стиль: Дерево: 3 доски, 2 поперечные шпонки    Размеры: В. 140, Ш. 99 (доска)    Ссылка на каталоги / инвентари: Фото: см. Источники.  В источнике: 19 клейм , т.е. 18 клейм и Троица.  Состояние: потемнение олифы, особенно в среднике; шелушение красочного слоя с многочисленными осыпями; в левом нижнем углу (14 /12 / 13 клеймо) пробная расчистка.",2496
2535,2016-06-14T09:44:42Z,Портрет молодой женщины в окне (название придуманное); Казначейша (название изначальное)    Автор: Тропинин Василий Андреевич (художник)    Школа / Место издания: Россия    Период оригинала: 1 половина 19 век,ЖИВОПИСЬ,,53,66,,,"Размеры: В. 53, Ш. 66 (приблизительно) ? / В. 83, Ш. 66 (без обрамления)    Ссылка на каталоги / инвентари: ЧГОМ: № 451  (446 п.ф.); МУЗЕЙ / ГРОЗНЫЙ: сс. 86-87    Ссылка на каталоги / инвентари: Последние размеры из акта, списка Росизо, см. Источники.  Состояние: в реставрации (1995 с).",2320
6575,2016-06-14T09:45:18Z,Святой Николай Чудотворец (название изначальное); Николай Угодник (название старое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 18 век ?; 19 век ?,ИКОНА,,23,27,,,"Стиль: Масло: цветной однотонный (?)    Размеры: В. 23, Ш. 27 (доска) / В. 27, Ш. 23 (доска)    Ссылка на каталоги / инвентари: Состочние: доска расколота пополам.",2496
17350,2016-06-14T09:46:32Z,"Летний день в Таарбаек    Автор: Блач, Кристиан    Период оригинала: 19 век, 4 четверть",ЖИВОПИСЬ,,38,64,,,"Размеры: В. 38, Ш. 64",2320
17205,2016-06-14T09:46:20Z,"РОЖДЕСТВО БОГОМАТЕРИ, С ИЗБРАННЫМИ СВЯТЫМИ    Школа / Место издания: Ценральная Россия    Период оригинала: 18 век, 3 четверть 19 век",ИКОНА,,31.5,26.5,,,"Размеры: В. 31.5, Ш. 26.5",2496
515,2016-06-14T09:44:19Z,Крыши (название придуманное)    Автор: Кустодиев Борис Михайлович (художник)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век; 1 четверть 20 век,ЖИВОПИСЬ,,23,29.8,,,"Размеры: В. 23, Ш. 29.8 (картон)    Характер подписи: Б.К. ( черная краска)",2320
1363,2016-06-14T09:44:36Z,"Митинг (название изначальное)    Автор: Овчаренко ? (художник); ? (с оригинала)    Школа / Место издания: Россия, Палех    Художественно-производственные мастерские Палехского отделения Худфонда РСФСР    Период оригинала: 20 век",ЖИВОПИСЬ,,20,14,,,"Размеры: В. 20, Ш. 14 (крышка ?) / В. 14, Ш. 20 (крышка ?)    Характер подписи: 399 ?",2320
2960,2016-06-14T09:44:47Z,Богородица (название старое); Богоматерь (название употребляемое)    Автор: Аноним    Школа / Место издания: Россия ?    Период оригинала: 19 век,ИКОНА,,27,33,,,"Размеры: В. 27, Ш. 33 (приблизительно) / В. 33, Ш. 27 (приблизительно)",2496
10195,2016-06-14T09:45:43Z,Николина гора    Автор: Налбандян Д.А.,ЖИВОПИСЬ,,,50,,,"Размеры: B. 80, Ш. 50",2320
5015,2016-06-14T09:45:02Z,Танки (название придуманное); Советские танки у Бранденбургских ворот в Берлине (название последнее)    Автор: Богаткин Владимир Валерианович (художник); ? (литограф)    Школа / Место издания: Россия    Период оригинала: середина 20 век ?,ОТТИСК,,50,32,,,"Размеры: В. 50, Ш. 32 (в свету ?); В. 50, Ш. 33 (доска ?); В. 66, Ш. 46 (лист ?)",254
459,2016-06-14T09:44:21Z,Графиня Мария Элтц (название изначальное)    Автор: Аноним (художник)    Школа / Место издания: Западная Европа    Период оригинала: 1 половина 19 век,ЖИВОПИСЬ,,58,72,,,"Стиль: Полотно: Холст ?; Прямоугольник вертикальный    Размеры: В. 58, Ш. 72 (в обрамлении ? )?; В. 72, Ш. 58 (в обрамлении ? )?",2320
