name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to,dedication
Библиотека № 25 им. Всеволода Иванова,"г Москва,г Москва,ул Врубеля,д 13",37.497782,55.803752,"Библиотека закрыта на ремонт.Библиотека была основана в поселке Сокол как общественная. В 1942 году получила статус государственной. В 1965 году библиотеке присвоено имя писателя Всеволода Иванова.Фонд библиотеки насчитывает 53 885 единиц хранения, из них большая часть – художественная литература и книги по искусству.В районе Сокол библиотека является настоящим культурным центром. 3–4 раза в месяц там обязательно проходят художественные выставки, культурно-просветительские вечера и встречи с художниками, писателями, поэтами, музыкантами и актерами. С недавнего времени под крышей библиотеки надежно обосновался молодежный театр «Россыпью». Ведется большая мемориальная деятельность по сохранению и популяризации творчества Всеволода Иванова. Постоянными партнерами и гостями библиотеки являются музыкальный театр «Амадей», Центр драматургии и режиссуры, театр песни «БОС».",Москва,2015-07-27T03:16:26Z,2023-02-21T09:19:20Z,NA,NA,36000,64800,36000,64800,36000,64800,36000,64800,36000,64800,36000,64800,им. В. Иванова
Центральная библиотека № 224 им Ф. В. Гладкова г. Москвы,"г Москва,г Москва,б-р Яна Райниса,д 1",37.436158,55.849848,"Центральная библиотека № 224 им Ф. В. Гладкова находится в районе Южное Тушино. В соответствии с постановлением Совета министров РСФСР от 16 октября 1980 года № 488 библиотеке присвоено имя писателя Федора Васильевича Гладкова. В учреждении ведется мемориальная и исследовательская работа по изучению жизни и творчества писателя Ф. В. Гладкова. Проводятся выставки, посвященные творчеству писателя, ежегодные творческие вечера, создаются пресс-дайджесты и информационные ресурсы по различным направлениям творчества писателя, его имя становится брендом, неотъемлемой частью рекламной деятельности библиотеки. В 2012 году на грант правительства Москвы в библиотеке был создан комплекс интерактивных экспонатов «Чудеса науки», адресованный подрастающему поколению, способствующий развитию научно-познавательных способностей детей и подростков. Экспозиция выдержана в идеологии «Я играю, я учусь». Объем фонда – 87 377 экз. Посещений – 23 828.",Москва,2015-07-23T22:58:11Z,2023-02-17T13:13:46Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,72000,NA
Библиотека № 89,"г Москва,г Москва,ул 9 Мая,д 14",37.8673088550568,55.8171417950742,"Главным направлением работы библиотеки многие годы остается поддержка традиций семейного чтения, основанных с рождением Восточной водопроводной станции в апреле 1940 года и обустройством населения вокруг нее. Библиотека была организована в клубе, позже она заняла 2 комнаты в здании почты. В 1963 году переехала в помещение первого этажа жилого дома, что позволило открыть детское отделение и читальный зал, в котором по сей день регулярно проводятся массовые мероприятия, собирающие читателей всех категорий и возрастов. На базе библиотеки организованы клубы «Подросток и закон», «Бунинские чтения» и «Духовный калейдоскоп», которые привлекают к сотрудничеству многие учреждения района и постоянных читателей.Абонемент – самый объемный отдел. Большой выбор представленной литературы отвечает почти всем запросам жителей района. Читальный зал представлен как уютная гостиная с часто меняющейся обстановкой. Для разных массовых мероприятий ежемесячно создается определенный интерьер, соответствующий характеру проведения и возрастной категории посетителей. Здесь проходят заседания клубов и кружков.Детское отделение помогает юным читателям найти свой книжный островок по интересам. Младшей, средней и старшей группам предлагается самая разнообразная литература и участие в творческой мастерской.Фонд библиотеки насчитывает около 40 тысяч печатных экземпляров по всем отраслям знаний, есть аудио- и видеоматериалы, периодические издания для взрослых и детей.",Москва,2015-07-22T20:15:31Z,2023-02-28T09:37:13Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,75600,NA
Библиотека № 90 им. А. С. Неверова г. Москвы,"г Москва,г Москва,ул Вешняковская,д 24Б",37.817564,55.720307,"Библиотека была организована в 1931 году. Фонд сектора – 38 055 экземпляров книг, брошюр и журналов. Обслуживает свыше 5 000 читателей. Посещаемость – свыше 60 000 человек.Структура библиотеки: отделение для детей дошкольного и младшего школьного возраста 1–4 классов, абонемент для читателей среднего школьного возраста 5–6 классов и старшего школьного возраста 7–9 классов, читальный зал, компьютерный зал.В библиотеке есть возможность обслуживать читателей с ограниченными возможностями жизнедеятельности: с нарушением зрения, с нарушением слуха, с нарушением опорно-двигательного аппарата. Работают платные кружки:Кружок «Клуб английского языка», возраст участников – 5–12 лет.Кружок лепки и рисования «Этюд», возраст участников – 5–15 лет. Кружок по рисованию песком «Сыпучие картинки», возраст участников – 5–15 лет. Кружок по шахматам «Дебют», возраст участников – 6–14 лет. На территории библиотеки № 90 им. А. С. Неверова в рамках образовательно-просветительского проекта «Точка сбора общественных инициатив» работает клуб молодых инвалидов «Вдохновение». Мероприятия проводятся на средства субсидии из бюджета города Москвы, полученной по итогам проводимого Комитетом общественных связей Конкурса для социально-ориентированных некоммерческих организаций.",Москва,2015-07-22T20:33:13Z,2023-02-20T13:27:16Z,NA,NA,43200,75600,43200,75600,43200,75600,43200,75600,43200,75600,43200,72000,им. А. С. Неверова
Библиотека № 29 (филиал № 3) г. Москвы,"г Москва,г Москва,ш Дмитровское,д 43",37.571976184845,55.8338249618998,"Библиотека была открыта в 1995 году. В марте 2015 года вошла в состав библиотеки № 29 как детская библиотека.Книжный фонд содержит 18 000 изданий.На протяжении более двух десятилетий библиотека остается уникальным местом микрорайона. Детей приводят сюда родители, которые некогда сами были читателями библиотеки. Библиотеку охотно посещают и студенты Московской сельскохозяйственной академии им. Тимирязева, общежитие которой находится неподалеку.Несмотря на свою скромную площадь, библиотека проводит большое количество мероприятий для детей и концертов классической музыки. Большой популярностью пользуется кружок рукоделия, проводятся встречи объединения молодых мам «Галчата» для родителей с маленькими детьми.Библиотека принадлежит ГБУК г. Москвы «ЦБС САО».",Москва,2015-07-27T02:11:53Z,2023-02-21T09:14:33Z,NA,NA,39600,70200,39600,70200,39600,70200,39600,70200,39600,70200,NA,NA,NA
Библиотека № 131 г. Москва,"г Москва,г Москва,ул Братиславская,д 26",37.763728,55.65431,"Библиотека открылась для читателей 19 апреля 1999 года. С 2006 года стала называться библиотека «Содружество». С 2015 года библиотека № 131 входит в состав ЦБС ЮВАО. Имеет универсальный книжный фонд. Поддерживает партнерские отношения с национально-культурными объединениями округа. В фонд библиотеки входят книги на языках народов России, а также национальных авторов на русском языке.Библиотека работает как культурно-досуговый многофункциональный центр. Совместно с Управой района Марьино проводит крупные районные и окружные фестивали и конкурсы.Книжный фонд: более 26 847 экз. (включая аудиовизуальные материалы). Структура библиотеки: зал абонемента, читальный зал, конференц-зал.",Москва,2015-07-23T07:43:29Z,2023-02-21T09:06:21Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,72000,NA
Библиотека № 44 им. В. Г. Короленко (филиал № 2),"г Москва,г Москва,ул Онежская,д 17",37.5173717737198,55.8512444752776,"Библиотека была открыта для читателей в 1968 году. В настоящее время входит в состав библиотеки № 44 им. В. Г. Короленко. Универсальный фонд насчитывает 57 300 единиц хранения.Библиотека обслуживает детское и взрослое население. Основные проекты библиотеки: «Библиотека – родители – дети», направленный на продвижение традиций семейного чтения, и краеведческая программа «Любимый уголок Москвы – родное Головино». Для дошкольников и младшеклассников в библиотеке открыта студия авторской игрушки «Мальвина». На занятиях проходят мастер-классы по лепке и раскрашиваю изделий из глины, рисованию акварелью и многому другому. Для читателей и всех жителей района в библиотеке работает «Клуб любителей кошек» при поддержке Ассоциации породных кошек, где проходят консультации специалистов и регулярные выставки животных.Библиотека ведёт тесное партнёрство с писательницей Народицкой Алиной Давидовной, при поддержке и участии которой организуются литературные встречи. Принадлежит ГБУК г. Москвы «ЦБС САО».",Москва,2015-07-27T02:56:54Z,2023-02-21T09:18:23Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,72000,им. В. Г. Короленко
Центральная библиотека № 15 имени В. О. Ключевского. Отдел детского развития,"г Москва,г Москва,пер Большой Факельный,д 3",37.679862,55.743041,"Библиотека открылась в 1973 году. Свое нынешнее наименование получила в соответствии с приказом Департамента культуры города Москвы от 17 сентября 2014 года «Об упорядочении наименований государственных публичных библиотек Департамента культуры города Москвы» в связи начавшимся процессом оптимизации сети библиотек, подведомственных Департаменту культуры города Москвы.В фонде отдела представлена лучшая детская классическая и современная литература, а также 20 наименований периодических изданий для детей и юношества, свыше 300 справочных изданий. В работе с детьми и подростками в библиотеке широко используют диалоговые и игровые формы работы. Книжные иллюстрированные выставки, конкурсы, игры по сюжетам книг, турниры, викторины, диспуты – все это развивает не только интеллектуальную активность, но и творческие способности детей.Фонд библиотеки составляет на конец 2017 года 26 532 единицы хранения. Библиотеку за прошлый год посетило 19 845 читателей.",Москва,2015-07-26T22:22:40Z,2023-02-21T06:34:20Z,NA,NA,36000,75600,36000,75600,36000,75600,36000,75600,36000,75600,36000,72000,им. В. О. Ключевского
Библиотека № 37 г. Москвы,"г Москва,г Москва,ул Дубнинская,д 16",37.5625133514404,55.8692193004108,"Учреждение начало работу в 1972 году как библиотека, обслуживающая взрослое население. Находится в густонаселенном районе на окраине Москвы. В 2001 году в здании открылся выставочный зал, а часть помещения заняла детская библиотека с читальным залом и абонементом, в результате чего жители удаленного района Москвы, особенно дети, получили возможность в шаговой доступности прикоснуться к прекрасному, встречаться с интересными людьми.В настоящее время библиотека имеет универсальный фонд, который насчитывает 42 350 единиц хранения с элементами специализации – литература по искусству. Прекрасный выставочный зал вмещает большое количество посетителей. И неудивительно, что приоритетным направлением в организации культурного досуга для населения стало искусство. Библиотека успешно реализует проект «Мир вдохновения» для широкой целевой аудитории. В литературно-музыкальной гостиной проходят лекции о творчестве великих художников, выступают молодые музыканты – студенты музыкальных училищ, писатели и поэты, проходят встречи с современными художниками, иллюстраторами, дизайнерами. В выставочном зале наряду с выставками профессиональных мастеров организуются выставки детского и семейного творчества.",Москва,2015-07-27T02:21:41Z,2023-02-17T09:44:49Z,NA,NA,39600,70200,39600,70200,39600,70200,39600,70200,39600,70200,NA,NA,NA
Библиотека № 20 имени А. А. Дельвига,"г Москва,г Москва,пер Аптекарский,д 8/2",37.676475,55.767929,"История библиотеки началась в 1922 году с одной комнаты, которую выделили в помещении школы, а вскоре читальню перевели в особняк на Большой Почтовой улице, дом 40. Для юных читателей той поры библиотека стала вторым домом. В гости к ним приходили знаменитые писатели: А. П. Гайдар, А. Л. Барто, Л. А. Кассиль, С. В. Михалков, А. М. Волков, Н. Н. Носов. В суровую зиму 1941 года библиотека открыла передвижку в недостроенном тоннеле метро «Электрозаводская», где 29 декабря 1941 года организовала новогоднюю елку.В 1976 году библиотека переехала в новое здание в Аптекарском переулке, дом 8/2, где расположена по сей день. В ноябре 2014 года библиотеке присвоено новое имя А. А. Дельвига – поэта, журналиста, издателя.Сегодня в универсальном фонде читальни представлены издания различной тематики, классическая литература, книги детских писателей. В фонде много книжных новинок.В библиотеке работают уникальные творческие объединения, которые привлекают внимание детей и молодежи. Это центр литературного творчества и журналистики «Дельвиг», творческая студия стимпанка «Новая роза», туристический клуб «Школа высокогорного туризма», лингвистическая студия для слабослышащих «Английский десятью пальцами», клуб «Сетевой журналист» и работающий многие годы краеведческий кружок «Басманники».Сегодня библиотека живет активной жизнью. Здесь, как и прежде, проходят встречи с писателями, познавательные лекции читают ведущие сотрудники Литературного института, проводятся литературные игры и конкурсы, квесты, тематические праздники, организуются пешеходные экскурсии по Москве.Фонд библиотеки на начало 2022 года – 31 874 единицы хранения.",Москва,2015-07-27T13:14:04Z,2023-02-21T07:47:43Z,NA,NA,36000,75600,36000,75600,36000,75600,36000,75600,36000,75600,36000,72000,им. А. А. Дельвига
