id,registration,name,category,сultural_property,height,width,depth,preservation,description,n
17459,2016-06-14T09:46:36Z,Икона семейная    Школа / Место издания: Россия    Период оригинала: 19 век,ИКОНА,,46.7,61.7,,,"Стиль: Оклад выполнен в технике чеканки.    Размеры: В. 46,7; Ш. 61,7    Инвентарный номер: КИКМ №6308",2496
18914,2016-08-04T14:08:29Z,"Картина "" Пейзаж"", Ханс де Йоде, масло, холст, 6275-1В0685",ЖИВОПИСЬ,Объект является культурной ценностью,70,99,,,,2320
18922,2016-08-04T14:08:29Z,"Картина ""Портрет мужчины"", художник круга  Якопо Тинторетто, масло, холст, 44381-1В4013",ЖИВОПИСЬ,Объект является культурной ценностью,54,44,,,,2320
5613,2016-06-14T09:45:12Z,Праздники (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 19 век,ИКОНА,,27,32,,,"Размеры: В. 27, Ш. 32 (доска) / В. 32, Ш. 27 (доска)",2496
3556,2016-06-14T09:44:54Z,Вознесение Господне (название употребляемое); Вознесение Христово (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,ИКОНА,,26,21,,,"Стиль: Стекло: киот    Размеры: В. 26, Ш. 21 (киот ?)",2496
4266,2016-06-14T09:44:58Z,Святой (название изначальное)    Автор: Аноним (художник)    Школа / Место издания: Западная Европа,ЖИВОПИСЬ,,98,67,,,"Размеры: В. 98, Ш. 67 (без обрамления ?) ; В. 96.5, Ш. 75 (без обрамления ?); В. 97, Ш. 75 (без обрамления ?); В. 95, Ш. 75 (без обрамления ?)    Ссылка на каталоги / инвентари: ЧХИМ/2: 2/22    Ссылка на каталоги / инвентари: Состояние: после реставрации (1961 после).  Последние размеры из Паспорта, отчета, ЧГК , см. Источники.",2320
18499,2016-06-14T09:46:41Z,"Крещение Господне    В русском оригинале (переводе): Пантократор (греческий, название изначальное)    Автор: Аноним    Школа / Место издания: Россия    Период оригинала: 19 век, 1 четверть (приблизительно)",ИКОНА,,38.5,30,,,"Стиль: Фон позолоченный, практически стерт до белого грунта    Размеры: В. 38.5, Ш. 30",2496
4812,2016-06-14T09:45:00Z,Святое житие (название придуманное); Воскресение Христово и Праздники (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 4 четверть 19 век; 1 четверть 20 век,ИКОНА,,42.7,31.7,,,"Стиль: Красный: гиматий на Христе;   См. Общий комментарий.    Размеры: В. 42.7, Ш. 31.7 (доска)    Ссылка на каталоги / инвентари: В источнике: ""писана без левкаса, без штуг""; ""у его [Христа] ног сидят две женщины (?)"".  Состояние: живопись на границах между клеймами ободрана; накол вверху по центру; 23 следа от колющего предмета в центре.",2496
18398,2016-06-14T09:46:43Z,"Зимний пейзаж (название придуманное)    Автор: Апол Луи (Louis Apol)    Школа / Место издания: Нидерланды / Голландия    Период оригинала: 19 век, 2 половина, 4 четверть",ЖИВОПИСЬ,,55,75,,,"Размеры: В. 55, Ш. 75",2320
5539,2016-06-14T09:45:06Z,Богоматерь с младенцем (название придуманное); Богоматерь и Святой (название предполагаемое)    Автор: Аноним (иконописец); Аноним (чеканщик)    Школа / Место издания: Россия ?,ИКОНА,,25,36,,,"Стиль: С окладом: Медь    Размеры: В. 25, Ш. 36 (в окладе ?) / В. 36, Ш. 25 (в окладе ?)    Ссылка на каталоги / инвентари: Состояние: лики стерты",2496
