name,address,longitude,latitude,description,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Исергаповская сельская библиотека-филиал № 18,"Респ Татарстан,р-н Бавлинский,с Исергапово,ул Советская,д 108",53.379718,54.331977,"Первая изба-читальня была открыта в 1925 году и располагалась в помещении сельского клуба. В 1930-х гг. находилась в здании сельсовета. В 1939 году была переведена в новое деревянное здание сельского клуба. Исергаповская сельская библиотека-филиал № 18 расположена на втором этаже здания Дома культуры. Общая площадь составляет 100 кв. м. В зоне обслуживания библиотеки находятся средняя школа, детский сад, сельскохозяйственные производственные участки. Основные группы читателей библиотеки – дети, юношество, пенсионеры, специалисты сельского хозяйства. Книжный фонд составляет 16 162 экземпляра. Количество читателей – 820 человек, посещений – 7 970. Книговыдача – 18 351 экземпляр. Библиотека стремится удовлетворить культурные потребности читателей, помощь учащимся в образовательном процессе. Основные направления работы – краеведение, привлечение к чтению.",2021-04-15T10:33:55Z,2023-02-21T06:31:08Z,12:00:00,20:00:00,12:00:00,20:00:00,12:00:00,20:00:00,12:00:00,20:00:00,12:00:00,20:00:00,12:00:00,20:00:00,,
Кировская сельская библиотека,"Респ Татарстан,р-н Верхнеуслонский,п им. Кирова,ул Молодежная,д 16",48.936138,55.749,"Кировская сельская библиотека была открыта в 1984 году. Она является культурно-досуговым, просветительским, информационным учреждением поселка, обслуживает разные группы пользователей. Количество читателей – 250 человек, фонд библиотеки насчитывает 4 465 экземпляров документов на печатных носителях. Приоритетные направления работы библиотеки: воспитание информационной культуры, творческого развития личности, обеспечение досуга населения, нравственное воспитание подростков. При библиотеке работает клуб любителей литературного творчества «Проба пера», члены которого – постоянные участники и победители различных конкурсов и акций.",2022-02-26T11:26:09Z,2023-01-31T08:49:57Z,09:00:00,16:00:00,,,09:00:00,16:00:00,,,,,09:00:00,13:00:00,,
Бикуловская сельская библиотека,"Респ Татарстан,р-н Нурлатский,д Бикулово,ул Школьная,д 15а",50.552558,54.364289,"Первая изба-читальня в деревне Бикулово была открыта в 1948 году. В 2013 году построили Дом культуры, и библиотека сейчас размещается в этом здании. Фонд включает 8 472 экземпляра книг, количество читателей – 405 человек, книговыдача – 6 416 экземпляров. В библиотеке проходят обзоры книг, мастер-классы, познавательно-игровые программы, встречи с местными поэтессами, открытые микрофоны, литературно-музыкальные вечера, книжные выставки, литературные чтения, беседы, викторины. Приоритетным направлением работы является краеведение. Организован кружок для детей «Умелые руки». Библиотека ведет активную работу по привлечению населения к чтению. Проводит разнообразные мероприятия по пропаганде традиций и обычаев татарского народа: День села, фольклорные вечера, встречи с интересными людьми.",2024-02-21T12:13:35Z,2024-02-21T12:20:16Z,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,,,,
Камская сельская библиотека-филиал № 39,"Респ Татарстан,р-н Мамадышский,с Камский Леспромхоз,ул Центральная,д 54А",50.827065,55.540129,"Библиотека функционирует с 1961 года. Создана она была рабочим комитетом Камского ЛПХ. Книги приобретались в книжных магазинах. Руководила библиотекой Ахметова Амина Ганеевна, которая проработала до 1988 года. В 1979 году произошел пожар, часть фонда была уничтожена. В это время книги поступали из бибколлектора. Фонд был богатым и разнообразным. В настоящее время книжный фонд насчитывает 10 186 экземпляров, количество читателей – 850. С 1989 года библиотекой заведует Шарафеева Валентина Григорьевна. Будучи открытой и общедоступной, библиотека оказывает услуги максимально широкой аудитории, стремится соответствовать ожиданиям сельчан, является центром общественной и культурной жизни села.",2021-04-22T08:26:25Z,2023-03-01T12:11:29Z,09:00:00,15:15:00,09:00:00,15:15:00,09:00:00,15:15:00,09:00:00,15:15:00,09:00:00,15:15:00,09:00:00,12:45:00,,
Светло-Озерская сельская библиотека,"Респ Татарстан,р-н Нурлатский,д Светлое Озеро,ул Центральная,д 30В",50.926832,54.389822,"В Светлом Озере первая библиотека открылась после окончания Великой Отечественной войны, в 1946 году. Всего в фонде было 200 книг. В настоящее время сельская библиотека находится в здании Дома культуры, построенном в 2014 году. На начало 2022 года книжный фонд насчитывает 5 123 экземпляра. Число пользователей – 520.В библиотеке проходят обзоры книг, мастер-классы, познавательно-игровые программы, встречи с местными поэтессами, открытые микрофоны, литературно-музыкальные вечера, книжные выставки, литературные чтения, беседы, викторины. Приоритетное направление – краеведение. При библиотеке работает клуб по интересам «Краевед».",2022-03-15T15:09:03Z,2023-10-18T12:22:47Z,13:00:00,17:00:00,13:00:00,17:00:00,13:00:00,17:00:00,13:00:00,17:00:00,13:00:00,17:00:00,,,,
Варклед-Бодьинская сельская библиотека,"Респ Татарстан,р-н Агрызский,с Варклед-Бодья,ул Советская,д 26б",52.877281,56.210542,"Библиотека основана в 1930 годы. Фонд – 3423. Посещаемость – 3208. Современная библиотека. Какая она? Для удержания имеющихся читателей и привлечения новых, библиотеке приходится постоянно меняться, подстраиваться под изменения, происходящие в современном обществе. Сейчас у библиотеки есть страничка в социальных сетях. Ведется штрихкодирование и есть читательские билеты, меж тем, библиотека все же развивается. Читатели приходят в библиотеку не только за книгой, но и за общением, удовлетворением и реализацией своих способностей, талантов, общественных амбиций, за интеллектуальным досугом и информацией. В последнее время широкое распространение получила библиотечная акция. Акции дают возможность громко заявить о себе, продемонстрировать свою необычность. Большой популярностью пользуются игровые интерактивные технологии, когда в мероприятия вносится элемент игры. Это могут быть литературные игры, викторины, путешествия, конкурсы, квесты. В библиотеке работает клуб «Бодья кенакъес» для пожилого возраста и кружок «Усточи кар» для детей всех возрастов.",2022-03-25T12:15:04Z,2023-02-16T09:16:20Z,13:00:00,16:00:00,13:00:00,16:00:00,13:00:00,16:00:00,13:00:00,16:00:00,13:00:00,16:00:00,13:00:00,16:00:00,,
Бавлинская городская библиотека семейного чтения,"Респ Татарстан,р-н Бавлинский,г Бавлы,ул С.Сайдашева,д 23",53.2492220408791,54.3950668862769,"Библиотека-филиал № 45 открылась 17 сентября 1991 года. Площадь библиотеки составляет 119 кв. м – абонемент, читальный зал, книгохранилище. На сегодняшний день книжный фонд насчитывает 20 928 экземпляров. Количнство читателей – 2 170 человек, посещений – 22 440. Книговыдача – 47 219 единиц. Библиотекой накоплен многолетний опыт работы с семьями. За последние годы ее деятельность в этом направлении приобрела комплексный характер. Регулярно проводятся открытые просмотры литературы для родителей («От семьи тропинка к роду и народу», «Под семейным зонтиком», «Семейная круговерть»), которые отличаются оригинальностью формы и композиции, красочностью. Ежеквартально проходят встречи в семейном клубе «Добрый вечер», беседы по книгам, обсуждения. Создан комфортный семейный уголок «Для вас, родители». Ведут работу детский клуб «Библиоша», художественная студия «Веселая палитра», мастерская «Волшебство детских рук».",2021-04-21T10:36:59Z,2023-02-21T07:06:05Z,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,10:00:00,17:00:00,,
Дюсьметьевская сельская библиотека – филиал № 54,"Респ Татарстан,р-н Мамадышский,с Дюсьметьево,ул Молодежная,д 17",51.2548463372955,55.8651369219887,"Дюсьметьевская сельская библиотека расположена в здании Дома культуры, построенном в 1990 году. В августе этого же года в Доме культуры открылась и сельская библиотека. По воспоминаниям старожилов на месте этого здания стояла часовня. Со временем она была разрушена, фонд библиотеки расформировали и отправили в деревню Крящ-Ерыкса. Так библиотека прекратила свое существование вплоть до 1990 года. На сегодняшний день фонд включает 9 044 экземпляра, читателей – 205. В библиотеке проводятся вечера, приуроченные к календарным, юбилейным и памятным датам, встречи с интересными людьми-земляками. Библиотекарь в своей работе охватывает все категории населения.",2021-04-26T13:04:49Z,2023-03-01T12:07:03Z,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,17:00:00,22:00:00,,
Краснобаранская сельская библиотека – филиал № 10,"Респ Татарстан,р-н Алексеевский,с Красный Баран,ул Центральная,влд 48Б",50.198155,55.023129,"Краснобаранская сельская библиотека была открыта для своих посетителей 3 декабря 2003 года вместе с открытием новым СДК. В фонде библиотеки на данный момент насчитывается 7735 книг, журналов и газет . Библиотеку ежегодно посещают 4980 посетителей разных возрастов, немалая часть которых составляют приезжие из других местностей.Библиотека в деревни Красный Баран вот уже 2 десятилетие распахивает двери для своих добрых читателей. Читатели различных возрастов, профессий, интересов. Из поколения в поколения приходят сюда, чтобы окунуться в разнообразный книжный мир и выбрать понравившуюся книгу для души или творчества. Сельская библиотека сегодня – единственное учреждение на селе, предоставляющее бесплатное пользование книгой, обеспечивающая конституционное право каждого человека на свободный доступ к информации, знаниям, приобщению к культурным ценностям.",2022-03-26T09:05:05Z,2023-02-20T14:10:49Z,,,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,11:00:00,15:00:00,19:00:00,21:00:00
Кузембетьевская сельская библиотека – филиал № 16,"Респ Татарстан,р-н Мензелинский,с Кузембетьево,ул Советская,д 33А",52.7584219907684,55.6326957286587,"История Кузембетьевской сельской библиотеки начинается с далекого 1954 года. Первым библиотекарем была Сабирзянова Маужида апа. До этого времени в селе Кузембетьево библиотек не было. Первая была открыта в одной из комнат полуразрушенной сельской мечети. Когда Маужида апа первый раз переступила порог будущей библиотеки, она была поражена представшей перед ней картиной: комната до самого потолка была наполнена соломой. Вместе с несколькими комсомольцами очистили помещение, помыли, соорудили полки и выставили около 3 десятков книг, оставшихся от избы-читальни, потом принесли 10 стульев, 2 скамейки, стол. Так соломенный склад превратился в небольшую уютную библиотеку. Затем в 1968 году в селе построили большой клуб. В одно из больших помещений была переведена библиотека. Это помещение в клубе и сегодня служит библиотекой. Но уже выглядит она намного уютней, красивей и современней. А библиотекой после Маужиды апы вот уже более 30 лет заведует Аминова Гульфина Мирзахановна. На сегодня фонд библиотеки составляет 11 649 книг, читателей – 746, посещений в год – 9 885 человек.На базе Кузембетьевской библиотеки работают 2 читательских клуба: «Знайка» и «Ханым серлэре». Регулярно проводятся познавательные мероприятия для разных читательских возрастов в соответствии с планом библиотеки. Работа представляется в различных форматах: как онлайн, так и офлайн.",2021-04-21T07:52:22Z,2023-02-21T09:34:30Z,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,15:00:00,,
Тюлячинская межпоселенческая библиотека,"Респ Татарстан,р-н Тюлячинский,с Тюлячи,ул Белова,д 5",50.2376,55.890568,"Тюлячинская центральная библиотека является самым крупным информационно-образовательным центром района. Количество читателей – 1 406 человек, посещения за год – 14 176, книговыдача – 28 040. В 2017 году Тюлячинская центральная библиотека стала лучшей библиотекой, находящейся на территории сельского поселения Республики Татарстан. В поселениях Тюлячинского района проводятся выездные встречи с участием главы сельского поселения, активами населения и представителями района. За круглым столом организуются беседы, посвященные истории сел и их выдающимся личностям. Таким образом библиотека собирает воспоминания о знаменательных событиях.Центральная библиотека активно пропагандирует произведения художественной литературы, знакомит пользователей с жизнью и творческим наследием писателей. Важное направление работы – создание различных клубов по интересам и проведение мероприятий. Тюлячинская центральная библиотека работает совместно с отделом образования, комитетом по делам детей и молодежи, школой искусств.",2015-06-30T08:41:47Z,2023-08-28T06:38:55Z,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,09:00:00,15:00:00,,
Хорновар-Шигалинская сельская библиотека,"Респ Татарстан,р-н Дрожжановский,с Хорновар-Шигали,ул Центральная,5",47.7004769614197,54.8168622159225,"Хорновар-Шигалинская библиотека – это культурно-просветительский центр села. Она обслуживает 4 населенных пункта. Библиотека была открыта в 1937 году в небольшом деревянном доме. В то время книг было мало, на руки их не выдавали, читали только в библиотеке. К пожилым людям, которые не умели читать, приходили на дом и читали им книги вслух.В настоящее время библиотека располагается в здании сельского Дома культуры. Его построили 2013 году. Фонд с каждым годом пополняется, на данный момент составляе более 10 тысяч экземпляров. Учреждение оказывает услуги широкому кругу аудитории, старается соответствовать ожиданиям читателей, принимает участие в акциях, мероприятиях и конкурсах.",2021-04-12T13:07:57Z,2023-03-27T14:27:55Z,08:00:00,16:20:00,08:00:00,16:20:00,08:00:00,16:20:00,08:00:00,16:20:00,08:00:00,16:20:00,,,,
Косяковская библиотека – филиал № 25,"Респ Татарстан,р-н Зеленодольский,с Косяково,ул Светлая,д 6",48.3222094574004,55.664358885395,"Косяковская библиотека – филиал № 25 была основана в 1906 году. Книги были собраны при церкви. В 1930 году библиотека располагалась в народном доме, библиотекарем был Г. Христофоров. Книги поступали от состоятельных граждан. В настоящее время библиотекой заведует Н. Чибирева.Фонд составляет более 3 200 единиц книг и журналов. Посещаемость – 400 человек в месяц.Косяковская библиотека – это центр общественной и культурной жизни села. Здесь оказывают библиотечно-информационные услуги и проводят различные мероприятия в рамках календаря знаменательных и памятных дат. Также это место для интеллектуального общения.",2021-03-29T11:59:52Z,2023-02-28T07:24:45Z,,,15:30:00,18:30:00,15:30:00,18:30:00,15:30:00,18:30:00,15:30:00,18:30:00,15:30:00,18:30:00,15:30:00,18:30:00
Протопоповская библиотека – филиал № 32,"Респ Татарстан,р-н Зеленодольский,д Протопоповка,ул Зеленая,д 12",48.523982,55.771388,"В 1954 году в селе Мизиново была открыта библиотека, книги были собраны из трех изб-читален. В селе Мизиново библиотека просуществовала до 1987 года, после чего была переведена в село Протопоповка, в деревянный дом, ранее принадлежавший семье Вахитовых. Библиотека стала называться Протопоповская сельская библиотека – филиал № 32 Зеленодольской ЦБС. Нынешний руководитель библиотеки – заведующая Юдина А. В. В библиотеке насчитывается 6 000 книг, из них 3 000 – детский фонд. Посетителей обычно каждый год бывает более 200 человек. И, естественно, самые частые посетители – детишки. Они бывают на всех мероприятиях и даже в самое холодное время приходят в библиотеку и проводят время с книгами, журналами, настольными играми.",2021-03-29T13:23:36Z,2023-02-21T13:58:08Z,10:00:00,18:00:00,14:00:00,17:00:00,14:00:00,17:00:00,14:00:00,17:00:00,14:00:00,17:00:00,14:00:00,17:00:00,,
Библиотека д. Два Поля Арташ,"Респ Татарстан,р-н Сабинский,д Два поля Арташ,ул Школьная,д 12",50.654436,55.943663,"Библиотека в д. Два Поля Арташ была основана в мае 1955 года. В сентябре 1956 года она получила помещение в колхозном клубе. В 1975 году было построено новое здание для сельского клуба и библиотеки. Книги хранились в деревянном шкафу. Книжный фонд к этому времени включал почти 4,5 тысяч экземпляров. 22 февраля 2012 года библиотека переехала в нынешнее здание. Занимаемая площадь – 30 кв. м. Библиотека – информационное, культурно-просветительское и образовательное учреждение деревни. Сотрудники находятся в постоянном поиске новых форм и методов работы с читателями, отвечающих современным требованиям. Для привлечения пользователей и удовлетворения их запросов библиотека использует самые разные формы работы. Большую роль в обслуживании играют тематические выставки.",2022-01-08T18:42:50Z,2023-03-21T07:07:17Z,13:00:00,21:00:00,13:00:00,22:00:00,13:00:00,22:00:00,13:00:00,22:00:00,13:00:00,22:00:00,13:00:00,22:00:00,,
