id,registration,name,category,сultural_property,height,width,depth,preservation,description
5667,2016-06-14T09:45:12Z,Касперовская Божья Матерь (название изменяемое); Богоматерь Васильковская (название предполагаемое); Богоматерь Ахтырская (название последнее)    Автор: Аноним (иконописец); Аноним (ювелир)    Школа / Место издания: Россия    Период оригинала: 18 век ?,,,23,27,,,"Стиль: С окладом: Латунь ?/ Медь ?/ Другое ?; Желтый металл ?, Золочение    Размеры: В. 23, Ш. 27 (в окладе) / В. 27, Ш. 23 (в окладе)"
17297,2016-06-14T09:46:20Z,"СВЯТЫЕ БЕССРЕБРЕНИКИ КОСМА И ДОМИАН    Школа / Место издания: Владимирские иконописные села    Период оригинала: 19 век, 1 половина",ИКОНА,,106.5,76.5,,,"Размеры: В. 106,5, Ш. 76,5"
17897,2016-06-14T09:46:39Z,"Святой Антонио Падуанский    Период оригинала: 17 век, 4 четверть, 18 век, 1 четверть",ЖИВОПИСЬ,,163.5,113.5,,,"Размеры: В. 163,5, Ш. 113,5"
380,2016-06-14T09:44:20Z,Автор: Аноним (мастер)    Школа / Место издания: Россия    Период оригинала: 19 век,,,,,,,"Стиль: Литье ?; Канфарение ?    Ссылка на каталоги / инвентари: В источнике информации не содержатся сведения об авторе, технике, размеры, о наличии изображений, надписей и состоянии."
2055,2016-06-14T09:44:38Z,Архирей в парадном облачении (название придуманное)    Автор: Аноним (художник)    Школа / Место издания: Россия ?    Период оригинала: 18 век,ЖИВОПИСЬ,,330,95,,,"Размеры: В. 330, Ш. 95 (приблизительно) ? ; В. 95, Ш. 88 (приблизительно) ?    Ссылка на каталоги / инвентари: ЧХИМ/2: 2/32    Ссылка на каталоги / инвентари: Размер 330 - явная опечатка, возможно 88, поэтому Предметы 2 и 1 - могут быть одним произведением, требуется уточнение.  Ссылка: см. Источники, ЧГК."
8690,2016-06-14T09:45:44Z,"Привез в город горшки продавать    Автор: Соловьев, Лев Григорьевич",,,,20,,,"Размеры: B. 30, Ш. 20    Ссылка на каталоги / инвентари: Поступило: Поступила в музей, предположительно, в 1918 г."
6541,2016-06-14T09:45:15Z,Неопалимая купина (название изначальное); Богоматерь Неопалимая купина (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,,,25,20,,,"Размеры: В. 25, Ш. 20 (доска, в окладе ?)"
5526,2016-06-14T09:45:04Z,Избранные Святые (название употребляемое)    Автор: Аноним    Школа / Место издания: Россия,,,30,25,,,"Размеры: В. 30, Ш. 25 (без обрамления ?)"
5736,2016-06-14T09:45:14Z,Иоанн Пророк (название изначальное); Святой Иоанн Предтеча Креститель (название последнее)    Автор: Аноним    Школа / Место издания: Россия ?,,,20,30,,,"Стиль: Дерево ?    Размеры: В. 20, Ш. 30 (доска ?) / В. 30, Ш. 20 (доска ?)"
13998,2016-06-14T09:46:08Z,Альбом фотографий,,,,,,,
22738,2021-04-28T12:20:40Z,Денежный знак «3 червонца». СССР. 1957 г. № 667278 кл. ОФ-182,МОНЕТА / МЕДАЛЬ,Объект является культурной ценностью,,,,Разрывы на сгибах,нет
17110,2016-06-14T09:46:35Z,Коленопреклонный мальчик,,,13,,,,"Размеры: В.13.0, основание 6 на 6 см    Инвентарный номер: КП 1326"
11812,2016-06-14T09:45:53Z,Яичко сувенирное,,,,,,,
7665,2016-06-14T09:45:26Z,Избранные Святые (название употребляемое)    Автор: Аноним (модельщик)    Школа / Место издания: Россия ?    Аноним (литейщик),,,12,15,,,"Стиль: Латунь ?/ Медь ?/ Другое ?, Желтый металл    Размеры: В. 12, Ш. 15 (пластинка) / В. 15, Ш. 12 (пластинка)"
22137,2020-09-01T12:08:48Z,"ШКМ КП-1255/2. Номер по ГК 14797693. Монета Название: ""10 геллеров"". подлинник Датировка: 1895 Место создания: Австрия Материал: металл Техника: чеканка Размеры: Д-19мм",ПРЕДМЕТЫ НУМИЗМАТИКИ И БОНИСТИКИ,Объект является культурной ценностью,,,,Потерта,нет
12575,2016-06-14T09:45:58Z,Открытое письмо,,,9,14,,,"Размеры: В. 9.0, Ш. 14.0"
23304,2023-03-13T11:52:52Z,"Монета Польши. Сигизмунд III. 1622 г. Польша. Серебро, чеканка. Диаметр - 29 мм., вес - 6,6 г. РЯМЗ КП-11095 Н-4202 СА-236 ГК-38157174",,Объект является культурной ценностью,,,,"потертость, загрязнение.",-
8778,2016-06-14T09:45:33Z,Пейзаж    Автор: Соловьев Лев Григорьевич,,,,16.5,,,"Размеры: B. 21, Ш. 16,5    Инвентарный номер: Инв. № 373. 7712/46"
20027,2018-11-30T14:05:33Z,"Аммонит Speetoniceras sp., K1h2., ЕП №715-6. 1шт., д-2.8см., инв № 481.",ОБРАЗЦЫ ФЛОРЫ И ФАУНЫ,Объект является культурной ценностью,,,,"уд:, раковина имеет сколы.",УПМ 481
