id,registration,name,category,сultural_property,height,width,depth,preservation,description
835,2016-06-14T09:44:22Z,"Пасхальные игры (русский, название записано?, лицевая сторона)    Автор: Жуковский Рудольф Казимирович (художник, литограф)    Школа / Место издания: Россия    Период оригинала: середина 19 век",ОТТИСК,,26,34,,,"Размеры: В. 26, Ш. 34 (отпечаток / оттиск ?)    Характер подписи: Популярные русские сцены ( в. поле, типографский шрифт) ?    Ссылка на каталоги / инвентари: Надписи: требуется уточнение."
3634,2016-06-14T09:44:54Z,Казанская Божья Матерь (название употребляемое); Богоматерь Казанская  (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,ИКОНА,,25,30,,,"Размеры: В. 25, Ш. 30 (приблизительно) / В. 30, Ш. 25 (приблизительно)"
411,2016-06-14T09:44:21Z,Нечаянная Радость Богородицы (название употребляемое); Нечаянная Радость (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век,ИКОНА,,35.4,30.2,,,"Стиль: Дерево: шпонки; Ткань: паволока; Красный: темно-бардовый фон иконы с Богоматерью,  одежда младенца; Золотистый: нимб; Желтый: общий фон иконы; Зеленый: одежда Святого    Размеры: В. 35.4, Ш. 30.2 (доска)    Характер подписи: ? (внизу, на желтом фоне, черными буквами)    Ссылка на каталоги / инвентари: Состояние: 2 шпонки утрачены; устрата левкаса и красочного слоя."
19463,2018-09-07T07:17:01Z,"Нож кухонный. Российская империя, г. Ворсма, Нижегородская губ. 1860-е годы. Сталь. 470х53 мм. ПМ КП 20013",ОРУЖИЕ ХОЛОДНОЕ,Объект является культурной ценностью,,,,"Коррозия, загрязнения, отсутствует рукоятка из дерева. Кончик обломан","Надпись: ""Л. и А. Завьяловыхъ въ ВорсмЪ т-во произв. стал. изделiй"""
11838,2016-06-14T09:45:53Z,Безделушка в виде животных,,,,,,,
20234,2018-12-05T13:49:54Z,"МОКМ КП-106/18 Образец древесной породы с повреждениями, нанесенными вредителями леса. Дерево, размер не зафиксирован. Поступление 1966 г.",ОБРАЗЦЫ ФЛОРЫ И ФАУНЫ,Объект является культурной ценностью,,,,Не зафиксировано,Не зафиксировано
14329,2016-06-14T09:46:10Z,Чесалка,,,0.58,,,,Размеры: Дл. 0.58
8044,2016-06-14T09:45:22Z,"У родника (название придуманное)    Автор: Ефейкина А.А. (художник, гравер ?)    Школа / Место издания: Россия    Период оригинала: 20 век",ОТТИСК,,,,,,Стиль: Гравюра на металле: офорт
4899,2016-06-14T09:45:03Z,"В честь П.П. Воейкова (название изначальное); Вице-президенту Петру Петровичу Воейкову 1851 Московское общество охотников конского бега (название записано; лицевая сторона)    Автор: Алексеев Василий Владимирович (резчик, медальер)    Школа / Место издания: Россия    Московское общество конского бега (учреждение); Монетный двор    Период оригинала: середина 19 век",,,65,,,,"Размеры: Д. 65 мм ? /  Д. 65 мм (штемпель)    Характер подписи: В: АЛЕКЪЕВЪ Р. (на обрезе, в центре)    Характер подписи: Воейков П.П. (1803-1871)    Характер подписи: [дворянский герб Воейкова]; 1851; Фасадъ галлереи лътнего бъга / в Москвъ (О., под обрезом); 483 (О. справа внизу, процарапано, черные чернила)    Ссылка на каталоги / инвентари: СМИРНОВ: № 639    Ссылка на каталоги / инвентари: В источнике:  герб - щит, рыбы под короной, скачущий олень (подробнее см. Паспорт инв. № 79), а в каталоге - рыцарский шлем с дворянской короной и ниспадающим по сторонам наметом (СМИРНОВ), трбуется уточнение."
312,2016-06-14T09:44:20Z,Ниагарский водопад (название придуманное)    Автор: Айвазовский Иван Константинович (художник)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век,ЖИВОПИСЬ,,21,27,,,"Стиль: Прямоугольник горизонтальный ?    Размеры: В. 21, Ш. 27 (без обрамления)    Характер подписи: Айваз[.?.] (темная краска, наискосок)    Характер подписи: И.Айвазовскиi / 1899. / Нiагарский водопадъ (О., подрамник. в., рука ?)    Ссылка на каталоги / инвентари: ВОЛОГОДСКАЯ ОКГ: б/н.,  с. 208,  Ж-130    Ссылка на каталоги / инвентари: Фото: см. Ссылку.  В источнике информации не содержатся сведения о цветах, подробности изображения, о наличии подписи, надписей и состоянии"
