id,registration,name,category,сultural_property,height,width,depth,preservation,description
17697,2016-06-14T09:46:38Z,Монета римская времен императора Адриана    Период оригинала: 2 век,,,0.244,,,,"Размеры: Д. 0,244, Вес 9 г.    Инвентарный номер: 6"
22958,2022-03-23T14:44:19Z,"МА НВ 1275 Фотография. Образцы резьбы по дереву из собрания ГИМ и др. Резная доска. Фотокопия. 1989. Бумага, фотопечать. 10,5х23,2. Акт № 5 от 03.02.1989.",,Объект является культурной ценностью,,,,Удовлетворительное,Отсутствуют
12071,2016-06-14T09:45:55Z,Безделушка в виде животных,,,,,,,
1241,2016-06-14T09:44:30Z,Бог Кама (название употребляемое); Бог любви Кама - дэва (название изначальное); Кама - дэва верхом на попугае (название предполагаемое)    Автор: Аноним (модельщик)    Школа / Место издания: Монголия ?; Индия (с оригинала)    Аноним (литейщик)    Период оригинала: 19 век,,,,,,,Ссылка на каталоги / инвентари: ХУДОЖЕСТВЕННАЯ ЭНЦИКЛОПЕДИЯ : с. 18; ТЮЛЯЕВ: с. 321
23459,2023-04-17T11:02:29Z,"Статуэтки 3 поросенка 1- черный, 2-сиреневый, 3-желтый. h=2,5 см. КИРМ КП 997 ПИ 52",,Объект является культурной ценностью,,,,Не известно,Не известно
15404,2016-06-14T09:46:24Z,Сито,,,17.6,17,,,"Размеры: В. 17, Дл. 17.6    Инвентарный номер: 17237"
7148,2016-06-14T09:45:21Z,"Лес / Озеро (название двойное, название изначальное); Озеро в сосновом лесу (название придуманное)    Автор: Шишкин Иван Иванович (художник)    Школа / Место издания: Россия    Период оригинала: 3 четверть 19 век",ЖИВОПИСЬ,,32,51,,,"Размеры: В. 32, Ш. 51 (без обрамления, ру ?)    Характер подписи: И.Шишкин. [...]    Характер подписи: [...] 79. (П.); 1841 ? (О. ?)    Ссылка на каталоги / инвентари: Надписи: в источнике нет указания, что инвентарный номер записан на предмете."
14537,2016-06-14T09:46:12Z,Коробка,,,23.8,6.5,,,"Размеры: В. 23.8, Ш. 6.5"
21874,2020-08-19T11:35:59Z,"ШКМ КП-362. Номер по ГК 14791058. Монета Название: ""2 копейки"". подлинник Датировка: 1907 Место создания: СССР Материал: металл Техника: чеканка Размеры: Д-23мм.",ПРЕДМЕТЫ НУМИЗМАТИКИ И БОНИСТИКИ,Объект является культурной ценностью,,,,"Окислена, пятна",нет
9636,2016-06-14T09:45:41Z,Коробочка,,,6,,,,Размеры: В. 6 см    Инвентарный номер: Инв. № 2937
14249,2016-06-14T09:46:10Z,Молодая особа,,,45,70,,,"Размеры: В. 45.0, Ш. 70.0"
