id,registration,name,category,сultural_property,height,width,depth,preservation,description
2432,2016-06-14T09:44:39Z,"Девушка у окна (название изначальное)    Автор: Шамурзаев Шамиль Алиевич (художник)    Школа / Место издания: Россия, Северный Кавказ    Период оригинала: середина 20 век; 2 половина 20 век",ЖИВОПИСЬ,,110,90,,,"Размеры: В. 110, Ш. 90 (приблизительно, без обрамления)    Ссылка на каталоги / инвентари: ЧГОМ: №  486 (481 п.ф.)"
22676,2021-04-21T13:09:44Z,Краткосрочное обязательство Государственного Казначейства «50 рублей». Россия. 1919 г. № ББ 0099. ОФ-244,ПРЕДМЕТЫ НУМИЗМАТИКИ И БОНИСТИКИ,Объект является культурной ценностью,,,,Потерт по сгибам,№ ББ 0099. ОФ-244
13470,2016-06-14T09:46:05Z,Портрет девушки,,,5.5,8.5,,,"Размеры: В. 5.5, Ш. 8.5"
17720,2016-06-14T09:46:38Z,"Кормчая. В 2-х частях.    Школа / Место издания: Россия, Москва    Период оригинала: 18 век, 2 половина",,,,,,,"Размеры: 38, 5-60, 300, 39 л.    Инвентарный номер: 28824"
21119,2019-03-14T12:25:53Z,"МОКМ КП-2241/354 Предмет из археологической коллекции Липовского В.С., собранной учащимися Палаткинской школы. Поступление 1956 г.",,Объект не является культурной ценностью,,,,Не зафиксировано,Не зафиксировано
22682,2021-04-21T13:17:50Z,Денежный знак «1000 рублей». Россия. 1918 г. № АГ-610. ОФ-238,ПРЕДМЕТЫ НУМИЗМАТИКИ И БОНИСТИКИ,Объект является культурной ценностью,,,,"Загрязнена, надорвана",№ АГ-610. ОФ-238
15790,2016-06-14T09:46:23Z,Богоматерь Неопалимая Купица,ИКОНА,,76,59,,,"Стиль: Яичная темпера    Размеры: В.76, Ш.59 см    Ссылка на каталоги / инвентари: Ярославская обл., Ярославский  район, с. Глухово. Похищение произошло 28.12.2007 г.    Инвентарный номер: 100"
16599,2016-06-14T09:46:31Z,Картина    Автор: Кугач Ю.П.    Период оригинала: 50-70 гг. 20 века,ЖИВОПИСЬ,,60,80,,,"Размеры: В.60, Ш.80 см    Характер подписи: Выполнена красителем темного цвета"
18447,2016-06-14T09:46:41Z,"Период оригинала: 17 век?, 18 век?, 19 век?, 20 век?",,,22.5,23.5,,,"Размеры: В. 23.5, Д. 22.5 см    Ссылка на каталоги / инвентари: HuD 07712    Ссылка на каталоги / инвентари: Высокая круглая пивная кружка с подвижным носиком и навесной крышкой на высоком круглом основании."
10076,2016-06-14T09:45:38Z,Чайница,,,11,,,,Размеры: В. 11 см    Инвентарный номер: Инв. № 39
