name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Краснокутская модельная библиотека,"обл Белгородская,р-н Борисовский,с Красный Куток,ул Середенко,д 6",35.926817,50.626298,"Краснокутская сельская библиотека была образована в 1946 году как изба-читальня. Книжный фонд библиотеки составляет 8 126 экземпляров литературы, из них 2 674 – это детская литература. В Краснокутской библиотеке предоставляется свободный доступ к сети Интернет, библиотека оснащена компьютерной и орг. техникой. Имеется информационно-правовая система «Консультант Плюс». Ежегодно в сельской библиотеке проводятся мероприятия, посвященные юбилейным датам. В библиотеке организован детский коллектив кукольного театра «Солнечный лучик». Помимо выдачи книг библиотеки оказывают широкий спектр услуг: ксерокопирование, сканирование, брошюрование, предоставление машинного времени, проводится ряд интересных мероприятий для различных возрастных групп и многое другое.",Борисовский район,2015-01-27T08:31:01Z,2023-02-10T12:07:46Z,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,
Библиотека № 8 г. Вольска,"обл Саратовская,г Вольск,п завода Большевик,д 59",47.3744201660156,52.0305283247702,"Библиотека была открыта как профсоюзная библиотека цементного завода «Большевик» в 1930 году в помещении клуба, где она располагается и сейчас. В 2010 году библиотека стала победителем в конкурсе проектов «Помогая детям – строим будущее» с проектом «Весь мир в окошке». В настоящее время библиотека профилирована как центр литературно-поэтического и интеллектуального отдыха. На её базе работает литературный клуб «Муза», библиотека активно сотрудничает со средней школой № 4, с СОЦ «Волжские зори». Фонд библиотеки составляет 11 680 экземпляров. Число пользователей библиотеки составляет более 1400 человек.",Саратов,2019-11-13T05:22:04Z,2023-03-21T07:12:57Z,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,
Библиотека на Молодежной,"обл Московская,г Реутов,ул Молодежная,д 4",37.848447561264,55.7472729264698,"Библиотека открылась в 2012 году в южной части города Реутова. Фонд библиотеки в настоящее время небольшой, составляет около 5 000 экземпляров книг. Количество читателей – более 1 500 человек. Библиотека старается идти в ногу со временем. Здесь используются современные формы работы: квест-игры, интерактивные игры, литературные марафоны и ринги, литературные ярмарки, гостиные. Ежегодно проводится более 100 массовых мероприятий. Читатели и сотрудники библиотеки принимают участие в областных и межрегиональных конкурсах, занимают призовые места. На базе учреждения ведут работу несколько кружков (на бесплатной основе). Также здесь есть уникальная мастерская красивых идей, любой желающий может научиться рукоделию.",Реутов,2015-03-19T11:25:58Z,2023-03-14T08:07:49Z,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,12:00:00,15:00:00,12:00:00,15:00:00
Библиотека «Мир» г. Новокузнецка,"обл Кемеровская область - Кузбасс,г Новокузнецк,р-н Центральный,ул Тольятти,д 31",87.143527,53.760773,"Библиотека семейного чтения «Мир» была основана в 1971 году. Объем фонда составляет 29 400 экземпляров. Библиотека организует для читателей книжные выставки, обзоры литературы, тематические беседы, вечера, конкурсы, викторины, экскурсии, информационные уроки. Здесь можно получить консультацию по работе в справочно-правовых системах «КонсультантПлюс» и «Гарант», доступ к нормативно-правовым актам в электронном виде. Для посетителей доступны электронные базы данных: электронный каталог, краеведческий каталог, статьи, факты о Кемеровской области, периодические издания.При библиотеке действует клуб «Секреты урожая». Он объединяет людей, увлеченных садоводством, цветоводством, овощеводством, ландшафтным дизайном.",Новокузнецк,2022-06-16T07:15:46Z,2023-03-02T14:09:38Z,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,,,10:00:00,18:00:00
Тюлячинская межпоселенческая библиотека,"Респ Татарстан,р-н Тюлячинский,с Тюлячи,ул Белова,д 5",50.2376,55.890568,"Тюлячинская центральная библиотека является самым крупным информационно-образовательным центром района. Количество читателей – 1 406 человек, посещения за год – 14 176, книговыдача – 28 040. В 2017 году Тюлячинская центральная библиотека стала лучшей библиотекой, находящейся на территории сельского поселения Республики Татарстан. В поселениях Тюлячинского района проводятся выездные встречи с участием главы сельского поселения, активами населения и представителями района. За круглым столом организуются беседы, посвященные истории сел и их выдающимся личностям. Таким образом библиотека собирает воспоминания о знаменательных событиях.Центральная библиотека активно пропагандирует произведения художественной литературы, знакомит пользователей с жизнью и творческим наследием писателей. Важное направление работы – создание различных клубов по интересам и проведение мероприятий. Тюлячинская центральная библиотека работает совместно с отделом образования, комитетом по делам детей и молодежи, школой искусств.",Тюлячинский район,2015-06-30T08:41:47Z,2023-08-28T06:38:55Z,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,09:00:00,15:00:00,,
Центральная районная взрослая библиотека п. Кантемировка,"обл Воронежская,р-н Кантемировский,рп Кантемировка,ул Победы,д 30",39.859013,49.699151,"Отдел обслуживания читателей Кантемировской центральной районной библиотеки является структурным подразделением муниципального казенного учреждения культуры «Межпоселенческая библиотечная система».Отдел формирует, хранит и предоставляет в пользование наиболее полное, универсальное собрание материалов в пределах обслуживаемой территории, организует взаимодействие библиотечных ресурсов и оказывает методическую помощь библиотекам, расположенным на территории Кантемировского муниципального района.Центральная районная библиотека служит интересам всех групп читателей, независимо от возраста, пола и национальности. Отдел обслуживания состоит из абонемента, большого современного читального зала. На постоянной основе работают клубы по интересам, проводятся различные массовые мероприятия, удовлетворяющие интересы и потребности пользователей.",Кантемировский район,2016-05-19T07:25:13Z,2023-03-21T11:39:12Z,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,,
Детская библиотека Трубчевского района,"обл Брянская,р-н Трубчевский,г Трубчевск,ул Ленина,д 77",33.765929,52.578185,"Трубчевская детская библиотека была основана в 1925 году. В отчете Трубчевского волостного политпросветкома за 1925 г. упоминается о выделении ассигнований на содержание учреждения. Первой заведующей была назначена И.П.Потапова. Библиотекой в разные годы руководили Тихомирова А. П., Соина Н. Я., Бирюлина Н. М., Парцевская Л. В., Парачева Н .П. На сегодняшний день заведующей библиотеки является Л.В. Кухтина. Услугами библиотеки ежегодно пользуются около 1 800 читателей. Книжный фонд включает 26 000 изданий. Ежегодная книговыдача библиотеки – 40 000 экземпляров литературы. Уже на протяжении ряда лет библиотека работает по программе «Открывая книгу – открываешь мир». Программа способствует продвижению чтения среди юных посетителей, побуждает детей к творчеству и помогает в организации их свободного времени. К услугам читателей – абонемент и читальный зал для дошкольников, учащихся 1–9 классов и руководителей детского чтения. С 2015 года при библиотеке работает музейная комната «Трубчевский край литературный». Посетители музея могут познакомиться с творчеством трубчевских писателей, увидеть уникальные экспонаты, связанные с литературным наследием района и историей литературного объединения «Горизонт».",Трубчевский район,2019-02-05T09:08:17Z,2023-03-24T08:50:08Z,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00
Байкаловская центральная библиотека,"обл Свердловская,р-н Байкаловский,с Байкалово,ул Революции,д 23",63.7723411891632,57.3971694484309,"Байкаловская центральная библиотека функционирует как самостоятельное учреждение с 1930 года, в начале деятельности в ней насчитывалось 7 284 книги. С 1 января 2009 года является структурным подразделением МБУ «Центр информационной, культурно-досуговой и спортивной деятельности». Библиотека находится на территории Байкаловского сельского поселения, в состав которого входит еще 6 деревень (население – 6 761 человек). В с. Байкалово население 6 457 человек, из них детей 1 102. Фонд библиотеки по состоянию на 2021 год составляет 27 105, в год ее посещают 10 593 человека, проводится более 255 мероприятий, книговыдача насчитывает 45 767 экземпляров, читателей – 1 179 человек. Сотрудники библиотеки регулярно проводят акции «Читатель – читателю», акция предусматривает взаимообмен книгами между читателями и способствует возникновению интереса к чтению, а значит, и к посещению библиотеки.",Байкаловский район,2021-04-28T11:28:31Z,2023-03-24T13:12:33Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,,
Центральная детская библиотека им. А. Г. Казаковой пгт. Емельяново,"край Красноярский,р-н Емельяновский,пгт Емельяново,ул Декабристов,д 85",92.6784086785736,56.1678902317991,"Первоначально в Емельяново при районной библиотеке было детское отделение. Как самостоятельное учреждение детская библиотека открылась 1 июня 1956 года. Она несколько раз меняла свое местонахождение. С 1978 года находится в здании районного Дома культуры. 12 января 1996 года детской библиотеке присвоено имя Антонины Георгиевны Казаковой – первой заведующей, участницы Великой Отечественной войны. Сегодня библиотека – уютное место с читальным залом и залом абонемента. Это место для общения, творчества, участия в интересных мероприятиях, это познавательные выставки, мастер-классы, праздники, возможность воспользоваться услугой выхода в интернет. Здесь работает центр детского общения «БиблиоСАД» для детей старшего дошкольного возраста и клуб «Читай-ка» (программа интерактивного чтения). Услугами библиотеки ежегодно пользуется более 2 000 человек. Число посещений – свыше 18 300. Фонд –более 15 200 экземпляров. Пользователи библиотеки активно участвуют во всероссийских и краевых конкурсах и акциях.",Емельяновский район,2023-06-30T09:42:24Z,2023-06-30T13:39:22Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,17:00:00,,
Рузбугинская сельская библиотека,"обл Ярославская,р-н Любимский,д Рузбугино,пер.Школьный,д.3",40.654561,58.076711,"Рузбугинская сельская библиотека была основана в июле 1951 года и находилась в здании сельского совета. С 1957 года называлась избой-читальней. С 2006 по 2010 год она находилась в здании Дома культуры. На 1 января 2016 года фонд составил 7 131, посещений – 2 864, пользователей – 405 человек.Сейчас Рузбугинская сельская библиотека находится в безвозмездном пользовании в здании Осецкого сельского поселения на первом этаже. Заведующая библиотекой – Кириллова Ирина Владимировна. Приоритетными группами обслуживания в библиотеке являются дети, молодежь и инвалиды. Проводится работа с животноводами, механизаторами и работниками сельского хозяйства.",Любимский район,2016-11-10T12:08:45Z,2023-03-29T07:12:32Z,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,15:00:00,,
