UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,COMMENTS,GROUP_ID,GROUP_ORDER
8a49d75e-49de-4907-9abe-f49ace4b3a46,Book 13,Lesbos,char-offset:104832,PLACE,http://pleiades.stoa.org/places/550695,Lesbas|Lesbas,-0750/0300,39.177279,25.867117,fort,UNVERIFIED,,,,
9ba62177-7686-46c7-98a5-c1801ae40ed6,Book 5,Tibura,char-offset:76644,PLACE,http://pleiades.stoa.org/places/423081,"Tibur|Tibur, Tivoli",-0750/0640,41.96566,12.7971,"amphitheatre,sanctuary,settlement,temple-2",VERIFIED,,,,
d2f14022-6435-4fd6-89eb-24eaec5ea7e9,Book 4,Rhone,char-offset:74001,PLACE,http://pleiades.stoa.org/places/109277,"Rhenus (river)|Rhenus, Rhein",-0330/0640,51.981667,4.080556,river,VERIFIED,,,,
e7bd663f-f39d-410c-b271-a766e515d054,Book 2,Cataonia,char-offset:179187,PLACE,http://pleiades.stoa.org/places/629004,Kataonia,-0330/0640,38.25,36.25,region,VERIFIED,,,,
7c8f77fe-9233-4e50-aa84-1f5c08ea3104,Book 5,Lower Egypt,char-offset:7847,PLACE,http://pleiades.stoa.org/places/981503,Ancient Egypt (region),-1000/0640,19.211408766666665,30.567329633333333,region,VERIFIED,,,,
b23f2a8f-a830-4175-86b4-f5f52f968fb7,Book 8,Argos,char-offset:104808,PLACE,http://sws.geonames.org/200844,,,,,,UNVERIFIED,,,,
6f3136b7-2b77-4042-9b12-a1a584f8b5f2,Book 8,Elis,char-offset:11821,PLACE,http://pleiades.stoa.org/places/570220,"Elis|Elis, Elis",-0750/0300,37.89131,21.37493,"theatre,settlement",UNVERIFIED,,,,
a421178b-f411-43a3-9986-dd3c981f93cc,Book 4,Ossa,char-offset:86399,PLACE,http://pleiades.stoa.org/places/540993,"Ossa (mountain range)|Ossa Mons, Ossa (Kissavos)",-0550/2100,39.7957751,22.6851958,mountain,VERIFIED,,,,
65989f2c-79b4-4eb9-b3ab-c36db658d93d,Book 4,Ocra,char-offset:82560,PLACE,http://pleiades.stoa.org/places/197416,"Ocra M.|Ocra Mons, Nanos",,45.7982976,14.0671196,mountain,VERIFIED,,,,
1f2b4a50-cb6b-4520-94fc-ce8a4ab44482,Book 2,Caspian,char-offset:179208,PLACE,http://pleiades.stoa.org/places/903004,"Caspiae Portae?|Caspiae Portae?, Sar Darreh pass, Aivaneki",-0550/0300,35.27617,52.1696,pass,VERIFIED,,,,
9d6f6fd7-0cb4-46fb-8648-b902655663eb,Book 9,Attica,char-offset:26552,PLACE,http://sws.geonames.org/4233017,,,,,,UNVERIFIED,,,,
c3a2f6fa-67a9-4929-95c5-ab2166d4ec21,Book 3,Gadeira48,char-offset:11767,PLACE,http://pleiades.stoa.org/places/256177,"Gadeira/Gades/Col. Augusta Gaditana|Gades/Gadeira/Col. Augusta Gaditana, Cádiz",-0750/2100,36.528381,-6.294444,"arch,theatre,townhouse,settlement",VERIFIED,,,,
bee654ff-7307-49b4-8979-5ac1a6db7249,Book 6,Mamertinian,char-offset:32812,PLACE,http://pleiades.stoa.org/places/452374,"Mamertion?|Mamertion/Mamerta, Oppido Mamertina",-0330/-0030,38.28611,15.96718,settlement,VERIFIED,,,,
2310353f-8612-4440-b3a9-2551a752f239,Book 3,Oretani,char-offset:12206,PLACE,http://pleiades.stoa.org/places/265989,Oretania/Oretani,-0330/0300,38.760085,-3.718138,"region,people",VERIFIED,,,,
91b11350-61da-4326-926c-91bcaf602a34,Book 8,Eleii,char-offset:23844,PLACE,,,,,,,UNVERIFIED,,,,
748d0efd-c836-48ec-8117-9c9b1d353f58,Book 15,Ganges,char-offset:11031,PLACE,http://sws.geonames.org/6428796,,,,,,UNVERIFIED,,,,
df294322-d32b-4bc4-b623-19a10c43eb84,Book 8,Epeii,char-offset:52401,PLACE,,,,,,,UNVERIFIED,,,,
25c12c55-fd63-41f9-81ef-458e687e404d,Book 8,Ephyra,char-offset:17087,PLACE,http://pleiades.stoa.org/places/543702,Ephyri,,,,unlocated,UNVERIFIED,,,,
53a07e3c-18d4-4b34-9272-8854be0662e9,Book 2,Athens,char-offset:39123,PLACE,http://pleiades.stoa.org/places/579885,"Athenae|Athenae, Athína",-0750/2100,37.971687,23.726464,settlement,VERIFIED,,,,
2169df93-7b6c-4dbb-9a7d-36879be663d5,Book 6,Pachynus,char-offset:29169,PLACE,http://pleiades.stoa.org/places/462405,"Pachynum Pr.|Pachynum Pr., Capo Passero",-0550/2100,36.68882,15.15171,cape,VERIFIED,,,,
08f8af74-2963-441e-877f-9346cbd85a34,Book 2,Caspian Gates,char-offset:49624,PLACE,http://pleiades.stoa.org/places/903004,"Caspiae Portae?|Caspiae Portae?, Sar Darreh pass, Aivaneki",-0550/0300,35.27617,52.1696,pass,VERIFIED,,,,
93c4dc9a-427f-4357-8f2e-4a9d4eace45c,Book 13,Abydos,char-offset:26186,PLACE,http://pleiades.stoa.org/places/494527,Abydon/Amydon,-0550/-0330,,,unlocated,UNVERIFIED,,,,
7dde8e0e-be0b-491e-ab35-ee348ec39eb8,Book 2,India,char-offset:13993,PLACE,http://pleiades.stoa.org/places/50004,India,-0330/0300,22.5,77.5,region,VERIFIED,,,,
536aa3a7-c306-402a-a19b-58adadd7697c,Book 6,Scylletium,char-offset:25488,PLACE,http://pleiades.stoa.org/places/452439,"Scylletium/Scolacium|Scylletium/Scolacium, Roccelletta, Borgia",-0550/0640,38.807463,16.595392,"amphitheatre,cemetery,townhouse,settlement,plaza",VERIFIED,,,,
bb0d579d-015c-485b-9d9d-cd7951593c07,Book 3,Pyrenees,char-offset:68038,PLACE,http://pleiades.stoa.org/places/246582,"Pyrenaei (mountains)|Pyrenaei Mons, Pyrenees Mts.",-0330/2100,42.67,1,mountain,VERIFIED,,,,
e76e3897-2bdb-425f-b7ff-28eefb8d9a91,Book 8,river Geron,char-offset:20975,PLACE,http://sws.geonames.org/2657656,,,,,,UNVERIFIED,,,,
2a050ef0-8a3f-4606-8d9e-45cbce1e6bcb,Book 2,Caucasus,char-offset:179242,PLACE,http://pleiades.stoa.org/places/863766,"Caucasus (mountain range)|Caucasus Mons, Caucasus Mountains",-0030/0300,43.3525468,42.4378759,mountain,VERIFIED,,,,
87927885-9b13-45fa-a55b-ae1c0d967a45,Book 2,Carthage,char-offset:178809,PLACE,http://pleiades.stoa.org/places/314921,"Ziqua|Monument circulaire|Basilique de Dermech|Odéon|Théâtre|Carthago|Carthago, Carthago|Nécropoles puniques|Rotonde de Damous El Karita|Ziqua, Zaghouan",-0750/2100,36.857569,10.327986,"amphitheatre,cemetery,villa,theatre,port,church,settlement,circus,bath",VERIFIED,,,,
5af6a5ec-53d6-4b59-8302-817dab4d9a30,Book 13,Ida,char-offset:89512,PLACE,,,,,,,UNVERIFIED,,,,
75597257-f4af-4be4-8ff4-309e3eb2c3b1,Book 2,Persia,char-offset:32905,PLACE,,,,,,,VERIFIED,,,,
72da7eb7-25ab-47a3-8144-077d36a58063,Book 3,Cæsar Augusta,char-offset:70215,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,
4e2c26a1-7a00-4de3-936a-296296731066,Book 8,Dyme,char-offset:24487,PLACE,http://pleiades.stoa.org/places/543692,Dyme,,,,unlocated,UNVERIFIED,,,,
83344133-ff22-465e-8797-e2707587d9a9,Book 6,Tarentines,char-offset:78123,PLACE,http://pleiades.stoa.org/places/442810,"Taras/Tarentum/Neptunia|Taras/Tarentum/Neptunia, Taranto|Taranto",-0750/0640,40.476034,17.228553,"settlement,temple-2",VERIFIED,,,,
4dfb0302-4393-43db-a496-5941ab027d4a,Book 9,Greece,char-offset:121875,PLACE,http://sws.geonames.org/4800037,,,,,,UNVERIFIED,,,,
7ca6e239-45e5-4ca4-a152-e03ae2c636ef,Book 4,Vivisci,char-offset:36189,PLACE,http://pleiades.stoa.org/places/138226,Bituriges Vivisci,-0330/0640,44.84251125,-0.5798494999999999,people,VERIFIED,,,,
70d42190-4b12-4b16-b384-bf5ade050660,Book 8,Eleian,char-offset:91660,PLACE,http://sws.geonames.org/1329351,,,,,,UNVERIFIED,,,,
a1570c83-c238-40f2-8130-a7412f247225,Book 15,Egypt,char-offset:34656,PLACE,,,,,,,UNVERIFIED,,,,
6db28a5f-d979-4e1c-b504-c642b3ec488b,Book 4,Garonne,char-offset:45246,PLACE,http://pleiades.stoa.org/places/138369,"Garumna (river)|Garumna, Garonne (La)",-0330/0640,45.585693,-1.047134,river,VERIFIED,,,,
59a256a8-cac6-4a45-a2a4-0c3c66846585,Book 2,Cinnamon Country,char-offset:174990,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,
c2674e56-0b5b-46a2-8da8-45caac846510,Book 2,Pelusium,char-offset:46037,PLACE,http://pleiades.stoa.org/places/727192,"Pelusium|Pelousion/Pelusium, Tell el-Farama",-2670/1516,31.042265,32.540631,"theatre,settlement,fort,port",VERIFIED,,,,
dcc696ce-af87-4287-8be1-ab0a365d84ca,Book 4,Vindalum,char-offset:24235,PLACE,http://pleiades.stoa.org/places/148236,"Vindalium?|Vindalium?, Mourre-de-Sève",-0750/-0030,43.998253,4.903091,settlement,VERIFIED,,,,
b232c8bd-4c6a-4a86-a82b-94ff3664e0ed,Book 8,Pylus,char-offset:55592,PLACE,,,,,,,UNVERIFIED,,,,
6d363a54-58b5-4966-be75-ad3c4c0e057c,Book 4,Rhone,char-offset:26611,PLACE,http://pleiades.stoa.org/places/148168,"Rhodanus (river)|Rhodanus, Rhône (Le)",-0550/0640,43.33167,4.84861,river,VERIFIED,,,,
db2729a9-fd34-402f-b974-4c932942c321,Book 13,Pæsus,char-offset:20890,PLACE,,,,,,,UNVERIFIED,,,,
5321bfc6-793e-4151-a844-3bff3f24345e,Book 5,Insubri,char-offset:8558,PLACE,http://pleiades.stoa.org/places/383678,Insubres,-0330/0300,45.463746,9.18806,people,VERIFIED,,,,
b1ff181c-24aa-40aa-909e-15147ef8e1ea,Book 8,Ithaca,char-offset:50203,PLACE,http://pleiades.stoa.org/places/530906,"Ithaca Ins.|Ithaca|Ithaca, Ithaca|Ithaca Ins., Ithaca",-0750/0640,38.44193,20.638399,"island,settlement",UNVERIFIED,,,,
be220c09-5d10-4933-b627-666d7e99532b,Book 4,Var,char-offset:20748,PLACE,http://pleiades.stoa.org/places/157942,"Varus (river)|Varus, Var (Le)",-0330/0640,43.6548,7.1994,river,VERIFIED,,,,
