name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Пикшикская сельская библиотека,"Чувашия Чувашская республика,р-н Красноармейский,д Пикшики,ул Восточная,д 3",47.03878,55.852627,"Пикшикская сельская библиотека была открыта в 1950 году. Сегодня она размещается в здании сельского центра досуга и занимает площадь 200 кв. м. В зоне обслуживания 12 населенных пунктов: деревни Пикшики, Вурманкасы, Кивьялы, Кюль-Сирма, Ойрисюрт, Сесмеры, Синьял-Шатьма, Тоганаши, Шипырлавары, Шупоси, Ыхракасы, Ямайкасы. Услугами Пикшикской сельской библиотеки пользуется более 500 человек. В фонде хранится более 8 000 документов. Библиотека является информационно-культурным центром. Работает в тесном контакте со школой, центром досуга. Обслуживает различные группы читателей, проводит мероприятия, направленные на пропаганду чтения, воспитание патриотизма, любви к родному краю. При библиотеке работает клуб «Мастерица» для пожилых.",Красноармейский район,2015-07-23T09:00:56Z,2023-02-22T06:33:06Z,,,09:00:00,16:00:00,,,09:00:00,16:00:00,,,09:00:00,16:00:00,,
Библиотека-филиал № 15 с. Озерного,"обл Амурская,р-н Серышевский,с Озерное,ул Центральная,зд 1",128.265544,51.249978,"В 1959 году была открыта библиотека в селе Озерном. В 90-е годы она была передана в муниципальную собственность Озерненского сельсовета. В 2017 году в Серышевском районе прошла централизация библиотечной системы, в которую вошла и библиотека села Озерного.Фонд насчитывает около 5 000 экземпляров книг и журналов. Собран материал об истории села, о детях войны, об учителях школы. Создана Доска Памяти, посвященная участникам Великой Отечественной войны – жителям села Озерного, которая находится в музее при библиотеке. С 1998 года в библиотеке работает клуб по интересам для детей «Очумелые руки не знают скуки», в котором проводятся часы мужества, утренники, познавательные программы, громкие чтения. Для пользователей имеется компьютер и принтер.",Серышевский район,2023-08-11T04:04:40Z,2023-08-11T08:12:35Z,,,09:00:00,18:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,
Чугунаевская сельская библиотека,"обл Тюменская,р-н Нижнетавдинский,п Чугунаево,ул Лесная,д 27",65.643536,57.639771,"Дата основания – 1972 год. Главной целью библиотеки является продвижение книги и чтения, приобщение подрастающего поколения к культурным ценностям. Сохраняя традиционные информационные и библиотечные функции, учреждение все больше становится местом дополнительного образования и интеллектуального досуга. Основными направлениями деятельности являются патриотическое, краеведческое, нравственное, экологическое и другие. Число зарегистрированных пользователей библиотеки – 641 человек. Число посещений в год – 10 344 человек. Фонды библиотеки, комплектуемые с учетом возрастных особенностей читателей, содержат общественно-политическую, научно-популярную, художественную литературу, справочные издания, детские журналы и газеты, аудиодиски по книгам известных писателей, а также научно-методическую литературу и библиографические издания для детского чтения.",Нижнетавдинский район,2019-10-25T06:37:30Z,2023-03-17T13:29:18Z,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,,,,,11:00:00,19:00:00
Межпоселенческая центральная детская библиотека «Бибигоша»,"обл Челябинская,р-н Коркинский,г Коркино,ул 9 Января,д 34А",61.396319,54.889304,"Межпоселенческая центральная детская библиотека Коркинского муниципального района была основана в далеком 1944 году. Библиотечный фонд насчитывает более 60 тысяч книг и журналов. В 2021 году в библиотеке было зарегистрировано более 4 000 читателей. В среднем за год библиотека проводит около 300 мероприятий. Всего за 2021 год ее посетило более 28 000 человек. Здесь трудятся 1 заведующий, 7 библиотекарей, 1 методист, 1 библиограф. Детская библиотека выступает и как творческая площадка, позиционирует себя как интеллектуально значимый объект культуры Коркино, стремится к взаимодействию со всеми социально значимыми структурами города.",Коркинский район,2022-03-14T05:13:41Z,2022-03-14T09:51:45Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,,10:00:00,18:00:00
Шалтинская сельская библиотека,"Респ Татарстан,р-н Бавлинский,с Шалты,ул Советская,д 63Б",53.449445,54.093198,"История библиотеки начинается с избы-читальни, открытой в 1930-х годах. Организатором первой библиотеки была Файма Гильфанова. В последующие годы в библиотеке работали Савия Насибуллина, Клара Кабирова, Фахира Бакирова, Файруза Илькамова, Дания Гилазиева, Айсылу Шафикова. С 2020 г. библиотекой заведует Эндже Дамировна Латипова. Библиотека обслуживает более 400 пользователей. Книжный фонд составляет более 14 тысяч экземпляров книг. Сейчас библиотека – информационно-досуговый центр села. Основным направлением работы является краеведение, нравственно-правовое воспитание и пропаганда традиций и обычаев татарского народа. Ведется работа по ознакомлению читателей с жизнью и творчеством писателей-земляков Г. Гыйззата, Ф. Яруллина, Р. Ахметзянова, Р. Мустафина и др. Также библиотекари уделяют большое внимание престарелым жителям деревни и проводят для них тематические вечера, беседы, информационные часы, громкие чтения. Все дети села охвачены библиотечным обслуживанием – для подрастающего поколения проводятся КВН, спортивные турниры, литературные путешествия. Библиотека работает в тесном содружестве с Домом культуры, школой, детским садом.",Бавлы,2021-04-16T11:08:21Z,2023-02-21T11:07:22Z,10:00:00,14:30:00,10:00:00,14:30:00,10:00:00,14:30:00,10:00:00,14:30:00,10:00:00,14:30:00,10:00:00,14:30:00,,
Следневская библиотека,"обл Владимирская,р-н Александровский,д Следнево,кв-л Октябрьский,д 1",38.598676,56.416585,"Следневская сельская библиотека входит в состав МБУК «Межпоселенческая ЦБС Александровского района». XX съезд КПСС поставил перед страной новые задачи, в свете которых роль библиотек значительно выросла. 26 июня 1958 г. при Долматовском сельском клубе открылась библиотека, размещавшаяся в одной из маленьких комнат клуба, в ее дверях поставили стол библиотекаря, а книги развесили на бельевых веревках от стены до стены. Возглавила библиотеку О.Н. Приорова, прибывшая в Долматово по распределению. Под ее руководством библиотека стала культурным центром на селе. В 1966 г. книжный фонд был переведен в д. Следнево и размещен в одной из комнат деревянного здания бывшей семеноводческой станции с печным отоплением, зимой библиотекарь сама колола дрова, чтобы натопить печь. В 1968 г. учреждение возглавила Л.К. Лебедева и активно занялась массовой работой. К концу 70-х деревянное здание библиотеки сильно обветшало. Многочисленные обращения к руководству о ее переводе в другое помещение не помогли и Любовь Константиновна пошла на хитрость. В 1979 г. в под предлогом осмотреть освободившееся помещение магазина, она организовала детей и за ночь им удалось перевезти на санках все книги – 10 000 экз. Руководство смирилось с самозахватом и библиотека располагается в этом здании сегодня, ее площадь – 53 кв. м, кн. фонд – 16 000 экз., читателей – 400 чел. . В 80-е годы она стала проводником идеологии партии и правительства, притягивая молодежь. Следневская библиотека занимается формированием электронного каталога, с 2007 г. на ее базе создан и работает ПЦПИ. Обслуживание осуществляется с использованием СПС «Консультант Плюс». С 2014 г. в библиотеке создано и успешно работает удаленное рабочее место МБУ Центр государственных и муниципальных услуг «Мои документы», предоставляющее информационные услуги: – информация по находящимся на исполнении производствам в отношении физического и юридического лица; – сведения об административных правонарушениях в области дорожного движения.",Александровский район,2016-11-22T08:20:29Z,2023-02-21T09:54:08Z,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,17:00:00,,,,
Детская библиотека-филиал № 4 г. Рыбинска,"обл Ярославская,р-н Рыбинский,г Рыбинск,ул Моторостроителей,д 11",38.820812,58.041867,"Библиотека была открыта в 1979 году по адресу ул. 50 лет ВЛКСМ, 30. В 1998 году переехала в самый густонаселенный микрорайон города Рыбинска Скоморохова гора, в котором проживают работники главного предприятия, где и существует по сей день. Сегодня библиотека обслуживает около 3 000 читателей в год. Книжный фонд насчитывает более 30 000 экземпляров как взрослой, так и детской литературы. В настоящее время она сотрудничает с детскими садами № 63 и 112, школами № 5, 10 и 12, а также лицеем № 2. В библиотеке работает кружок «Плетение из фантиков», а также ежедневно проводятся литературные мероприятия на различные темы.",Рыбинск,2016-06-16T08:26:47Z,2023-01-30T14:43:27Z,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,,,,,10:00:00,18:00:00
Центральная районная библиотека п. Голышманово,"обл Тюменская,р-н Голышмановский,рп Голышманово,ул Комсомольская,д 87б",68.37534,56.392707,"История центральной библиотеки поселка Голышманово начинается с 1926 года, когда президиум Голышмановского исполнительного комитета Ишимского округа № 39 принял решение о предоставлении дома под избу-читальню. Сегодня центральная библиотека голышмановского городского округа предоставляет большой спектр услуг. Помимо традиционного получения книжных изданий в библиотеке есть возможность проводить свободное время с пользой: посещать выставки, творческие встречи, концерты.На первом этаже размещен интерактивный киоск «Электронная книга Памяти», имеющий самую большую базу данных информации о голышмановцах-участниках Великой Отечественной войны, тружениках тыла, детях войны.Также в библиотеке предоставляются сервисные услуги: сканирование, ксерокопирование, печать документов.Сфера развлечений учреждения обширна: есть возможность посетить планетарий, игровую комнату для детей, поиграть на приставке Xbox.Ежегодно в выставочном зале открываются выставки, посвященные актуальным темам современности.На базе библиотеки открыты электронные читальные залы Президентской библиотеки и Национальной электронной библиотеки.",Голышмановский район,2017-10-12T04:42:06Z,2023-02-21T10:57:27Z,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,,,10:00:00,18:00:00
Осинская сельская библиотека,"обл Самарская,р-н Безенчукский,пгт Осинки,ул Маяковского,д 17",49.513557,52.843658,"Осинская сельская библиотека начала свою работу в августе 1971 года. Сначала её небольшой книжный фонд разместили в одной из комнат общежития на улице Маяковского. Вскоре было предоставлено помещение в конторе второго отделения совхоза «Безенчукский» на улице Ленина. Главной задачей библиотеки в то время было обслуживание читателей – работников сельского хозяйства. Поэтому книжный фонд комплектовался преимущественно литературой сельскохозяйственного направления. Первым библиотекарем была В. Кушнир, затем её сменила Л. М. Нефодина. С 1985 года и по настоящее время заведующей библиотекой является О. А. Снопкова. В 1988 году библиотеке было предоставлено помещение в здании конторы совхоза «Осинский» по улице Степной (бывшая воинская часть). Удаленность библиотеки от центра поселка затрудняла её работу по продвижению книги и чтения среди жителей. В 1996 году библиотека переезжает в здание Дома культуры поселка Осинки, где продолжает свою деятельность и сейчас. Книжный фонд библиотеки 14 500 экземпляров. Количество обслуживаемых читателей составляет 1100 человек, почти половина из них – дети. В библиотеке открыт ОЦД. Основная задача и направление работы библиотеки – привлечение жителей поселения к общению с художественной, научно-популярной, общественно-политической литературой, повышение их культурного, общеобразовательного уровня, обеспечение их необходимой информацией, оказание современных библиотечных услуг.",Безенчукский район,2018-03-16T10:07:09Z,2023-03-28T06:23:14Z,,,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,10:00:00,13:00:00,,
Вахрушевская сельская библиотека – филиал № 14,"край Красноярский,р-н Тасеевский,с Вахрушево,ул Центральная,д 4/12",94.500621,57.220525,"Год основания Вахрушевской сельской библиотеки – филиала № 14 неизвестен. Ежегодно она обслуживает более 200 пользователей. Книжный фонд насчитывает около 5 000 экземпляров. На сегодняшний день библиотека является центром общественной и культурной жизни села Вахрушево, единственным учреждением, предоставляющим посетителям бесплатное пользование книгой. Для читателей проводятся различные культурные мероприятия: дни информации, литературные и поэтические часы, викторины, беседы, книжные выставки и другие. Созданы любительские объединения для всех любителей чтения: кружок «Сказка» и клуб «Книгочей».",Тасеевский район,2023-06-02T07:23:35Z,2023-06-02T09:22:52Z,,,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00
