name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Именевская сельская библиотека,"Чувашия Чувашская республика,р-н Красноармейский,с. Именево,ул. К.Маркса,д. 12",47.306415,55.784541,"Именевская сельская библиотека была основана в 1948 году. В настоящее время располагается в здании бывшей школы и занимает площадь 96 кв. м. Обслуживает население села Именево и деревень Шорги, Чумаши и Серткасы. Библиотечный фонд насчитывает свыше 7 тысяч экземпляров, число читателей — более 300 человек. Библиотека старается быть привлекательной для разных категорий читателей и удовлетворяет запросы детей, молодежи и пожилых. Здесь можно ознакомиться с журналами и газетами, книжными новинками, стать участником различных акций, интересных и познавательных мероприятий. При библиотеке функционирует клуб по интересам «Забота».",Красноармейский район,2015-07-23T08:56:14Z,2023-02-22T07:10:14Z,,,09:00:00,16:00:00,,,09:00:00,16:00:00,,,09:00:00,16:00:00,,
Кукче-Верезинская сельская библиотека – филиал № 58,"Респ Татарстан,р-н Арский,с Кукче-Верези,ул Центральная,д 43",49.821051,56.133101,"В 1960 году деревне Кукчи Верези начала работать библиотека. Библиотека была расположена в здании клуба, библиотекарем работала Кабирова Фазиля. В 1980 году библиотеку закрывают и книжный фонд был перенесен в деревню Учили. В 1992 году в деревне вновь открылась библиотека. Библиотекарем стала работать Минхазиева Зульфия. В 1996 году в библиотеке начала работать Галимзянова Радалия. В селе была построена мечеть, и в 1998 году библиотека было переведена в здание мечеть. В 2019 году в библиотеке начала работать Курбангалиева Филсина. В библиотеке проводятся вечера отдыха, диспуты, викторины, конкурсы, конкурсы рисунков, читательские конференции, оформляются книжные выставки, проводятся бенефис с читателями.Работа с читателями – это основная и самая главная работа в библиотеке. Библиотекарь всегда старается чтобы отдых читателей был целенаправленным, содержательным, и они не расставались с книгами. Библиотека – это целое царство, полное умных, мудрых книг. Фонд библиотеки –3538 экземпляров, число пользователей –60.",Арский район,2022-04-06T10:39:40Z,2023-02-22T08:35:21Z,09:00:00,16:00:00,,,09:00:00,16:00:00,,,09:00:00,16:00:00,,,,
Городская модельная библиотека № 1 Сорочинского городского округа,"обл Оренбургская,р-н Сорочинский,Сорочинск,Карла Маркса,173 А",53.1369209289551,52.4405250781805,"Городская библиотека № 1, основанная в 1969 г., присоединена к библиотечной системе Сорочинского городского округа в 2016 г. В 2019 г. в рамках реализации национального проекта «Культура» библиотеке присвоен статус модельной. Библиотека стала местом притяжения для населения города. Она не только сохранила своих преданных читателей, но и приросла новыми любителями чтения. Книжный фонд библиотеки составляет 10 029 экземпляров. Количество посещений – 2 072 (на 31.12.2019). Она стала своеобразной Меккой для учащихся школ города, которые под руководством педагогов совершают ежедневные экскурсии в модернизированную библиотеку. В ее обновленных интерьерах с удовольствием проводят досуг и взрослые, и дети, а ребятня еще и с удовольствием выполняет домашние задания.",Сорочинский городской округ,2020-06-02T10:59:21Z,2023-03-09T10:03:53Z,,,08:30:00,17:30:00,08:30:00,17:30:00,08:30:00,17:30:00,08:30:00,17:30:00,08:30:00,17:30:00,08:30:00,17:30:00
Подосинковская сельская библиотека,"обл Московская,р-н Дмитровский,п Подосинки,д 5",37.546767,56.205686,"Подосинковская сельская библиотека – одна из библиотек Дмитровского района Московской области. Расположена она в поселке Подосинки. Принадлежит МБУК «Дмитровская центральная межпоселенческая библиотека».Организована в 1966 году. Основу фонда составили книги, переданные из Богдановской и Икшанской библиотек. В 1976 году вошла в состав Дмитровской централизованной библиотечной системы в качестве сельского филиала. В настоящее время является библиотекой-филиалом муниципального бюджетного учреждения культуры «Дмитровская центральная межпоселенческая библиотека» (МБУК «ДЦМБ»). С 1981 года располагается в специально оборудованном помещении здания сельского ДК. В период с 1982–1985 года являлась экспериментальной базой Государственной республиканской юношеской библиотеки по работе с подростками.Обслуживает все категории пользователей. Ежегодно библиотеку посещают более 1 300 читателей. В структуре абонемент и читальный зал. Подосинковская сельская библиотека динамично развивается как информационный, просветительский, культурно-досуговый центр поселения. Свою работу осуществляет в партнерстве с Кузяевским территориальным отделом Администрации Дмитровского муниципального района Московской области, Подосинковской СОШ, Подосинковским Домом культуры, МУ «Молодежным центром «Шарм», детским садом № 44 «Дружок», ООО «АгроПродукт», спорткомплексом «Подосинки», храмом с. Дубровки. Неотъемлемая часть работы библиотеки – патриотическое воспитание. В библиотеке проводятся мероприятия – вечера памяти с ветеранами войны и труда, уроки мужества, акции, конкурсы. Библиотека являлась непременным участником и организатором проведения социально значимых мероприятий для населения – праздников ко Дню пожилого человека, вечеров призывника. Библиотека стала инициатором и активным участником ежегодных акций «Молодежь против наркотиков». Она – участник и призёр областных и районных конкурсов.",Дмитровский городской округ,2015-03-20T05:30:42Z,2023-02-22T07:39:35Z,,,12:00:00,19:00:00,13:00:00,19:00:00,13:00:00,19:00:00,13:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00
Спас-Деменская центральная библиотека,"обл Калужская,р-н Спас-Деменский,г Спас-Деменск,ул Советская,д 93",34.020817,54.409488,"Библиотека в Спас-Деменске была открыта в сентябре 1905 года. В настоящее время это – центр чтения, информации, культурно-досуговой деятельности. Обслуживанием читателей занимаются абонемент, читальный зал, внестационарный отдел. На сегодняшний день она располагает фондом более 36 тысяч экземпляров книг. Ежегодно выписывается более 50 наименований периодических изданий. Библиотека имеет семь персональных компьютеров, три из них для пользователей, два подключены к сети Интернет. При библиотеки работает музейная комната, состоящая из двух отделов: этнографического и военной славы. Важным звеном в удовлетворении правовых запросов стал Центр правовой информации, созданный в 2005 году. Успешно действуют клубы по интересам: «Мой прекрасный сад», «Молодой избиратель», «Юность», «Вместе». Для членов клуба «Ветеран» организована поэтическая гостиная. Шесть тифломагнитофонов, специальная литература, в том числе «говорящие» книги, имеются для людей с проблемами зрения. Здание оборудовано пандусом для колясочников и кнопкой вызова. Библиотека расположена в центре города, и ее сотрудники делают все, чтобы она стала привлекательнее для читателей и гостей. Здесь проводятся мастер-классы народных умельцев, выставки по прикладному искусству, презентации работ местных художников, новых книг местных поэтов и писателей. В библиотеке собраны богатые сведения по истории родного края, большой фотоиллюстративный материал. С августа 2002 года ведется летопись края.",Спас-Деменский район,2015-04-09T07:53:53Z,2023-03-21T07:27:00Z,08:30:00,17:30:00,08:30:00,17:30:00,08:30:00,17:30:00,08:30:00,17:30:00,08:30:00,17:30:00,09:00:00,16:00:00,00:00:00,00:00:00
Библиотека поселка Сухая Балка,"край Красноярский,р-н Емельяновский,п Сухая Балка,ул Лесная,зд 37",92.9187606496785,56.1429497818897,"В 2017 году в поселке Сухая Балка в выстроенном модульном здании была открыта библиотека, ставшая центром общественной и культурной жизни местного населения. Фонд библиотеки насчитывает 8 118 экземпляров. Число посещений – более 2 800. Ежегодно библиотекой пользуется 230 человек. Своим посетителям библиотека предлагает услуги межбиблиотечного абонемента и внутрисистемного книгообмена. Обслуживает разные возрастные группы населения. Для детей организован кружок «Мастерилкины». Интересно проходит творческий лекторий с мастер-классом «Русские народные инструменты», литературно-музыкальная гостиная с участием этногруппы «Веданъ Колодъ», мероприятия, посвященные сохранению традиций.",Емельяновский район,2023-05-23T10:37:51Z,2023-05-23T12:35:44Z,09:30:00,17:30:00,09:30:00,17:30:00,09:30:00,17:30:00,09:30:00,17:30:00,09:30:00,17:30:00,10:00:00,16:30:00,,
Библиотека д. Кононово,"обл Владимирская,р-н Меленковский,д Кононово,ул Клубная,д 16",41.777886,55.240169,"В 1992 году в селе Кононово была открыта библиотека. Она расположилась в здании сельского ДК на первом этаже. Фонд библиотеки, который обновляется каждый год, составляет 5 712 экземпляров документов. Библиотека выписывает журналы и газеты. Ежегодно библиотеку посещают 300 жителей и гостей села. Работает в библиотеке Терина Елена Захаровна. Библиотека работает по нескольким направлениям: история, духовность, нравственность;патриотическое воспитание;краеведение;экологическое просвещение;правовое воспитание;пропаганда здорового образа жизни;работа с семьёй;профориентация, социализация личности;эстетическое воспитание;продвижение книги и чтения.",Меленковский район,2019-02-25T06:01:56Z,2023-03-28T13:07:05Z,,,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,,,12:00:00,17:30:00
Марьинская библиотека – филиал № 13,"обл Ярославская,р-н Некоузский,с Марьино,ул Центральная,д 9",38.207882,58.007446,"Марьинская сельская библиотека была открыта 22 декабря 1911 года по инициативе Общества трезвости и при содействии княгини Елизаветы Михайловны Куракиной. Библиотека носила имя Полубояринова. Занимала библиотека одну из классных комнат Марьинского двуклассного народного училища (школы). В первый год своего существования в библиотеке насчитывалось 266 томов. Первым библиотекарем был назначен заведующий училищем Завьялов Владимир Григорьевич. Библиотека обслуживала читателей-школьников и лишь частью взрослое население. Сегодня библиотека расположена в типовом здании Марьинского сельского Дома культуры, занимает комнату в 60 кв. м. на втором этаже. Книжный фонд библиотеки составляет 6 638 экземпляров, из них 5 099 экземпляров художественной литературы, 1 234 – отраслевая литература, 305 экземпляров – краеведческая. Ежегодно библиотека получает 12 наименований газет и журналов. Библиотеку посещает около 500 читателей, общая выдача книжного фонда – 11 770 экземпляров. Приоритетное направление работы библиотеки – популяризации книги и чтения. В библиотеке работает детский клуб «Умелец». Занятия клуба проводятся каждый второй вторник месяца. Для взрослых работает клуб «Садовод», заседания клуба проводятся c октября по апрель один раз в месяц.",Некоузский район,2018-04-10T11:22:01Z,2023-03-29T13:29:38Z,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,
Бетькинская сельская библиотека,"Респ Татарстан,р-н Тукаевский,с Бетьки,ул Гагарина,д 2",52.142109,55.675971,"Бетькинская сельская библиотека образовалась в 1952 году, когда была открыта изба-читальня, книжный фонд которой включал всего 300 экземпляров. Первым библиотекарем стала Анна Яковлевна Полковенкова. В 1969 году состоялось открытие Дома культуры, куда в последствии была переведена библиотека. С 1970 года по настоящее время Бетькинская сельская библиотека находится в здании Дома культуры.Сейчас фонд библиотеки – более 15 000 книг, большинство на русском языке. Работают клубы по интересам «Вдохновение» и «В гостях у сказки». В 1977 году библиотека награждена дипломом Министерства культуры РСФСР.",Тукаевский район,2016-07-18T07:06:35Z,2023-06-16T12:52:36Z,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,,
Библиотека № 29 (филиал № 3) г. Москвы,"г Москва,г Москва,ш Дмитровское,д 43",37.571976184845,55.8338249618998,"Библиотека была открыта в 1995 году. В марте 2015 года вошла в состав библиотеки № 29 как детская библиотека.Книжный фонд содержит 18 000 изданий.На протяжении более двух десятилетий библиотека остается уникальным местом микрорайона. Детей приводят сюда родители, которые некогда сами были читателями библиотеки. Библиотеку охотно посещают и студенты Московской сельскохозяйственной академии им. Тимирязева, общежитие которой находится неподалеку.Несмотря на свою скромную площадь, библиотека проводит большое количество мероприятий для детей и концертов классической музыки. Большой популярностью пользуется кружок рукоделия, проводятся встречи объединения молодых мам «Галчата» для родителей с маленькими детьми.Библиотека принадлежит ГБУК г. Москвы «ЦБС САО».",Москва,2015-07-27T02:11:53Z,2023-02-21T09:14:33Z,,,11:00:00,19:30:00,11:00:00,19:30:00,11:00:00,19:30:00,11:00:00,19:30:00,11:00:00,19:30:00,,
