name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Серафимовская сельская библиотека,"Респ Башкортостан,р-н Туймазинский,с Серафимовский,кв-л 19-й,д 11",53.794748,54.407884,"Библиотека была открыта в 1964 году в жилом доме по адресу: 22-й квартал, 10. После централизации в 1977 году стала филиалом № 7. В ней работал клуб пожилых людей «Ветеран» и клуб любителей литературы. В 1996-м был открыт клуб любителей шахмат «Белая ладья» и литературный клуб «Истоки». В 2013 году библиотека победила в конкурсе на присуждение денежных поощрений лучшим муниципальным учреждениям культуры, находящимся на территории сельских поселений. Она проводит крупные мероприятия для села: антинаркотические акции, Солодовниковские чтения, литературные вечера, вечера памяти. В результате реализации проекта «Живая память – живых достояние» издана книга «Дорогой Победы» о земляках (автор-составитель – Р. Талибова). Сегодня действует краеведческий клуб «Серафимовские встречи» и кружок рукодельниц «Радуга». Ведется работа по краеведческому проекту «Здесь родины моей начало». Книжный фонд насчитывает 20 919 экземпляров, количество книговыдач – 66 600 экземпляров, число читателей – 2 510 человек.",Туймазинский район,2023-12-14T08:04:49Z,2023-12-14T08:50:23Z,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,18:00:00,,
Первомайская сельская библиотека,"обл Саратовская,р-н Федоровский,с Первомайское,ул Октябрьская,зд 17",47.623843,51.464183,"В 1935 году была основана библиотека в селе Гнаденфлюра. В декабре 1962 года она получила статус Первомайской зональной библиотеки Марковского района. С января 1965 года – Первомайская зональная библиотека Федоровского района. В 1980 году вошла в состав Централизованной библиотечной системы Федоровского района. В разное время библиотека находилась в разных помещениях. В 1955 году размещалась в отдельном помещении, имела книгохранилище, читальный зал и детское отделение, работали 3 библиотекаря. В настоящее время библиотека занимает комнату в сельской школе.В фонде насчитывается 11 966 экземпляров документов. Ежегодно библиотеку посещают 4 000 пользователей. Проводятся разнообразные по формам и тематике мероприятия. Ведут работу литературный клуб для взрослых «Гармония» и познавательный клуб для детей «Цветик-семицветик».",Федоровский район,2023-07-19T10:41:39Z,2023-07-19T11:57:00Z,09:00:00,13:00:00,14:00:00,17:00:00,14:00:00,17:00:00,09:00:00,13:00:00,09:00:00,13:00:00,,,,
Юлтимеровская сельская библиотека,"Респ Татарстан,р-н Сармановский,д Юлтимерово,ул Набережная,д 5",52.606607817307,55.3613012627238,"Юлтимеровская сельская библиотека была создана в 1992 году. В настоящее время она находится в здании Дома культуры. Книжный фонд насчитывает более 7 931 единицы. Библиотека собирает, хранит и выдает во временное пользование книги, газеты, журналы, а также осуществляющее справочно-библиографическую работу. Книжными выставками и выставочными полками отмечаются все календарные праздники, юбилеи писателей, композиторов и художников. Проходят встречи, беседы, викторины, круглые столы, конкурсы, акции для детей и взрослых. Также библиотека участвует в республиканских, межрегиональных, районных конкурсах, акциях, марафонах, играх, викторинах.",Сармановский район,2022-02-03T15:52:43Z,2023-05-10T06:04:48Z,07:30:00,12:00:00,07:30:00,12:00:00,07:30:00,12:00:00,07:30:00,12:00:00,07:30:00,12:00:00,07:30:00,12:00:00,,
Нейская детская библиотека,"обл Костромская,р-н Нейский,г Нея,ул Куйбышева,д 4",43.872299,58.292132,"В 1951 году нейские девчонки и мальчишки пришли в первую в своей жизни детскую библиотеку. Находилась она тогда в небольшой комнате с лавкой, столом и книжным шкафом. Фонд насчитывал 2 075 экземпляров. И первыми читателями были малыши – дошкольники и младшие школьники. В 1972 году детская библиотека справила свое новоселье в здании по улице Ленина, 103. К услугам читателей был младший и старший абонемент, читальный зал. Фонд включал более 32 000 экземпляров книг по всем отраслям знаний. В 2011 году библиотека отметила свое 60-летие на новом месте. Теперь она находится в здании Центральной библиотеки, на втором этаже. Читателями являются более 1 500 человек, а книжный фонд насчитывает свыше 14 000 экземпляров книг и электронных изданий. Детская библиотека сегодня – это светлое, уютное помещение; много красочных экземпляров книг на любой вкус; приветливые сотрудники, которые всегда помогут с выбором; познавательные и увлекательные мероприятия для детей; различные книжно-иллюстративные выставки. В библиотеке есть Wi-FI, удобное место для чтения, много журналов и настольных игр.",Нейский район,2015-11-24T09:05:43Z,2023-06-06T13:55:52Z,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,,,,
Красносопкинская центральная сельская библиотека – филиал № 7,"край Красноярский,р-н Назаровский,п Красная Сопка,ул Вокзальная,д 1",90.037602,55.700623,"История Красносопкинской сельской библиотеки имеет не очень давние корни. Организована в 30-х годах прошлого столетия, находится на территории поселка Красная Сопка, в котором проживает около 2 000 человек. Это стабильно развивающаяся, имеющая свои культурные традиции и в то же время внедряющая инновационные формы и методы обслуживания населения библиотека. Фонд – 13 000 экземпляров документов, электронных и периодических изданий, включает в себя издания самой разной тематики. За год учреждение посетило более 1000 пользователей, в их числе рабочие, студенты, школьники, пенсионеры. В библиотеке не только выдают книги, здесь также проводят много интересных мероприятий для читателей: литературно-познавательные часы, круглые столы и др. Ведут свою деятельность клубные формирования.",Назарово,2021-03-11T05:32:17Z,2023-03-02T09:09:38Z,,,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,,
Петрушинская сельская библиотека,"обл Амурская,р-н Шимановский,с Петруши,ул Советская,д 33",127.654536,52.052552,"В 1925 году в селе Петруши появилась первая изба-читальня. С 1971 года сельская библиотека находится в одном здании с Домом культуры. Библиотека обслуживает более 250 читателей в год, фонд насчитывает 4 861 экземпляр. В библиотеке имеется музейный уголок, в котором представлены предметы старины, архивные документы, отображающие историю села. Юные читатели посещают занятия клубов «Почемучка» и «Модульное оригами». Библиотека принимает участие в районных, муниципальных, региональных конкурсах, акциях, марафонах. Библиотекарь села Петруши становилась победителем областного конкурса «Лучший библиотекарь года».",Шимановский район,2022-10-20T06:04:58Z,2023-06-05T14:12:48Z,,,13:00:00,16:30:00,13:00:00,16:30:00,13:00:00,16:30:00,13:00:00,16:30:00,13:00:00,16:30:00,,
Библиотека № 17 им. А. К. Горбунова г. Иркутска,"обл Иркутская,г Иркутск,ул Байкальская,д 211",104.339203,52.256866,"В октябре 1971 года в г. Иркутске в микрорайоне Байкальский, в доме 211 открылась библиотека, которую возглавила Ксения Сумановна Шалаева. В 70–80-е годы деятельность библиотеки носила ярко выраженное идеологическое направление. Работники оперативно реагировали на постановления КПСС, на события городского масштаба. Это и Олимпиада (1980), и 60-летие образования СССР (1982), и XII Всемирный фестиваль молодежи и студентов (1985), и 60-летие Иркутского комсомола (1980). Это незабываемые Дни Победы, история ВЛКСМ и Съездов КПСС. Также большое внимание уделялось профсоюзному движению, в рамках которого проходили социалистические соревнования. В эти годы очереди были везде, библиотеки не стали исключением. Первые читатели прекрасно помнят, как записывались в тетради на чтение таких авторов, как Ю. Семенов, А. Иванов, В. Пикуль, Г. Маркес, и многих других.В 1980 году библиотека стала библиотекой-филиалом № 17 ЦБС г. Иркутска.Сегодня это информационный и досуговый центр для 2 850 читателей микрорайона Байкальский, книжный фонд которой включает 21 796 экземпляров.Библиотека обслуживает слепых и слабовидящих читателей, для которых оборудован уголок с книгами и журналами, напечатанными шрифтом Брайля, а также специализированным оборудованием.Коллектив работает по программе «Всей семьей в библиотеку». Для формирования информационной грамотности читателей действует проект «С компьютером на ты».",Иркутский район,2021-11-03T05:39:18Z,2023-02-27T08:00:48Z,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,18:00:00,,,11:00:00,19:00:00
Становская сельская библиотека,"обл Курская,р-н Поныровский,с Становое",36.0955574298998,52.1893136136549,"Становская сельская библиотека – филиал МКУК «Межпоселенческая библиотека» Поныровского района. Она обслуживает 183 пользователя – жителей с. Становое. Объём фонда – 7037 экземпляров, количество посещений в 2022 году составило 2164. Наиболее востребованы информационно-библиотечные услуги у детей и людей пожилого возраста. Маломобильные группы населения библиотекарь обслуживает на дому, вместе с юными читателями оказывает волонтёрскую помощь ветеранам труда, пенсионерам. Библиотека тесно сотрудничает с сельским Домом культуры, школой. В период летних каникул реализуется проект «Сказочное лето», юные читатели активно приобщаются к чтению, искусству и здоровому образу жизни.Библиотека популяризирует творчество талантливых писателей-земляков Николая и Алексея Шитиковых. Постоянно пополняется летопись села Становое.",Поныровский район,2020-10-26T16:35:13Z,2023-02-21T07:57:45Z,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,
Малозиновьевская библиотека – филиал № 14,"обл Нижегородская,г Семенов,д Малое Зиновьево,ул Колхозная,д 137",44.427907,56.846041,"Первая изба-читальня была построена в 1951 году и располагалась в деревне Ларионово. В 1953 году она стала Ларионовской сельской библиотекой – филиалом № 13. В 1982 году по решению комсомольского собрания молодежи переехала в деревню Малое Зиновьево, колхоз «Верный путь» выделил отдельное деревянное здание. С 2023 года библиотека находится в здании Малозиновьевского дома культуры.Основные направления работы – это патриотическое, нравственно-правовое воспитание и экологическое просвещение. Для привлечения новых читателей проходят различные тематические мероприятия: познавательные часы, книжные выставки, беседы, викторины.Библиотека оборудована автоматизированными местами для пользователей. Оснащение современной оргтехникой позволяет предоставлять населению широкий спектр услуг. Фонд включает 7 722 экземпляра книг, количество читателей – 500 человек. Книговыдача – 17 814 экземпляров, количество посещений – 5 239.",Семеновский район,2021-06-18T13:20:17Z,2024-02-10T09:21:00Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,,,,10:00:00,18:00:00
Оттинская сельская библиотека,"Респ Хакасия,р-н Аскизский,аал Отты,ул Советская,влд. 8",89.782184,52.960266,"Оттинская сельская библиотека была открыта в октябре 1971 г. при сельском доме культуры. В настоящее время фонд библиотеки состоит около 5 тысяч экземпляров книг на русском и хакасском языках. На первый квартал 2021 г. число посетителей составляет 42. Оттинская сельская библиотека, несомненно, является центром культуры на селе.Библиотека проводит мероприятия краеведческой тематики, книжные выставки, информационные часы, тематические викторины, участвует в районных конкурсах, а также в акциях библиотечного формата. Отмечаются знаменательные даты села, проводятся мастер-классы, конкурсы. Традиционными стали «День защиты детей», Международный женский день, Международный день родного языка, который проводится совместно с домом культуры.",Аскизский район,2022-03-23T07:58:17Z,2023-03-03T07:09:51Z,,,11:00:00,14:40:00,11:00:00,14:40:00,11:00:00,14:40:00,11:00:00,14:40:00,11:00:00,14:40:00,,
