id,registration,name,category,сultural_property,height,width,depth,preservation,description
5094,2016-06-14T09:45:04Z,"Морская битва (название придуманное)    Автор: Павлов Иван Николаевич (художник ?, гравер)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век ?; 1 половина 20 век ?",ОТТИСК,,42.9,50,,,"Размеры: В. 42.9, Ш. 50 (лист ?), В. 37.8, Ш. 50 (доска ?)"
13143,2016-06-14T09:46:02Z,Поздравительная карточка,,,,,,,
20970,2019-03-11T06:37:34Z,"МОКМ КП-2750/1 Ковш самодельный (предмет быта геологов). Из коллекции материалов 1930-х гг. прииска «Среднекан». Металл, размер не зафиксирован. Поступление 1970 г.",,Объект не является культурной ценностью,,,,Не зафиксировано,Не зафиксировано
11061,2016-06-14T09:46:15Z,Фотография,,,,,,,
14219,2016-06-14T09:46:10Z,Великий князь Михаил Александрович,,,28.3,38.6,,,"Размеры: В. 28.3, Ш. 38.6"
17158,2016-06-14T09:46:35Z,Переписка с заводами по испытанию мотора № 12.    Период оригинала: 1 половина 20 век,,,,,,,"Инвентарный номер: Номер фонда № 8328, Номер дела № 536"
8890,2016-06-14T09:45:34Z,Небо    Автор: Соловьев Лев Григорьевич,,,,13.5,,,"Размеры: B. 17,5, Ш. 13,5    Инвентарный номер: Инв. № 485. 7867/196"
11699,2016-06-14T09:45:52Z,Барельеф. Портрет Александра III,,,11.5,,,,Размеры: В. 11.5
23079,2023-03-13T11:20:29Z,Шашка кавалерийская с ножнами Боровского Д.М.,,Объект является культурной ценностью,,,,"Ножны потерты, на лезвии шашки незначительные зазубрины и царапины",Отсутствуют
21568,2020-03-13T07:11:54Z,"Кольцо для салфетки. Серебро. Штамповка. Размер: 6 х 4,5 х 4,3 см. № по книге поступлений: ТМ КП-3101/2 № по книге спецучёта: ДМ-221 № по ГК: 14818899",РАЗНОЕ,Объект является культурной ценностью,,,,Потемнение,нет
12769,2016-06-14T09:46:00Z,Опахало,,,37,31,,,"Размеры: В. 37.0, Ш. 31.0"
18501,2016-06-14T09:46:41Z,"Собор Архангела Михаила (название изначальное); Архистратиг Михаил и небесное воинство?    Автор: Аноним    Школа / Место издания: Россия    Период оригинала: 20 век, 1 четверть (приблизительно)",ИКОНА,,37,30,,,"Размеры: В. 37, Ш. 30"
2382,2016-06-14T09:44:40Z,Ингушка Зарема (название изначальное)    Автор: Бут Николай Яковлевич (художник)    Школа / Место издания: Россия    Период оригинала: 2 половина 20 век,ЖИВОПИСЬ,,70,50,,,"Размеры: В. 70, Ш. 50 (картон ?)    Ссылка на каталоги / инвентари: ЧГОМ: № 68"
