id,registration,name,category,сultural_property,height,width,depth,preservation,description
19857,2018-11-09T07:03:17Z,"Моллюск двустворчарый Inoceramus aucella,K1h2., 1шт., 12.5х25см., инв№ 160",ОБРАЗЦЫ ФЛОРЫ И ФАУНЫ,Объект является культурной ценностью,,,,хорошая,УПМ 160
18549,2016-06-14T09:46:45Z,Шлем,,,292,,,,"Стиль: чеканка, клепка, слесарные работы    Размеры: диаметр - 212 мм, высота - 292 мм."
9539,2016-06-14T09:45:41Z,"Икона «Иоанн Богослов""    Автор: Неизвестный художник",,,,45,,,"Размеры: B. 44, Ш. 45    Инвентарный номер: Инв. .№30. Старый Инв. № 675"
7199,2016-06-14T09:45:23Z,"Проект оборотной стороны юбилейной медали 250-летия основания Санкт-Петербурга (название рукописное; русский; лицевая сторона)    Автор: Зарецкий Николай Васильевич (художник)    Школа / Место издания: Россия, Германия, Чехия, Франция    Период оригинала: середина 20 век",РИСУНОК,,35.1,24.8,,,"Размеры: В. 35.1, Ш. 24.8 (в свету ?, лист ?)    Характер подписи: Н. ЗаръцкIй.    Характер подписи: рисовал [...]  1953. (П.)    Ссылка на каталоги / инвентари: Герра Р. / ГТГ: с. 84, с. 35 - кат. 100"
14874,2016-06-14T09:46:17Z,"Портрет Николая II и Александры Федоровны/Олеография    Период оригинала: 19 век, 4 четверть",,,,,,,Инвентарный номер: ЭКМ 7558/7557
19530,2018-09-07T10:27:17Z,"Лампа миниатюрная МН-12-0,15. СССР. Стекло. ПМ КП 13664/85",РАЗНОЕ,Объект является культурной ценностью,,,,Без видимых повреждений,Нет данных
15441,2016-06-14T09:46:19Z,Портрет Ан - Сон - Хи    Автор: Костромитин А.Н.    Период оригинала: 3 четверть 20 век,,,50,35,55,,"Размеры: В.55, Дл.50, Ш. 35см.    Инвентарный номер: С - 65, КП - 1830"
14733,2016-06-14T09:45:46Z,"Иоанн Предтеча    Период оригинала: 19 век, 4 четверть",ИКОНА,,18,9.1,,,"Размеры: В. 18,0, Ш. 9,1, Вес 161,60 г    Характер подписи: Хлебниковъ; в овале – 88 проба и герб города Санкт-Петербурга и двуглавый орел.    Ссылка на каталоги / инвентари: КП ОИРК 148-1959. Поступление из ГМЭ (Акт №206, от 27. 04. 1950). Старые №№: 117-49    Инвентарный номер: ЭРО-6536, СВ-1095"
7673,2016-06-14T09:45:25Z,Автор: Аноним (мастер)    Школа / Место издания: Россия ?; Западная Европа ?    Период оригинала: 18 век; 19 век,,,5,,,,Размеры: В. 5 / В. 6 ; Пр. 545 Серебро    Ссылка на каталоги / инвентари: Фото: см. Документ-основание
13235,2016-06-14T09:46:03Z,Божия Матерь. Образ,,,10.7,13.5,,,"Размеры: В. 10.7, Ш. 13.5"
14208,2016-06-14T09:46:10Z,Английская королева Александра,,,,,,,
9384,2016-06-14T09:45:40Z,Религиозная картина «Царь Птолемей»    Автор: Неизвестный художник,,,,78,,,"Размеры: B. 94, Ш. 78    Инвентарный номер: Инв. №35. Старый инв. № 233"
9233,2016-06-14T09:45:39Z,Пейзаж (Этюд)    Автор: Серов Валентин Александрович (?),ЖИВОПИСЬ,,,76,,,"Размеры: B. 61, Ш. 76    Инвентарный номер: Инв. №90. Инв. №811 и №1244 по ИК ВКМ"
18527,2016-06-14T09:46:44Z,Знак ордена Святого Станислава 2-й степени    Автор: Павел Андреев    Период оригинала: XIX в.,,,,,,,"Стиль: Знак ордена Святого Станислава 2-й степени с Императорской короной и мечами. На ушке - клейма: именное ""ПА"", ""герб Санкт-Петербурга"", пробирные ""56"". На петле короны для ленты - клейма: ""ПА"", ""герб Санкт-Петербурга"", ""56"". Изготовлен по моде того времени - плоский с черной (темно-красной) эмалью.    Размеры: 76Х50 см, вес - 22,6 гр."
9468,2016-06-14T09:45:40Z,Религиозная картина «Чистота»    Автор: Неизвестный художник,,,,77,,,"Размеры: B. 95, Ш. 77    Инвентарный номер: Инв. №19. Старый инв. № 234"
13565,2016-06-14T09:46:05Z,Кн. Елизавета Федоровна,,,19.8,32.5,,,"Размеры: В. 19.8, Ш. 32.5"
1172,2016-06-14T09:44:29Z,"Вниз по матушке, по Волге (название изначальное)    Автор: Голиков Иван Иванович (художник)    Школа / Место издания: Россия, Палех    Художественно-производственные мастерские Палехского отделения Худфонда РСФСР    Период оригинала: 2 четверть 20 век",ЖИВОПИСЬ,,4,3,2.5,,"Стиль: Золото: роспись    Размеры: В. 2.5, Дл. 4, Ш. 3 (предмет) / В. 2.4 , Дл. 3.6, Ш. 3.1(предмет); В. 3, Ш. 4 (крышка, сцена) / В. 3.1, Ш. 3.6 (крышка, сцена)    Характер подписи: И.Голиков (золотом, крышка)    Характер подписи: 38 (золотом, крышка, слева ?); с.Палех 1926 г. (П., золотом, крышка, справа ?); Вниз по матушке, по Волге, по широкому раздолью [...] (в одну строку, бордюром вокруг картинки, крышка)    Ссылка на каталоги / инвентари: ПАЛЕХ: илл. б/н (1925)    Ссылка на каталоги / инвентари: Фото: № 2; № 1 - см. Ссылку (вариант).  Крышка откидная."
21465,2019-09-20T07:08:00Z,"МОКМ КП-2241/357 Предмет из археологической коллекции Липовского В.С., собранной учащимися Палаткинской школы. Поступление 1956 г.",РАЗНОЕ,Объект является культурной ценностью,,,,Не зафиксировано,Не зафиксировано
2824,2016-06-14T09:44:45Z,Богоматерь с младенцем по центру туловища (название придуманное)    Автор: Аноним (художник)    Школа / Место издания: Россия    Период оригинала: 19 век ?,ИКОНА,,33,94,,,"Стиль: Масло ?    Размеры: В. 33, Ш. 94 (диптих, в обрамлении ?)    Ссылка на каталоги / инвентари: Фото: № 2, № 1-диптих."
16770,2016-06-14T09:46:35Z,"Сборник решений Правительственного Совета за 1864-75 гг., Т. 1",,,,,,,"Инвентарный номер: КП-2700/7101, МБ 314"
2966,2016-06-14T09:44:47Z,Богородица (название старое); Богоматерь (название употребляемое)    Автор: Аноним    Школа / Место издания: Россия ?    Период оригинала: 18 век,ИКОНА,,40,42,,,"Размеры: В. 40, Ш. 42 (приблизительно) / В. 42, Ш. 40 (приблизительно)"
40,2016-06-14T09:44:15Z,"Южный пейзаж / Цветник (название двойное, название придуманное)    Автор: Рылов Аркадий Александрович (художник)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век; 1 половина 20 век",ЖИВОПИСЬ,,67,89,,,"Стиль: Прямоугольник горизонтальный; Красный, Желтый: цветы кустарников; Белый: стена забора    Размеры: В. 67, Ш. 89 (без обрамления)    Ссылка на каталоги / инвентари: В источнике информации не содержатся данные о  периоде/ дате, наличии  подписи, надписей ."
2012,2016-06-14T09:44:41Z,Утро на озере (название придуманное)    Автор: Ломтюгин Н.Ф. (художник); Лапшин Николай Федорович (художник) ?    Школа / Место издания: Россия    Период оригинала: 20 век ?,ЖИВОПИСЬ,,68,40,,,"Размеры: В. 68, Ш. 40 (картон ?) ? / В. 40, Ш. 68 (картон ?) ?    Ссылка на каталоги / инвентари: ЧГОМ: № 193    Ссылка на каталоги / инвентари: В источнике: Ломтюгин  Н.Ф. (?)"
21908,2020-08-19T11:49:11Z,"ШКМ КП -393. Номер по ГК 14792299. Кредитный билет Название: ""Три рубля"". АЧ 418889, подлинник Датировка: 1905 Место создания: СССР Материал: бумага Техника: печать Размеры: 15.3х10см.",ПРЕДМЕТЫ НУМИЗМАТИКИ И БОНИСТИКИ,Объект является культурной ценностью,,,,"Помят, следы сгибов, чернильные пятна",нет
17524,2016-06-14T09:46:37Z,Орден Красной Звезды №496419,,,,,,,Инвентарный номер: КИКМ №2697
