UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,COMMENTS,GROUP_ID,GROUP_ORDER
f483b75e-9366-4166-973e-86ec7366354f,Book 1,Hellespont,char-offset:129435,PLACE,http://pleiades.stoa.org/places/501434,40.2,26.4,water-open,VERIFIED,,,,
148486fb-65c5-4f9f-aaae-b68479d68a4d,Book 5,Teneas,char-offset:47407,PLACE,,,,,NOT_IDENTIFIABLE,,,,
490582ab-8ff3-4106-bc08-630639576a92,Book 5,river Sagrus,char-offset:86668,PLACE,http://pleiades.stoa.org/places/413294,42.233333,14.533333,river,VERIFIED,,,,
7e6455e6-f92b-4f3c-851c-1a062d321873,Book 3,Guadalquiver,char-offset:14591,PLACE,http://pleiades.stoa.org/places/256010,37.969207,-2.910335,river,VERIFIED,,,,
ff4df190-3284-4d0f-8902-47d6726b664c,Book 8,Epeii,char-offset:15452,PLACE,,,,,UNVERIFIED,,,,
46e7da59-dcdc-4bd0-88f4-889b762e3ea0,Book 6,Syracusans,char-offset:36327,PLACE,http://pleiades.stoa.org/places/462503,37.05963,15.29382,settlement,VERIFIED,,,,
7cf75f63-47b8-4f8a-b32e-e536b00a4c6c,Book 5,Adriatic,char-offset:46535,PLACE,http://pleiades.stoa.org/places/1004,42.7752864,15.885196,water-open,VERIFIED,,,,
7e775eb7-1fc3-4e88-b46f-8fb718135878,Book 1,Istria,char-offset:150712,PLACE,http://pleiades.stoa.org/places/226577,45.16291,29.647293,river,VERIFIED,,,,
d3017251-1d27-475e-8b40-18b81c5f39fd,Book 4,Alpionia,char-offset:68448,PLACE,http://pleiades.stoa.org/places/783,43.74465275,7.40183905,mountain,VERIFIED,,,,
8689b418-badf-41ec-912f-0e646267f930,Book 1,Pharos,char-offset:153891,PLACE,http://pleiades.stoa.org/places/727197,31.213931,29.885661,lighthouse,VERIFIED,,,,
55262b56-f2e2-440c-930e-adbf5f726b24,Book 5,Picenum,char-offset:82926,PLACE,http://pleiades.stoa.org/places/413253,43.202191660470405,13.543866569916732,region,VERIFIED,,,,
814b2bb6-8809-478c-850a-c8fb9047cf57,Book 4,Narbonne,char-offset:14412,PLACE,http://pleiades.stoa.org/places/246347,43.184722,3.003611,settlement,VERIFIED,,,,
