name,address,longitude,latitude,description,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Чертушкинская сельская библиотека,"Респ Татарстан,р-н Новошешминский,д Чертушкино,ул Центральная,двлд 32",51.018442,55.158292,"С 2013 года библиотека находится в новом здании сельского Дома культуры. Располагает двумя комнатами под детский и взрослый. Пользователями библиотеки являются все категории жителей села. Дети и пенсионеры - самые активные пользователи библиотеки. Книжный фонд составляет 5184 экземпляров художественной литературы. Библиотека – это информационный и культурно-просветительский центр. Ее посещают люди разного возраста, вероисповедания и рода деятельности. С учетом их интересов проводятся различные мероприятия: мастер-классы, дни открытых дверей, экскурсии, беседы, игровые программы. Библиотека обеспечивает сельским жителям свободный доступ к информации, знаниям.Книжный фонд сельской библиотеки постоянно пополняется. Для читателей проводится обзор новой литературы.",2021-12-06T08:14:04Z,2023-02-21T06:39:54Z,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,12:12:00,,
Нижненаратбашская сельская библиотека,"Респ Татарстан,р-н Буинский,с Нижний Наратбаш,ул Советская,д 2А",48.321996,55.009342,"История библиотеки началась с 1953 года. 1 августа 1953 года в ней открылась первая инвентарная книга. В 1986 году библиотеку перевели в новое здание сельского Дома культуры. В зоне обслуживания библиотеки три населенных пункта: с. Нижний Наратбаш, с. Бикмуразово, д. Большая Карланга.На сегодняшний день книжный фонд составляет 11 746 экземпляров книг. Библиотека работает с разными категориями читателей. Ей пользуются 916 человек, от юных дошколят до людей преклонного возраста. Библиотека организует досуг и чтение как отдельного читателя, так и всей семьи. Большое внимание уделяется массовой работе. Среди многочисленных массовых мероприятий: библиотечные уроки, обсуждения книг, викторины, встречи, выставки, как постоянные, так и меняющиеся.",2021-04-05T09:09:14Z,2023-01-30T15:02:36Z,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,,
Староюмралинская сельская библиотека,"Респ Татарстан,р-н Апастовский,с Старый Юмралы,ул Вахитова,д 29",48.5959131282434,55.1316993898004,"Староюмралинская сельская библиотека была образована в 1950 году и размещалась в здании клуба. В 1982 году случился пожар. Книги из библиотеки спасли ученики. Затем библиотека перешла в здание сельсовета, а затем в связи с тесными условиями – в Карабаевский сельский клуб. В 1990 году она снова начала работать в Староюмралинском сельском клубе.На сегодняшний день библиотека обслуживает 3 села: Ишеево, Карабаево, Старые Юмралы. Ежегодно обслуживает 520 пользователей (дети, молодежь, пенсионеры).Основное направление работы – продвижение чтения, книги, услуг библиотеки. Населению предоставляется широкий спектр дополнительных услуг. Особое внимание уделяется подрастающему поколению. Ведется массовая работа: проводятся викторины, игры и конкурсы, а также тематические и информационные часы, литературно-музыкальные вечера и праздники.",2021-04-02T12:07:59Z,2023-01-31T13:14:15Z,09:00:00,17:00:00,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,13:00:00,09:00:00,13:00:00
Заинская центральная детская библиотека,"Респ Татарстан,р-н Заинский,г Заинск,ул Чапаева,д 1",52.00313,55.286958,"Заинская центральная детская библиотека располагается в одном здании с Центральной библиотекой. Число мест в читальном зале – 30. В зону обслуживания входят 7 школ и 12 детских садов. Библиотека выписывает 13 наименований журналов и газет, ведет работу в тесном контакте с управлением социальной защиты населения, Обществом инвалидов, детскими садами и школами. Более 4 тыс. человек обслуживает детская библиотека. Книжный фонд насчитывает 30 000 экземпляров книг. Здесь работают клуб по интересам «Умелые ручки» и кукольный театр «Сөенеч». Зрителями кукольных представлений являются воспитанники детских садов и младшие школьники. В библиотеке проводится много познавательных и игровых мероприятий для детей разных возрастных групп.",2021-12-08T11:07:55Z,2023-01-30T07:29:52Z,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,09:00:00,17:00:00,,
Молодежная сельская библиотека – филиал № 26,"Респ Татарстан,р-н Альметьевский,п Молодежный,ул Школьная,д 3",51.983987,54.972344,"Изба – читальня была открыта в с. Дербедень в 30-ые годы в пятистенной избе. Одновременно изба – читальня являлась и клубом. Здесь не только читали книги, журналы и газеты, но и пели, танцевали под гармоники и балалайки. Заведующей избой – читальной работала Чупина Полина Терентьева. В 1983 году Дербеденская школа переехала в пос. Молодежный. А в Дербедени осталось прекрасное здание школы. В одном из классов и разместилась сельская библиотека. В 1988 году введен в эксплуатацию СДК на 300 мест, в которым было предусмотрено помещение и для библиотеки. В 1990 году Дербеденская сельская библиотека была переведена в пос.Молодежный. В просторной комнате на 2-ом этаже были установлены стеллажи для книг. Часть книг была перевезена из с. Дербедень. Фонды пополнялись и за счет ЦБС.С 2006 года заведующей библиотекой-филиалом № 26 работает Юпаева Зульфия Зульфатовна. Для пользователей библиотеки организуются информационные выставки-просмотры новых поступлений и тематические книжные выставки, массовые мероприятия, организуются экскурсии по библиотеке, проводятся тематические мероприятия для школьников. Также она занимается патриотическим, духовно-нравственным воспитанием молодежи, профилактикой наркомании, алкоголизма, курения, популяризацией чтения, формированием экологической культуры населения, развитием интереса к традициям, культуре своего народа.Количество посетителей в день – 7 человек.",2021-04-09T15:07:43Z,2023-02-09T07:33:16Z,,,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00
Большеатинская сельская библиотека – филиал № 13,"Респ Татарстан,р-н Нижнекамский,с Большие Аты,ул Красноармейская,д 1",51.745871,55.398457,"Большеатинская сельская библиотека была основана в 1958 году и первоначально располагалась в помещении площадью 9 кв. м. В 1972 году она переехала в новое здание площадью 80 кв. м.На 2021 год книжный фонд – 7 272 экз., количество читателей – 160, книговыдача – 465. Одна из отличительных черт современной библиотеки – массовая работа, привлекающая постоянных и новых пользователей. Особенно актуально это в сельских библиотеках, где люди ждут от библиотекарей ярких и интересных вечеров, праздников, театрализованных представлений.Вместе с традиционными формами работы сотрудники Большеатинской сельской библиотеки используют новые – электронные презентации, флешмобы, акции. Эти и другие формы работы используются при проведении мероприятий по нравственному, патриотическому и экологическому воспитанию, а также по приобщению к здоровому образу жизни.",2022-03-11T05:54:09Z,2023-02-22T12:42:10Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,
Яна-Булякская сельская библиотека,"Респ Татарстан,р-н Тукаевский,д Яна-Буляк,ул Г.Тукая,д 38",52.471521,55.440376,"Библиотека – это центр организации досуговой деятельности. Здесь создаются условия для интеллектуального, духовного, творческого общения. Библиотека образовалась в 1978 г.Фонд Яна-Булякской сельской библиотеки составляет более 10 тысяч экземпляров книг. Книговыдача – более 20 тысяч книг. При библиотеке работает клуб «Оста куллар», где члены клуба вяжут, вышивают и охотно делятся своим опытом со всеми желающими.Заведующий Яна-Булякской сельской библиотеки – Мингалиева Зульфия Язкаровна.В Яна-Булякской библиотеке ведется массовая работа (громкие чтения с детьми, библиографические обзоры, литературные и тематические вечера, посвященные писателям-юбилярам).",2016-08-23T11:54:39Z,2023-02-06T13:06:23Z,09:00:00,15:00:00,09:00:00,15:00:00,09:00:00,15:00:00,09:00:00,15:00:00,09:00:00,15:00:00,09:00:00,15:00:00,,
Стар-Айванская сельская библиотека – филиал № 34,"Респ Татарстан,р-н Арский, деревня Старый Айван,Молодежная,д.1 А",49.909041,56.069123,"В 1971 году в деревне Айвань была организована первая библиотека. Первым библиотекарем была Фатыхова Муршида. Потом ее работу продолжает Гадельшин Ринат Шагадалиевич. В 1983 году библиотеку принимает Яхина Зульфия. В 1987 году открывают новым Дом культуры и библиотека расположилась этом здании. С 2004 года библиотекарем работает Шамсутдинову Гульнар Нурулловну. Для привлечения читателей в библиотеку регулярно проводятся тематические вечера, разные интересные мероприятия, конкурсы, праздники и т. д. Все мероприятия проводятся совместно со школой и сельским Домом культуры. Активно ведется работа по пропаганде литературы по всем отраслям знания. В ходе работы используются как традиционные, так и инновационные формы. Старо – Айванская сельская библиотека обслуживает население села Старый Айван, Тюбяк – Чекурча и ближайшей станции Арск. На сегодняшний день фонд библиотеки составляет 9799 экз. печатных изданий, число читателей 553. Читателям, которые не могут посещать библиотеку в силу преклонного возраста, организовано книгоношество. Времена меняются, новые технологии находят отражение и в библиотечной деятельности. Теперь читатели могут пользоваться: компьютером, электронной почтой, находить нужную им информацию, делать распечатки необходимых документов.",2022-04-20T06:45:23Z,2023-02-21T12:03:50Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,12:00:00,16:00:00,19:00:00,21:00:00,,
Ямбулатская сельская библиотека,"Респ Татарстан,р-н Тюлячинский,д Ямбулат,ул М.Ногуманова,18",50.139773,55.912415,"Ямбулатская сельская библиотека является информационным, культурно-просветительным, образовательным учреждением деревни Ямбулат, организующий общественное пользование произведениями печатного издания. Библиотека ведет свою деятельность с 1952 года. При библиотеки действует клубное формирование ""Тылсым"" для детей. В обслуживании односельчан Ямбулатская библиотека использует традиционные и новейшие информационные технологии. Библиотека заботится о развитии подрастающего поколения и о людях, нуждающихся в социокультурной поддержке, для лиц старшего поколения ведется деятельность по проекту ""Умырзая"".",2022-04-05T08:33:59Z,2023-03-01T09:47:21Z,14:00:00,17:00:00,14:00:00,17:00:00,14:00:00,17:00:00,14:00:00,17:00:00,14:00:00,17:00:00,14:00:00,17:00:00,,
Кавзияковская сельская библиотека,"Респ Татарстан,р-н Сармановский,с Кавзияково,ул Советская,д 14а",52.8092364007914,55.2776594503319,"Библиотека – это целое царство, полное умных, мудрых книг. Находясь в максимальной близости к населению и его потребностям, являясь единственным источником информации и знаний для сельчан, сельские библиотеки в значительной мере выполняют функции социальной коммуникации, остаются наиболее стабильными и самыми доступными учреждениями культуры. Кавзияковская сельская библиотека основана в 1940 году, настоящее время находится в здании дома культуры. Фонд библиотеки составляет 10347 экземпляров книг. Библиотека работает с разными категориями читателей, служащие, рабочие, пенсионеры,инвалиды, молодежь, учащиеся, дети. Индивидуальная работа ведется с учетом личностных особенностей каждого читателя.",2022-02-03T16:30:12Z,2023-02-21T11:22:47Z,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,,
