name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Балыклы-Чукаевская сельская библиотека,"Респ Татарстан,р-н Рыбно-Слободский,с Балыклы-Чукаево,ул Центральная,д 8",50.111189,55.591482,"Балыклы-Чукаевская сельская библиотека появилась в 1950 году. Первый библиотекарь – Долгова Мария Ивановна. В 1979 году вошла в состав Рыбно-Слободской централизованной библиотечной системы как филиал № 5. В зону обслуживания библиотеки входят села Балыклы-Чукаево и Крещеные Казыли. Учреждение ведет активную работу по привлечению населения к чтению и пропаганде книги. Проводит разнообразные мероприятия по пропаганде традиций и обычаев татарского народа: фольклорные вечера, встречи с интересными людьми и др. Библиотека оформлена необычно. Передняя часть зала представлена как лесная поляна, затем идет деревенская изба – здесь и печь, и самовар, и рушник. Оформлены красочные книжные выставки, полки, много цветов.Библиотека располагает универсальным фондом, состоящим из 10 949 экземпляров книг. Из них на татарском языке – 4 755 экземпляров.Заведующая – Илалова Индира Миннегаянова.",Рыбно-Слободский район,2021-04-10T09:26:20Z,2023-02-21T08:20:38Z,08:30:00,17:00:00,08:30:00,17:00:00,08:30:00,17:00:00,08:30:00,17:00:00,08:30:00,17:00:00,08:30:00,17:00:00,,
Староарышская сельская библиотека – филиал № 29,"Респ Татарстан,р-н Рыбно-Слободский,с Старый Арыш,ул Центральная,д 23А",50.174071,55.606782,"Староарышская сельская библиотека основана в 1955 году. Ее посещают 195 человек населения села. Потребители информационных ресурсов: 26 человек – дошкольники и ученики СОШ с 1 по 9 класс; 61 человек – молодежь с 15 по 35 лет; 75 человек – население среднего возраста;33 человека – пожилые. Заведующей библиотекой является Зайнуллина Минзалья Ринатовна. В библиотеке проводится много массовых мероприятий различной формы, среди которых стали традиционными: «Международный день семьи», «День пап», «Библионочь», «День Победы», «Декада инвалидов», «День защитника Отечества», «День матери», «День святого Валентина», «День пожилых», «Международный женский день». Оформляются различные книжные выставки, тематические папки к знаменательным датам.",Рыбно-Слободский район,2021-04-08T07:50:28Z,2023-02-22T06:42:57Z,10:00:00,12:00:00,10:00:00,12:00:00,10:00:00,12:00:00,10:00:00,12:00:00,10:00:00,12:00:00,10:00:00,12:00:00,,
Николаевская модельная сельская библиотека,"Респ Башкортостан,р-н Стерлитамакский,с Николаевка,ул Ушакова,зд 4В",55.573736,53.531349,"Николаевская изба-читальня в 1948 году размещалась в деревянном здании сельского совета. Ее книжный фонд умещался в 2 деревянных шкафах. В 1968 году библиотека переехала в новое типовое кирпичное здание Дома культуры, где находится сейчас. 13 декабря 2018 года библиотека приобрела статус модельной (седьмая по счету в Стерлитамакском районе). Она стала центром организации детского досуга и семейного чтения, в связи с чем была организована работа детского досугового клуба «Нескучайка». Кроме того, в библиотеке работает кружок рукоделия «Фабрика идей» В настоящее время объем фонда – 10 656 экземпляров книг, электронных и периодических изданий. В библиотеке зарегистрировано 800 пользователей. Для детей, юношей и взрослых проводятся мероприятия по основным направлениям работы, приуроченные к знаменательным событиям и памятным датам.",Стерлитамакский район,2016-04-20T05:02:48Z,2023-05-29T06:18:18Z,,,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,,
Клинокский сельский филиал,"обл Оренбургская,р-н Красногвардейский,п Клинок,ул Центральная,д 28",53.47175,52.792091,"Клинокский сельский филиал занимается библиотечным обслуживанием населения. Обслуживает ежегодно 125 человек. Занимается библиотечным обслуживанием и организацией досуга населения всех возрастов. Организует и участвует в организации досуга населения. Проводит мероприятия по направлениям: воспитание культуры межнациональных отношений, духовно-нравственное развитие личности, экологическое просвещение, формирование установки на здоровый образ жизни, гражданско-патриотическое воспитание населения. Ведется сбор материалов, исследовательские работы по истории села, оформляются тематические папки, альбомы. Деятельность учреждения освещается в группе социальной сети «Одноклассники» и «ВКонтакте».",Красногвардейский район,2016-10-27T09:05:54Z,2023-07-13T11:05:06Z,10:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,,,,
Библиотечно-информационный центр им. В. Г. Еремина,"обл Орловская,г Орёл,ш Московское,д 151",36.144138,53.006214,"Библиотечно-информационный центр открыт в 2010 году на базе филиала № 15 и филиала № 17. В 2013 году ему было присвоено имя орловского поэта Вадима Геннадьевича Еремина.Это библиотечный комплекс нового, современного типа, где наряду с традиционными услугами предоставляются услуги с использованием новых информационных технологий, где в едином пространстве могут получать информацию и проводить досуг читатели разного возраста. В структуру БИЦ входят отдел обслуживания детей до 14 лет и отдел обслуживания пользователей от 15 лет.В структуру отдела обслуживания детей до 14 лет входят абонемент и читальный зал, медиатека (помещение для хранения, обработки и самостоятельной работы с мультимедийными ресурсами), видеозал (для индивидуального и группового просмотра видеоматериалов). В структуру отдела обслуживания пользователей от 15 лет входят абонемент и читальный зал, интернет-класс (компьютерная зона для индивидуальной работы пользователей, где предоставляется доступ к ресурсам сети Интернет, специалисты помогают в поиске и сохранении необходимой информации, обучают основам работы в сети Интернет), правовой центр, где оказываются услуги по поиску и предоставлению нормативно-правовых документов с использованием специализированного фонда и баз данных правовой системы «Гарант».Ежегодно БИЦ обслуживает более 7 тысяч пользователей. Фонд БИЦ включает более 50 тысяч документов на бумажных и электронных носителях.",Орел,2016-04-07T10:22:13Z,2023-05-31T12:13:56Z,10:00:00,18:00:00,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00
Музяковская сельская библиотека,"Респ Башкортостан,р-н Краснокамский,с Музяк,ул Центральная,д 51",54.3823052642532,56.1730133199831,"Музяковская сельская библиотека основана в 1956 году. Число зарегистрированных пользователей – 971. Посещений библиотеки – 16 252. В селе Музяк сельская библиотека является единственным культурным учреждением в связи с отсутствием сельского дома культуры. Численность населения в селе Музяк составляет 580 человек. Из них читателей насчитывается более 250 человек. Книжный фонд по состоянию на 2019–2020 год составляет 16 318 экземпляров.В рамках районной библиотечной программы «Библиотека – старшему поколению» на 2018–2022 годы ведется активная работа со старшим поколением. Функционирует клуб по интересам «Марья-искусница». Действует клуб по обучению азам компьютерной грамотности. В летние каникулы организовывается досуг детей по программе «Лето с книгой». Большой популярностью пользуются настольные игры. Особой заботой и вниманием охвачены дети-сироты, дети с ограниченными возможностями здоровья, состоящие в комиссии по делам несовершеннолетних, дети из многодетных малообеспеченных семей и семей, находящихся в трудной жизненной ситуации.",Краснокамский район,2020-09-23T06:20:02Z,2023-03-15T10:36:52Z,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,16:00:00,,
Детская библиотека «Медиацентр»,"край Краснодарский,г Краснодар,ул Уральская,д 156",39.0924317491772,45.0375668129411,"Детская библиотека открыта в декабре 2019 года. Обслуживает 4 800 детей до 14 лет в год. Общий фонд – 7 301 экземпляр. Библиотека снабжена новым современным оборудованием, призвана удовлетворять информационно-познавательные потребности детей. В ней есть пространство для тихого и уютного чтения, комнаты для творческих занятий и подготовки к школе, творческой деятельности; игровые площадки, творческая инженерная лаборатория, где дети занимаются робототехникой, изучают новые компьютерные программы, получают информацию в виртуальных читальных залах национальных электронных библиотек. Различные структурные подразделения детской библиотеки-медиацентра предоставляют детям возможность самостоятельно работать с различными источниками информации, что важно для получения ими знаний. Заведующая библиотекой – Федюн Евгения Григорьевна.",Краснодар,2020-01-15T09:31:56Z,2023-02-21T14:08:41Z,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00
Городская детская библиотека филиал № 47 Нижнекамска,"Респ Татарстан,р-н Нижнекамский,г Нижнекамск,пр-кт Вахитова,д 7",51.845189,55.64286,"Городская детская библиотека-филиал № 47 была открыта 9 октября в 1988, располагалась в 3-комнатной квартире. В её структуре были читальный зал и абонемент. На то время библиотека располагала небольшим фондом – 6 000 экз. книг. В 2004 году библиотека переехала в другое здание. Объем фонда составляет 23 454 экземпляра документов на различных носителях и разных языках. Число пользователей – 4 310 человек.Работают клубы «Познания начинаются с книги» и «Школа познаний дошколят», предназначенные для детей дошкольного возраста. А для детей школьного возраста работает клуб «Онытма туган телне! Өйрән туган якны!». Участники клуба «Школа познаний дошколят» воспитанники подготовительных групп д/с № 28. На занятиях они знакомятся с произведениями российских, зарубежных писателей и поэтов, книгами-юбилярами, сказками и загадками.Клуб «Белем китаптан башлана» работает на базе детского сада № 25. Ребята изучают творчество татарских писателей. Занятия проходят на татарском языке. Задачи клуба: вызвать интерес к книгам, знакомство с новинками, с краеведческой литературой, творчеством татарских писателей, чтение книг и проведение мероприятий. Кроме этого, библиотека проводит мероприятия в рамках проектов «Наш мир – большая интересная книга» и с этого года продвигает проект «Этикет и подрастающее поколение: культура в городе».",Нижнекамск,2021-04-20T11:11:05Z,2023-02-21T08:05:45Z,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00
Мурзицкая сельская библиотека,"обл Нижегородская,г Кулебаки,с Мурзицы,ул Строителей,д 13",42.491256,55.448617,"Библиотека была открыта в 1952 году. Долгое время она работает программе «Объединенные чтением», включающей мероприятия по привлечению к чтению разных категорий пользователей. Каждое лето в библиотеке реализуется проект «Библиоканикулы, или Лето с книгой», направленный на привлечение детей, организацию их летнего досуга через игру и книгу. В учреждении действуют клубы «Посиделки» для взрослых и «В гостях у сказки» для юных читателей. Библиотека активно сотрудничает с Домом культуры, Мурзицкой школой, детским садом «Колосок». Количество посещений за год – около 7 500. Книжный фонд насчитывает 8 800 единиц.",Кулебакский район,2023-10-04T06:50:44Z,2023-10-04T07:08:34Z,09:18:00,17:00:00,09:18:00,17:00:00,09:18:00,17:00:00,09:18:00,17:00:00,,,,,09:18:00,17:00:00
Александровская библиотека – филиал № 8,"край Красноярский,р-н Рыбинский,с Александровка,ул Советская,д 29а",94.552741,55.993394,"Александровская библиотека – филиал № 8 МБУК «ЦБС Рыбинского района» – это культурный, образовательный и информационный центр села Александровка. Основана в 1955 году. Располагает богатым книжным фондом, широкими информационными ресурсами. В ней есть все необходимое для дружелюбных, творческих и познавательных встреч детей и взрослых. Именно здесь представляют творческие выставки, организуют увлекательные конкурсы, акции, проводят мастер-классы. Библиотека участвует в конкурсах грантовых программ, в 2017 году был реализован проект для детей «Библионяня». Сотрудничает со школой, детским садом, сельским Домом культуры, сельской администрацией. Деятельность библиотеки многофункциональна и направлена на популяризацию чтения, интеллектуальное и творческое развитие пользователей. Библиотека сегодня – это далеко не только книги: современная библиотека в первую очередь – информационный центр.",Рыбинский район,2021-05-05T10:07:25Z,2023-03-03T06:39:47Z,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,10:00:00,16:00:00,,
