id,registration,name,category,сultural_property,height,width,depth,preservation,description
23139,2023-03-13T11:29:42Z,"Медаль «В память освобождения крестьян». 1861 г. Металл, литьё, чеканка. Диаметр - 35 мм. РЯМЗ КП-1505 Н-571/9 ГК-37806301",,Объект является культурной ценностью,,,,"незначительные повреждения (налет окиси, потертость).",-
16114,2016-06-14T09:46:25Z,Медаль Жукова № 0334636    Период оригинала: 4 четверть 20 век,,,3.1,3.1,,,"Стиль: Штамповка.    Размеры: В.3.1, Ш.3.1 см    Ссылка на каталоги / инвентари: Сосновский районный краеведческий музей.  606170, Нижегородская область, п. Сосновское, ул. Матвеева, д. 36    Инвентарный номер: КП-595"
17649,2016-06-14T09:46:38Z,Медаль Ветеран труда,,,,,,,"Ссылка на каталоги / инвентари: Награждена Мельникова И.Т., ветеран ВОВ    Инвентарный номер: 101-ОФ"
21586,2020-03-13T07:11:54Z,"Медаль ""За отвагу"". Номер награды: № 3580323. Награжденный - Пешневский И.А. 17.10.1938 Серебро. Штамповка. Размер: диаметр – 3,5 см № по книге поступлений: ТМ КП-7515/2 № по книге спецучёта: ДМ-239 № по ГК: 14818904",ПРЕДМЕТЫ ФАЛЕРИСТИКИ И СФРАГИСТИКИ,Объект является культурной ценностью,,,,Потемнение,Номер награды: № 3580323
21686,2020-03-13T09:30:28Z,"Медаль ""За отвагу"". Номер награды: 3075791 Серебро. Штамповка. Размер: диаметр – 3,6 см. № по книге поступлений: ТМ КП-1998 № по книге спецучёта: ДМ-219 № по ГК: 14818916",ПРЕДМЕТЫ ФАЛЕРИСТИКИ И СФРАГИСТИКИ,Объект является культурной ценностью,,,,Потемнение,Номер награды: 3075791
17667,2016-06-14T09:46:38Z,Медаль 70 лет Вооруженных Сил СССР,,,,,,,Ссылка на каталоги / инвентари: Награжден Лобачев П.Г.    Инвентарный номер: 181-ОФ
14889,2016-06-14T09:46:17Z,"Медаль ""За труды по первой всеобщей переписи населения""",,,,,,,"Размеры: Д - 2,8    Инвентарный номер: КОМК 2523"
23136,2023-03-13T11:29:42Z,"Медаль «В память освящения храма Христа Спасителя в Москве». 1883 г. Россия. Бронза, литьё, чеканка. Диаметр - 76 мм. РЯМЗ КП-1460 Н-721/2 ГК-37806341",,Объект является культурной ценностью,,,,"незначительные повреждения (налет окиси, загрязнение, потертость, царапины).",-
17555,2016-06-14T09:46:37Z,"Медаль памятная ""Союз-Аполлон""    Период оригинала: 20 век, 3 четверть",,,60,,,,Размеры: Д. 60 мм.    Инвентарный номер: КП №5449/4
23114,2023-03-13T11:26:59Z,"Медаль «В память похода Оскольда на Царьград в 865 г.». нач XX в. Россия. Бронза, литьё, чеканка. Диаметр - 78 мм. РЯМЗ КП-1037 Н-1007 ГК-37806374",,Объект является культурной ценностью,,,,"незначительные повреждения (налет окиси, потертость, царапины).",-
22227,2020-09-08T07:23:31Z,"ШКМ КП-1276/190. Номер по ГК 14798711. Медаль Название: ""Ветеран труда"". подлинник Награжденный - Вильчевская А.Н. Датировка: Вторая половина ХХ века Место создания: СССР Материал: металл желтый Техника: штамповка Размеры: Д-34мм",ПРЕДМЕТЫ ФАЛЕРИСТИКИ И СФРАГИСТИКИ,Объект является культурной ценностью,,,,Потерта,нет
14917,2016-06-14T09:46:17Z,Медаль Жукова    Период оригинала: 20 век,,,,,,,
17661,2016-06-14T09:46:38Z,Медаль 20 лет Победы,,,,,,,Ссылка на каталоги / инвентари: Награжден Лобачев П.Г.    Инвентарный номер: 164-ОФ
23117,2023-03-13T11:26:59Z,"Медаль «В память Ярослава I Владимировича». нач. XX в. Россия. Бронза, литьё, чеканка. Диаметр - 38 мм. РЯМЗ КП-1122 Н-1094/1 ГК-37806315",,Объект является культурной ценностью,,,,без видимых повреждений.,-
16297,2016-06-14T09:46:28Z,Георгиевская медаль IV степени,,,,,,,Инвентарный номер: КП 119
16278,2016-06-14T09:46:20Z,"Медаль ""За боевые заслуги""    Школа / Место издания: Россия    Период оригинала: 20 век, 1 половина",,,,,,,Ссылка на каталоги / инвентари: Награжден Павлов А.Г.    Инвентарный номер: Б/н
14896,2016-06-14T09:46:17Z,"Медаль ""В память свершившегося 1000 - летия Россий""    Период оригинала: 19 век, 4 четверть",,,3.5,,,,"Размеры: Д. 3,5    Инвентарный номер: КОМК 2521"
17498,2016-06-14T09:46:37Z,"Медаль ""За освобождение Белграда""",,,3.2,,,,"Размеры: Д. 3,2    Инвентарный номер: КИКМ 5097/14"
15480,2016-06-14T09:46:26Z,Медаль - За усердие    Школа / Место издания: Россия    Период оригинала: начало 20 века,,,,,,,"Стиль: 960 проба    Инвентарный номер: ВКМ КП 2400/2, г.у. 126"
14908,2016-06-14T09:46:17Z,"Медаль ""За победу над Японией""    Период оригинала: 20 век",,,,,,,
21960,2020-08-25T13:04:20Z,"ШКМ КП-924. Номер по ГК 14792390. Медаль Название: ""За трудовое отличие"". Датировка: 1938 -1980-е Место создания: СССР Материал: металл, Эмаль Техника: чеканка Размеры: Д-3.3см, высота с лентой 8.5см.",ПРЕДМЕТЫ ФАЛЕРИСТИКИ И СФРАГИСТИКИ,Объект является культурной ценностью,,,,"Металл потемнел, ткань потерта, порвана",нет
