name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Тотомицкая сельская библиотека – филиал № 15,"обл Костромская,р-н Нейский,п Тотомица,ул Советская,д 13",43.797856,58.44098,"В 1950 году в Тотомице открылась библиотека. Клуб-библиотека находился в доме по улице Ленина (ныне дом Юшмановых). Библиотека отдельно от клуба находилась в доме по улице Карла Маркса (ныне дом Белопуховых). Первый библиотекарь – Софья Александровна Белопухова. Библиотека занимала половину дома, а в другой половине находилась «приезжая» (что-то вроде гостиницы).В настоящее время библиотека находится в здании школы. Книжный фонд насчитывает 5 230 экземпляров, количество читателей – 356. Заведующая филиалом – Гуляева Алевтина Анатольевна. В 2020 году Тотомицкая сельская библиотека отметила юбилей – 60 лет. Большой это срок или малый? Для кого как. Библиотека же за 60 лет изменилась. Сегодня здесь есть телевизор, компьютер, принтер, доступ к интернету. Библиотека использует новые формы работы: слайд-презентации, видеоролики, буктрейлеры, буклеты. В фонде появились наглядные словари и книги в новых жанрах: боевики, иронические детективы, современные версии по романам классиков, фэнтези. Книжный фонд библиотеки обогатился полным собранием сочинений А. С. Пушкина в 19 томах, энциклопедиями.",Нейский район,2017-12-12T11:21:52Z,2023-06-08T08:39:26Z,,,11:30:00,17:00:00,11:30:00,17:00:00,11:30:00,17:00:00,11:30:00,17:00:00,09:30:00,14:30:00,,
Библиотека-филиал № 21 им. А. И. Куприна,"г Севастополь,г Севастополь,наб Назукина,д 27",33.60027,44.497421,"Старейшая библиотека Балаклавы. Открыта в 1896 г. по инициативе коренного балаклавца, народовольца А. К. Цакни. Библиотека обслуживает жителей Балаклавы и располагает универсальным фондом, насчитывающим 29 тыс. источников информации, а также предлагает краеведческий фонд, где собраны редкие, репринтные издания 1944–1950 гг., новые красочные альбомы с копиями литографий и фотографий, путеводители по Крыму. В 1964 г. Балаклавская городская библиотека справила новоселье, переехав в здание, которое является памятником архитектуры XX в. (дача В. А. Мерецкой). Вот уже свыше 20 лет при библиотеке организовано Балаклавское творческое литературное объединение «Поэтическая гавань Сюмболон». Работает клуб «Огни Балаклавы». Регулярно проводятся экскурсии «Балаклава: страницы многовековой истории» путешествие в прошлое. Библиотека популяризирует творчество известного русского писателя А. И. Куприна, имя которого носит с 1994 г. Проводит ежегодные Купринские чтения, литературно-музыкальные вечера к юбилейным датам писателей.",Севастополь,2017-09-01T06:57:36Z,2023-03-02T08:14:57Z,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,,,10:00:00,18:00:00,10:00:00,18:00:00
Библиотека-филиал № 6 г. Магадана,"обл Магаданская,г Магадан,пгт Уптар,ул Красноярская,д 10",150.870651,59.901513,"Дата основания библиотеки – 1 марта 1994 г. На 2021 год фонд филиала насчитывает 6 054 экземпляра изданий различной тематики. Записано в библиотеку 750 читателей, из них 200 детей. Библиотека работает по программе «Почитай-ка». Основная цель программы – воспитание у подрастающего поколения любви к книге, формирование устойчивого интереса к чтению. Действует клуб выходного дня «Отдыхай-ка». Вниманию детей представлены разнообразные литературные викторины и конкурсы, мультфильмы, настольные и компьютерные игры, мастер-классы по изготовлению поделок. Библиотека активно сотрудничает с преподавателями и учащимися дополнительных и общеобразовательных учреждений, воспитанниками детских садов. Пользователи могут воспользоваться системой «Консультант Плюс», электронными каталогами, услуга медиатеки и сети Интернет. Библиотека оказывает читателям услуги ксерокопирования.",Магадан,2018-12-05T06:30:19Z,2023-02-01T13:51:00Z,,,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,18:00:00
Старободьинская сельская библиотека,"Респ Удмуртская,р-н Кизнерский,д Старая Бодья,ул Школьная,д 17",51.347342,56.358322,"В 1975 году в д. Старая Бодья был открыт новый Дом культуры. В одной из комнат площадью 40 кв. м расположилась библиотека. В зоне обслуживания было 6 деревень: Старая Бодья, Гучин-Бодья, Вичурка, Покровка, Макарьевка, Яналка. Книжный фонд был собран за несколько месяцев из разных библиотек Кизнерского района.Сегодня библиотечным обслуживанием охвачены жители всех населенных пунктов территориального отдела «Старободьинский».Формы библиотечного обслуживания – стационар, библиотечные пункты и книгоношество. В библиотеке поддерживаются традиции семейного чтения, активно ведется работа с социально незащищенными слоями населения. В рамках проекта «Абатские пещеры» библиотекарем Т. П. Семаковой разработан туристический маршрут.Документный фонд на 1 января 2022 года насчитывает 5 222 экз., количество пользователей – 270 человек.",Кизнерский район,2022-10-21T11:41:19Z,2023-06-02T07:38:19Z,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,19:00:00,11:00:00,19:00:00,,,11:00:00,19:00:00
Боградская центральная детская библиотека,"Респ Хакасия,р-н Боградский,с Боград,ул Партизанская,зд 123",90.848475,54.2206,"Детская библиотека – единственная в районе специализированная библиотека для детей. Год создания библиотеки – 1954. Штат библиотечных специалистов – 3 человека. Ежегодно библиотеку посещают около 900 пользователей. Библиотечный фонд – более 22 тыс. экземпляров. Детская библиотека – методический центр для 11 сельских библиотек, работающих с детьми. В структуру детской библиотеки входят абонемент и читальный зал. На абонементе дети найдут для себя самую разнообразную литературу: фантастику, приключения, детективы, книги о любви и дружбе, есть широкий выбор литературы в помощь школьной программе. Наряду с классикой и современной литературой библиотекарь может предложить широкий выбор сказок и поэтических произведений. В читальном зале вы найдете ответ на любой вопрос с помощью справочников и энциклопедий; сможете отдохнуть, полистав любимые журналы. Для читателей проводятся литературные викторины, утренники, презентации новинок, литературные юбилеи, обзоры, дни информации и библиографии, конкурсы.",Боградский район,2022-03-25T06:55:59Z,2023-03-10T10:20:31Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,,
Красноярская городская детская библиотека им. В. Дубинина,"край Красноярский,г Красноярск,ул Юности,д 22",92.9769353541111,56.0164780660595,"Детская библиотека им. В. Дубинина была основана в 1956 году. Расположена она в просторном, удобном помещении площадью в 223 кв. м. Библиотека обслуживает более 3 500 читателей в год. Книжный фонд – 37 500 экземпляров.В 1995 году был создан детский самодеятельный кукольный театр, который работает и в настоящее время. Актеры – библиотекари и читатели. Его спектакли посмотрели тысячи детей разного возраста. Театр также выходит со своими представлениями на городские и районные мероприятия, в другие библиотеки, школы, детские сады, больницы города. В настоящее время учреждение продолжает развивать театральное направление и работает над проектом «Волшебный саквояж».Посетителям также предоставляется доступ к Национальной электронной библиотеке (НЭБ) и электронной библиотеке «ЛитРес».",Красноярск,2020-09-11T10:21:06Z,2023-01-27T14:54:34Z,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,18:00:00,,
Рыбковская сельская библиотека-филиал № 28,"обл Смоленская,р-н Сафоновский,д Рыбки,ул Центральная,д 15",32.986038,55.147901,"Из архивных данных известно, что существовала Лукшинская библиотека. В 1905 году на 1 января в ней насчитывалось 190 книг на 69 рублей, а в 1912 году – 1 308 книг.Сегодня Рыбковская библиотека-филиал №28 – это современное библиотечное учреждение, расположенное в уютном, комфортном помещении на втором этаже Дома культуры. Известны сведения, что до 1955 года это была Заворовская изба-читальня, маленькое деревянное здание, в котором находились также сельский Совет и Дом культуры. Библиотекарем в то время работала Никитина Н. М. Печное отопление, протекающая крыша, ветхие двери. Но тогда это не пугало ни работников, ни читателей.В 1956 году библиотека стала именоваться Рыбковской избой-читальней.В разное время здесь работали разные люди. С 1993 года работой библиотеки руководит Зотова Наталья Ивановна. В зоне обслуживания Рыбковской библиотеки проживает 850 человек. Ежегодно библиотека обслуживает 500 читателей. Из них детей до 15 лет – 115, молодежи – 86. Книжный фонд включает 8 429 экз., ежегодная книговыдача – 11 800 экз.При библиотеке работает семейный клуб «Читающее гнездышко».В 2006 году в рамках программы «Электронная Смоленщина» при поддержке Минэкономразвития Рыбковская сельская библиотека-филиал № 28 получила электронную технику. Это позволило расширить доступ сельского населения к мировым информационным ресурсам. В этом же году в библиотеке открылся Информационный центр местного сообщества. Центр имеет доступ к интернету.С появлением компьютерной техники стало возможным выполнение информационных и сервисных услуг: поиск и предоставление правовой информации; распечатка документов на принтере; запись информации на электронные носители; копирование и тиражирование документов; сканирование информации; компьютерный набор текста и таблиц; предоставление компьютера для самостоятельной работы;проведение на базе библиотеки семинаров, дней информации, экскурсий.Библиотека имеет хорошую материально-техническую базу.",Сафоновский район,2015-12-17T07:04:47Z,2023-03-23T06:32:43Z,12:30:00,17:00:00,12:30:00,17:00:00,12:30:00,17:00:00,12:30:00,17:00:00,12:30:00,17:00:00,,,12:30:00,17:00:00
"Алексеевская сельская библиотека, филиал № 5","обл Белгородская,р-н Яковлевский,с Алексеевка,ул Центральная,д 36",36.214763,50.86691,"Библиотека в селе Алексеевка была открыта в 1936 году и располагалась в здании церкви Рождества Пресвятой Богородицы. Библиотека обслуживала читателей вплоть до начала немецкой оккупации (октябрь 1941 год). Немцы, заняв село, разрушили церковь и уничтожили библиотеку. И только в 1946 году, благодаря усилиям парторга колхоза, библиотека была вновь открыта для жителей села. В связи с объявленным ЮНЕСКО годом М. С. Щепкина в середине 80-х годов началась плановая застройка центра села Алексеевка. Были построены школа, торговый центр, уникальный музей им. М. С. Щепкина, здание администрации и Дом культуры, в котором и разместилась библиотека. Сегодня Алексеевская сельская библиотека с фондом в 10 850 экз. документов обслуживает 955 читателей, из которых 297 – дети в возрасте до 14 лет. В 2010 году Алексеевская модельная библиотека стала победителем в областном конкурсе на лучшую организацию работы к 65-летию Победы в Великой Отечественной войне.В 2014 году Алексеевская сельская библиотека успешно подтвердила статус «модельная».В 2019 году стала победителем областного фестиваля библиотечных театральных студий, принимала участие в областном конкурсе «Лучший читатель Белгородчины», литературном конкурсе «Новые имена Белгородчины 2019», Единых днях писателя и др. В 2021 году библиотека работает по проекту «Здоровое поколение 21 века», который направлен на формирование у молодежи устойчивого интереса к здоровому образу жизни. Контактная информация:",Яковлевский район,2015-03-13T08:24:47Z,2023-02-13T13:15:27Z,,,12:00:00,20:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,20:00:00,12:00:00,19:00:00
Библиотека п. Северного,"край Краснодарский,р-н Павловский,п Северный,ул Юбилейная,д 25",40.075111,46.119236,"Основана библиотека 1 августа 1967 году Павловским отделом культуры. Фонд библиотеки составляет на конец 2022 года 11406 экземпляров. Количество пользователей 509, количество посетителей 2915, количество книговыдачи 9854. Основными направлениями в работе библиотеки являются : популяризация книги и чтения, кубановедение, военно-патриотическое воспитание, «Антинарко» , духовно-нравственное воспитание, «Антитеррор». В библиотеке действуют книжные выставки на актуальные темы и юбилеи книг и писателей. В библиотеке есть подписка на периодические издания: Единство, Кубанские новости, Российская газета, Платановая аллея, Непоседы.",Павловский район,2023-02-20T12:58:17Z,2023-03-01T08:38:27Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,,,
Холязинская сельская библиотека,"обл Нижегородская,р-н Большемурашкинский,с Холязино,ул Парковая,д 9",44.7603429008026,55.8259607559709,"Холязинская сельская библиотека была открыта в 1919 году, это была самая первая сельская библиотека в Большемурашкинском районе. Библиотекарь устраивала громкие читки передовиц и новостей из газет, рассказывала о разных событиях. Книжный фонд был очень скромным: несколько десятков книг, собранных со всего села.В настоящее время книжный фонд сельской библиотеки включает 10 тысяч единиц хранения: книг и брошюр, документов на электронных носителях, рукописных изданий. Библиотеку в год посещают примерно 605–615 человек. Ежегодно им выдается свыше 17 тысяч экземпляров документов из фондов библиотеки. Библиотека оснащена компьютерной и множительной техникой. Для пользователей есть персональный компьютер с выходом в интернет. Важнейшей темой своей работы библиотекарь считает краеведческую тематику: готовятся и проводятся различные мероприятия, накопленный за многие годы материал о местном крае и его людях бережно сохраняется и предоставляется читателям библиотеки для выполнения контрольных работ, конкурсных заданий, написания рефератов и мн. др.",Большемурашкинский район,2021-07-19T06:59:06Z,2023-03-09T08:03:08Z,,,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,,,09:00:00,18:00:00
