id,registration,name,category,сultural_property,height,width,depth,preservation,description
17791,2016-06-14T09:46:39Z,Коробка из-под чая,,,7.5,9,6,,"Размеры: Дл. 7,5; Ш. 9; В. 6    Инвентарный номер: КП-5525"
18504,2016-06-14T09:46:41Z,"Вознесение Господне (название употребляемое); Вознесение Христово (название изначальное)    Автор: Аноним    Школа / Место издания: Россия    Период оригинала: 20 век, 1 четверть (приблизительно)",ИКОНА,,55,40,,,"Размеры: В. 55, Ш. 40; В. 40, Ш. 55 (?)"
1184,2016-06-14T09:44:28Z,"Владимирская Пресвятая Богородица (название старое); Богоматерь Владимирская  (название придуманное); Сладколобзающая / Умиление (название изначальное) ; Богоматерь Умиление Владимирская (название последнее)    В русском оригинале (переводе): Гликофилуса / Елеуса (греческий, название изначальное)    Автор: Аноним    Школа / Место издания: Россия    Период оригинала: 19 век",ИКОНА,,31,25.5,,,"Стиль: Ткань: паволока    Размеры: В. 31, Ш. 25.5 (доска); Ш. 3.2 (поля)    Ссылка на каталоги / инвентари: Состояние: вздутия левкаса; трещины красочного слоя; доска изъедена жучком / точильщиком; после реставрации ( восстановлена утраченная часть доски)."
1304,2016-06-14T09:44:34Z,"Иван - царевич (название употребляемое); Иван  Царевич на сером волке (название последнее)    Автор: Вакуров Иван Петрович (художник)    Школа / Место издания: Россия, Палех    Художественно-производственные мастерские Палехского отделения Худфонда РСФСР    Период оригинала: 20 век",ЖИВОПИСЬ,,18,12,,,"Размеры: В. 18, Ш. 12 (крышка ?)    Характер подписи: 73 ?"
18043,2016-06-14T09:46:36Z,"""Натюрморт""    Автор: Corneliu Baba",,,43,45,,,"Размеры: В. 43, Ш. 45"
7297,2016-06-14T09:45:23Z,Благовещение (название изначальное) # Успение Богоматери (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: середина 19 век; 2 половина 19 век,ИКОНА,,37,63.5,,,"Размеры: В. 37, Ш. 63.5 (доска)"
13787,2016-06-14T09:46:07Z,Голова херувима    Автор: Бём Е.М.,,,8,8.8,,,"Размеры: В. 8.0, Ш. 8.8"
12163,2016-06-14T09:45:56Z,Безделушка,,,5,2.5,,,"Размеры: В. 5.0, Ш. 2.5"
3914,2016-06-14T09:44:55Z,Святитель иконный (название придуманное) ?; Святой Николай Чудотворец (название предполагаемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,ИКОНА,,50,70,,,"Стиль: С окладом: Латунь ?/ Медь ?/ Серебро ?/ Сталь ?/ Белая жесть ?/ Другое ?    Размеры: В. 50, Ш. 70 (приблизительно) / В. 70, Ш. 60 (приблизительно)"
12947,2016-06-14T09:46:01Z,Тетрадь,,,17.8,22.5,,,"Размеры: В. 17.8, Ш. 22.5"
