name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Первомайская поселковая библиотека – филиал № 13,"обл Нижегородская,р-н Балахнинский,рп Первое Мая(МО рп Малое Козино),ул Садовая,д 33",43.650325,56.415773,"В 1954 году библиотека начала функционировать как пункт выдачи книг Малокозинской поселковой библиотеки. В 1980 году стала самостоятельной библиотекой – филиалом № 13 Балахнинской централизованной библиотечной системы. В 2005 году ей было предоставлено новое помещение в жилом пятиэтажном доме на улице Садовой. В настоящее время библиотечный фонд насчитывает около 12 000 экземпляров книг. Количество читателей – 1 862 человека, посещений – 15 050. На базе учреждения работают клубы для читателей разных возрастов и интересов: «Первоклашка», «Постигая мир книг», «Благодать», «Дамский клуб». Проходят различные мероприятия (акции, чтения, выставки).",Балахнинский район,2021-07-28T07:46:03Z,2023-02-06T12:45:46Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,,10:00:00,17:00:00
Вишневская сельская библиотека,"обл Воронежская,р-н Верхнехавский,п НИИОХ,ул Садовая,д 3а",39.830563,51.840079,"Библиотека находится в здании Вишневского сельского дома культуры. Основана в 2012 году. В ней обслуживаются 350 пользователей из числа местных жителей. Количество посещений за год – 4 235, количество книговыдач – 6 300. Фонд насчитывает 9 394 экземпляра и состоит как из разнообразной художественной литературы, так и научно-популярной. Библиотека подключена к сети Интернет. Читатели получают во временное пользование книги, журналы, газеты, пользуются библиографическим и справочно-информационным обслуживанием, принимают активное участие в массовых мероприятиях, в основном на тему местного краеведения.",Верхнехавский район,2018-01-31T09:15:28Z,2023-11-01T10:24:16Z,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,14:00:00,17:00:00,,,,
Библиотека с. Ладовская Балка,"край Ставропольский,р-н Красногвардейский,с Ладовская Балка,ул Кооперативная,д 16",41.401797,45.630463,"По свидетельству разных исторических источников библиотека в селе Ладовская Балка была впервые организована и открыта при Земельной управе в 1898 году. На сегодняшний день в библиотеке имеется читальный зал и два абонемента: взрослый и детский. Зарегистрировано 1206 читателей, в их числе: дети до 14 лет, молодежь, взрослые. Книжный фонд составляет 4830 экземпляров. Культурно – массовая работа осуществляется в рамках Культурно – целевого проекта «Книга – чудо дивное, как Святой Грааль». Также работают клубы для читателей по интересам, эстетического и этического воспитания детей и подростков, молодежного чтения.",Красногвардейский район,2023-02-01T11:34:42Z,2023-02-08T11:53:50Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,09:00:00,16:00:00
Детская библиотека «Сибирячок»,"обл Кемеровская,г Кемерово,пр-кт Молодежный,д 9Б",86.123669,55.324566,"При библиотеке работают:Мини-музей «Предметы быта сибирских крестьян»Клуб для старшего поколения «Сердечные встречи»Школа информационной культуры «Откроем библиотеку детям»Школа компьютерной грамотности «Университет третьего возраста: старшее поколение в современной информационной среде»Основные направления работы:привлечение детей и подростков к систематическому чтению;справочно-информационное обслуживание кемеровчан;культурно-просветительская, досуговая, выставочная деятельность;формирование информационной культуры;историческое и литературное краеведение, пропаганда литературы по истории России, Кузбасса;организация досуговой деятельности детей в летних школьных лагерях;содействие безопасности дорожного движения.Программы:Библиотека работает по внутрисистемным программам:«Читающий город»: продвижение чтения среди кемеровчан«Каникулы – территория чтения»«Чтение – дело семейное»«Сотворим Россию!»: программа патриотического просвещения юных кемеровчан«Здесь Родины моей начало»«Наши ветераны»«Год литературы в Кемерово»По программам:«О тех и для тех, кто любит край родной»: историческое и литературное краеведение«Откроем библиотеку детям»: формирование информационной культуры«Нескучный библиотечный дворик»: работа летнего читального зала«Вместе весело читать»: знакомство с детскими писателями и поэтами Кузбасса«Университет третьего возраста: старшее поколение в современной информационной среде»: программа обучения основам компьютерной грамотностиУслуги:подбор и выдача информации, находящейся в книгах, журналах, газетах, справочниках и других источниках;обучение навыкам поиска и обработки информации;индивидуальное и групповое информирование;проведение обзоров периодики, Дней информации, уроков информационной культуры;составление рекомендательных списков литературы;организация вечеров, выставок, встреч, конкурсов, игровых программ;организация досуга во время школьных каникул;Wi-Fi.Дополнительные услуги:набор и распечатка текста;ксерокопирование;самостоятельная работа пользователей на компьютере;поиск информации в удаленных базах данных, Интернет;услуги электронной почты;выполнение справок повышенной сложности.В феврале 2013 г. детской библиотеке «Сибирячок» исполнилось 50 лет.Библиотека была открыта 7 февраля 1963 г. и называлась Заискитимской детской библиотекой №2. Из-за отсутствия специальных помещений библиотека несколько раз меняла место своего расположения. После централизации детских библиотек в 1979 г. она получила название детская библиотека-филиал №1 и была размещена на первом этаже пятиэтажного дома на улице 9 января. Многие годы этой библиотекой руководила Целуйко Надежда Васильевна.С 1996 г. библиотека располагается в микрорайоне ФПК, в здании начальной общеобразовательной школы №98. В 2004 г. библиотека получила собственное имя – «Сибирячок». И это не случайно, ведь одним из главных направлений деятельности библиотеки является историческое и литературное краеведение. На сегодняшний день «Сибирячок» – единственная библиотека в микрорайоне ФПК. Поэтому ее читателями является как детское, так и взрослое население – ежегодно свыше трех тысяч человек.Руководит библиотекой Е. В. Васильева.",Кемерово,2016-01-11T08:48:42Z,2023-03-20T03:23:37Z,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,,
Центральная межпоселенческая детская библиотека Бирского района,"Респ Башкортостан,р-н Бирский,г Бирск,ул Пролетарская,д 109",55.5531057715416,55.4351043126991,"Библиотека ведет свою историю с 1948 года. Работает для детей с 1 года до 14 лет. Количество читателей – 3 540. Количество посещений в год – 43 886. Книговыдача – 99 120. В течение года проводится более 100 мероприятий, на которых присутствуют более 9 000 пользователей. Книжный фонд включает около 50 000 экземпляров. В библиотеке работают кружки: «АБВГДейка» – кружок по обучению чтению и развитию моторики;Magic English – кружок английского языка;«Волшебные ладошки» – кружок творчества; «Сказочный теремок» – театральный кружок;клуб «Любознайки». Библиотека сотрудничает со школами, дошкольными учреждениями, с отделением реабилитации детей и подростков с ограниченными возможностями здоровья, с отделением социальной помощи семье и детям.",Бирский район,2016-04-26T07:47:54Z,2023-03-14T13:57:57Z,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,
Лебяженская сельская библиотека,"обл Воронежская,р-н Рамонский,с Лебяжье,ул Чапаева,д 80",38.850384,51.996997,"Лебяженская сельская библиотека основана в 1955 году, является структурным подразделением МКУК «Рамонская МЦБ» и расположена в здании сельского медицинского пункта 1960 года постройки. Книжный фонд составляет 4 932 экземпляра. Главное из направлений деятельности библиотеки – работа с классической литературой. Село Лебяжье, известное также под названием Лебяжье озеро, возникло в начале XVIII века. Село имеет такое название из-за лебедей, которые селились у местного ручья. На территории села расположена каменная Богородицкая церковь, построенная в 1809 году. Здание является архитектурным памятником.",Рамонский район,2017-03-27T13:46:31Z,2023-03-10T12:53:20Z,11:00:00,14:00:00,11:00:00,14:00:00,11:00:00,14:00:00,11:00:00,14:00:00,11:00:00,14:00:00,11:00:00,14:00:00,,
Ишхой-Юртовская сельская библиотека – филиал № 11,"Респ Чеченская,р-н Гудермесский,с Ишхой-Юрт,ул Полевая,д 4",46.390223,43.215564,"Ишхой-Юртовская сельская библиотека-филиал № 11 создана как филиал муниципального бюджетного учреждения культуры «Централизованная библиотечная система» Гудермесского муниципального района на основании Распоряжения № 34 администрации Гудермесского муниципального района от 24.02.2015. Основные направления деятельности библиотеки: гражданско-правовое, патриотическое, духовно-нравственное, экологическое информирование пользователей. Также большое внимание библиотека уделяет краеведению, популяризации здорового образа жизни. Библиотечный фонд на 20.02.2021 составляет 4 186 экземпляров. Ежегодно библиотека обслуживает около 1 117 пользователей.",Гудермесский район,2017-07-12T08:56:00Z,2023-03-02T07:12:37Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,15:00:00,,
Библиотека с. Новое,"аобл Еврейская,р-н Ленинский,с Новое,ул Шоссейная,д 48",132.342296,47.808922,"Библиотека существует с 1950 г. Ранее располагалась в здании барака. Отвечал за нее директор клуба Яровой Федор Антонович. В 1953 г. директором клуба и ответственной за библиотеку стала Куповых Александра. В библиотеке проводились громкие чтения периодической печати, обсуждение книг. В 1954 г. библиотека переехала на улицу Набережная. Книжный фонд составлял 1 500 экз. книг. Заведовала тогда библиотекой Шойхет Полина. В 1956 г. колхоз «Трудовая нива» построил двухэтажное деревянное здание нового Дома культуры, где на втором этаже расположилась библиотека, состоящая из абонемента и читального зала. Были сделаны деревянные стеллажи, книжные витрины, завезена мебель. В 1995 г. библиотеке и клубу было предоставлено кирпичное здание на центральной улице, которое с каждым годом благоустраивалось. Сейчас работает специалист своего дела – Ковалева Алевтина Валерьевна. Фонд насчитывает 10 345 экз. книг, пользователей – 224 человека. При библиотеке работает кружок «Живое слово».",Ленинский район,2019-10-30T01:56:26Z,2023-03-24T08:06:42Z,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00
Камышлинская сельская модельная библиотека № 11,"Респ Башкортостан,р-н Уфимский,д Камышлы,ул Р.Саитова,д 15К",55.9457203871483,54.5173664312842,"История библиотеки началась еще в 1934–1935 гоах. Первый библиотекарь, книгоноша, участник Великой Отечественной войны Петр Павлович Васильев рассказывал: «Библиотеки как таковой тогда в деревне не было. Основная библиотека находилась в здании старого сельсовета в селе Булгаково. Я тогда одновременно работал и завклубом. Старый клуб находился в бывшем кулацком доме, там отвели уголок под библиотеку. Читателей было примерно 250 человек. В 1936 году приехал специалист, закончивший курсы библиотекарей, – Сергей Прядильников». В послевоенные годы решением Уфимского райисполкома было вынесено решение о строительстве типового здания клуба в деревне Камышлы, это было в 1959 году. Уже к концу 1961 года строительство было закончено, тогда же была открыта библиотека в левом крыле здания. Принял ее Борис Александрович Семенов. В 2009 году библиотека получила статус модельной библиотеки – информационного центра чувашской культуры. Сейчас она располагает книжным фондом свыше 7 000 экземпляров документов. Сюда приходят читатели всех возрастов, их количество ежегодно составляет более 250 человек. Библиотека активно работает над продвижением чтения среди детей и юношества – эти направление является приоритетными. Используются различные формы и методы: книжные выставки, просмотры, уроки мужества, краеведческие часы, исторические путешествия.",Уфимский район,2020-09-11T13:59:21Z,2023-09-12T13:48:08Z,,,15:30:00,19:00:00,15:30:00,19:00:00,15:30:00,19:00:00,15:30:00,19:00:00,15:30:00,19:00:00,,
Великотопальская библиотека,"обл Брянская,р-н Клинцовский,с Великая Топаль,ул Октябрьская,д 14а",32.35932,52.540995,"Великотопальская библиотека входит в состав МБУК «Клинцовская районная межпоселенческая центральная библиотека». Библиотекарь ведет культурно-просветительскую деятельность среди населения. Традиционными стали тематические вечера, мероприятия по возрождению праздников и традиций, конкурсные программы, экскурсии в библиотеке, литературные гостиные, викторины, дни писателей, мастер-классы, презентации, акции, информационные часы, книжные выставки. Одно из приоритетных направлений в работе – организация обслуживания пожилых людей, инвалидов, детей-инвалидов.Проведена исследовательская работа для «Летописи села». Материал был собран благодаря беседам с жителями, свидетелями и участниками исторических событий прошедших лет. Восстановлены многие забытые факты, даты, имена людей, внесших большой вклад в развитие села. Великотопальская библиотека в 2018 году отметила свой 90-летний юбилей. Читателями являются более 330 жителей с. Великая Топаль, в год ее посещают 4 200 человек. В своей работе библиотека использует новые интересные формы работы с читателями. Библиотекарь находится в постоянном творческом поиске, совершенствует свою работу. Главное то, что библиотека становится любимым местом общения и досуга любителей книги – как взрослых, так и детей.",Клинцовский район,2019-02-19T07:22:59Z,2023-03-04T05:04:47Z,,,,,12:00:00,15:00:00,12:00:00,15:00:00,12:00:00,15:00:00,12:00:00,20:00:00,12:00:00,20:00:00
