UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,COMMENTS,GROUP_ID,GROUP_ORDER
962f6b72-c20b-4033-9c03-6a088a8c7e35,Book 2,Greater Syrtes,char-offset:158304,PLACE,http://pleiades.stoa.org/places/344491,31.5,18,water-open,VERIFIED,,,,
4afcfb4a-465d-47f7-8d93-a01446df5d8b,Book 6,Tempsa,char-offset:9427,PLACE,http://pleiades.stoa.org/places/452469,39.03644,16.1315,settlement,VERIFIED,,,,
7c9981c1-99ac-4f72-a470-8e2c9fca1c97,Book 8,Attica,char-offset:103232,PLACE,http://sws.geonames.org/4233017,,,,UNVERIFIED,,,,
9aa2dec3-1ea1-4e38-9910-2cc76b9a743f,Book 2,Olynthus,char-offset:145539,PLACE,http://pleiades.stoa.org/places/491678,40.296525,23.354208,"townhouse,villa,settlement",VERIFIED,,,,
7ba98fdf-47f3-419f-81dd-47ccaf3d4883,Book 8,Elis,char-offset:48974,PLACE,http://pleiades.stoa.org/places/570220,37.89131,21.37493,"theatre,settlement",UNVERIFIED,,,,
71321977-170f-45ff-978b-d3fb012aab7a,Book 1,Nile,char-offset:60571,PLACE,http://pleiades.stoa.org/places/727172,19.211408766666665,30.567329633333333,river,VERIFIED,,,,
1ff7c96c-cf1b-4920-9380-a32d23c3c06a,Book 2,Nile,char-offset:126395,PLACE,http://pleiades.stoa.org/places/727172,19.211408766666665,30.567329633333333,river,VERIFIED,,,,
61ca5e4b-c14a-48a0-9371-3d707059f8a9,Book 4,Gauls,char-offset:57407,PLACE,http://pleiades.stoa.org/places/992075,47.5,-2.5,province,VERIFIED,,,,
ab07c038-b4a8-4f46-a42d-c040dcd2a9d6,Book 1,Mediterranean,char-offset:147273,PLACE,http://pleiades.stoa.org/places/1043,36.58019792933332,17.115361734666667,water-open,VERIFIED,,,,
24be6c95-07da-45df-9479-d2fcc7a6f0a5,Book 5,Tarracina,char-offset:63063,PLACE,http://pleiades.stoa.org/places/433143,41.2912168,13.2488651,"sanctuary,settlement",VERIFIED,,,,
80cd855d-56ff-436f-bc5e-c9f4b706fa5a,Book 13,Sigeium,char-offset:41119,PLACE,,,,,UNVERIFIED,,,,
