id,registration,name,category,сultural_property,height,width,depth,preservation,description
2943,2016-06-14T09:44:47Z,Иисус Христос (название изначальное)    Автор: Аноним    Школа / Место издания: Россия ?,ИКОНА,,50,40,,,"Размеры: В. 50, Ш. 40 (приблизительно)"
15025,2016-06-14T09:46:18Z,Замок коварства и Любви    Автор: Котухин    Школа / Место издания: Россия Палех,,,17,9,,,"Размеры: В. 9; Дл. 17    Характер подписи: Котухин, с. Палех и год создания    Ссылка на каталоги / инвентари: На внутренней стороне крышки имелся инвентарный номер фонда оригиналов училища. Практически все работы имели механические повреждения, трещины, царапины, сколы. Точного описания повреждений работ не имели.    Инвентарный номер: № 450"
19356,2018-05-03T08:06:52Z,"Футляр для карандаша  Западная Европа, сер XIX в.,   металл, филигрань  дл. - 7 см, д. - 0,7 см  КП 18834/3  ПДМП 783/3-бк",РАЗНОЕ,Объект является культурной ценностью,7,,,,
17381,2016-06-14T09:46:32Z,Орден Богдана Хмельницкого I степени,,,,,,,Инвентарный номер: 42
22197,2020-09-03T15:48:28Z,"ШКМ КП-1255/84. Номер по ГК 14797683. Монета Название: ""5 пфеннигов"". Датировка: 1901 Место создания: Германия Материал: металл Техника: чеканка Размеры: Д-18мм",ПРЕДМЕТЫ НУМИЗМАТИКИ И БОНИСТИКИ,Объект является культурной ценностью,,,,Потерта,нет
13157,2016-06-14T09:46:02Z,Поздравительная карточка,,,,,,,
15097,2016-06-14T09:46:18Z,"""Кораблекрушение""    Автор: Жозеф-Верне",ЖИВОПИСЬ,,80.5,59.5,,,"Размеры: В. 59,5, Дл. 80,5    Ссылка на каталоги / инвентари: 1233"
15211,2016-06-14T09:46:27Z,Шашка кавказская в ножнах    Период оригинала: 19 век,,,,,,,Ссылка на каталоги / инвентари: 68257. Отсутствует в наличии зафиксировано в итоговом акте сверки наличия основного фонда с учетной документацией отдела научного учета фондов ГИМ от 16.04.1982 г.    Инвентарный номер: 2516/1-2 ор
3463,2016-06-14T09:44:51Z,"Пресвятая Богородица Тихвинская (название старое); Путеводительница / Богохранимая  (название изначальное); Богоматерь Одигитрия Тихвинская (название придуманное)    В русском оригинале (переводе): Одигитрия (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век",ИКОНА,,25,30,,,"Размеры: В. 25, Ш. 30 (приблизительно, триптих) / В. 30, Ш. 25 (приблизительно, триптих)"
14002,2016-06-14T09:46:08Z,Альбом фотографий,,,,,,,
16795,2016-06-14T09:46:32Z,Слово о поэзии Тютчева    Автор: Григорьева А.Д.,,,,,,,"Инвентарный номер: КП-3317, БТА 183"
28,2016-06-14T09:44:15Z,"Натюрморт с полевыми цветами (название употребляемое); Полевые цветы в вазе (название придуманное); Букет полевых цветов в глиняном горшке (название последнее)    Автор: Кончаловский Петр Петрович (художник)    Школа / Место издания: Россия, Москва    Период оригинала: 1 половина 20 век; середина 20 век",ЖИВОПИСЬ,,60,50,,,"Стиль: Прямоугольник вертикальный    Размеры: В. 60, Ш. 50 (без обрамления) ? ; В. 50, Ш. 60 (без обрамления) ?    Ссылка на каталоги / инвентари: Размеры :  50 х 60 ( Документ-основание, Список Д.1.),  60 х 50 ( фотография из Вестника), требуется уточнение.   В источнике информации не содержатся данные о периоде/дате, цветах, наличии подписи, надписей."
4281,2016-06-14T09:44:58Z,Женский портрет (название употребляемое); Этюд женщины (название придуманное)    Автор: Брюллов Карл Павлович (художник)    Школа / Место издания: Россия    Период оригинала: 1 половина 19 век,ЖИВОПИСЬ,,60,50,,,"Стиль: Овал ?    Размеры: В. 60, Ш. 50 (без обрамления ?) / В. 61, Ш. 50 (без обрамления ?)    Ссылка на каталоги / инвентари: ЧХИМ/2: 2/24    Ссылка на каталоги / инвентари: Состояние: повреждена в годы ВОВ, после реставрации на месте (1961).  Незавершенное произведение: недописано ухо (из Отчета, см. Источники)."
745,2016-06-14T09:44:19Z,"Летний пейзаж (название употребляемое)    Автор: Жуковский ? (художник); Жуковский Василий Андреевич (художник) ?; Жуковский Станислав Юлианович (художник) ?    Школа / Место издания: Россия ?, Польша ?    Период оригинала: 19 век ?; 20 век ?",ЖИВОПИСЬ,,28,40,,,"Стиль: Холст / Ткань на Картоне; Зеленый: кусты и деревья    Размеры: В. 28, Ш. 40 (без обрамления ?)"
4035,2016-06-14T09:44:54Z,Николай Чудотворец(название употребляемое); Святой Николай Чудотворец (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,,,40,30,,,"Размеры: В. 40, Ш. 30, Т. 4.5 (приблизительно) / В. 30, Ш. 40, Т. 4.5 (приблизительно)"
3369,2016-06-14T09:44:50Z,Избранные сюжеты (название употребляемое)    Автор: Аноним (модельщик)    Школа / Место издания: Россия    Аноним (литейщик)    Период оригинала: 19 век,,,18,12,18,,"Стиль: Латунь ?/ Медь ?/ Другое ?    Размеры: В. 18, Ш. 12 (створка ?) / В. 12, Дл. 18 (складень ?); Об. 4 створки"
1195,2016-06-14T09:44:28Z,"Святой Василий Великий, Святой Николай Чудотворец и Святая Татьяна (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 19 век",ИКОНА,,8.7,4.5,,,"Размеры: В. 8.7, Ш. 4.5 (приблизительно, створка), Т. 3.7; Ш. 9 (складень)    Ссылка на каталоги / инвентари: Состояние: левая створка утрачена; см. описание."
16292,2016-06-14T09:46:22Z,Спаситель в чеканной ризе (название придуманное)    Период оригинала: 20 век,,,15,13,,,"Размеры: В. 15, Ш. 13    Ссылка на каталоги / инвентари: Массового производства"
8356,2016-06-14T09:44:41Z,Подсолнух (название изначальное); Подсолнухи (название предполагаемое)    Автор: Почтенный Олег Алексеевич (художник)    Школа / Место издания: Россия    Период оригинала: 20 век,,,63,56,,,"Размеры: В. 63, Ш. 56 (приблизительно, основа)    Ссылка на каталоги / инвентари: ЧГОМ: № 563 (558 п.ф.) (Предмет 1.)    Ссылка на каталоги / инвентари: В источнике не указаны техника, основа."
21222,2019-03-14T14:21:39Z,"МОКМ КП-2241/449 Предмет из археологической коллекции Липовского В.С., собранной учащимися Палаткинской школы. Поступление 1956 г.",РАЗНОЕ,Объект является культурной ценностью,,,,Не зафиксировано,Не зафиксировано
12132,2016-06-14T09:45:55Z,Пресс,,,,,,,
9703,2016-06-14T09:45:42Z,Коробочка,,,6,,,,Размеры: В. 6 см    Инвентарный номер: Инв. № 2937
4781,2016-06-14T09:44:23Z,Французское воспитание (название записано; русский; лицевая сторона)    Автор: Венецианов Алексей Гаврилович (художник)    Школа / Место издания: Россия    Период оригинала: 1 четверть 19 век,ОТТИСК,,,,,,"Стиль: Гравюра на металле: офорт, раскрашенная ?    Характер подписи: см. фото    Ссылка на каталоги / инвентари: СТЕРНИН / 1964: с. 48    Ссылка на каталоги / инвентари: Фото: см. Ссылку, требуется подтверждение."
4836,2016-06-14T09:45:03Z,"Путеводительница / Богохранимая (название изначальное); Богоматерь Вратарница (название придуманное); Богоматерь Иверская(название употребляемое); Богоматерь Одигитрия Иверская (название последнее)    В русском оригинале (переводе): Одигитрия (греческий, название изначальное); Портаитисса (название придуманное; греческий)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 19 век",ИКОНА,,17,14,,,"Размеры: В. 17, Ш. 14 (доска)"
11097,2016-06-14T09:46:15Z,Яйцо сувенирное,,,0.042,,,,"Размеры: Д. 0,042"
11547,2016-06-14T09:45:51Z,Александр III на набережной в Ялте,,,19.5,14,,,"Размеры: В. 19.5, Ш. 14.0"
12562,2016-06-14T09:45:58Z,Открытое письмо,,,9,14,,,"Размеры: В. 9.0, Ш. 14.0"
8984,2016-06-14T09:45:34Z,Медальон    Автор: Неизвестный мастер,,,,,,,Размеры: Размер не указан    Инвентарный номер: Инв. № 257
16460,2016-06-14T09:46:30Z,Дева Мария и святой Антонио    Период оригинала: 18 век,ЖИВОПИСЬ,,85,75,,,"Размеры: В.85, Ш.75 см"
9412,2016-06-14T09:45:40Z,Икона «Введение во храм»    Автор: Неизвестный художник,,,,42,,,"Размеры: B. 76, Ш. 42    Инвентарный номер: Инв. №28. Старый инв. № 255"
9159,2016-06-14T09:45:35Z,Село Карагл Тамбовской губернии — родина Г.В. Чичерина (Этюд)    Автор: Анисимов Юлиан Павлович,ЖИВОПИСЬ,,,46.5,,,"Размеры: B. 36, Ш. 46,5    Инвентарный номер: Инв. №67. Инв. № 751 и №1093 по ИК ВКМ"
15277,2016-06-14T09:46:28Z,"Ножны артиллерийской сабли    Школа / Место издания: Франция    Период оригинала: 1 половина, 19 век",,,,,,,"Ссылка на каталоги / инвентари: 82035. Отсутствие в наличии зафиксировано в акте сверки наличия музейных предметов с учетной документацией отдела оружия, на основании приказа директора ГИМ № 26 от 23.03.1999 г. Протокол заседания ФЗК № 37 от 14.12.1999 г.    Инвентарный номер: 9698/2 ор"
18438,2016-06-14T09:46:41Z,"Период оригинала: 17 век?, 18 век?, 19 век?, 20 век?",,,19,18.8,,,"Размеры: В. 18.8, Д. 19 см    Ссылка на каталоги / инвентари: HuD 07722    Ссылка на каталоги / инвентари: Круглая пивная кружка с золотой рукояткой и навесной золотой крышкой. Высокое широкое основание. На стенках изображение военного сражения и женщина с ребенком, стоящая на коленях. Чаша позолочена внутри."
13651,2016-06-14T09:46:06Z,Императрица Мария Федоровна с двумя детьми,,,4,5.3,,,"Размеры: В. 4.0, Ш. 5.3"
20534,2018-12-25T12:07:09Z,"МОКМ КП-322/10 Предмет археологической коллекции из Уэлена. Кость, размер не зафиксирован. Поступление до 1968 г.",РАЗНОЕ,Объект является культурной ценностью,,,,Не зафиксировано,Не зафиксировано
421,2016-06-14T09:44:21Z,Введение во храм (название употребляемое); Введение во храм Девы Марии (название изначальное); Введение во храм Пресвятой Богородицы (название старое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 17 век; 18 век,ИКОНА,,100,78,,,"Стиль: Темпера ?    Размеры: В. 100, Ш. 78 (доска)"
6114,2016-06-14T09:45:19Z,Святой Николай Чудотворец (название изначальное); Николай Угодник (название старое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,,,20,25,,,"Размеры: В. 20, Ш. 25 (доска) / В. 25, Ш. 20 (доска)"
14279,2016-06-14T09:46:10Z,Папка с фотографиями,,,49,65,,,"Размеры: В. 49.0, Ш. 65.0"
