name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Алексеевская сельская библиотека – филиал № 1,"обл Тульская,р-н Тепло-Огаревский,п Центральный,ул Центральная,д 8",37.608508,53.440136,"Алексеевская сельская библиотека была открыта 20 декабря 1971 года. Имела книжный фонд 6521 экз. Библиотека находилась в четырехквартирном доме. В 1974 году книжный фонд составил 12478 экз. В ноябре 1977 года библиотеку переводят во вновь построенный Дом культуры. С 2020 года библиотечную деятельность осуществляет Мишина Галина Александровна. На сегодняшний день активными пользователями библиотечных услуг являются обучающиеся разных возрастных категорий, молодежь и специалисты образовательных учреждений. Библиотечный кружок ""Библиомастерилка"" пользуется большой популярностью у читателей-детей младшего школьного возраста.",Тепло-Огаревский район,2016-02-11T07:23:14Z,2023-02-22T10:58:50Z,,,09:00:00,16:30:00,09:00:00,16:30:00,09:00:00,16:30:00,09:00:00,16:30:00,09:00:00,16:00:00,,
Библиотека № 3 г. Данкова,"обл Липецкая,р-н Данковский,г Данков,Свердлова,1б",39.1584862037048,53.26393107678,"Библиотека была открыта в 1953 году. Книжный фонд составляет 7 тысяч экземпляров книг, брошюр, зарегистрированных читателей – 560 человек. Библиотека размещается в одном здании с городским Домом культуры. Они ведут очень тесное сотрудничество, совместно проводя различные мероприятия. Библиотека обслуживает все категории пользователей: детей, молодежь, взрослых. Библиотека проводит мероприятия для поддержки и развития чтения, информирует, организует досуг, уделяет внимание укреплению связей с другими учреждениями и общественными организациями. В библиотеке работает клуб «Юных любителей природы», кружок «Умелые руки не знают скуки».",Данковский район,2019-12-13T06:53:51Z,2023-02-21T14:37:27Z,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,
Татышлинская сельская библиотека с. Буль-Кайпаново,"Респ Башкортостан,р-н Татышлинский,с Буль-Кайпаново,ул Ленина,д 47",55.7870438688664,56.3283818719172,"В 1934 году в здании правления села Буль-Кайпаново был создан красный уголок, где начала свою деятельность Буль-Кайпановская сельская библиотека. В 1937 году она находилась в здании сельского клуба, в 1952–1964 годах – в здании медпункта. Книжный фонд в 1964 году включал более 2 000 книг. Библиотека обслуживает население с. Буль-Кайпаново. Располагается в здании Буль-Кайпановского дома культуры. Книжный фонд на 1 января 2022 года – 15 429 экземпляров. Основным направлением в работе является продвижение чтения, популяризация здорового образа жизни и профилактика наркомании среди молодежи, а также эстетическое воспитание. Проводятся различные праздники, вечера, выставки и другие мероприятия. Руководитель – Рушания Робертовна Ахунова (с августа 2020 года).",Татышлинский район,2020-08-19T10:41:34Z,2023-03-14T14:03:24Z,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,12:00:00,20:00:00,12:00:00,20:00:00,,
Городская библиотека № 30 микрорайона Западный,"обл Московская,г Домодедово,мкр Западный,ул Текстильщиков,д 41А",37.7376777839657,55.433642832054304,"Библиотека была образована в 1979 году и располагалась в помещении Домодедовской центральной районной больницы. Первоначальный фонд насчитывал около 5 тысяч книг и был сформирован на базе фонда Яковлевской сельской библиотеки. В 2008 году библиотека переехала во вновь построенное здание молодежного культурного центра «Спутник» в микрорайоне Западный. Сегодня книжный фонд составляет около 6 тысяч книг и журналов. С первых дней деятельности на новом месте библиотека начала активную работу по привлечению к чтению жителей микрорайона, налаживается связь со школой, общественностью, проводится много совместных мероприятий с молодежным центром. Изо дня в день библиотека активной культурно-просветительской и общественной работой завоевывает авторитет у жителей микрорайона – от юных читателей до ветеранов и стремится к выполнению поставленных целей: довести количество читателей до 500 человек, книговыдачу – до 10 тысяч экземпляров, посещения – до 5 тысяч человек в год; стать настоящим центром просвещения и общения для жителей микрорайона.",Домодедово,2015-03-18T14:54:24Z,2023-03-03T12:42:05Z,,,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,,
Равнецкая сельская библиотека,"обл Тюменская,р-н Ишимский,с Равнец,ул Школьная,двлд 12",69.791112,56.191829,"Фонд Равнецкой библиотеки включает более 9 000 экземпляров печатных изданий. Ежегодно ее посещают более 200 000 человек. Являясь открытой и общедоступной площадкой, библиотека оказывает услуги максимально широкой аудитории, стремится соответствовать запросам читателей, является центром общественной и культурной жизни села.В библиотеке проходят различные мероприятия: фестиваль книги «Бери. Смотри. Читай», ежегодная всероссийская акция «Библионочь», всероссийская интеллектуальная акция «Бегущая книга» и др. На базе учреждения осуществляют свою деятельность клубы по интересам для всех групп населения: клуб для людей пожилого возраста «Золотой возраст», для дошкольников кружок «Дошколенок», для детей школьного возраста кружок «Почемучка» и «Тропинки в профессию».",Ишимский район,2023-11-13T06:00:21Z,2023-11-20T10:09:32Z,,,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00
Библиотека № 17 пос. Билимбай,"обл Свердловская,г Первоуральск,п Билимбай,ул Коммуны,д 2",59.8190814256668,56.9640818551437,"В 50-е годы на улице Революции работала поселковая библиотека, правопреемницей которой является библиотека № 17. Располагалась она в деревянном здании с печным отоплением. В 1994 году переехала в каменное здание бывшего детского сада.Библиотека № 17 расположена на уникальной территории, богатой историко-архитектурными памятниками, что делает ее связующим звеном между историческим прошлым и современностью. Она сотрудничает с детскими образовательными учреждениями, отделением Евразийского фонда национального наследия «Фонд Строганофф». Ведущее направление в работе – краеведение, проведение научно-практических конференций, Строгановских и Никитинских чтений. Фонд библиотеки составляет 17 284 экземпляра. Количество пользователей – 1 295 человек.В 2020 году библиотека стала победителем конкурса на создание модельных муниципальных библиотек в рамках национального проекта «Культура».",Первоуральск,2020-08-11T06:57:47Z,2023-03-03T07:17:11Z,,,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,10:00:00,17:00:00,,
Никольская библиотека,"обл Воронежская,р-н Бобровский,с Никольское 2-е,ул Школьная,д 16А",39.817762,51.123255,"В 1956 году была организована Никольская библиотека. Находится в здании сельского Дома культуры. Располагает фондом в 7 886 экземпляров документов. Услугами библиотеки пользуются 311 человек. Посещения за год – 5 500, выданных документов – 6 500. Учреждение осуществляет библиотечное и информационное обслуживание всех категорий читателей, проводит массовые мероприятия, оформляет книжные выставки. Библиотека имеет доступ к сети Интернет и оснащена компьютером и принтером. К услугам читателей – ксерокопирование документов, распечатка с любых носителей, набор текста. Комфортная обстановка и удобные часы работы делают библиотеку современным информационно-культурным центром для населения.",Бобровский район,2019-01-31T14:04:39Z,2023-10-06T08:30:21Z,09:00:00,15:00:00,,,09:00:00,15:00:00,,,09:00:00,15:00:00,,,,
Никольская сельская модельная библиотека,"Респ Башкортостан,р-н Нуримановский,с Никольское,ул Центральная,д 87а",56.802353052423,55.1914277315721,"Никольская сельская модельная библиотека является центром по изучению и сохранению русской культуры. При ней есть музей, который объединил в своих стенах все основные художественные направления, стили, жанры русского искусства, народа. Никольская сельская модельная библиотека – это центр для саморазвития, образования и чтения, место, где собираются люди для культурного и духовного общения. Здесь можно почитать, воспользоваться интернетом, поиграть, подготовиться к урокам, встретиться с интересными людьми, поучаствовать в различных мероприятиях и конкурсах, найти ответы на многие волнующие вопросы, поиграть в шашки и шахматы и просто отдохнуть. Для детей действует кружок «Умелые руки». На сегодняшний день в Никольской сельской модельной библиотеке фонд – 14 908 книг, из них периодических изданий (газеты, журналы) – 1 207 экземпляров. Книговыдача – 5 438, читателей – 308, посещений – 6 938.",Нуримановский район,2020-09-18T10:07:16Z,2023-03-13T14:08:57Z,09:00:00,17:20:00,09:00:00,17:20:00,09:00:00,17:20:00,09:00:00,17:20:00,09:00:00,17:20:00,,,,
Библиотека-филиал п. Пурпе-1,"ао Ямало-Ненецкий,р-н Пуровский,п Пурпе,ул. Победы,5",77.0201820369748,64.575551596313,"Библиотечное обслуживание населения п. Пурпе началось практически одновременно с образованием поселка. 20 ноября 1979 года образовалась первая библиотека строительно-монтажного поезда № 611. С 1981 года библиотека п. Пурпе стала 38 филиалом окружной ЦБС. В 1993 году – филиалом № 3 Пуровской ЦБС. Библиотечное обслуживание населения п. Пурпе-1 осуществляют 2 муниципальные библиотеки. В книжный фонд библиотеки входит более 31 000 экземпляров: художественная, справочная, научно-популярная, профессионально-производственная литература. В читальном зале библиотеки можно познакомиться с новинками периодической печати, а это более 20 наименований журналов и газет.",Губкинский,2018-04-17T09:02:01Z,2023-08-24T04:30:56Z,,,14:00:00,18:00:00,,,14:00:00,18:00:00,,,14:00:00,18:00:00,,
Константиноградовская сельская библиотека,"Респ Башкортостан,р-н Стерлитамакский,д Константиноградовка,ул Мира,д 41В",55.380625,53.763621,"Константиноградовская библиотека основана до Великой Отечественной войны, находилась она в старом здании Боголюбовского сельского совета. Фонд библиотеки помещался на 5–6 полках стеллажа. Сельский совет вел подписку газет и журналов. При организации централизованной системы Стерлитамакского района библиотека вошла в его состав. В настоящий момент фонд включает более 10 000 книг и журналов, есть выход в интернет. Посещение библиотеки составляет более 7 000. Учреждение принимает активное участие в общественной жизни села и района, в разнообразных конкурсах и акциях. Имеет дипломы и почетные грамоты.",Стерлитамакский район,2016-04-15T12:09:51Z,2023-05-30T10:27:40Z,,,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,,
