UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,COMMENTS,GROUP_ID,GROUP_ORDER
4c27c172-35e3-437f-9bf2-d389221e78ad,Book 3,Malaca,char-offset:60125,PLACE,http://pleiades.stoa.org/places/265963,"Malaca|Malaca, Málaga",-0750/0640,36.7196484,-4.4200163,"theatre,settlement",VERIFIED,,,,
9d347285-f0c3-4f29-942c-f489e6485f15,Book 2,Ionia,char-offset:153782,PLACE,http://pleiades.stoa.org/places/550597,Ionia (region),-0750/0640,38.25857285555555,27.36601213333333,region,VERIFIED,,,,
3e3f0dd6-9a68-444b-bc3f-d2f104a2b229,Book 3,pillars of Hercules,char-offset:96472,PLACE,http://pleiades.stoa.org/places/256198,Herakleios Porthmos/Gaditanum Fretum,-0550/0640,35.971667,-5.485833,"river,water-open",VERIFIED,,,,
df1d6a46-7ae6-4ca9-9fa7-d16fa9927ed7,Book 2,Rhodes,char-offset:139044,PLACE,http://pleiades.stoa.org/places/590031,"Kamiros|Apollo Erethimios, T.|Ialysos|Ialysus/Ialysos, Trianda, Ialysos|Lindos|Lindos/Lindus, Lindos|Apollo Erethimios, Apollo Erethimios|Rhodos (island)|Rhodos Ins., Rhodos|Rhodos|Rhodos, Rhodos|Kamiros/Camirus, Kamiros, Kalavarda",-1200/2100,36.41451,28.15629,"island,settlement,temple-2,stadion",VERIFIED,,,,
29de8643-6bbe-4f64-89d4-af6c65159cf8,Book 15,Egypt,char-offset:2533,PLACE,,,,,,,UNVERIFIED,,,,
31fac1f3-642f-4675-b9dc-7b42521cf992,Book 2,Maurusia,char-offset:86577,PLACE,http://pleiades.stoa.org/places/471970,Maurousioi,0300/0640,39.5,8.5,people,VERIFIED,,,,
870388ae-7d53-4a34-98d9-3afa6d473921,Book 5,Po,char-offset:9150,PLACE,http://pleiades.stoa.org/places/393469,"Padus/Eridanus (river)|Padus/Eridanus, Po",-0330/0640,44.952389,12.432028,river,VERIFIED,,,,
1d704ce9-1913-4376-84c3-edac3b616409,Book 2,Tyrrhenia,char-offset:134939,PLACE,http://pleiades.stoa.org/places/1356,Tyrrhenum/Inferum Mare,-0330/0640,41.66419815387763,12.054731855280693,water-open,VERIFIED,,,,
e9e38c74-1a57-44a6-bf0d-1c7245ab24a4,Book 15,Hypanis,char-offset:2295,PLACE,http://pleiades.stoa.org/places/540920,Loutra Hypatis|Loutra Hypatis,-0030/0640,38.892399,22.310457,church,UNVERIFIED,,,,
122dbf64-1200-4ece-a911-b969efaee712,Book 15,Egypt,char-offset:43289,PLACE,,,,,,,UNVERIFIED,,,,
d57f3067-0d49-4636-a9ad-a2349f8252b2,Book 4,Danube,char-offset:81610,PLACE,http://pleiades.stoa.org/places/226577,"Danuvius/Istros/Hister (river)|Danuvius/Danubius/Istros/Hister, Donau",-0550/2100,45.16291,29.647293,river,VERIFIED,,,,
c8d552b1-2c7b-4b81-a4bd-0b6ea3f1776b,Book 4,Aphrodisium,char-offset:13619,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,
cf7d5c9e-2ff8-439e-a2b1-8d64f3e9347f,Book 6,Italy,char-offset:7158,PLACE,http://pleiades.stoa.org/places/992073,Italia (Diocese),,43.55087092641273,11.9539517875577,province,VERIFIED,,,,
