name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to,dedication
Библиотека № 84 г. Москвы,"г Москва,г Москва,ул Щербаковская,д 54",37.73898,55.781772,"Библиотека № 84 основана в 1951 году. В 2005 году, после ремонта, оснащена компьютерами для читателей.Книжный фонд – свыше 41 тыс. экземпляров, в том числе фонд духовной литературы – свыше 2 тыс. экземпляров. Библиотека обслуживает более 4,5 тыс. читателей различных читательских групп: юношество, студентов, пенсионеров, ветеранов, инвалидов.В структуре – абонемент и читальный зал, отдел новых технологий. В помощь читателям – электронный каталог, алфавитный и систематический каталоги, картотеки, справочная литература, газеты и журналы. Особая гордость библиотеки – мемориальный комплекс боевой славы «Летопись мужества». Он был открыт в библиотеке к 50-летию Победы в Великой Отечественной войне (в 1995 году) по инициативе жителей района – читателей библиотеки, непосредственных участников войны и их родственников. Экспонатами стали личные вещи и фотоматериалы из личных архивов ветеранов, их подлинные письма были переданы в дар библиотеке жителями района.Библиотека сегодня – это центр культурной жизни, где можно не только получить знания из книг, но также встретиться с интересными людьми, наладить творческие и дружеские контакты, побывать на концерте. Посетителям предоставляется доступ к интернету. На базе библиотеки ведут работу клуб бардовской песни «ВэЯки» и клуб «Татьяна».",Москва,2015-07-22T19:56:26Z,2023-02-27T12:55:54Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,72000,NA
Библиотека № 23 имени М. Горького (филиал № 1),"г Москва,г Москва,ул Тимирязевская,д 17",37.566728,55.812408,"Библиотека открыта в 1902 году Московским столичным попечительством о народной трезвости при содействии градоначальника В. Ф. Джунковского и участии М. А. Сабашниковой и находилась при Бутырском Народном доме (ул. Вятская, д. 50). Имела название «Читальня им. В. А. Жуковского». В 1934 году библиотеке присвоено имя Максима Горького.Универсальный фонд библиотеки включает около 60 тысяч единиц хранения.Библиотека обслуживает взрослое население района, продолжая свои просветительские традиции. Это настоящая творческая площадка для проведения музыкальных и выставочных программ, интересных встреч, вечеров, презентаций. Библиотека участвует в реализации городской программы «Московское долголетие». Более 18 творческих сезонов работает Есенинская литературно-музыкальная гостиная, пользующаяся большой популярностью у самодеятельных и профессиональных поэтов и музыкантов. Для любительниц домоводства и рукоделия открыта творческая мастерская «Девичьи посиделки». В библиотеке создан мемориальный комплекс, включающий Мемориальную комнату, мемориальный фонд: документы о жизни и творчестве М. Горького, прижизненные издания сочинений писателя, издания произведений на языках народов мира, постоянно действующая книжная экспозиция.Библиотека принадлежит ГБУК г. Москвы «ОКЦ САО».",Москва,2015-07-27T01:52:52Z,2023-02-21T09:34:14Z,NA,NA,39600,70200,39600,70200,39600,70200,39600,70200,39600,70200,NA,NA,им. М. Горького
Детская библиотека № 103 г. Москвы,"г Москва,г Москва,ул Ткацкая,д 28/14",37.733976,55.786298,"Почти 120 лет назад при земской Благушенской библиотеке был открыт детский отдел на Большой Семеновской улице. В 1972 году библиотека переехала на Ткацкую улицу и заняла первый этаж жилого дома № 28/14, где и находится по сей день.Детская библиотека № 103 сегодня – это информационный, образовательный и досуговый центр по работе с детьми и юношеством, преподавателями школ района и воспитателями детских садов. Объем книжного фонда – 34 985 экз. Возрастной ценз литературы – от 0+ до 16+. Количество посетителей – 26 052 чел.Структура:абонемент для детей дошкольного и младшего школьного возраста;абонемент для детей среднего и старшего школьного возраста; читальный зал, оснащенный компьютерами с бесплатным доступом к информационным ресурсам, в том числе системе городских порталов через сеть Интернет, Wi-Fi;игровой зал.Уже 21 год в библиотеке работает детское литературное объединение «Кот в мешке», более 20 лет детская библиотека работает с педагогами района по программе «Страна Литературия».На базе библиотеки открыты детские и юношеские платные кружки: «Анимация», «Робототехника», «ИЗО», «Подготовка к школе», «Английский язык», «Шахматы».",Москва,2015-07-22T19:25:23Z,2023-02-20T13:39:51Z,NA,NA,43200,75600,43200,75600,43200,75600,43200,75600,43200,75600,43200,72000,NA
Библиотека № 183 им. Данте Алигьери,"г Москва,г Москва,ул Строителей,д 8",37.5356805324554,55.6900920986392,"Библиотека № 183 имени Данте Алигьери – это пример реализации в городской районной библиотеке общественного пространства с комфортным интерьером и современным оборудованием. Живое дружелюбное место, где созданы удобные условия для чтения, работы, самообразования и общения людей разных возрастов и интересов. Библиотека располагает богатым фондом в 128 340 единиц хранения.Много лет библиотека сотрудничает с Обществом Данте Алигьери в Москве и пропагандирует творческое наследие литературы и искусства Италии. Существенным результатом сотрудничества стало создание в отделе литературы на иностранных языках фонда итальянской литературы «Итальяно». В библиотеке ежедневно проводятся концерты, лекции, дискуссии, круглые столы, творческие встречи, тематические выставки, мастер-классы. Работают курсы по изучению иностранных языков, курсы компьютерной грамотности для пожилых людей. К услугам детей и взрослых – арт-студии и шахматный кружок. Ежегодно библиотеку посещают более 10 000 человек.",Москва,2015-07-27T09:36:34Z,2023-02-21T07:00:06Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,72000,им. Данте Алигьери
Центральная городская молодежная библиотека имени М. А. Светлова. Абонемент,"г Москва,г Москва,ул Садовая-Кудринская,д 23/1",37.589545,55.76559,"Центральная городская молодежная библиотека имени М. А. Светлова – первая в Москве и одна из старейших в России библиотек для молодежи. Появившись перед войной в апреле 1941 года, библиотека открыла свои двери читателям и больше не закрывала их. Сегодня библиотека, известная также как Светловка, – современный информационно-культурный центр для молодежи.Абонемент Светловки располагается в здании культурного наследия – доходном доме М. Н. Чижиковой 1901 года. В отделе представлен универсальный книжный фонд, который постоянно пополняется новинками и бестселлерами, а также свежими периодическими изданиями от научно-популярных и до развлекательных. Также абонемент располагает богатым фондом литературы по искусству, коллекцией грампластинок, нот, научно-популярных и художественных фильмов, альбомов с репродукциями картин. В помещениях абонемента работает бесплатный Wi-Fi, установлена станция самообслуживания, расположены компьютеры с выходом в интернет и места для чтения, предоставляются услуги печати, сканирования, ксерокопирования и другие. Также в отделе расположена музыкальная комната, где предоставляется возможность проводить уроки игры на электронном и акустическом пианино.Также в библиотеке есть еще детский отдел и медиацентр.",Москва,2015-07-27T06:48:37Z,2023-02-17T09:25:05Z,NA,NA,36000,75600,36000,75600,36000,75600,36000,75600,36000,75600,36000,72000,им. М. А. Светлова
Центральная библиотека № 190 г. Москва,"г Москва,г Москва,ул Профсоюзная,д 115",37.519629,55.630101,"Библиотека основана в 1969 году и расположена в центре Юго-Западного округа, рядом со станцией метро «Коньково». В абонементе выдается на дом литература на русском и иностранных языках. Редкие и ценные издания могут быть выданы в режиме ""читального зала"".В отделе детской литературы и творческого развития собраны книги по школьной программе, классика и лучшие образцы современной детской литературы.В компьютерном зале – широкий перечень сервисных услуг, доступ к информационно-правовой системе ""Консультант+"", Национальной электронной библиотеке и базе данных периодических изданий ""East View"".Совокупный фонд библиотеки насчитывает 63 221 единиц хранения.В 2022 году библиотеку посетили 63 605 человека. В библиотеке располагается администрация ОКЦ ЮЗАО.",Москва,2016-04-08T06:44:40Z,2023-10-06T14:21:08Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,72000,NA
Библиотека № 169 «Проспект» г. Москвы,"г Москва,г Москва,пр-кт Ленинский,д 127",37.477022,55.645893,"Библиотека расположена в конце Ленинского проспекта, на выезде из «старой Москвы» в «новую Москву». После реконструкции по проекту архитектурной компании Svesmi в 2013 году новый облик породнил библиотеку «Проспект» с лучшими образцами современных европейских библиотек. Весь фонд размещен в свободном доступе. Среди книг проходит большинство арт-проектов и творческих встреч. Имеется несколько комнат для групповой и индивидуальной работы, зал со звуковым и проекционным оборудованием. Библиотека функционирует как площадка реализации культурных инициатив – организации и частные лица могут обращаться с предложениями о проведении мероприятий различного формата.",Москва,2015-08-20T09:19:13Z,2023-02-20T13:12:29Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,72000,NA
Библиотека № 132 (филиал № 1) г. Москва,"г Москва,г Москва,ул Курьяновская 1-я,д 31",37.70293,55.654117,"В 1987 году библиотека была открыта как пункт выдачи при детской библиотеке № 80 ЦБС Люблино. В 1998 году преобразована в детскую библиотеку № 34, а с 2015 года входит в состав библиотеки № 132 ЦБС ЮВАО. Здесь можно получить и сдать литературу или оставить заявку на книгу. Книжный фонд – более 9 000 экз. (включая аудиовизуальные материалы).За эти годы библиотека стала информационным и культурно-досуговым центром для жителей района Печатники. Здесь проходят конкурсы и мероприятия различной тематики, выставки работ творческих коллективов района. Проводится работа с детьми-инвалидами и детьми из социально незащищенных семей. Проходят платные мастер-классы.",Москва,2016-04-07T08:43:10Z,2023-02-21T08:57:52Z,NA,NA,43200,72000,43200,72000,43200,72000,43200,72000,43200,72000,NA,NA,NA
Библиотека № 32 (филиал № 1) г. Москвы,"г Москва,г Москва,ул Степана Супруна,д 12",37.545536,55.797468,"Библиотека была открыта в 1957 году как детская библиотека. В настоящее время входит в состав библиотеки № 32 как учреждение, обслуживающее детское население.Универсальный фонд для детей и подростков включает более 40 000 единиц хранения.На базе библиотеки функционируют студии керамики, театрального мастерства и эстетического развития. В стенах учреждения проводится большое количество разнообразных и интересных мероприятий: выставки художников-иллюстраторов, театрализованные представления, экскурсии по книжным фондам, мастер-классы различной направленности. Действуют зона буккроссинга и компьютерный класс.Библиотека принадлежит ГБУК г. Москвы «ОКЦ САО».",Москва,2015-07-27T02:34:20Z,2023-02-21T08:34:29Z,NA,NA,39600,70200,39600,70200,39600,70200,39600,70200,39600,70200,NA,NA,NA
Библиотека № 179 – филиал № 1,"г Москва,г Москва,ул Вавилова,д 86",37.54109,55.67694,"Библиотека находится в Ломоносовском районе Юго-Западного округа столицы. Основана в 1967 году. Универсальный фонд библиотеки насчитывает 59 590 единиц хранения.Библиотека обслуживает читателей разного возраста – от малышей, впервые заинтересовавшихся книгой, до взрослых книголюбов с самым изысканным вкусом. Реализуется программа «Детский психолог в библиотеке», в рамках которой можно получить консультации по проблемам семейных отношений, по адаптации ребенка в коллективе. Активно работает подростковый клуб «Огни Москвы», где ребята встречаются, обсуждают прочитанные книги и спектакли, которые они посетили.В зимние и летние каникулы члены клуба выезжают в интеллект-лагерь «Огни Москвы», где реализуются краеведческие, литературные, спортивные и психологические программы. Ежегодно в библиотеке организуется районный интеллект-форум «Юные Ломоносовы». Количество зарегистрированных пользователей – свыше 6 000 человек. Ежегодно массовые мероприятия в библиотеке посещает более 12 000 человек.",Москва,2015-07-27T09:02:30Z,2023-04-28T14:01:17Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,72000,NA
