id,registration,name,category,сultural_property,height,width,depth,preservation,description
15558,2016-06-14T09:46:26Z,Орден Суворова I ст. № 263 (Баграмяна И.Х.),,,,,,,"Инвентарный номер: 6/17069, 99592/13, Д-20/149"
5617,2016-06-14T09:45:12Z,Николай Угодник (название старое); Святой Николай Чудотворец (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 19 век,ИКОНА,,35,25,,,"Стиль: Золочение: сусальное золото (отделка ?); Дерево поделочное    Размеры: В. 35, Ш. 25, Т. 2 (доска)"
20255,2018-12-05T14:13:35Z,"МОКМ КП-106/41 Образец древесной породы с повреждениями, нанесенными вредителями леса. Дерево, размер не зафиксирован. Поступление 1966 г.",ОБРАЗЦЫ ФЛОРЫ И ФАУНЫ,Объект является культурной ценностью,,,,Не зафиксировано,Не зафиксировано
14991,2016-06-14T09:46:17Z,Сказка о мертвой царевне    Автор: Буреев    Школа / Место издания: Россия Палех,,,15,10,,,"Размеры: В. 10; Дл. 15    Характер подписи: Буреев, с. Палех и год создания    Ссылка на каталоги / инвентари: На внутренней стороне крышки имелся инвентарный номер фонда оригиналов училища. Практически все работы имели механические повреждения, трещины, царапины, сколы. Точного описания повреждений работ не имели.    Инвентарный номер: № 126"
17779,2016-06-14T09:46:39Z,"Сахарница    Период оригинала: 19 век, 4 четверть",,,10,,,,"Размеры: В. 10; Д. донца 7,3    Характер подписи: ""84. АК.ФИ""    Инвентарный номер: КП-6447"
21802,2020-08-12T07:21:02Z,"Дятел. Чучело. В футляре из стекла. Размер стеклянного футляра 30,0 х 12,0 см.",ОБРАЗЦЫ ФЛОРЫ И ФАУНЫ,Объект является культурной ценностью,,,,Без видимых повреждений,ОФ - 374
9775,2016-06-14T09:45:36Z,Коробочка круглая с крышкой,,,,,,,Инвентарный номер: Инв. № 1025
12070,2016-06-14T09:45:55Z,Безделушка в виде животных,,,,,,,
22758,2021-04-28T12:41:15Z,"Икона «Иисус Христос на троне с предстоящими». Х1Х в. Дерево, 120х129 см ГРМ 1359 Сообщение № 2201 с пульта охраны от 31 августа 1992 г. Акт музея по поводу хищения икон из экспозиции, обращение в РУВД- 31.08. 1992 г. Справка от 05.01. 97 г. следственного отдела Городецкого РУВД о приостановлении уголовного дела Справка Городецкого РУВД о прекращении уголовного дела № 60002 от 31. 10. 2002 г.",ИКОНА,Объект является культурной ценностью,,,,нет,нет
10339,2016-06-14T09:46:13Z,Императрица Мария Федоровна и Георгий Александрович,,,29,19.8,,,"Размеры: В. 29.0, Ш. 19.8"
