id,registration,name,category,сultural_property,height,width,depth,preservation,description
707,2016-06-14T09:44:14Z,Автор: Аноним (мастер); Аноним (эмальер)    Школа / Место издания: Россия ?,ЭМАЛЬ,,,,,,"Стиль: Белый: Эмаль (фон);  Металл: Латунь ?/ Сталь ?    Ссылка на каталоги / инвентари: В источнике: металл, покрытый расписной эмалью, без указания размеров, техники,материала (металл), изображений и др."
848,2016-06-14T09:44:25Z,"Дешевая покупка (русский, название записано ?, лицевая сторона)    Автор: Лебедев Александр Игнатьевич (художник, литограф)    Школа / Место издания: Россия    Период оригинала: 3 четверть 19 век (выпуск)",ОТТИСК,,,,,,Характер подписи: А.Лебедевъ
4564,2016-06-14T09:44:59Z,Всех скорбящих радость (название употребляемое); Богоматерь Всех Скорбящих Радость (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,ИКОНА,,20,30,,,"Стиль: Дерево поделочное    Размеры: В. 20, Ш. 30 (доска) / В. 30, Ш. 20 (доска)"
14824,2016-06-14T09:45:46Z,"Богоматерь Одигитрия Смоленская    Период оригинала: 18 век, 3 четверть",,,35.6,31.1,,,"Стиль: Камни: розы, изумруды, жемчуг низкого качества.    Размеры: В. 35,6, Ш. 31,1, Т. 3,2, Вес 2044,8 г    Характер подписи: «АБ/1», «В.А. Москва», пуансоном процарапано «76».    Ссылка на каталоги / инвентари: Приобретен через ЭЗК ГЭ у Кирпичева за 1 800 рублей. КП ОИРК 2478-1. Акт № 306 от 25.04.1985 г.    Инвентарный номер: ЭРО-9438, СВ-4704"
17817,2016-06-14T09:46:39Z,"Облигация 5% в 100 руб. нарицательных ""Заем Свободы"" II серия №0308703    Период оригинала: 20 век, 1 четверть",,,,,,,Инвентарный номер: КП-2046
952,2016-06-14T09:44:26Z,Юлий и Дмитрий  (название изменяемое); Святой Георгий Победоносец и Святой Дмитрий Солунский (название изначальное) ?    Автор: Аноним (златокузнец); Аноним (иконописец)    Школа / Место издания: Россия,,,30,40,,,"Стиль: Темпера ?; Чеканка ?; Дерево поделочное; Золоченое серебро? ( серебряный с позолотой)    Размеры: В. 30, Ш. 40, Т.3 (в окладе)? ; В. 40, Ш. 30, Т.3 (в окладе)? ;    Ссылка на каталоги / инвентари: ПОДЛИННИК ИКОНОПИСНЫЙ: с.91, с. 140; с. 42, с. 141    Ссылка на каталоги / инвентари: В источнике не содержатся сведения о технике, не уточняется иконография : в паре с Дмитрием, вернее всего, должен быть Георгий / Юрий ( возможно опечатка в названии)."
4749,2016-06-14T09:45:01Z,"В память учреждения ордена Святого Андрея Первозванного (название изначальное)    Автор: Юдин Самойла Юдич (медальер, резчик)    Школа / Место издания: Россия    Монетный двор    Период оригинала: середина 19 век (чеканка)",,,63,,,,"Размеры: Д. 63 мм / Д. 63.5 мм (штемпель)    Характер подписи: С. ЮДИНЪ F. (под изображением); С Ю (справа, под обрезом, реверс)    Характер подписи: Петр I Алексеевич    Характер подписи: Б. М. ПЕТРЪ АЛЕКСЪЕВИЧЬ IМПЕРАТОРЪ И САМОДЕР. ВСЕРОС. (по окружности); ЗА ВЪРУ / И ВЪРНОСТЬ. (О. по окружности); въ 1689 году / ноября 30 дня (О. под обрезом); S / A / P / R (О. на концах креста)    Ссылка на каталоги / инвентари: ГМЗ РК: № 352; СМИРНОВ: № 162    Ссылка на каталоги / инвентари: Описание из каталога, см. Ссылку."
22372,2020-09-09T13:24:29Z,"Поминальная книжечка. Переплета нет..Титульный лист украшен рамкой, в центре изображен крест с отходящим от него сиянием в виде круга. На каждой странице есть рамка. Страницы пронумерованы.. Размер листа 8*10,5 см. ОФ 55",ПЕЧАТНЫЕ ИЗДАНИЯ,Объект является культурной ценностью,,,,"Сохранность неполная. Отсутствуют страницы с 9 по 20. Уголки книжки потерты, видны грязные следы от",ОФ 55
22714,2021-04-28T11:57:16Z,"Монета, рубль СПБ-ФЛ Екатерина II (1762-1796 гг.), С-Петербург,  Санкт-Петербургский монетный двор - Лесников Ф. 1777 г. Серебро, чеканка, d-35 мм.",МОНЕТА / МЕДАЛЬ,Объект является культурной ценностью,,,,"потертость, патина",
8768,2016-06-14T09:45:33Z,Ищут утонувшего    Автор: Соловьев Лев Григорьевич,,,,6.5,,,"Размеры: B. 15,5, Ш. 6,5    Инвентарный номер: Инв. № 363. 7699/28"
2059,2016-06-14T09:44:44Z,"Неизвестная на смертном одре (название употребляемое)    Автор: Захаров Петр Захарович, Захаров-Чеченец (художник)    Школа / Место издания: Россия    Период оригинала: середина 19 век",РИСУНОК,,7.3,11,,,"Стиль: Тиснение: блинтовое, рамка    Размеры: В. 7.3, Ш. 11 (без обрамления); В. 16.6, Ш. 21.2 (в обрамлении) / В. 16.9, Ш. 21.3 (в обрамлении)    Характер подписи: Захаровъ    Характер подписи: 18 / 4_7 / 45 (П., рука автора); ? (О. карандаш)    Ссылка на каталоги / инвентари: ЗАХАРОВ: с. 48    Ссылка на каталоги / инвентари: Фото: см. Ссылку.  Надпись: в Паспорте стоит дата ""1874"" (?), требуется уточнение."
14238,2016-06-14T09:46:10Z,Портрет великой княгини Ольги Александровны    Автор: Неизвестный художник,ЖИВОПИСЬ,,11,11,,,"Размеры: В. 11.0, Ш. 11.0"
7639,2016-06-14T09:45:25Z,"Знамение (название придуманное); Богоматерь Знамение (название изначальное); Панагия (название употребляемое)    В русском оригинале (переводе): Панагия (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?",ИКОНА,,75,50,,,"Стиль: Круг: в центре    Размеры: В. 75, Ш. 50 (доска)    Ссылка на каталоги / инвентари: В источнике не указаны иконография датировка, материал и техника, требуется уточнение."
14340,2016-06-14T09:46:11Z,Стакан,,,10.5,12.5,,,"Размеры: В. 12.5, Д. 10.5"
599,2016-06-14T09:44:24Z,Женский портрет (название употребляемое)    Автор: Кропивницкий Евгений Л. (художник)    Школа / Место издания: Россия    Период оригинала: 2 половина 20 век,ЖИВОПИСЬ,,,,,,Характер подписи: ? (лицевая сторона)    Ссылка на каталоги / инвентари: Фото: Предмет 5.  В источнике не указано название произведения и не содержатся другие сведения.
6117,2016-06-14T09:45:19Z,Святой Николай Чудотворец (название изначальное); Николай Угодник (название старое)    Автор: Аноним (иконописец); Аноним (ювелир)    Школа / Место издания: Россия ?,ИКОНА,,,,,,Стиль: С окладом/ризой: Серебро    Ссылка на каталоги / инвентари: В источнике не указаны размеры.
14873,2016-06-14T09:46:17Z,Звонок настольный,РАЗНОЕ,,,,,,"Размеры: 12,5 x 10 см    Инвентарный номер: ЭКМ 8506"
12655,2016-06-14T09:45:59Z,Листок почтовой бумаги с рисунком женской головки,,,11.5,18,,,"Размеры: В. 11.5, Ш. 18.0"
524,2016-06-14T09:44:25Z,Сирень (название употребляемое)    Автор: Кончаловский Петр Петрович (художник)    Школа / Место издания: Россия    Период оригинала: 2 четверть 20 век,ЖИВОПИСЬ,,91,118,,,"Размеры: В. 91, Ш. 118 (без обрамления ?)    Характер подписи: П. Кончаловский (черная краска)    Характер подписи: 1935 (П. черная краска, цифра № плохо просматривается, рука автора); П. Кончаловский, 1935, 1158 (О.)"
22112,2020-08-27T15:19:06Z,"ШКМ КП-1255/18. Номер по ГК 14797673. Монета Название: ""1 сентаво"". Датировка: 1889 Место создания: Аргентина страна Материал: металл Техника: чеканка Размеры: Д-25мм",ПРЕДМЕТЫ НУМИЗМАТИКИ И БОНИСТИКИ,Объект является культурной ценностью,,,,Потерта,нет
15385,2016-06-14T09:46:24Z,Физкультурница,,,37.5,14,,,"Стиль: Трикотаж, ткань    Размеры: В. 37.5 Т. 5, Ш. 14    Ссылка на каталоги / инвентари: ПроизводительМосква, артель ""Экспорт - игрушка"""
20618,2018-12-27T08:50:48Z,МОКМ КП-1612/96 Предмет из археологической коллекции В.В. Леонтьева из Уэлена. Кость. Поступление до 1968 г.,РАЗНОЕ,Объект является культурной ценностью,,,,Не зафиксировано,Не зафиксировано
9722,2016-06-14T09:45:42Z,Стакан,,,,,,,Инвентарный номер: Инв. № 156
5565,2016-06-14T09:45:05Z,Распятие Иисуса Христа (название изначальное)    Автор: Аноним (иконописец); Аноним (чеканщик)    Школа / Место издания: Россия,,,47,54,,,"Стиль: Другое: распятие - врезок ?, Серебро ?, Чеканка ? / Тиснение/басма ?    Размеры: В. 47, Ш. 54 (доска) / В. 54, Ш. 47 (доска)    Ссылка на каталоги / инвентари: В источнике: в середине изображен серебряный крест (?)"
18528,2016-06-14T09:46:41Z,"Орден Кутузова 2-ой степени, № 2346",,,,,,,
20208,2018-12-05T13:04:19Z,"МОКМ КП-68/1 Кварц бледно-розовый. Минерал, размер не зафиксирован. Поступление 1934 г.",РАЗНОЕ,Объект является культурной ценностью,,,,Не зафиксировано,Не зафиксировано
6315,2016-06-14T09:45:17Z,Автор: Аноним (формовщик)    Школа / Место издания: Россия ?,,,20,15,,,"Стиль: Полукруг: верхнее очертание ?, см Общий комментарий.    Размеры: В. 20, Ш. 15 (складень, разворот ? / створка ?)    Ссылка на каталоги / инвентари: В источнике не указана иконография, форма указана как куполообразная, требуется уточнение."
2517,2016-06-14T09:44:42Z,Разбуженная степь (название придуманное)    Автор: Аноним (художник)?    Школа / Место издания: Россия ?,ЖИВОПИСЬ,,115,115,,,"Размеры: В. 115, Ш. 115 (приблизительно, без обрамления ?)    Ссылка на каталоги / инвентари: ЧГОМ: № 426    Ссылка на каталоги / инвентари: Состояние: в реставрации (1995 с)."
16113,2016-06-14T09:46:25Z,Знак - Победитель социалистического соревнования 1975 г.,,,3.7,3.7,,,"Стиль: Штамповка, исполнен в виде звезды.    Размеры: В.3.7, Ш.3.7 см    Ссылка на каталоги / инвентари: Сосновский районный краеведческий музей.  606170, Нижегородская область, п. Сосновское, ул. Матвеева, д. 36    Инвентарный номер: КП-600"
