author,title,text,published,plot
"Allen, James Lane",The Emblems of Fidelity: A Comedy in Letters,"May 1, 1910._",1901,"The story is told through a series of letters between two friends, John and Robert. John is a wealthy businessman who is in love with a woman named Mary. Robert, who is also in love with Mary, writes John letters pretending to be Mary, leading John to believe that Mary is in love with him. The letters become increasingly absurd, with Mary claiming to be in love with a variety of different men, including a Frenchman and a poet. Eventually, John discovers the truth and confronts Robert, but the two friends are able to reconcile."
"Allen, James Lane",The Emblems of Fidelity: A Comedy in Letters,"May 12, 1910._",1901,"The story is told through a series of letters between two friends, John and Robert. John is a wealthy businessman who is in love with a woman named Mary. Robert, who is also in love with Mary, writes John letters pretending to be Mary, leading John to believe that Mary is in love with him. The letters become increasingly absurd, with Mary claiming to be in love with a variety of different men, including a Frenchman and a poet. Eventually, John discovers the truth and confronts Robert, but the two friends are able to reconcile."
"Allen, James Lane",The Emblems of Fidelity: A Comedy in Letters,"May 22, 1910._",1901,"The story is told through a series of letters between two friends, John and Robert. John is a wealthy businessman who is in love with a woman named Mary. Robert, who is also in love with Mary, writes John letters pretending to be Mary, leading John to believe that Mary is in love with him. The letters become increasingly absurd, with Mary claiming to be in love with a variety of different men, including a Frenchman and a poet. Eventually, John discovers the truth and confronts Robert, but the two friends are able to reconcile."
"Allen, James Lane",The Emblems of Fidelity: A Comedy in Letters,_June 3._,1901,"The story is told through a series of letters between two friends, John and Robert. John is a wealthy businessman who is in love with a woman named Mary. Robert, who is also in love with Mary, writes John letters pretending to be Mary, leading John to believe that Mary is in love with him. The letters become increasingly absurd, with Mary claiming to be in love with a variety of different men, including a Frenchman and a poet. Eventually, John discovers the truth and confronts Robert, but the two friends are able to reconcile."
"Allen, James Lane",The Emblems of Fidelity: A Comedy in Letters,June 4._,1901,"The story is told through a series of letters between two friends, John and Robert. John is a wealthy businessman who is in love with a woman named Mary. Robert, who is also in love with Mary, writes John letters pretending to be Mary, leading John to believe that Mary is in love with him. The letters become increasingly absurd, with Mary claiming to be in love with a variety of different men, including a Frenchman and a poet. Eventually, John discovers the truth and confronts Robert, but the two friends are able to reconcile."
"Allen, James Lane",The Emblems of Fidelity: A Comedy in Letters,_June 3._,1901,"The story is told through a series of letters between two friends, John and Robert. John is a wealthy businessman who is in love with a woman named Mary. Robert, who is also in love with Mary, writes John letters pretending to be Mary, leading John to believe that Mary is in love with him. The letters become increasingly absurd, with Mary claiming to be in love with a variety of different men, including a Frenchman and a poet. Eventually, John discovers the truth and confronts Robert, but the two friends are able to reconcile."
"Allen, James Lane",The Emblems of Fidelity: A Comedy in Letters,June 5._,1901,"The story is told through a series of letters between two friends, John and Robert. John is a wealthy businessman who is in love with a woman named Mary. Robert, who is also in love with Mary, writes John letters pretending to be Mary, leading John to believe that Mary is in love with him. The letters become increasingly absurd, with Mary claiming to be in love with a variety of different men, including a Frenchman and a poet. Eventually, John discovers the truth and confronts Robert, but the two friends are able to reconcile."
"Allen, James Lane",The Emblems of Fidelity: A Comedy in Letters,June 5._,1901,"The story is told through a series of letters between two friends, John and Robert. John is a wealthy businessman who is in love with a woman named Mary. Robert, who is also in love with Mary, writes John letters pretending to be Mary, leading John to believe that Mary is in love with him. The letters become increasingly absurd, with Mary claiming to be in love with a variety of different men, including a Frenchman and a poet. Eventually, John discovers the truth and confronts Robert, but the two friends are able to reconcile."
"Allen, James Lane",The Emblems of Fidelity: A Comedy in Letters,June 6._,1901,"The story is told through a series of letters between two friends, John and Robert. John is a wealthy businessman who is in love with a woman named Mary. Robert, who is also in love with Mary, writes John letters pretending to be Mary, leading John to believe that Mary is in love with him. The letters become increasingly absurd, with Mary claiming to be in love with a variety of different men, including a Frenchman and a poet. Eventually, John discovers the truth and confronts Robert, but the two friends are able to reconcile."
"Allen, James Lane",The Emblems of Fidelity: A Comedy in Letters,_June 6._,1901,"The story is told through a series of letters between two friends, John and Robert. John is a wealthy businessman who is in love with a woman named Mary. Robert, who is also in love with Mary, writes John letters pretending to be Mary, leading John to believe that Mary is in love with him. The letters become increasingly absurd, with Mary claiming to be in love with a variety of different men, including a Frenchman and a poet. Eventually, John discovers the truth and confronts Robert, but the two friends are able to reconcile."
"Allen, James Lane",The Emblems of Fidelity: A Comedy in Letters,_June 6._,1901,"The story is told through a series of letters between two friends, John and Robert. John is a wealthy businessman who is in love with a woman named Mary. Robert, who is also in love with Mary, writes John letters pretending to be Mary, leading John to believe that Mary is in love with him. The letters become increasingly absurd, with Mary claiming to be in love with a variety of different men, including a Frenchman and a poet. Eventually, John discovers the truth and confronts Robert, but the two friends are able to reconcile."
"Allen, James Lane",The Emblems of Fidelity: A Comedy in Letters,_June 7._,1901,"The story is told through a series of letters between two friends, John and Robert. John is a wealthy businessman who is in love with a woman named Mary. Robert, who is also in love with Mary, writes John letters pretending to be Mary, leading John to believe that Mary is in love with him. The letters become increasingly absurd, with Mary claiming to be in love with a variety of different men, including a Frenchman and a poet. Eventually, John discovers the truth and confronts Robert, but the two friends are able to reconcile."
"Allen, James Lane",The Emblems of Fidelity: A Comedy in Letters,"June 7, 1900._",1901,"The story is told through a series of letters between two friends, John and Robert. John is a wealthy businessman who is in love with a woman named Mary. Robert, who is also in love with Mary, writes John letters pretending to be Mary, leading John to believe that Mary is in love with him. The letters become increasingly absurd, with Mary claiming to be in love with a variety of different men, including a Frenchman and a poet. Eventually, John discovers the truth and confronts Robert, but the two friends are able to reconcile."
"Allen, James Lane",The Emblems of Fidelity: A Comedy in Letters,"June 10, 1900._",1901,"The story is told through a series of letters between two friends, John and Robert. John is a wealthy businessman who is in love with a woman named Mary. Robert, who is also in love with Mary, writes John letters pretending to be Mary, leading John to believe that Mary is in love with him. The letters become increasingly absurd, with Mary claiming to be in love with a variety of different men, including a Frenchman and a poet. Eventually, John discovers the truth and confronts Robert, but the two friends are able to reconcile."
"Allen, James Lane",The Emblems of Fidelity: A Comedy in Letters,"June 15, 1910._",1901,"The story is told through a series of letters between two friends, John and Robert. John is a wealthy businessman who is in love with a woman named Mary. Robert, who is also in love with Mary, writes John letters pretending to be Mary, leading John to believe that Mary is in love with him. The letters become increasingly absurd, with Mary claiming to be in love with a variety of different men, including a Frenchman and a poet. Eventually, John discovers the truth and confronts Robert, but the two friends are able to reconcile."
"Allen, James Lane",The Emblems of Fidelity: A Comedy in Letters,_June 16._,1901,"The story is told through a series of letters between two friends, John and Robert. John is a wealthy businessman who is in love with a woman named Mary. Robert, who is also in love with Mary, writes John letters pretending to be Mary, leading John to believe that Mary is in love with him. The letters become increasingly absurd, with Mary claiming to be in love with a variety of different men, including a Frenchman and a poet. Eventually, John discovers the truth and confronts Robert, but the two friends are able to reconcile."
"Allen, James Lane",The Emblems of Fidelity: A Comedy in Letters,"May 1, 1911._",1901,"The story is told through a series of letters between two friends, John and Robert. John is a wealthy businessman who is in love with a woman named Mary. Robert, who is also in love with Mary, writes John letters pretending to be Mary, leading John to believe that Mary is in love with him. The letters become increasingly absurd, with Mary claiming to be in love with a variety of different men, including a Frenchman and a poet. Eventually, John discovers the truth and confronts Robert, but the two friends are able to reconcile."
