name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Библиотека № 234 г. Москвы,"г Москва,г Москва,ул Габричевского,д 8",37.45928,55.815939,"История библиотеки началась в 1943 году. В 1957 году библиотеке было предоставлено новое помещение в 450 кв. м. В сентябре 2015 года была открыта площадка «Доступная среда» для людей с ограничениями здоровья по зрению, слуху и опорно-двигательному аппарату.Изменение пространства библиотеки № 234 «ФантазиУМ» в рамках проекта мэра Москвы «Мой район» было направлено на улучшение качества комфорта культурной среды округа. Библиотека стала центром притяжения москвичей – сегодня это новая яркая площадка для саморазвития и творческой реализации, культурный и интеллектуальный центр района. Библиотека предлагает востребованные и актуальные сервисы: быстрый и удобный доступ к литературе, кафе, доступ к цифровым ресурсам, центр компетенций. Способствует формированию новой интеллектуальной элиты через общение и творчество в обновленном уютном пространстве, где книге отведена ключевая роль. Библиотека стала тематической – специализируется на книгах в жанрах фантастики и фэнтези. Книжный фонд существенно пополнился (48 675 экз.). Появилось несколько залов для чтения и проведения досуга. Некоторые из них оформлены по мотивам произведения Льюиса Кэрролла «Алиса в Стране чудес». Количество посещений – 23 774. Работают литературно-поэтический клуб «Лира» и клуб любителей акварельной живописи и искусства.",Москва,2015-07-23T22:06:58Z,2023-02-17T09:37:11Z,,,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,12:00:00,20:00:00
Старо-Юрашская сельская библиотека – филиал № 19,"Респ Татарстан,р-н Елабужский,с Старый Юраш,ул Школьная,д 33",51.730267,55.908924,"В селе Старые Юраши в 1930 году открылась изба-читальня, на основе которой в 1948 году была организована сельская библиотека. С 1975 года Староюрашская сельская библиотека расположена в здании сельского Дома культуры. Количество читателей – 512 человек. Книжный фонд – 13 811 экземпляров. На базе филиала организован клуб по интересам «Волшебный клубок». Библиотека работает по целевой программе «Связь поколений». Она является информационным и досуговым центром для всех категорий населения: проводит праздники, встречи, литературно-музыкальные вечера по творчеству татарских писателей, поэтов, познавательные игры, конкурсы рисунков, литературные часы.",Елабуга,2022-12-20T13:45:38Z,2023-08-23T12:39:18Z,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,,
Городская библиотека № 17 г. Пензы им. А. Б. Мариенгофа,"обл Пензенская,г Пенза,проезд Виноградный 5-й,д 22",44.93965,53.222482,"Городская библиотека № 17 им. А. Б. Мариенгофа была открыта в 1990 году. С 2020 года носит имя знаменитого поэта Серебряного века, основателя имажинизма, Анатоля Мариенгофа. Библиотека сегодня: фонд – 28 416 ед.; число пользователей – 4 643 чел.; наличие мемориальной экспозиции, посвященной жизни и творчеству А. Б. Мариенгофа; наличие просторного зала для проведения интерактивных мероприятий и крупных культурных событий; клубы для молодежи и взрослых. Библиотека преимущественно работает с молодежью, студентами пензенских колледжей, взрослым населением. Среди приоритетных направлений работы – продвижение историко-культурного наследия Пензы и Пензенской области, патриотическое просвещение, проведение экскурсий по городу.",Пенза,2016-04-13T14:31:36Z,2023-02-01T08:40:38Z,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00
Круглопольская сельская библиотека,"Респ Татарстан,р-н Тукаевский,п Круглое Поле,ул Вокзальная,д 7",52.1805933055573,55.6207760738706,"Библиотеки есть везде. Даже в маленьком селе можно окунуться в необыкновенный мир, где живут книги. И пусть запасы книг в крохотной библиотеке невелики, сколько добра получит читатель! Как прекрасно взять книжный том, присесть в уголке библиотеки и помечтать о том, что скрыто под обложкой! Круглопольская библиотека образовалась в 1970 году. С 2013 года она находится в здании многофункционального центра «Юность». В настоящее время фонд насчитывает более 6,5 тысяч книг различной тематики, а также периодических изданий. На базе библиотеки осуществляет свою работу клуб «Умелые ручки» для детей младшего и среднего школьного возраста.",Тукаевский район,2016-08-03T06:19:07Z,2023-07-14T08:34:37Z,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,,
Детская библиотека № 21 им. С. К. Устинова г. Иркутска,"обл Иркутская,г Иркутск,ул Гоголя,д 4",104.249731,52.285952,"Свою историю библиотека ведет с февраля 1948 года. В то время она размещалась в маленьком деревянном доме на улице Профсоюзной, дом 45, где до 1917 года была церковно-приходская школа Николо-Иннокентьевской церкви. В 1964 году библиотека переехала в новое здание, на улицу Гоголя, дом 4.Ее ежегодно посещают около 2,5 тысяч читателей. Для них работают читальный зал и два абонемента (абонемент для детей дошкольного, младшего школьного возраста и абонемент для детей среднего, старшего школьного возраста). Количество посещений в год составляет 16 800.Библиотека предоставляет в пользование 18 767 экземпляров книг, в том числе периодические и электронные издания.Реализует проект «Литературный кинозал: каникулы в библиотеке» (организация досуга и занятости детей, подростков во время школьных каникул), кружок «Очень умелые ручки» (творческий досуг населения), клуб «Лира» (досуг людей пожилого возраста).",Иркутский район,2021-11-02T07:21:12Z,2023-02-22T13:37:31Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,
Библиотека им. Саши Чекалина,"обл Нижегородская,г Нижний Новгород,ул Столетова,д 8",43.981391,56.267027,"В феврале 1945 года на улице Ялтинской открыта первая детская библиотека Приокского района. В конце 50-х годов она переехала на улицу Столетова, где находится и сегодня. В эти же годы ей было присвоено имя Саши Чекалина, комсомольца, Героя Советского Союза. Ежегодно библиотека участвует в Неделе детской книги, летних чтениях, акции «Библионочь» и многих других. С успехом проходят в библиотеке встречи детей с нижегородскими писателями и знаменитыми людьми Нижнего Новгорода. В библиотеке создана электронная картотека читателей и электронный каталог документов.Фонд библиотеки составляет более 16 000 экземпляров книг. Ежегодно услугами библиотеки пользуются более 1 800 читателей.",Нижний Новгород,2018-11-14T09:15:46Z,2023-02-17T12:47:17Z,09:00:00,17:30:00,09:00:00,17:30:00,09:00:00,17:30:00,09:00:00,17:30:00,09:00:00,17:30:00,,,09:00:00,17:30:00
Модельная библиотека п. Голубой Факел,"обл Оренбургская,р-н Домбаровский,п Голубой Факел,ул Центральная,д 3",59.334416,50.879228,"Первая библиотека располагалась в райуправлении газопровода Бухара – Урал. Его дирекция направила большое число учебно-методической, технической, политической литературы. Большое количество художественной литературы поступило от шефов Минского управления газопроводов и Орского горкома ВЛКСМ. Сейчас это современная модельная сельская библиотека. Фонд насчитывает 6 580 экземпляров. Число зарегистрированных пользователей – 528 человек. Число посещений библиотеки – 3 545. Библиотека является центром культурного досуга для всех категорий читателей. Проводятся мастер-классы, литературно-музыкальные часы, уроки памяти. Пользователи принимают активное участие в районных, областных и всероссийских акциях и конкурсах. На базе библиотеки организована работа клубов: «Сударушка» для представителей старшего поколения и «Муравейник» для детей и подростков. Особое внимание уделяется сбору информации о земляках и истории поселка. В период летних каникул для детей и подростков организована работа площадки летнего чтения «Ручеек».",Домбаровский район,2023-06-13T09:27:25Z,2023-09-12T04:57:53Z,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,,
Овстугская поселенческая библиотека,"обл Брянская,р-н Жуковский,с Овстуг,ул Тютчева,стр 28",33.878281,53.370995,"Овстугская поселенческая библиотека образована в 1923 году. Располагается на втором этаже здания Овстугского Дома культуры. В зоне обслуживания Овстугской поселенческой библиотеки 692 жителя с. Овстуг и д. Неготино. Библиотека обслуживает пользователей различных категорий: учителя, медработники, специалисты сельского хозяйства, работники ведущих сельскохозяйственных профессий, работники культуры, работники сферы обслуживания, пенсионеры, люди с ограниченными возможностями, дошкольники, учащиеся, молодежь, студенты. В библиотеке выделены зоны для всех групп читателей: краеведческая, правовая, информационная зоны, пространство для проведения культурно-просветительных и культурно-досуговых мероприятий, для работы, отдыха и общения посетителей. Фонд библиотеки составляет 9808 экземпляров. В библиотеке издаются и распространяются буклеты и книги, изданные методом самиздата, краеведческой направленности.",Жуковский район,2018-01-19T13:22:15Z,2023-03-27T07:10:55Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,,,
Балчиклинская сельская библиотека,"Респ Татарстан,р-н Камско-Устьинский,д Балчиклы,ул Ленина,д 70",48.908147,55.307859,"Балчиклинская сельская библиотека была основана в 1976 году. Размещалась в здании клуба. В 2020 году здание СДК было отремонтировано. В библиотеке появились компьютер и принтер.В настоящее время фонд библиотеки составляет 5 250 единиц, из них на татарском языке – 4 230, на русском языке – 1 020. Детская литература – 2 070 единиц. Также библиотека выписывает периодические издания (8 наименований газет, 10 наименований журналов). Количество читателей – 131 человек.В библиотеке проводятся различные мероприятия: выставки, громкие читки, литературные вечера, акции, познавательные программы для детей и молодежи.",Камско-Устьинский район,2021-05-20T06:04:00Z,2023-02-21T08:09:14Z,08:00:00,16:00:00,08:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,,,,
Библиотека духовного возрождения – филиал № 4,"край Краснодарский,р-н Каневской,ст-ца Каневская,ул Октябрьская,д 4А",38.96818,46.073859,"Библиотека «Возрождение» была открыта в 1995 году по благословению архиепископа Краснодарского и Новороссийского Исидора. В 2003 году изба-читальня Свято-Покровского храма вошла в состав Каневской центральной библиотечной системы. Фонд насчитывает более 7 000 изданий. Основу и главное богатство библиотеки составляют книги православной духовной тематики. Священное Писание, творения святых отцов и учителей церкви, труды по богословию, философии, житийная литература. Помимо православных книг, широко представлены лучшие образцы художественной литературы. Наряду с выдачей книг, организацией книжных выставок, выпуском наглядных материалов библиотека ведет культурно-просветительскую работу среди детей и молодежи. Сотрудники проводят православные уроки, духовно-просветительские встречи со священниками, мастер-классы, исторические экскурсы, тематические вечера, кинолектории, литературно-музыкальные композиции, экскурсии по храму. В библиотеке работают для взрослых и детей 3 клуба по интересам: «Вера», «Земляки», «Благослов». В 2021 году было зарегистрировано 1 283 читателя.",Каневской район,2022-01-13T08:36:15Z,2023-02-22T06:55:03Z,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00
