UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,COMMENTS,GROUP_ID,GROUP_ORDER
77ab7d0e-a7d5-4007-9e2c-6ad07629bb38,Book 2,Hyrcania,char-offset:15165,PLACE,http://pleiades.stoa.org/places/942333,Varkana/Hyrcania/Gurgan,-0330/-0030,37.1,56.3,region,VERIFIED,,,,
af7abd9c-f993-4046-82fc-0b35f1891606,Book 2,Carthage,char-offset:172007,PLACE,http://pleiades.stoa.org/places/314921,"Ziqua|Monument circulaire|Basilique de Dermech|Odéon|Théâtre|Carthago|Carthago, Carthago|Nécropoles puniques|Rotonde de Damous El Karita|Ziqua, Zaghouan",-0750/2100,36.857569,10.327986,"amphitheatre,cemetery,villa,theatre,port,church,settlement,circus,bath",VERIFIED,,,,
a13d0cb9-737b-47ce-92a3-1c537a6f054e,Book 5,Ombrici,char-offset:24986,PLACE,http://pleiades.stoa.org/places/413360,Umbria,-0750/0640,42.89702754450271,12.576828209802876,region,VERIFIED,,,,
cc591706-9a30-4b4a-9550-5fabfc429434,Book 13,Æsepus,char-offset:2483,PLACE,http://sws.geonames.org/5116667,,,,,,UNVERIFIED,,,,
201a7a09-7021-4b15-af67-c650242f3097,Book 3,Castlon,char-offset:15263,PLACE,http://www.imperium.ahlfeldt.se/places/24665,,,,,,VERIFIED,,,,
8c8e1ca2-cb0f-4717-a1d0-d8d2c6f73949,Book 2,Pyrenees,char-offset:162777,PLACE,http://pleiades.stoa.org/places/246582,"Pyrenaei (mountains)|Pyrenaei Mons, Pyrenees Mts.",-0330/2100,42.67,1,mountain,VERIFIED,,,,
cab316b6-5fc2-4ec8-8f37-74b4a9517efd,Book 2,Europe,char-offset:147182,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,
b3592108-0f99-482f-8b15-6b2fa6e14799,Book 5,Rubicon,char-offset:46467,PLACE,http://pleiades.stoa.org/places/393484,"Rubico (river)|Rubico, Rubicone",-0030/2100,44.16816,12.44327,river,VERIFIED,,,,
9d17a194-2afb-47b4-b6b0-059b25b4557a,Book 5,Concordia,char-offset:12456,PLACE,http://pleiades.stoa.org/places/393441,"Iulia Concordia|Iulia Concordia, Concordia Sagittaria|Concordia Sagittaria",-0750/0640,45.75594,12.84547,settlement,VERIFIED,,,,
914f77e3-573d-451e-84e7-a736ffdfacd6,Book 4,Lugdunum,char-offset:45260,PLACE,http://pleiades.stoa.org/places/168367,Unnamed aqueducts,,45.75,4.75,aqueduct,VERIFIED,,,,
b0f8f87e-39f7-4fb1-9796-cc5cf707a77b,Book 2,Ionia,char-offset:127450,PLACE,http://pleiades.stoa.org/places/550597,Ionia (region),-0750/0640,38.25857285555555,27.36601213333333,region,VERIFIED,,,,
85bdd6de-7896-41e6-95e5-065be30884e2,Book 15,Persia,char-offset:185,PLACE,http://sws.geonames.org/4648866,,,,,,UNVERIFIED,,,,
98957b3a-c1d5-4fb1-81d7-642a5b10fc70,Book 6,Napitinus,char-offset:7860,PLACE,http://pleiades.stoa.org/places/452358,Lametikos Kolpos,,38.75,16.25,water-open,VERIFIED,,,,
7ecd934f-e895-4723-a38e-b02023818796,Book 6,Areopagite,char-offset:21900,PLACE,,,,,,,VERIFIED,,Areopagus - not in Pleiades?,,
72d55520-fba7-4ec6-921d-d2cd837b02cd,Book 4,Galatic,char-offset:51110,PLACE,http://pleiades.stoa.org/places/992075,Galliae,,47.5,-2.5,province,VERIFIED,,,,
e2a294d2-5efe-49c7-a854-53a25843f6b5,Book 4,Rhone,char-offset:25676,PLACE,http://pleiades.stoa.org/places/148168,"Rhodanus (river)|Rhodanus, Rhône (Le)",-0550/0640,43.33167,4.84861,river,VERIFIED,,,,
df0aba4d-52a6-4c2b-b8ba-57ea49cdf1a9,Book 10,Crete,char-offset:98451,PLACE,,,,,,,UNVERIFIED,,,,
2ca57a3b-5c6b-4319-b259-768b70fecdde,Book 3,Attica,char-offset:93353,PLACE,http://pleiades.stoa.org/places/579888,Attica,-0750/0640,38.051998833333336,23.8189911,region,VERIFIED,,,,
07ce8b70-8cbf-47fd-b45b-38c5604f9b0d,Book 4,Leuci,char-offset:46299,PLACE,http://pleiades.stoa.org/places/109106,Leuci,-0330/0640,48.5,5.5,people,VERIFIED,,,,
338a0479-b8f2-449a-b2e7-617124803912,Book 4,Marseilles,char-offset:5050,PLACE,http://pleiades.stoa.org/places/148127,"Massalia/Massilia|Massalia/Massilia, Marseille|Marseille",-0750/2100,43.299467,5.365307,settlement,VERIFIED,,,,
75227fb8-b760-42da-8010-3614e9aecbcd,Book 6,Sagras,char-offset:24820,PLACE,http://pleiades.stoa.org/places/452425,Sagra(s) (river),,38.25,16.25,river,VERIFIED,,,,
92644a36-f493-46f9-a765-ba4a5c60fb40,Book 4,Narbonne,char-offset:1568,PLACE,http://pleiades.stoa.org/places/246347,"Col. Narbo Martius|Col. Narbo Martius, Narbonne|Narbonne",-0750/2100,43.184722,3.003611,settlement,VERIFIED,,,,
999aa7f7-ebc3-439c-b40a-73388e71918b,Book 13,Cebrene,char-offset:63807,PLACE,,,,,,,UNVERIFIED,,,,
a9b464fd-1850-4ea8-bb68-531fd6f2eb5f,Book 6,river Inopus,char-offset:41677,PLACE,,,,,,,NOT_IDENTIFIABLE,,a river on Delos,,
f8175c71-e778-401a-a62f-5bafbca443fe,Book 4,Cabyllinum,char-offset:42533,PLACE,http://pleiades.stoa.org/places/177485,"Cabilonnum|Chalon-sur-Sâone|Cabilonnum, Chalon-sur-Saône|Chalon-sur-Saône",-0330/2100,46.7561232751,4.86300219624,settlement,VERIFIED,,,,
c9601bee-df86-4c06-ae1a-e04780c92868,Book 4,Ædui,char-offset:42829,PLACE,http://pleiades.stoa.org/places/177533,(H)Aedui,-0330/0300,46.306773,4.8301975,people,VERIFIED,,,,
f5b06313-6a9a-425c-8420-6c21bbeb53fd,Book 3,Castlon,char-offset:65263,PLACE,http://www.imperium.ahlfeldt.se/places/24665,,,,,,VERIFIED,,,,
1ebd1a2b-a705-4509-8990-35e042481d74,Book 6,Germans,char-offset:80094,PLACE,http://pleiades.stoa.org/places/981525,Germania Superior,,49.21368408659493,8.014701953001147,province,VERIFIED,,,,
f82d807d-bcba-447c-af03-c2b880608740,Book 13,Ida,char-offset:53670,PLACE,,,,,,,UNVERIFIED,,,,
3bcf3a7f-f135-4977-8f35-9c434774784e,Book 5,Garigliano,char-offset:73934,PLACE,http://pleiades.stoa.org/places/432910,Liris/Clanis (river),-0030/0300,41.3140277,13.893085,river,VERIFIED,,,,
a3c21b02-c878-4010-9bf0-dc8fe0b0ee8e,Book 5,Tiber,char-offset:48387,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),-0030/2100,42.70820040043679,12.369277191018751,river,VERIFIED,,,,
4091ce1b-ed08-41db-aa18-ae9ac6dd9e98,Book 8,Olenian rock,char-offset:53951,PLACE,http://sws.geonames.org/5373887,,,,,,UNVERIFIED,,,,
03a9ae03-868b-4365-aeeb-9037c49552a8,Book 5,Pelasgians,char-offset:42727,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,
fccc833e-203c-41f8-be43-a7628008dae1,Book 6,Acragas,char-offset:51320,PLACE,http://pleiades.stoa.org/places/462086,"Akragas/Agrigentum|Akragas/Agrigentum, Agrigento",-0750/2100,37.2918294,13.5858994,"cemetery,architecturalcomplex,temple,church,settlement,ekklesiasterion,plaza",VERIFIED,,,,
60f10adc-7462-487e-940a-f69e142ee6f1,Book 8,Messenia,char-offset:94686,PLACE,,,,,,,UNVERIFIED,,,,
683dfb9b-be64-49d0-9cd4-eb53716df508,Book 2,Taurus,char-offset:168093,PLACE,http://pleiades.stoa.org/places/648792,"Taurus M.|Taurus Mons, Demirkazık Dağı, Toros Dağları",-9000/2000,37.83546,35.14519,"settlement,mountain",VERIFIED,,,,
3308cb59-f0dc-4d3f-859c-fd7b594a3aaa,Book 8,Thyrides,char-offset:81169,PLACE,http://pleiades.stoa.org/places/349636,Theriodes,-0750/0640,,,unlocated,UNVERIFIED,,,,
5ef640ef-24bd-4aa8-995e-7d9f60ce1554,Book 4,Isère,char-offset:73579,PLACE,http://pleiades.stoa.org/places/167793,"Isara (river)|Isara, Isère (L')",-0030/0640,44.9916,4.868,river,VERIFIED,,,,
179a2cf7-de3d-4c28-ba7c-e9b057053559,Book 6,Himera,char-offset:45025,PLACE,http://pleiades.stoa.org/places/462244,"Himera|Himera, Himera, Termini Imerese",-0750/2100,37.96884,13.82184,"temple,settlement,plaza",VERIFIED,,,,
103194ad-5918-423e-a089-b2a6ebd08952,Book 5,Alba,char-offset:67951,PLACE,http://pleiades.stoa.org/places/422824,"Alba Longa?|Alba Longa?, Castel Gandolfo",-0750/-0550,41.746447,12.65048,settlement,VERIFIED,,,,
a0a39ea1-5e96-45dc-8ff1-70c848c17b32,Book 4,Menapii,char-offset:48216,PLACE,http://pleiades.stoa.org/places/109156,Menapii,-0330/0640,50.5,3.5,people,VERIFIED,,,,
86e0e7cb-1b60-49d7-9784-b56abb670ff3,Book 8,Aleisium,char-offset:26232,PLACE,http://sws.geonames.org/3171564,,,,,,UNVERIFIED,,,,
b783d511-5599-4c69-82db-5909520c4bc5,Book 2,Egypt,char-offset:46313,PLACE,http://pleiades.stoa.org/places/981503,Ancient Egypt (region),-1000/0640,19.211408766666665,30.567329633333333,region,VERIFIED,,,,
bcfb3f66-97ca-4b64-985d-b0fc9fb61bff,Book 4,Ligurians,char-offset:71249,PLACE,http://pleiades.stoa.org/places/383698,Liguria,-0750/0640,44.22656549434755,9.235707726672372,region,VERIFIED,,,,
70599416-6378-4c9f-96b9-b19a987e06c9,Book 8,Thermæan Gulf,char-offset:7532,PLACE,,,,,,,UNVERIFIED,,,,
