UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,COMMENTS,GROUP_ID,GROUP_ORDER
7744fa53-ace1-4542-903b-795af933ec1a,Book 6,Ionian gulf,char-offset:19381,PLACE,http://pleiades.stoa.org/places/442621,39.885,17.276944,water-open,VERIFIED,,,,
184cfef3-65f2-4c9b-b1be-a47150a25a15,Book 6,Italians,char-offset:7742,PLACE,http://pleiades.stoa.org/places/992073,43.55087092641273,11.9539517875577,province,VERIFIED,,,,
e943746d-b6eb-4314-afe3-fb3c0477b792,Book 3,Pillars,char-offset:86521,PLACE,http://pleiades.stoa.org/places/256198,35.971667,-5.485833,"river,water-open",VERIFIED,,,,
fd61d6bb-0498-489b-8a37-78dccc63f043,Book 2,Nile,char-offset:48199,PLACE,http://pleiades.stoa.org/places/727172,19.211408766666665,30.567329633333333,river,VERIFIED,,,,
315fea73-ad3d-441e-a620-2b5780833246,Book 2,Egypt,char-offset:157125,PLACE,http://pleiades.stoa.org/places/1001943,32.5,32.5,province,VERIFIED,,,,
b1507f77-f6a4-4576-98c9-97f15e22e846,Book 2,Dioscurias,char-offset:64614,PLACE,http://pleiades.stoa.org/places/857107,42.99535,41.0181,settlement,VERIFIED,,,,
d508af05-7903-4f62-a1f3-661e38095e16,Book 3,Peloponnesus,char-offset:93405,PLACE,http://pleiades.stoa.org/places/570577,37.25289777692308,22.312752688461543,"peninsula,region",VERIFIED,,,,
f452d8b4-9672-4a26-8336-502fe017f660,Book 4,Alps,char-offset:23449,PLACE,http://pleiades.stoa.org/places/783,43.74465275,7.40183905,mountain,VERIFIED,,,,
396d59bd-1aef-43b7-9e34-e48b85ca46bf,Book 5,Rome,char-offset:26728,PLACE,http://pleiades.stoa.org/places/423025,41.89262,12.4843457,"settlement,urban",VERIFIED,,,,
d3a34ef9-9b84-4694-9fdd-2466beb11341,Book 1,Cydnus,char-offset:123757,PLACE,http://pleiades.stoa.org/places/648615,36.9507186,34.8077584,river,VERIFIED,,,,
25d2539e-d0d9-4d42-8414-2342390fff4a,Book 8,Coryphasium,char-offset:72338,PLACE,,,,,UNVERIFIED,,,,
e92243c8-ed5b-40ff-9ccf-0a39d71738cd,Book 1,Caria,char-offset:12362,PLACE,http://pleiades.stoa.org/places/991381,37.213163833551015,28.088996902733474,province,VERIFIED,,,,
74d073f9-ffae-489a-b22a-8379e90707b5,Book 1,Gates of the Caspian,char-offset:158224,PLACE,http://pleiades.stoa.org/places/903004,35.27617,52.1696,pass,VERIFIED,,,,
8f1df1a9-e2be-4b02-b08b-7b709de731e1,Book 1,Sirenussæ,char-offset:56434,PLACE,http://pleiades.stoa.org/places/433124,40.5809,14.4325,"island,archipelago",VERIFIED,,,,
17722bd6-ae4e-47a8-b922-2d7e378e70f2,Book 5,Tusculan mountain,char-offset:73021,PLACE,,,,,NOT_IDENTIFIABLE,,,,
e2778120-677b-4cfe-a427-28f7e7aeab68,Book 8,Patræ,char-offset:147254,PLACE,http://pleiades.stoa.org/places/570567,38.243265,21.738518,settlement,UNVERIFIED,,,,
08ef8528-9de9-44f0-99f8-beb680b103f0,Book 1,Europe,char-offset:129919,PLACE,,,,,NOT_IDENTIFIABLE,,,,
6a7f430d-30b4-4bed-9f2d-52b26334235c,Book 5,Campania,char-offset:89591,PLACE,http://pleiades.stoa.org/places/991350,42.5,12.5,province,VERIFIED,,,,
b9f17386-15e8-4a73-a898-b086d671b559,Book 6,Pelorias,char-offset:25801,PLACE,http://pleiades.stoa.org/places/462416,38.26816,15.6507,cape,VERIFIED,,,,
ddef4134-7ecf-4c9f-a38f-c3c0fc4bfb83,Book 2,Thapsacus,char-offset:38635,PLACE,http://pleiades.stoa.org/places/674270,31.5,44.5,unlocated,VERIFIED,,,,
738622f4-33a5-4893-b0e6-dc2cd15b52fb,Book 1,Mediterranean,char-offset:100103,PLACE,http://pleiades.stoa.org/places/1043,36.58019792933332,17.115361734666667,water-open,VERIFIED,,,,
