language,glottocode,latitude,longitude,value
Nêlêmwa-Nixumwak,kuma1276,-20.4035,164.193,absent
Makhuwa-Saka,makh1266,-13.6443,39.5323,absent
Seimat,seim1238,-1.2666667,144.25,absent
Zulgo-Gemzek,zulg1242,10.827,14.0578,absent
Siwu,siwu1238,7.23811,0.44362,absent
Machiguenga,mach1267,-12.1291,-72.5017,absent
Yakkha,yakk1236,27.3714,87.9306,absent
Duala,dual1243,4.10208,9.61877,absent
Pacoh,paco1243,16.3353,107.094,absent
Thao,thao1240,23.8333,120.93,absent
Kunbarlang,kunb1251,-11.9133,133.723,absent
Northwest Sahaptin,yaki1237,46.2655,-120.756,absent
Wardaman,ward1246,-15.4155,132.604,absent
Yulparija,yulp1239,-18.923519,122.370316,absent
Mangbetu,mang1394,2.5511,27.0712,absent
Shanenawa,shan1283,-8.00919,-73.3264,absent
Yindjibarndi,yind1247,-21.5379,117.001,absent
Warumungu,waru1265,-20.6479,134.375,absent
Kháng,khan1274,21.6624,103.736,absent
Garo,garo1247,25.2954,90.462,absent
Kuku-Uwanh,kuku1280,-14.0756,141.724,absent
Umbundu,umbu1257,-12.4763,14.4148,absent
Eipomek,eipo1242,-4.33691,140.045,absent
She,shee1238,23.0399,114.814,absent
Kalamang,kara1499,-3.47037,132.678,absent
Nauru,naur1243,-0.52957,166.922,absent
Kensiu,kens1248,5.98085,101.026,absent
Central Sierra Miwok,cent2140,38.0812,-120.257,absent
Northern Gumuz,gumu1244,11.05,35.93,absent
Sierra de Juárez Zapotec,sier1250,17.4219,-96.6191,absent
Sudest,sude1239,-11.5229,153.488,absent
Aekyom,aeky1238,-5.88478,141.532,absent
Buru (Indonesia),buru1303,-3.43957,126.632,absent
Waja,waja1259,9.91175,11.7206,absent
Keiga,keig1242,11.2064,29.3889,absent
Old Mon,oldm1242,14.83,100.5,absent
Korowai,koro1312,-5.26952,140.047,absent
Yawanawa,yawa1260,-8.87563,-71.8199,absent
Lala-Bisa,lala1264,-12.945,30.2297,absent
Konzo,konz1239,0.32395,29.8696,absent
Wolio,woli1241,-5.33,122.67,absent
Jingulu,djin1251,-17.165,133.659,absent
Tegali,tega1236,11.9523,31.1112,absent
Biri,biri1256,-20.1494,146.67,absent
Hruso,hrus1242,27.27,92.63,absent
Bushoong,bush1247,-4.69463,21.4556,absent
Hawu,sabu1255,-10.5522,121.847,absent
Miriwung,miri1266,-16.3596,128.889,absent
Guahibo,guah1255,5.81736,-68.9839,absent
Mabaale,maba1270,2.11942,20.8759,absent
Khumi Chin,khum1248,22.87125,92.9894633333,absent
Ogami,ogam1239,24.915887,125.307663,absent
Hung,hung1275,18.7849,104.772,absent
Kamoro,kamo1255,-4.30433,135.883,absent
Bantawa,bant1281,27.12147,87.04738,absent
Maia,maia1254,-4.50212,145.096,absent
Kanite,kani1286,-6.38841,145.556,absent
Man Met,manm1238,22.0743,100.842,absent
Avava,katb1237,-16.2701,167.484,absent
Gusii,gusi1247,-0.78872,34.76751,absent
Acoli,acol1236,3.57738,32.5147,absent
Kim Mun,kimm1245,22.9856,105.024,absent
Bih,biha1246,12.483333,108.016667,absent
Southern Sama,sout2918,4.755836,119.483887,absent
Nez Perce,nezp1238,46.3073,-116.408,absent
Motembo-Kunda,temb1272,2.0246,20.36849,absent
Lumun,lumu1239,10.8308,30.253,absent
Belep,nyal1254,-19.72,163.66,absent
Slovenian,slov1268,46.2543,14.7766,absent
