name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Межпоселенческая центральная библиотека Каменского района,"обл Ростовская,р-н Каменский,рп Глубокий,пер Чкалова,д 3",40.3208190747909,48.5236997045471,"Муниципальное учреждение культуры Каменского района«Межпоселенческая центральная библиотека» (МУК КР «МЦБ») находится в поселке Глубоком Каменского района Ростовской области. Виды деятельности Межпоселенческой центральной библиотеки:- Организация библиотечного и информационного обслуживания населения муниципального района в соответствии с Федеральным законом «О библиотечном деле», настоящим Уставом и Правилами пользования библиотекой;- комплектование фондов МЦБ в соответствии с профилем комплектования всеми видами документов по всем отраслям знаний в пределах выделенных финансовых средств, в том числе документами о муниципальном районе; оказание методической, консультационной, практической помощи библиотекам поселений Каменского района и многие другие.",Каменский район,2016-04-18T11:02:43Z,2023-03-03T11:04:18Z,,,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00
Отдел библиотечного обслуживания № 27 д. Маракса,"обл Томская,р-н Колпашевский,д Маракса,ул Юбилейная,д 24",83.063935,58.382916,"Мараксинская сельская библиотека была открыта в 1974 году. Заведующей библиотекой была Нина Анатольевна Бейм. В 1976 году библиотека стала частью централизованной системы (ЦБС), поменяв название – филиал № 27. В середине 1980-х годов библиотека поселилась в новое здание (улица Юбилейная, 24), в котором и располагается по сей день. В 2006 году в связи с ликвидацией ЦБС библиотека вошла в состав Новосёловского сельского культурно-досугового центра. Однако в 2015 году вновь прошла централизация, изменилось и название библиотеки – Отдел библиотечного обслуживания (ОБО) № 27. Библиотека сегодня. В 2021 году библиотекарем ОБО № 27 стала Елена Аркадьевна Останина. В библиотеке работают абонемент (без разделения на взрослый и детский) и читальный зал.Книжный фонд − 4 159 экз. Число читателей − 227 человек.",Колпашевский район,2017-06-14T08:04:55Z,2023-11-01T09:14:08Z,09:00:00,19:00:00,09:00:00,19:00:00,13:00:00,19:00:00,13:00:00,19:00:00,,,,,09:00:00,19:00:00
Вурманкасинская сельская библиотека,"Чувашия Чувашская республика,р-н Цивильский,д Вторые Вурманкасы,ул Центральная,д 10",47.380292,55.918308,"Вурманкасинская сельская библиотека является структурным подразделением МБУК «Центр развития культуры и библиотечного обслуживания» Цивильского муниципального округа Чувашской Республики. Открыта 1 августа 1953 года. Фонд библиотеки насчитывает около 20 тыс. экз. книг, выписывается 17 наименований газет и журналов. Обслуживает 800 пользователей. Регулярно проводятся массовые мероприятия, организовываются книжные выставки. Библиотека является центром досуга, где можно не только поработать с книгой, но и приятно провести время. Функционирует любительское объединение «Клуб милых дам» и клуб друзей игры «Забавушка» для детей.",Цивильский район,2021-03-21T14:37:44Z,2023-03-02T12:11:31Z,,,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,10:00:00,13:00:00,,
Полавская сельская библиотека,"обл Новгородская,р-н Парфинский,п Пола,ул Пионерская,д 36",31.831745421089,57.9355089222807,"В 1919 г. в п. Пола была открыта библиотека. Располагалась она в купеческом двухэтажном доме, который находился в 200 метрах от железной дороги. Занимала две комнаты, здание быстро ветшало, и в 1940 г. силами комсомольцев был построен новый Дом культуры, где и расположилась библиотека. Началась война, и Дом культуры стал конюшней для лошадей немцев, а книги были вынесены и сожжены. После войны культура возрождалась. В частном доме расположилась библиотека. Первая запись в инвентарной книге датируется 1 января 1946 г. Фонд пополнялся книгами. Затем библиотека переехала в учительский домик, а с 1963 г она стала зональной и переехала вновь в ДК. В 1968 г библиотека стала районной. Фонд насчитывал в 1970-е годы 26 000 экземпляров. В 1992 г. она переехала в новое кирпичное здание. При библиотеке работают клубы «Земляки», «Зеленая планета», литературно-музыкальная гостиная «Литературные портреты». Проводятся мероприятия как молодежи, так и людей разных возрастов. Библиотека – это то место, где жители п. Пола могут найти для себя интересный и богатый материал по краеведению, пообщаться в литературно-музыкальной гостиной за чашкой ароматного чая, выбрать себе литературу для чтения.",Великий Новгород,2020-10-08T09:16:26Z,2023-03-20T12:57:28Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,09:00:00,17:00:00
Лебединская сельская библиотека – филиал № 12,"Респ Татарстан,р-н Алексеевский,с Лебедино,ул Кооперативная,влд 13а",49.8377730436859,55.2263765172877,"Лебединская сельская библиотека – филиал № 12 находится в здании Лебединского сельского совета. Год постройки – 1968-й. Это здание – контора бывшего совхоза «Лебединский». В 2017 году проведен капитальный ремонт по государственной программе. Вся деятельность сельской библиотеки направлена на пропаганду книги и чтения, воспитание духовно-нравственных ценностей и развитие информационной культуры населения, воспитание здорового поколения. Одним из важнейших направлений является массовая работа с читателями: книжные выставки, часы поэзии, литературно-музыкальные вечера, познавательные уроки и беседы, викторины и конкурсы. Библиотека в селе является одним из информационных центров, где жители всегда могут провести досуг.",Алексеевский район,2021-04-22T08:20:19Z,2023-10-17T07:18:42Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,
Модельная библиотека – филиал № 11 с. Верхнеиткулово,"Респ Башкортостан,р-н Ишимбайский,с Верхнеиткулово,ул Молодежная,д 2",56.322922,53.378811,"Библиотека была открыта по приказу Министерства культуры БАССР 1 января 1969 года. В ней проводились читательские конференции, беседы, вечера. С 2002 года здесь работает Гульдар Плюровна Ярмухаметова. С ее приходом библиотека обрела другой вид, оживилась работа по обслуживанию населения. Постоянно меняются книжные выставки, организуются самые разнообразные мероприятия для школьников. Вместе с работниками Дома культуры ежегодно проводятся Курбан-байрам, Ураза-байрам, встречи с ветеранами Великой Отечественной войны, праздничные программы к Новому году, 8 Марта, 1 Мая. Библиотека принимает активное участие в подготовке районного Сабантуя и в других событиях общественной жизни села Иткул, ведет агитацию во время выборов, во время подписной компании на газеты и журналы. В 2012 году библиотека стала модельной. В 2021 году штат увеличился на одну единицу: вторым библиотекарем стала Расима Салаватовна Латыпова. 22 декабря состоялось открытие библиотеки нового поколения, модернизированной в рамках национального проекта «Культура». Для пользователей были выделены зоны с современным дизайном, комфортной мебелью, дополнительными сервисными услугами, а также с новым техническим оснащением.Фонд – 14 134 экземпляра документов. Количество пользователей – 663 человека. Книговыдача – 15 515 документов.",Ишимбайский район,2016-04-19T06:37:36Z,2023-10-16T11:30:00Z,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,09:00:00,16:00:00,,
Нерльская библиотека,"обл Ивановская,р-н Тейковский,п Нерль,ул Ленина,д 4",40.385228,56.663119,"Основными видами деятельности являются библиотечно-информационное и справочно-библиографическое обслуживание, культурно-просветительская работа, включающая выставочную деятельность, проведение культурно-массовых и просветительских мероприятий. Руководит учреждением опытный библиотекарь Любовь Борисовна Луговкина. Фонд насчитывает 18 910 экземпляров. Зарегистрировано более 750 пользователей. Библиотека активно сотрудничает с Нерльской школой и детским садом. Используются как традиционные, так и новые формы работы: викторины, беседы, обзоры книг и новых поступлений, литературные игры, библиомарафоны и различные тематические книжные выставки.",Тейковский район,2024-01-07T17:04:40Z,2024-01-11T06:39:24Z,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,
"Сошкинская сельская библиотека, филиал","обл Липецкая,р-н Грязинский,с Сошки,ул Советская,д 22б",39.649993,52.358507,"Сошкинская сельская библиотека – общедоступный, информационный, культурно-просветительский и образовательный центр сельского поселения Сошкинский сельсовет. Сельская библиотека была основана в 1977 году. Находится в здании Культурно-досугового центра. Фонд библиотеки составляет 9 678 экземпляров. Общее количество посетителей – 810 человек, из них 135 человек – дети и 188 человек – юношество. В библиотеке оформляются тематические книжные выставки по патриотическому воспитанию, экологическому просвещению, краеведческие, к юбилеям писателей. Библиотека тесно сотрудничает с администрацией поселения, школой, ФАПом.",Грязинский район,2017-12-05T10:56:00Z,2023-03-10T14:04:52Z,,,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,15:00:00
Центральная районная детская библиотека им. Н. А. Зайцева,"обл Нижегородская,г Нижний Новгород,ул Зайцева,д 7",43.8017955422402,56.3707668388286,"Центральная районная детская библиотека им. Н. А. Зайцева открылась в 1991 году. Ежегодно около 4 000 жителей Сормовского района становятся ее читателями. Фонд составляет 31 000 экземпляров.В 1998 году в помещении библиотеки открылась музейная экспозиция, посвященная Н. А. Зайцеву. Она знакомит юных читателей с жизнью и деятельностью талантливых нижегородских инженеров-конструкторов судов на подводных крыльях Н. А. Зайцева, Р. Е. Алексеева, их соратников. В ее фонде содержатся уникальные документы по судостроению, фото- и видеоматериалы, личные вещи знаменитых земляков.С 2013 года библиотека успешно функционирует как центр поддержки детского чтения. Работа направлена на повышение статуса книги, чтения, библиотеки. Организуются встречи с нижегородскими писателями и поэтами, знаменитыми нижегородцами, проводятся конкурсы, литературно-игровые мероприятия. Для читателей действует пять любительских объединений. Ежегодно проводится 150 мероприятий и книжных выставочных экспозиций.Центральная районная детская библиотека им. Н. А. Зайцева удостоилась премии Министерства культуры Нижегородской области в области библиотечного дела в номинации «Литературно-творческое развитие детей в условиях библиотеки» и почетной грамоты от Департамента культуры администрации города Нижнего Новгорода за высокие показатели в работе и профессиональное мастерство.",Нижний Новгород,2016-08-22T12:11:07Z,2023-03-07T12:00:15Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,,10:00:00,17:00:00
Старобелокатайская сельская библиотека,"Респ Башкортостан,р-н Белокатайский,с Старобелокатай,ул Советская",58.9812030649185,55.7817868183541,"Старобелокатайская сельская библиотека была открыта в ряду первых библиотек района в 1896 г., сегодня она располагается в отдельно стоящем деревянном здании. Книжный фонд библиотеки составляет 8 630 экз. документов, ежегодно библиотеку посещает около 9 900 человек. Для организации досуга населения в библиотеке действует литературный клуб «Вдохновение», где проходят литературные чтения «Он поэт родной земли!» по творчеству С. Есенина, литературная гостиная «Я ничего у жизни не просила» по творчеству Л. Рубальской и др. Библиотека ведет активную информационно-просветительскую работу с воспитанниками коррекционной школы-интерната для обучающихся с ограниченными возможностями здоровья, проводит такие мероприятия, как литературная игра «Путешествие по произведениям Маршака», патриотический час «Со школьного порога, шагнувшие в войну» и др. Ежегодно участвует во всероссийской акции #ЩедрыйВторник, организуя акцию «Подари ребенку радость».",Белокатайский район,2020-09-17T04:15:43Z,2023-03-14T12:11:30Z,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,
