id,registration,name,category,сultural_property,height,width,depth,preservation,description
17647,2016-06-14T09:46:38Z,Медаль 70 лет Вооруженных Сил СССР,,,,,,,"Ссылка на каталоги / инвентари: Награждена Мельникова И.Т., ветеран ВОВ    Инвентарный номер: 99-ОФ"
17675,2016-06-14T09:46:38Z,Медаль Жукова,,,,,,,"Ссылка на каталоги / инвентари: Награжден Григорьев А.П., ветеран ВОВ    Инвентарный номер: 191-ОФ"
18183,2016-06-14T09:46:43Z,"Медаль ""За взятие Парижа 19 марта 1814 г.""",,,28,,,,"Размеры: Вес 11 гр, Д. 28 мм    Характер подписи: 10 000 рублей    Ссылка на каталоги / инвентари: Аверс: в лучах ""всевидящего ока"" погружное изображение императора Александра I, поворот головы вправо, на голове лавровый венок. Реверс: внутри сплошного лаврового венка надпись: ""ЗА ВЗЯТИЕ ПАРИЖА 1814 Г."".  мЕТАЛЛ ПОТЕМНЕЛ, ЗНАЧИТЕЛЬНО ПОТЕРТО УШКО, УТРАЧЕНА ЛЕНТА, НА КОТОРОЙ НОСИЛИ МЕДАЛЬ.    Инвентарный номер: № 278 , г.у. 151, ВКМ КП 2624"
17493,2016-06-14T09:46:37Z,"Медаль ""За оборону Ленинграда""",,,3.2,,,,"Размеры: Д. 3,2    Инвентарный номер: КИКМ № 8118/4,"
22245,2020-09-08T07:30:13Z,"ШКМ КП-1276/209. Номер по ГК 14798731. Медаль Название: ""Советско-китайская дружба"". подлинник Награжденный - Вильчевский А.Л. Датировка: 1959 Место создания: СССР Материал: металл желтый Техника: штамповка Размеры: Д-43мм, планка - 5.0х4.3см",ПРЕДМЕТЫ ФАЛЕРИСТИКИ И СФРАГИСТИКИ,Объект является культурной ценностью,,,,"На планке на ленте утрата пятиконечной звезды, царапины на эмали",нет
21931,2020-08-24T14:02:12Z,"ШКМ КП-414. Номер по ГК 14792311. Медаль памятная Название: ""Ильичевсий судоремонтный завод им. 50-летия СССР"". Датировка: 1981 Место создания: СССР Материал: металл Техника: штамповка Размеры: Д-6см.",ПРЕДМЕТЫ ФАЛЕРИСТИКИ И СФРАГИСТИКИ,Объект является культурной ценностью,,,,Коррозия.,нет
16246,2016-06-14T09:46:26Z,"Медаль ""За отвагу""    Школа / Место издания: Россия    Период оригинала: 20 век",,,,,,,Ссылка на каталоги / инвентари: Награждена Демина Е.И.    Инвентарный номер: 329514
16358,2016-06-14T09:46:19Z,"Медаль ""За доблестный труд в годы Великой Отечественной войны""    Период оригинала: 20 век, 2 половина",,,,,,,Инвентарный номер: № 605
16351,2016-06-14T09:46:19Z,"Медаль ""За оборону Кавказа""    Период оригинала: 20 век, 2 половина",,,,,,,Инвентарный номер: № 606
17648,2016-06-14T09:46:38Z,Медаль 20 лет Победы в ВОВ,,,,,,,"Ссылка на каталоги / инвентари: Награждена Мельникова И.Т., ветеран ВОВ    Инвентарный номер: 100-ОФ"
