id,registration,name,category,сultural_property,height,width,depth,preservation,description
13308,2016-06-14T09:46:03Z,Репродукция,,,14.3,21.7,,,"Размеры: В. 14.3, Ш. 21.7"
15441,2016-06-14T09:46:19Z,Портрет Ан - Сон - Хи    Автор: Костромитин А.Н.    Период оригинала: 3 четверть 20 век,,,50,35,55,,"Размеры: В.55, Дл.50, Ш. 35см.    Инвентарный номер: С - 65, КП - 1830"
11760,2016-06-14T09:45:53Z,Покрышка для блокнота,,,10.8,15.8,,,"Размеры: В. 10.8, Ш. 15.8"
14947,2016-06-14T09:46:17Z,"Итальянская лавочка    Автор: Риццони А.А.    Период оригинала: 19 век, 3 четверть",ЖИВОПИСЬ,,21,27.5,,,"Размеры: В. 27.5, Д. 21    Характер подписи: ""Раццони. 1871.""    Ссылка на каталоги / инвентари: Картина поступила в СИХМ из I Московского Пролетарского музея 12 июля 1923 г."
11941,2016-06-14T09:45:54Z,Стакан,,,5.1,3.6,,,"Размеры: В. 5.1, Ш. 3.6"
15625,2016-06-14T09:46:22Z,Модель торпедного катера ТД-2000,,,129,30.5,56.5,,"Размеры: Дл.129, В.56.5, Ш.30.5    Инвентарный номер: 44997"
10661,2016-06-14T09:45:49Z,Сумка,,,18,15.5,,,"Размеры: В. 18.0, Ш. 15.5"
3419,2016-06-14T09:44:51Z,Святой Николай Чудотворец (название изначальное); Николай Угодник (название старое); Никола Чудотворец (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век; 1 четверть 20 век,ИКОНА,,80,50,,,"Стиль: Золочение: сусальное золото    Размеры: В. 80, Ш. 50 (приблизительно)"
5236,2016-06-14T09:45:06Z,Развалины в степи (название придуманное)    Автор: Куинджи Архип Иванович (художник)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век ?; 1 четверть 20 век ?,ЖИВОПИСЬ,,22,34,,,"Стиль: Картон ? / Бумага ?    Размеры: В. 22, Ш. 34 (картон ?)    Характер подписи: Ж - 40 (О.)    Ссылка на каталоги / инвентари: Основа: из разных источников, требуется уточнение."
10988,2016-06-14T09:46:14Z,"Образок Божией Матери ""Отрада и Утешение""",,,9,11,,,"Размеры: В. 9.0, Ш. 11.0"
12412,2016-06-14T09:45:57Z,Вазочка,,,17,16,,,"Размеры: В. 16.0, Д. 17.0"
16381,2016-06-14T09:46:29Z,Статуэтка - Лыжник    Период оригинала: 20-е годы 20 века,,,16.5,15.5,,,"Стиль: Роспись    Размеры: В.16.5, Ш.15.5, Т. 8 см    Инвентарный номер: КП-25, КР-50"
15022,2016-06-14T09:46:18Z,У колодца    Автор: Буторина    Школа / Место издания: Россия Палех,,,15,10,,,"Размеры: В. 10; Дл. 15    Характер подписи: Буторина, с. Палех и год создания    Ссылка на каталоги / инвентари: На внутренней стороне крышки имелся инвентарный номер фонда оригиналов училища. Практически все работы имели механические повреждения, трещины, царапины, сколы. Точного описания повреждений работ не имели.    Инвентарный номер: № 447"
17111,2016-06-14T09:46:35Z,Вид на пруд. (Остатки рощи Баратынского)    Автор: Нестеров М.В.    Период оригинала: 1 половина 20 век,ЖИВОПИСЬ,,17,21.5,,,"Размеры: В.17.0, Ш. 21.5 см    Инвентарный номер: КП 2551"
131,2016-06-14T09:44:15Z,Прибой (название изначальное)    Автор: Куинджи Архип Иванович (художник)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век; 1 четверть 20 век,ЖИВОПИСЬ,,59,38,,,"Стиль: Бумага на Холсте (дублирование)    Размеры: В. 59, Ш. 38 (без обрамления ?) / В. 38, Ш. 59 (без обрамления ?) / В. 37, Ш. 57 (без обрамления)    Ссылка на каталоги / инвентари: ЧИХМ: № 112    Ссылка на каталоги / инвентари: Состояние: после реставрации (1961); в / после реставрации ?"
18251,2016-06-14T09:46:42Z,напольные часы    Период оригинала: 18 век,,,200,43,,,"Стиль: дерево, металл, циферблат с арабскими цифрами, в верхней части украшен растительным орнаментом, маятник изготовлен из латуни и увенчан лирой    Размеры: В. 200, Ш. 43    Ссылка на каталоги / инвентари: инв. №17    Ссылка на каталоги / инвентари: похищены из мечети Салах Фатиха в Стамбуле 30.05.2011 г."
3631,2016-06-14T09:44:54Z,Богородица (название старое); Богоматерь (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 19 век,ИКОНА,,23,27,,,"Размеры: В. 23 Ш. 27 (приблизительно) / В. 27, Ш. 23 (приблизительно)"
10809,2016-06-14T09:46:13Z,Вазочка,,,15.8,8.5,,,"Размеры: В. 15.8, Ш. 8.5"
16126,2016-06-14T09:46:25Z,Орден Отечественной войны II степени № 2355886    Период оригинала: 4 четверть 20 век,,,4.5,5,,,"Стиль: Штамповка.    Размеры: В.4.5, Ш.5 см    Ссылка на каталоги / инвентари: Сосновский районный краеведческий музей.  606170, Нижегородская область, п. Сосновское, ул. Матвеева, д. 36    Инвентарный номер: КП-605"
192,2016-06-14T09:44:15Z,"Михаил Матвеевич Херасков (название изначальное); М.М. Херасков (название записано)    Автор: Соколов Николай Иванович (гравер); Кюнель Фрихрих (художник); Аноним (с оригинала)    Школа / Место издания: Россия    Бекетов (издательство, типография) ?    Период оригинала: 1 четверть 19 век",ОТТИСК,,21.6,11.6,,,"Стиль: Гравюра на металле: пунктир (см. Общий комментарий); Овал: портрет    Размеры: В. 21.6, Ш. 11.6 (лист ?); В. 3.8 дюйм фр., Ш. 2.11 дюйм фр. (доска ?)    Характер подписи: Грав. Н. Соколовъ.    Характер подписи: П.Ф. Кинель. (П.); Пускай отъ зависти [...] И въ храмъ безсмертья проведутъ. (внизу); ? (карандаш, правый нижний угол листа); РМ ? / [серп и молот] ? (в штампе, правый нижний угол); ? (О, чернила, карандаш); штамп (О., типографская краска)    Ссылка на каталоги / инвентари: ЧИХМ: № 61; РОВИНСКИЙ/1888: стб. 2088, № 4    Ссылка на каталоги / инвентари: Фото: предполагаемое произведение, см. Источники, нуждается в уточнении.   В источниках: техника -""гп"" (ГРМ), ""литография"" (ГЦРХМ), ср. с Рег. № 2.1./156 (литография), требуется уточнение (см. Комментарий).  Состояние: после реставрации (1969).  В описание использован каталог, см. Ссылку."
4957,2016-06-14T09:44:16Z,"Граф Федор Толстой (название записано; лицевая сторона)    На языке оригинала: Comte Theodore Tolstoy (название записано; лицевая сторона) / Counte Theodore Tolstoy (название записано; лицевая сторона)    Автор: Толстой Федор Петрович (художник, с оригинала); Райт Томас (гравер)    Школа / Место издания: Россия (с оригинала); Англия / Великобритания    Период оригинала: 1 половина 19 век",ОТТИСК,,3.5,3.4,,,"Стиль: Гравюра: на стали ? / резцовая - пунктир ? (см. Общий комментарий)    Размеры: В. 3.5 дюйм фр., Ш. 3.4 дюйм фр. (доска ?)    Характер подписи: Грав. Райтъ (Wright).    Характер подписи: Пис: Графъ Ф.Толстой. (слева ?); contemporains russes [русские современники ?]; № 10; Serie 1.    Ссылка на каталоги / инвентари: ЧИХМ: № 50; РОВИНСКИЙ/1888: стб. 2042, № 1    Ссылка на каталоги / инвентари: Описание составлено по каталогу, см. Ссылку.  Ср. с другими листами (Предмет 1.1., Предмет 1.2., Предмет 1.4.).  Техника: на стали ( по каталогу), резец и пунктир (ГРМ), требуется уточнение."
1135,2016-06-14T09:44:28Z,"Авраам [...] (латинский, название записано, лицевая сторона) # Авраам [...] (латинский, название записано, оборотная сторона)    В русском оригинале (переводе): Abrams soonbclooft (название записано, лицевая сторона) # Abrams offerhande (название записано, оборотная сторона)    Автор: Аноним (гравер); Аноним (ювелир)    Школа / Место издания: Россия    Период оригинала: 1 четверть 18 век",,,7,13.5,3,,"Стиль: Канфарение    Размеры: В. 3, Ш. 13.5, Гл. 7 (табакерка); В. 7, Ш. 13.5 (створка)    Характер подписи: см. Название (гравированная)    Ссылка на каталоги / инвентари: Фото: одной створки , верхней ?"
4127,2016-06-14T09:44:56Z,Святой Георгий Победоносец (название изначальное)    Автор: Аноним (гравер)    Школа / Место издания: Россия,,,28,38,,,"Стиль: Другое: Гравирование    Размеры: В. 28, Ш. 38 (приблизительно) / В. 38, Ш. 28 (приблизительно)"
6289,2016-06-14T09:45:16Z,Сюжет из Евангелия (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 18 век ?; 19 век ?,ИКОНА,,20,25,,,"Стиль: Темпера мягких пастельных тонов    Размеры: В. 20, Ш. 25 (доска) / В. 25, Ш. 20 (доска)"
