id,registration,name,category,сultural_property,height,width,depth,preservation,description
11882,2016-06-14T09:45:54Z,Кристалл,,,,,,,
10734,2016-06-14T09:45:49Z,Ламбрекен,,,1.48,,,,Размеры: Дл. 1.48
10612,2016-06-14T09:45:48Z,Два карандаша,,,,,,,
711,2016-06-14T09:44:14Z,Автор: Аноним (модельер)    Школа / Место издания: Россия ?,КЕРАМИКА,,,,,,"Стиль: Роспись подглазурная: кобальтовое крытие, Синий.    Ссылка на каталоги / инвентари: В источнике:  форфор синий с золотом, другие сведения не содержатся."
21370,2019-03-20T09:33:07Z,"МОКМ КП-2646 Кварц с арсенопиритом. Минерал, размер не зафиксирован. Поступление 1969 г.",РАЗНОЕ,Объект является культурной ценностью,,,,Не зафиксировано,Не зафиксировано
13271,2016-06-14T09:46:03Z,Фотография,,,,,,,
22497,2021-01-25T09:25:51Z,Монета «1 полтинник». СССР. 1925 г. ОФ-1038,МОНЕТА / МЕДАЛЬ,Объект является культурной ценностью,,,,Без видимых повреждений,ОФ-1038
1364,2016-06-14T09:44:36Z,"Застава (название изначальное)    Автор: Смирнов Василий Николаевич (художник)    Школа / Место издания: Россия, Палех    Художественно-производственные мастерские Палехского отделения Худфонда РСФСР    Период оригинала: 20 век",ЖИВОПИСЬ,,20,14,,,"Размеры: В. 20, Ш. 14 (крышка ?) /В. 14, Ш. 20 (крышка ?)    Характер подписи: 408 ?"
2833,2016-06-14T09:44:44Z,"Богоматерь Черниговская (название придуманное); Путеводительница / Богохранимая (название изначальное); Богоматерь Одигитрия (название употребляемое); Богоматерь Одигитрия Черниговская Гефсиманская (название предполагаемое)    В русском оригинале (переводе): Одигитрия (греческий, название изначальное)    Автор: Аноним (художник)    Школа / Место издания: Россия    Период оригинала: 19 век ?; 1 четверть 20 век ?",,,130,96,,,"Стиль: С окладом/ризой: сплошной оклад; Эмаль: оклад, риза ?    Размеры: В. 130, Ш. 96 (в окладе)    Ссылка на каталоги / инвентари: Название ""Б. Ченстоховская"" более подходит к данной иконографии, возможно еще ""Б. Споручица грешных"", требуется уточнение."
4385,2016-06-14T09:45:00Z,Домик с глициниями (название придуманное)    Автор: Крачковский Иосиф Евстафьевич (художник)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век; 1 четверть 20 век,ЖИВОПИСЬ,,73,55,,,"Стиль: Фиолетовый: сиреневый, розовый, цветы на кустах и вьющихся растениях;  Белый: дом; Зеленый: листья на кустах и вьющихся растениях; Синий: море; голубое небо    Размеры: В. 73, Ш. 55 (без обрамления)"
18979,2017-03-02T14:36:19Z,Плащаница,РЕЛИГИОЗНЫЙ ПРЕДМЕТ,Объект является культурной ценностью,160,80,,,
13858,2016-06-14T09:46:07Z,"Фотография членов семьи Романовых, их датских и английских родственников",,,,,,,
3657,2016-06-14T09:44:53Z,Святые Видящие Око (название придуманное); Всевидящее Око Божие (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 19 век,ИКОНА,,40,50,,,"Размеры: В. 40, Ш. 50 (приблизительно) / В. 50, Ш. 40 (приблизительно)"
22894,2022-02-08T07:00:07Z,"ЩКП-2201/3. Икона в окладе. Рождество Богородицы. XIX в. Дерево, левкас, темпера, олифа. 71х26,5 см",ИКОНА,Объект является культурной ценностью,,,,Живопись под потемневшей олифой,На обороте доски надпись простым карандашом: Ф Молена Павлу Яковлевичу ризу чек золочену 30 к пл.
16775,2016-06-14T09:46:35Z,Стихотворения    Автор: Баратынский Е.,,,,,,,"Инвентарный номер: КП-3140/39 , БТА 229"
11449,2016-06-14T09:45:51Z,Образ. Св. Алексей,,,,,,,
6488,2016-06-14T09:45:20Z,Татры (название изначальное)    Автор: Аноним (художник)    Школа / Место издания: Западная Европа,,,34,26,,,"Размеры: В. 34, Ш. 26 (лист ?)    Характер подписи: ? (О.)    Ссылка на каталоги / инвентари: В источнике не указана техника.  Состояние: после реставрации ( ?)."
7447,2016-06-14T09:45:29Z,"Жены Мироносицы (название придуманное); Святые Мария Магдалина, Марфа и Мария и другие Святые Жены Мироносицы (название последнее)    Автор: Аноним (иконописец); Аноним (мастер)    Школа / Место издания: Россия ?",ИКОНА,,25,35,,,"Стиль: С окладом: Латунь ?/ Медь ?/ Олово (сплавы) ?/ Белая жесть ?/ Другое ?    Размеры: В. 25, Ш. 35, Т. 2.5 (в окладе ?)"
4773,2016-06-14T09:44:44Z,Спас Вседержитель с житием (название придуманное)    Автор: Аноним (художник); Аноним (ювелир)    Школа / Место издания: Россия    Период оригинала: 18 век ?; 19 век ?,ИКОНА,,72,56,,,"Стиль: С венцами/накладками: венец -нимб вокруг головы Христа; Круг: центральная часть с образом Христа, вписанная в средник почти квадратной формы.    Размеры: В. 72, Ш. 56 (в окладе)"
10258,2016-06-14T09:45:33Z,Русская быль,,,25,,,,Размеры: В. 25 см (корешек)    Характер подписи: Библиотека Губполитпросвета    Инвентарный номер: Б 8862
15537,2016-06-14T09:46:26Z,Этюд. Стройплощадка Кузнецкого металлургического комбината им. И.В. Сталина. 1928 г.    Автор: Бачевский С.А.,ЖИВОПИСЬ,,62,26,,,"Размеры: В.26, Дл.62    Инвентарный номер: КП 2202"
21599,2020-03-13T07:28:24Z,"Брошь Серебро, золото. Штамповка, ручная работа. Размер: 5,4х1,1см. № по книге поступлений: ТМ КП- 1703 № по книге спецучёта: ДМ-193 № по ГК: 14818890","ЗОЛОТО, СЕРЕБРО / ЮВЕЛИРНОЕ ИЗДЕЛИЕ",Объект является культурной ценностью,,,,Незначительная потертость,нет
11155,2016-06-14T09:46:15Z,Колокольчик Валдайский,,,13.7,12.5,,,"Размеры: В. 12.5, Д. 13.7"
3948,2016-06-14T09:44:54Z,Божья Матерь (название старое); Богоматерь (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,,,10,8,,,"Стиль: Дерево ?    Размеры: В. 10, Ш. 8 (приблизительно)"
19707,2018-09-11T14:52:17Z,"Оттиск статьи Н.Д. Зелинского и В.С. Садикова ""Uber Produkte der katalytishen Spaltung von Gansefedern"" (""Продукты каталитического разложения гусиного пера""). Германия, г. Берлин. 1924 г. На 23 листах. На немецком языке. Типографский экземпляр с правкой, карандаш, чернила. Статья опубликована: журнал “Biochemische Zeitschrift” («Биохимический журнал»), том 147, выпуск 1/2. Бумага. 22,7х15,5 см. ПМ КП 30467/32",АРХИВНЫЕ ДОКУМЕНТЫ,Объект является культурной ценностью,,,,"Бумага пожелтела, по левому краю – отверстия от дырокола, следы проколов",Нет данных
12893,2016-06-14T09:46:01Z,Рамка,,,17.3,23.4,,,"Размеры: В. 17.3, Ш. 23.4"
6081,2016-06-14T09:45:17Z,Сошествие во ад / Воскресение (название изначальное); Воскресение Христово (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,,,22,22,,,"Размеры: В. 22, Ш. 22 (доска)    Ссылка на каталоги / инвентари: В источнике не указаны техника, материал и иконография, требуется уточнение."
2600,2016-06-14T09:44:16Z,за оборону Ленинграда (название записано; русский; лицевая сторона)    Период оригинала: 2 четверть 20 век,,,32,,,,"Размеры: Д. 32 мм    Характер подписи: За нашу Советскую Родину (О.)    Ссылка на каталоги / инвентари: СОВЕТСКИЕ НАГРАДЫ / 1996: с. 3, № 1; ОРДЕНА и МЕДАЛИ СССР: сс. 154-155"
9800,2016-06-14T09:45:36Z,Чайник,,,15.5,,,,"Размеры: В. 15,5 см    Инвентарный номер: Инв. № 33"
20360,2018-12-07T08:54:23Z,"МОКМ КП-229/3 Морское беспозвоночное. Класс Ракообразные. Сухой препарат, размер не зафиксирован. Поступление 1957 г.",ОБРАЗЦЫ ФЛОРЫ И ФАУНЫ,Объект является культурной ценностью,,,,Не зафиксировано,Не зафиксировано
14850,2016-06-14T09:46:16Z,Богородица,,,15,20,,,"Размеры: В. 15, Ш. 20"
