UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,COMMENTS,GROUP_ID,GROUP_ORDER
0b8179c7-8a73-4023-bf5e-f99fa70070dc,Book 2,Pillars,char-offset:159276,PLACE,http://pleiades.stoa.org/places/256198,Herakleios Porthmos/Gaditanum Fretum,-0550/0640,35.971667,-5.485833,"river,water-open",VERIFIED,,,,
b714b7d2-a9ab-407d-828a-ef984f408201,Book 4,Tet,char-offset:14750,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,
3e3f0dd6-9a68-444b-bc3f-d2f104a2b229,Book 3,pillars of Hercules,char-offset:96472,PLACE,http://pleiades.stoa.org/places/256198,Herakleios Porthmos/Gaditanum Fretum,-0550/0640,35.971667,-5.485833,"river,water-open",VERIFIED,,,,
31376006-af69-4910-9a95-b6bff6a48876,Book 13,Priapus,char-offset:16658,PLACE,http://pleiades.stoa.org/places/511375,"Priapus|Priapus/Pripos, Karabiğa",-0550/0640,40.412181,27.324347,settlement,UNVERIFIED,,,,
4f2c924c-e0a3-4490-81ef-e051fa37cce0,Book 4,Loire,char-offset:45236,PLACE,http://pleiades.stoa.org/places/138420,"Liger (river)|Liger, Loire",-0330/0640,47.2841,-2.173,river,VERIFIED,,,,
ba412a8c-a187-47a4-8d92-5f904a2148cd,Book 8,Corinth,char-offset:117065,PLACE,http://www.imperium.ahlfeldt.se/places/23911,,,,,,UNVERIFIED,,,,
9114629a-2e84-462d-88cb-87bd7debc1c5,Book 8,Pylus,char-offset:52929,PLACE,,,,,,,UNVERIFIED,,,,
b30f9c49-b594-4aa7-8a05-44142275d919,Book 6,Pandosia,char-offset:11292,PLACE,http://pleiades.stoa.org/places/456108,"Kastrion|Pandosia?|Pandosia, Trikastro|Pandosia?, Kastri|Pandosia|Pandosia, Castrolibero",-0750/0300,39.2828511,20.6685125,"unlocated,settlement",VERIFIED,,,,
f5279440-fbe9-4f4d-aa81-9bb7c3d2d9e0,Book 2,Cyrenaic,char-offset:151087,PLACE,http://pleiades.stoa.org/places/373777,Cyrenaica,-0030/0300,32.5492926758593,21.61781634320689,region,VERIFIED,,,,
866ad872-08ee-4502-a4de-6334a2e628ac,Book 5,Poplonium,char-offset:37012,PLACE,http://pleiades.stoa.org/places/403212,"Fufluna/Populonium|Populonia/Fufluna, Populonia, Piombino",-0750/2100,42.988066,10.489679,"settlement,cemetery,mine",VERIFIED,,,,
4e4839ad-7191-4f7d-8db0-9ff64227f395,Book 8,Pylians,char-offset:12131,PLACE,,,,,,,UNVERIFIED,,,,
8958366b-b6c6-44fe-a473-053d00545d61,Book 13,Practius,char-offset:23756,PLACE,http://pleiades.stoa.org/places/446279,Pactius (river),-0030/0300,,,"unlocated,river",UNVERIFIED,,,,
776fee2d-4a7a-442f-b37e-011d3a7fc0b5,Book 13,Ida,char-offset:7777,PLACE,,,,,,,UNVERIFIED,,,,
cddb7f84-a8e4-4955-831b-31d779970821,Book 8,Phocis,char-offset:7144,PLACE,http://pleiades.stoa.org/places/541048,Phocis,,38.25,22.25,unknown,UNVERIFIED,,,,
6704d6f1-a0c1-4931-93fc-ebf9a1200bcc,Book 9,Thessaly,char-offset:122860,PLACE,http://sws.geonames.org/6164831,Thessalon,,46.25006,-83.5666,,UNVERIFIED,,,,
4213deb2-17b1-429e-b51b-b740d2fb5400,Book 4,Galatæ,char-offset:12319,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,
d4ba1fb2-0e6b-4c53-8a55-79d8aaafded0,Book 4,Rhone,char-offset:14223,PLACE,http://pleiades.stoa.org/places/109277,"Rhenus (river)|Rhenus, Rhein",-0330/0640,51.981667,4.080556,river,VERIFIED,,,,
29de8643-6bbe-4f64-89d4-af6c65159cf8,Book 15,Egypt,char-offset:2533,PLACE,,,,,,,UNVERIFIED,,,,
7268e23f-8796-44b2-8119-4fefda2702c4,Book 8,Scepsis,char-offset:112719,PLACE,http://pleiades.stoa.org/places/252234,Scissis,-0330/-0030,,,unlocated,UNVERIFIED,,,,
f910b9aa-c9eb-4212-a785-b455480788bf,Book 6,Daunia,char-offset:63845,PLACE,http://pleiades.stoa.org/places/442564,Daunii,-0750/-0030,41.42095920991551,15.437736326818998,people,VERIFIED,,,,
4557ea93-b31d-4e05-89e5-6ee54bbdd6b2,Book 3,Iberia,char-offset:622,PLACE,http://pleiades.stoa.org/places/992072,Hispaniae,,37.5,-7.5,province,VERIFIED,,,,
2ca57a3b-5c6b-4319-b259-768b70fecdde,Book 3,Attica,char-offset:93353,PLACE,http://pleiades.stoa.org/places/579888,Attica,-0750/0640,38.051998833333336,23.8189911,region,VERIFIED,,,,
f8606cb1-7790-4477-b0dc-e78d5fbbd0a1,Book 8,Olympia,char-offset:60667,PLACE,,,,,,,UNVERIFIED,,,,
d31fccce-1c39-47c3-8d63-163e28420369,Book 8,Argos,char-offset:99653,PLACE,http://sws.geonames.org/200844,,,,,,UNVERIFIED,,,,
58de25ec-21f1-48be-a514-968dd9724a60,Book 4,Narbonnaise,char-offset:13258,PLACE,http://pleiades.stoa.org/places/246347,"Col. Narbo Martius|Col. Narbo Martius, Narbonne|Narbonne",-0750/2100,43.184722,3.003611,settlement,VERIFIED,,,,
9d17a194-2afb-47b4-b6b0-059b25b4557a,Book 5,Concordia,char-offset:12456,PLACE,http://pleiades.stoa.org/places/393441,"Iulia Concordia|Iulia Concordia, Concordia Sagittaria|Concordia Sagittaria",-0750/0640,45.75594,12.84547,settlement,VERIFIED,,,,
396ad724-1e64-43af-8912-c3a5bcc9a15c,Book 6,Herdonia,char-offset:74037,PLACE,http://pleiades.stoa.org/places/442613,"Herdoniae/Ardaneae/Civitas Serdonis|Herdoniae/Ardaneae/Civitas Serdonis, Ordona",-0750/2100,41.31067,15.62197,settlement,VERIFIED,,,,
63dba5ce-1e52-4fc1-b6f8-4e14ce43caf7,Book 3,Douro,char-offset:81408,PLACE,http://pleiades.stoa.org/places/236455,Durius (river),-0330/0640,41.32880655,-7.032423,river,VERIFIED,,,,
928b48d4-3e31-4927-a1ae-487d2e18046d,Book 13,Æsepus,char-offset:14783,PLACE,http://sws.geonames.org/5116667,,,,,,UNVERIFIED,,,,
e7c3bc6a-ca67-4e49-a6da-5453f2ac894a,Book 6,Leucopetra,char-offset:19011,PLACE,http://pleiades.stoa.org/places/452366,"Leucopetra Pr.|Leucopetra Pr./Bruttium Pr., Punta di Pellaro",,38.016667,15.633333,cape,VERIFIED,,,,
377e87a9-c615-476b-935c-8656acd13d53,Book 6,Locri,char-offset:20043,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,
a5e874ff-a1c1-48ab-b0ed-73523b2eeb66,Book 15,India,char-offset:98596,PLACE,http://sws.geonames.org/146588,,,,,,UNVERIFIED,,,,
bfe801c2-e431-4700-a7d8-a19d99c99f28,Book 8,sacred Elis,char-offset:22342,PLACE,http://pleiades.stoa.org/places/570220,"Elis|Elis, Elis",-0750/0300,37.89131,21.37493,"theatre,settlement",UNVERIFIED,,,,
ac1f7764-b538-40af-9919-1306d50538b3,Book 6,Caulonia,char-offset:25218,PLACE,http://pleiades.stoa.org/places/452295,Caulonia|Caulonia,-0330/0300,38.382526,16.409844,settlement,VERIFIED,,,,
494a8dfd-98e5-40ba-8ddf-23b067a601a1,Book 4,Seine,char-offset:62287,PLACE,http://pleiades.stoa.org/places/109341,"Sequana (river)|Sequana, Seine (La)",-0330/0640,49.43389,0.20667,river,VERIFIED,,,,
d57603e0-99a6-41f5-905a-9f5921f69798,Book 4,Ligurian,char-offset:69915,PLACE,http://pleiades.stoa.org/places/383698,Liguria,-0750/0640,44.22656549434755,9.235707726672372,region,VERIFIED,,,,
a6b2aa79-af9e-4f66-91cb-aabccc881993,Book 5,Samnium,char-offset:86955,PLACE,http://pleiades.stoa.org/places/433078,Samnium,-0330/0300,41.405755,14.178842,region,VERIFIED,,,,
a786d575-4edc-4f00-88e1-595f5ee1efba,Book 10,Eubœa,char-offset:1902,PLACE,http://pleiades.stoa.org/places/462203,"Euboia?|Euboia?, Licodia Eubea",-0750/-0030,37.15496,14.69995,settlement,UNVERIFIED,,,,
e9bb89e2-834c-4e80-8bb6-635d214be58c,Book 6,Asia,char-offset:78856,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,
