UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,COMMENTS,GROUP_ID,GROUP_ORDER
7e6e2835-a920-4039-ae95-2729652e9757,Book 5,Volsci,char-offset:57203,PLACE,http://pleiades.stoa.org/places/433208,41.60201343,13.17762716,people,VERIFIED,,,,
92e76b12-1f06-4a9c-9253-8cae3f8e0acd,Book 2,Cimmerian Bosphorus,char-offset:156222,PLACE,http://pleiades.stoa.org/places/854675,45.35,36.65,water-open,VERIFIED,,,,
f1327797-6428-405a-9cd1-77f5df42ed60,Book 2,Thapsacus,char-offset:32503,PLACE,http://pleiades.stoa.org/places/674270,31.5,44.5,unlocated,VERIFIED,,,,
266cb7d5-3d1b-4d0c-98cb-a58608a50d42,Book 3,Ulterior Iberia,char-offset:64160,PLACE,http://pleiades.stoa.org/places/992072,37.5,-7.5,province,VERIFIED,,,,
fdcb0fb9-36fc-47f6-8352-bb63e384167d,Book 3,Orospeda,char-offset:69400,PLACE,http://pleiades.stoa.org/places/265992,38.01367,-2.78376,mountain,VERIFIED,,,,
6c40f00d-0d6b-4349-ada8-53ee37190acc,Book 5,Ostia,char-offset:65109,PLACE,http://pleiades.stoa.org/places/422995,41.7548549,12.287656,"taberna-shop,urban,theatre,church,settlement,plaza",VERIFIED,,,,
a9db465e-2beb-43b6-af61-2fedc7775cde,Book 5,Rome,char-offset:78803,PLACE,http://pleiades.stoa.org/places/423025,41.89262,12.4843457,"settlement,urban",VERIFIED,,,,
5ad72507-95fb-4daf-bf27-6ac4a95e422f,Book 4,Rhine,char-offset:1629,PLACE,http://pleiades.stoa.org/places/109277,51.981667,4.080556,river,VERIFIED,,,,
c0f79d06-7251-4e84-8f49-76b690e206b0,Book 2,Sea of Sicily,char-offset:150994,PLACE,http://pleiades.stoa.org/places/1282,37.5,17.5,water-open,VERIFIED,,,,
0b80231e-1226-4b52-a9d9-3b3a7ca63427,Book 2,Marseilles,char-offset:149613,PLACE,http://pleiades.stoa.org/places/148127,43.299467,5.365307,settlement,VERIFIED,,,,
16e7d344-a4eb-4518-9712-889bd7d09f9b,Book 3,SPAIN,char-offset:136,PLACE,http://pleiades.stoa.org/places/992072,37.5,-7.5,province,VERIFIED,,,,
255bc586-b56d-46e1-8e56-73505b076c18,Book 2,Britain,char-offset:131073,PLACE,http://pleiades.stoa.org/places/981513,52.5,-2.5,province,VERIFIED,,,,
