name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Кропоткинский филиал Краснодарской краевой библиотеки для слепых имени А. П. Чехова,"край Краснодарский,р-н Кавказский,г Кропоткин,ул Красная,д 164",40.559169,45.433535,"Свои двери Кропоткинский филиал Краснодарской краевой специальной библиотеки для слепых им. А. П. Чехова открыл для читателей 26 декабря 2019 года. Филиал обслуживает людей из трех прилегающих районов – Тбилисского, Кавказского, Гулькевического, являясь информационным, культурным и досуговым центром для инвалидов по зрению и не только. Расположение филиала в центре города, на территории Дворца культуры, позволяет обслуживать 250 пользователей, проводить масштабные культурные мероприятия (в общей сумме с библиотечными это более 60 мероприятий за год), а посещаемость приравнивается к 3 300 за год. Здесь уже успели сформироваться кружки по интересам и клуб развития творческих талантов «Аметист». Пользователям предоставляются услуги не только в стенах библиотеки – для удаленных пользователей есть регистрация, справки и консультации по телефону, электронная библиотека av3715 и др.",Краснодарский край,2022-03-14T08:10:04Z,2023-05-25T10:53:30Z,08:00:00,16:30:00,08:00:00,16:30:00,08:00:00,16:30:00,08:00:00,16:30:00,08:00:00,16:30:00,,,,
Центральная библиотека р. п. Вача,"обл Нижегородская,р-н Вачский,рп Вача,ул Ленина,д 8а",42.773139,55.803013,"Библиотека была создана в 1937 году. Ее фонд насчитывает более 45 тыс. экземпляров книг. Читателей – более 4 тыс. человек.Сотрудничая с социальными партнерами, библиотека работает по различным направлениям. Основные из них: духовно-нравственное, гражданско-патриотическое, правовое воспитание; краеведение; издательская деятельность и др. Наиболее запомнившиеся читателям мероприятия, организованные и проведенные библиотекой, – это презентация регионального сборника православных стихов «Ковчег» в рамках сетевой акции «Библионочь», акция к Общероссийскому дню библиотек «Нескучные дни», цикл мероприятий, посвященных 95-летию ВЛКСМ, арт-салон «Встреча с прекрасным» ко Дню поселка. Библиотека будет рада приобрести новых друзей и единомышленников.",Вачский район,2021-07-12T10:12:14Z,2023-04-14T09:33:43Z,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,17:00:00,,,09:00:00,14:00:00
Кубанская поселенческая библиотека,"край Краснодарский,р-н Новопокровский,п Кубанский,ул Ленина,д 31",40.58036,45.929057,"Кубанская библиотека одна из старейших библиотек Новопокровского района. Она образована 30 октября 1930 года. Первым фондом библиотеки был подарок Н. К. Крупской–100 книг. Во время войны фашисты сожгли все книги. В настоящее время фонд библиотеки составляет 22808 экземпляров. В библиотеке работала заслуженный работник культуры России Фуникова Т.В.. В теченее всех 90 лет существования библиотеки она была одной из лучших в районе. Ей было присвоено звание «Библиотека лучшей работы». Библиотекари всегда участники общепоселковых мероприятий. На мероприятия, проводимые в библиотеке приходят учащиеся детского сада, школы и многоотраслевого техникума. Библиотекари поздравляют на дому тружеников тыла с юбилеями. Библиотека тесно сотрудничает с Советом Ветеранов, Домом Культуры и другими учреждениями. Читатели библиотеки встречаются в клубах «Гармония» и «Вдохновение». Активно участвуя в общественной жизни поселка, библиотека создает информационное пространство, востребованное населением.",Новопокровский район,2022-03-24T09:51:16Z,2023-03-01T10:07:53Z,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,
Степно-Баджейская сельская библиотека,"край Красноярский,р-н Манский,с Степной Баджей,ул Щетинкина,д 5А",93.755172,55.203848,"Библиотека основана в 1955 году. Ее фонд состоит из 5 145 экземпляров, пользователи – 275 человек. Библиотека ведет работу с разными категориями читателей: служащими, рабочими, пенсионерами, домохозяйками, молодежью, учащимися, детьми. Индивидуальная работа организуется с учетом личностных особенностей пользователей. С каждым пожилым человеком проводится беседа при записи в библиотеку, рекомендательные беседы при подборе литературы, беседы о прочитанных книгах, обсуждение того или иного вопроса. В библиотеке действуют кружки «Книгаренок» (5+) и «Диалог» (14+). Проводятся выставки и обзоры, тематические полки, викторины, диспуты, различные акции и другое. Библиотека принимает участие в конкурсах разного уровня. Является социальным и культурным центром села, осуществляет связь с местным сообществом, проведение совместных мероприятий со школой и Домом культуры.",Манский район,2021-05-19T12:38:19Z,2023-07-06T07:51:21Z,12:00:00,16:30:00,12:00:00,16:30:00,12:00:00,16:30:00,12:00:00,16:30:00,12:00:00,16:30:00,,,12:00:00,16:30:00
Стародеревенская библиотека,"обл Владимирская,р-н Ковровский,д Старая,ул Совхозная,д 35",41.478828,56.399527,"Стародеревенская библиотека открыта в 1964 году. Библиотека находилась с начала ее образования в восьмилетней школе. В дальнейшем библиотеку перевезли в Дом культуры. В библиотеке работают любительские объединения: для детей – кружок «Сказка своими руками», а для взрослых – клуб «Собеседница». В своей работе библиотека уделяет особое внимание всестороннему развитию личности как детей, так и взрослых, проводит много мероприятий по этнохудожественному творчеству. Фонд библиотеки составляет 4,5 тыс. экземпляров документов. Количество пользователей – 200 человек.Площадь – 60 кв. м.Библиотека имеет 2 компьютера с доступом к сети Интернет, МФУ.",Ковровский район,2019-04-09T13:40:27Z,2023-01-30T09:48:16Z,,,,,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00
Староянашевская сельская библиотека,"Чувашия Чувашская республика,р-н Яльчикский,д Старое Янашево,ул Магазинная,д 32",47.97619,55.192101,"В 1903 году в деревне была открыта первая школа. В 1983 году построена новая начальная школа. В старом здании школы теперь уже в одной половине находилась канцелярия, в другой – библиотека, которой заведовал Оленкин И.А. Библиотека выписывала два экземпляра газет, играли в шашки – шахматы, в домино. Проводились собрания, концерты, беседы, лекции, выпускали стенгазеты. В 1935 году в библиотеке в дневное время работала Щипцова Юлия, а ночью – Романов К.Р. К этому времени в библиотеке находилась бильярдная, было 9 радиоприемников. Сельсовет выделил деньги на покупку книг, и книги стали брать на дом. В 1936-1937 годах слушали лекции по радио из Москвы о колхозе, о политике, пользовались наушниками. Грамотных на тот момент было 15 человек. В библиотеке проводились лекции, игры. В 1940-1947 годах в библиотеке работала Пчелова М.Г., а после войны – Щипцов И.А. Увеличилось число читателей. В 60-ых годах библиотекой заведовал Скворцов И.И., в 70-ых годах работали Журавлев Н.Е., Зайцева Т.Г., Скворцова Т.В. С 1973 по 2011 год библиотекарем была Пчелова Н.П.",Яльчикский район,2015-07-24T09:47:34Z,2023-02-09T09:04:03Z,08:00:00,15:00:00,,,,,08:00:00,15:00:00,,,08:00:00,12:00:00,,
Муниципальная детская библиотека им. П. С. Комарова,"обл Амурская,г Благовещенск,ул Лазо,д 42",127.564094,50.256656,"Дата основания – февраль 1950 года.Основные направления работы:развитие навыков грамотности чтения и непрерывного самообразования;привлечение детей к участию в общественной жизни;удовлетворение информационных, культурных и досуговых потребностей;краеведческое направление.Библиотека выполняет выдачу книг на дом и в читальный зал, поиск информации, подбор литературы по конкретным темам. Фонд – 11 168 экземпляров. Основное содержание: отраслевая и художественная литература, периодические издания, литература для детей до 14 лет и руководителей детским чтением.Структура библиотеки: читальный зал, абонемент.Библиотечные услуги:предоставление информации в виде аналитического обзора, библиографического списка, тематической подборки;выдача книг под залог иногородним читателям;домашний абонемент.Дополнительные сервисные услуги:ксерокопирование;распечатка текста;сканирование;ламинирование;брошюрование;выход в интернет;запись на электронные носители;выполнение библиографических справок с использованием интернета.Категория пользователей – для детей до 14 лет и руководителей детским чтением.",Благовещенск,2016-09-27T06:17:51Z,2023-02-16T11:50:01Z,10:00:00,18:00:00,10:00:00,18:00:00,,,10:00:00,18:00:00,10:00:00,18:00:00,09:00:00,17:00:00,09:00:00,17:00:00
Быкасовская сельская библиотека,"обл Владимирская,р-н Гороховецкий,д Быкасово,ул Центральная,д 1",42.584088,55.966922,"Быкасовская сельская библиотека – самая удаленная библиотека от Гороховца. Она обслуживает 172 пользователя, ее книжный фонд насчитывает 17 652 экземпляра. Открыта библиотека в 1955 году при начальной школе. В настоящее время библиотека расположена в здании сельского клуба, поэтому и работают эти учреждения всегда дружно и сообща. Крупные мероприятия, такие как День деревни, Масленица, 9 Мая, День памяти и скорби, всегда проводятся совместно. Библиотека успешно реализует гражданско-патриотический проект «Долг и память», в рамках которого проводится множество мероприятий для ветеранов деревни. В эту работу активно вовлечены волонтеры – это местные подростки и молодежь, активные читатели библиотеки. Проводятся акции «Чистый обелиск», «Поздравь ветерана», «Сохраним память на века» и др. Краеведение – также приоритетное направление деятельности библиотеки. Заведующий собирает материалы об истории деревни, о местных народных умельцах и поэтах, фиксирует обычаи и традиции деревни. Быкасово – многонациональная деревня, поэтому силами клуба и библиотеки здесь был создан Музей национальных культур. Много мероприятий проводится с детьми и подростками: часы памяти, уроки мужества, виртуальные путешествия, познавательные игры и др.",Гороховецкий район,2023-05-16T10:47:58Z,2023-05-16T13:24:01Z,,,15:00:00,18:00:00,15:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,,,,
Ельничная сельская библиотека,"обл Свердловская,р-н Алапаевский,п Ельничная,ул Клубная,стр 17",61.878634,58.110113,"Ельничная библиотека была открыта в 1973 году в помещении клуба. Обслуживает немногочисленных жителей лесного поселка. Для них проводятся культурно-просветительские мероприятия, работает клуб садоводов и огородников «Росток», организуются книжные выставки. Большое внимание библиотека уделяет краеведению: собирает материалы об истории поселка, школы, железной дороги, поддерживает общение между нынешними и бывшими жителями, ведет группу в соцсети. Шагая в ногу со временем, она участвует в проектной деятельности, сотрудничает с общественными организациями, Домом культуры и администрацией. Для детей проводятся литературные игры, викторины, познавательные беседы и презентации. Книжный фонд насчитывает 5 900 экземпляров.",Алапаевский район,2023-03-29T04:19:50Z,2023-03-31T11:13:16Z,14:00:00,17:40:00,14:00:00,17:40:00,14:00:00,17:40:00,14:00:00,17:40:00,14:00:00,17:40:00,,,,
Дмитриевская межпоселенческая библиотека,"обл Курская,р-н Дмитриевский,г Дмитриев,ул Ленина,д 59",35.0798043608665,52.1283180323077,"МКУК «Межпоселенческая библиотека Дмитриевского района» является старейшим информационным культурным и просветительским центром для населения Дмитриевского района. Библиотека была создана в 1892 году как библиотека Дмитриевского уездного земства. В 1919 году была переименована в Дмитриевскую районную библиотеку, а в 1975 году стала именоваться Центральной библиотекой Дмитриевского района. В структуре библиотеки 22 филиала.Книжный фонд библиотеки составляет 214 575 экземпляров документов. Читателями являются около 11 000 населения Дмитриевского района.Библиотека является методическим центром для библиотек Дмитриевского района. Коллектив активно сотрудничает с учреждениями образования и культуры, различными организациями и объединениями города и района.Успеху работы библиотеки способствуют реализация проектов, программ, комплексных тематических планов. Неустанный поиск нового и умение воплотить его в жизнь – основное кредо всего персонала.",Дмитриевский район,2020-05-15T10:26:52Z,2024-02-05T11:27:45Z,,,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,18:00:00,10:00:00,18:00:00
