name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Библиотека-филиал «Мир семьи» г. Северска,"обл Томская,г Северск,ул Ленина,д 38",84.876987,56.600931,"Дата основания: 1950 год. Фонд – 15 000 изданий. Ежегодно библиотеку посещает более 18 тысяч жителей Северска.Девиз библиотеки: «Вернем в наш XXI век уют домашнего семейного чтения!» Филиал «Мир семьи» – это:книги и периодические издания для всей семьи по различным отраслям знаний, а также классика, историческая и приключенческая проза, детективы и поэзия, все, что интересно современному читателю;уникальные издания по живописи, графике, скульптуре, архитектуре, альбомы репродукций картин как отдельных мастеров, так и целых художественных направлений в искусстве;вернисажи северских художников и фотографов;встречи с артистами, литераторами и общественными деятелями в клубе «Собеседник»;литературные вечера и праздники «Отдыхаем всей семьей»;мастер-классы в клубе «Рукодельница». Традиционно много внимания в библиотеке уделяется работе с читающими семьями, воспитанниками детских садов и их родителями.",ЗАТО Северск,2018-08-03T06:29:10Z,2023-03-28T09:45:08Z,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,,,,
Сятракасинская сельская библиотека,"Чувашия Чувашская республика,р-н Мариинско-Посадский,д Сятракасы,ул Центральная,д 42",47.948261,55.920825,"Сятракасинская сельская библиотека размещена в одноэтажном деревянном здании. Обслуживает 351 пользователя, из них: дети до 14 лет – 143, молодежь от 15 до 30 лет – 53. Направление деятельности библиотеки – досуговый центр. Также функционирует клуб «Читайка». Фонд библиотеки составляет 11 029 экз., в том числе: 3 наименования периодических изданий, 4 691 издание на чувашском языке. Сервисные услуги: распечатка документов, сканирование, предоставление компьютерной техники для самостоятельной работы, интернет. Библиотека обеспечивает сельским жителям свободный доступ к информации, знаниям. В обслуживании граждан использует традиционные и новейшие информационные технологии, фонды документов и современные носители информации, обеспечивает доступ в глобальное информационное пространство, содействует формированию информационного общества. Заботится о развитии подрастающего поколения и о людях, нуждающихся в социокультурной поддержке.",Мариинско-Посадский район,2021-03-17T13:22:34Z,2023-02-21T09:39:40Z,,,13:30:00,19:00:00,13:30:00,19:00:00,13:30:00,19:00:00,13:30:00,19:00:00,13:30:00,19:00:00,13:30:00,19:00:00
Тарасовская сельская библиотека,"обл Иркутская,р-н Балаганский,д Тарасовск,ул Набережная,д 13",102.915931,54.371406,"Тарасовская библиотека стремится ко всесторонней поддержке всех слоев населения. Особое внимание уделяется подрастающему поколению и работе по привлечению новых читателей. Пользователи библиотеки успешно применяют для своих нужд библиотечный фонд, в который включены книги, журналы, различные справочники и энциклопедии. Также для нахождения информации по запросу посетителя предоставляется в пользование интернет-ресурсы. Кроме работы с читателями, библиотекарь проводит мероприятия разного направления и характера. Особое внимание уделяется патриотическому воспитанию, для этого проводятся различные выставки, уроки мужества, исторические часы, беседы. Мероприятия разделяются с учетом возрастных категорий пользователей. Библиотека плодотворно сотрудничает с Тарасовской начальной школой. Книжный фонд на начало 2022 года составляет более 7000 экземпляров.",Балаганский район,2022-04-06T07:01:26Z,2023-02-22T07:03:12Z,16:00:00,19:00:00,16:00:00,19:00:00,16:00:00,19:00:00,16:00:00,19:00:00,16:00:00,19:00:00,16:00:00,19:00:00,,
Михайловская модельная библиотека – филиал № 14,"обл Оренбургская,р-н Курманаевский,с Михайловка,ул Ленина,двлд 14",51.939242,52.38895,"Михайловская библиотека работает с 1934 года, с 2018 года имеет статус модельной. Фонд – 8 494 экз. Число читателей – 479 человек. Число посещений – 8 500. Михайловская модельная сельская библиотека – филиал № 14 осуществляет активную информационно-просветительскую деятельность, культурно-досуговое обслуживание населения. Библиотека принимает участие в различных конкурсах и акциях, среди них – «В Покров день платок надень», «Аксаковские дни в Оренбуржье», фестиваль «Обильный край благословенный», «Неделя культуры в Оренбуржье», «Библионочь», «Читаем детям о войне», «Бессмертный полк», «Ночь искусств», «Культурная суббота» и др. В библиотеке ведут активную работу три объединения: «Нам года не беда», «Сказка», «Книжкина больница». В рамках краеведческого просвещения реализуются проекты «К истокам народной культуры», «Традиции. Духовность. Возрождение», проводятся занятия по изучению родного края, природы и чувашской культуры. По экологическому просвещению осуществляются проекты «Ребенок. Книга. Экология», «Войди в природу с чистым сердцем», по патриотическому воспитанию – «Нам дороги эти позабыть нельзя», по продвижению чтения – «Читаем книги круглый год», «Книги – лучшие друзья».",Курманаевский район,2022-11-01T10:40:29Z,2022-11-07T09:28:47Z,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00
Библиотека № 3 г. Октябрьский,"Респ Башкортостан,г Октябрьский,ул Кооперативная,д 144",53.529296,54.512899,"Библиотека была открыта в 1952 году, располагает универсальным фондом, который насчитывает около 19 тысяч единиц хранения.Приоритетными направлениями работы являются продвижение книги, чтения, дифференцированное обслуживание пользователей, патриотическое воспитание.Взрослых читателей и молодежь ждут в библиотеке актуальные выставки художественных и научно-популярных изданий, часы общения, литературные вечера и встречи, увлекательные литературные игры и викторины, виртуальные путешествия.В нашей библиотеке:внимательные сотрудники;книги на любой вкус;познавательный отдых;неформальное общение;Здесь Вам помогут:найти нужную информацию;подобрать литературу;провести свободное время интересно и содержательно",Октябрьский,2023-03-21T07:14:36Z,2023-03-24T11:07:44Z,14:00:00,18:00:00,14:00:00,18:00:00,14:00:00,18:00:00,14:00:00,18:00:00,14:00:00,18:00:00,,,,
Сабур-Мачкасская сельская библиотека,"Респ Мордовия,р-н Чамзинский,с Сабур-Мачкасы,ул Советская,д 56",45.8754952199937,54.4776314165528,"Структурное подразделение «Сабур-мачкасская сельская библиотека» муниципального бюджетного учреждения «Центральная районная библиотека» Чамзинского муниципального района Республики Мордовия основано в 1911 году. Фонд библиотеки – 6 515 экземпляров. Число читателей – 482. Число посещений – 6 322. Работа библиотеки плодотворная, яркая, наполненная общественно значимыми событиями, литературными и библиотечными юбилеями, акциями и конкурсами. Мероприятия проводятся по всем направлениям деятельности. Постоянно ведутся рекомендательные беседы при выдаче литературы. Проводятся различные конкурсы среди читателей.",Чамзинский район,2020-09-07T07:57:30Z,2023-01-31T07:28:09Z,09:00:00,16:00:00,09:00:00,16:00:00,,,09:00:00,16:00:00,09:00:00,15:00:00,12:00:00,15:00:00,,
Межпоселенческая центральная библиотека имени К. С. Черканова,"край Камчатский,р-н Быстринский,с Эссо,ул 50 лет Октября,д 11",158.695632,55.926464,"Начиная с 1933 г. с избы-читальни и до наших дней Межпоселенческая центральная библиотека им. К. С.Черканова – культурный центр Быстринского района. Фондом, состоящим из 47 тысяч книг, журналов и газет пользуются жители района и его многочисленные гости. Пять отделов библиотеки оснащены современной аппаратурой: телевизоры, 11 компьютеров, ксерокопирующее и брошюровочное оборудование. На базе компьютерного класса в библиотеке действуют: «Интернет-кафе для бабушек» и молодежный киберспортивный клуб SK's, целью которого является популяризация киберспорта в Быстринском районе. Неизменной популярностью у гостей Быстринского района пользуются фильмы на тему краеведения и музей «Топтыгин и Топтыжка», который был создан в 1999 году при библиотеке совместно с учащимися и преподавателями средней общеобразовательной школы.",Быстринский район,2017-10-26T03:41:04Z,2023-03-20T12:30:26Z,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,10:00:00,19:00:00,,
Красноярская сельская библиотека,"обл Омская,р-н Большереченский,с Красный Яр,ул Советов,д 4",74.618676,56.146177,"Красноярская сельская библиотека является филиалом № 16 бюджетного учреждения культуры в сфере культурно-досуговой деятельности и библиотечного обслуживания населения «Культура». Библиотека в селе Красный Яр была создана в 1956 году. Фонд насчитывает 10 633 экземпляра документов. Количество пользователей – 987 человек. Деятельность Красноярской сельской библиотеки направлена на экологическое просвещение населения. Библиотекарь активно реализует проект «Зеленый грот», который направлен на воспитание экологической грамотности и ответственности за сохранность окружающей среды. В библиотеке работают клубы по интересам – «Субботея» (для женщин) и «Клуб любознаек» (для детей).",Большереченский район,2022-07-14T08:34:18Z,2022-07-14T11:29:24Z,,,10:30:00,19:00:00,10:30:00,19:00:00,10:30:00,19:00:00,10:30:00,19:00:00,11:00:00,18:00:00,,
Библиотека-филиал № 1 п. Раздолинска,"край Красноярский,р-н Мотыгинский,пгт Раздолинск,ул Комсомольская,стр 11",94.615327,58.420461,"Библиотека-филиал № 1 находится в правом крыле Дома культуры «Горняк» на втором этаже и обслуживает все население поселка. В ней имеются 3 зала: взрослый абонемент, детский абонемент и читальный зал. Библиотека сотрудничает со средней школой, Раздолинским филиалом Енисейского многопрофильного техникума, детскими садами. Библиотека имеет фонд универсального содержания, который насчитывает 24 609 экземпляров. Площадь – 127 кв. м. Ежегодно обслуживается 1 750 читателей. В течение года библиотеку посещает свыше 15 000 пользователей. Работают 2 клубных формирования: детский игровой клуб «Вместе» и молодежный клуб «Эрудит». Специалисты библиотеки стремятся сделать свои мероприятия более интересными, привлекательными для пользователей, используя для этого различные формы работы. Мероприятия дополняют слайдовые презентации, игровые моменты, викторины, мастер-классы.",Мотыгинский район,2023-06-27T10:33:19Z,2023-06-27T11:48:44Z,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,,,10:00:00,18:00:00
Воробьевская сельская библиотека,"обл Курская,р-н Солнцевский,х Малиновка,ул Можайская,д 2",36.735777,51.469878,"Воробьевская сельская библиотека начала свою деятельность в 1940 году и на сегодняшний день является структурным подразделением Солнцевской межпоселенческой библиотеки.Ежегодно библиотеку посещают около 200 пользователей. Книжный фонд включает 9 964 экземпляра.Ведется большая работа по гражданско-патриотическому воспитанию, духовно-нравственному просвещению, краеведению, экологическому просвещению, пропаганде здорового образа жизни, продвижению книги и чтения среди населения. В библиотеке работают кружок «Живи, книга» и клуб «В гостях у книжки». Библиотекарь помогает читателям в выборе книг и получении необходимой информации.",Курская область,2021-10-15T09:34:53Z,2023-02-21T13:30:33Z,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,13:00:00,,
