author,title,text,published,plot
"Aldrich, Thomas Bailey",Marjorie Daw,"August 8, 1872.",1869,"The story is written as a series of letters between two friends, John Flemming and Edward Delaney. When John breaks his leg and can't get about in fine summer weather, Edward starts writing about a beautiful and kind young woman named Marjorie Daw. John becomes madly smitten and determined to intervene. At last, Edward confesses what had been meant as a diversion: ""For oh, dear John [. . . ] -- there isn't any Marjorie Daw!"""
"Aldrich, Thomas Bailey",Marjorie Daw,"August 9, 1872.",1869,"The story is written as a series of letters between two friends, John Flemming and Edward Delaney. When John breaks his leg and can't get about in fine summer weather, Edward starts writing about a beautiful and kind young woman named Marjorie Daw. John becomes madly smitten and determined to intervene. At last, Edward confesses what had been meant as a diversion: ""For oh, dear John [. . . ] -- there isn't any Marjorie Daw!"""
"Aldrich, Thomas Bailey",Marjorie Daw,"August 11, 1872.",1869,"The story is written as a series of letters between two friends, John Flemming and Edward Delaney. When John breaks his leg and can't get about in fine summer weather, Edward starts writing about a beautiful and kind young woman named Marjorie Daw. John becomes madly smitten and determined to intervene. At last, Edward confesses what had been meant as a diversion: ""For oh, dear John [. . . ] -- there isn't any Marjorie Daw!"""
"Aldrich, Thomas Bailey",Marjorie Daw,"August 12, 1872.",1869,"The story is written as a series of letters between two friends, John Flemming and Edward Delaney. When John breaks his leg and can't get about in fine summer weather, Edward starts writing about a beautiful and kind young woman named Marjorie Daw. John becomes madly smitten and determined to intervene. At last, Edward confesses what had been meant as a diversion: ""For oh, dear John [. . . ] -- there isn't any Marjorie Daw!"""
"Aldrich, Thomas Bailey",Marjorie Daw,"August 13, 1872.",1869,"The story is written as a series of letters between two friends, John Flemming and Edward Delaney. When John breaks his leg and can't get about in fine summer weather, Edward starts writing about a beautiful and kind young woman named Marjorie Daw. John becomes madly smitten and determined to intervene. At last, Edward confesses what had been meant as a diversion: ""For oh, dear John [. . . ] -- there isn't any Marjorie Daw!"""
"Aldrich, Thomas Bailey",Marjorie Daw,"August 17, 1872.",1869,"The story is written as a series of letters between two friends, John Flemming and Edward Delaney. When John breaks his leg and can't get about in fine summer weather, Edward starts writing about a beautiful and kind young woman named Marjorie Daw. John becomes madly smitten and determined to intervene. At last, Edward confesses what had been meant as a diversion: ""For oh, dear John [. . . ] -- there isn't any Marjorie Daw!"""
"Aldrich, Thomas Bailey",Marjorie Daw,"August 20, 1872.",1869,"The story is written as a series of letters between two friends, John Flemming and Edward Delaney. When John breaks his leg and can't get about in fine summer weather, Edward starts writing about a beautiful and kind young woman named Marjorie Daw. John becomes madly smitten and determined to intervene. At last, Edward confesses what had been meant as a diversion: ""For oh, dear John [. . . ] -- there isn't any Marjorie Daw!"""
"Aldrich, Thomas Bailey",Marjorie Daw,"August 22, 1872.",1869,"The story is written as a series of letters between two friends, John Flemming and Edward Delaney. When John breaks his leg and can't get about in fine summer weather, Edward starts writing about a beautiful and kind young woman named Marjorie Daw. John becomes madly smitten and determined to intervene. At last, Edward confesses what had been meant as a diversion: ""For oh, dear John [. . . ] -- there isn't any Marjorie Daw!"""
"Aldrich, Thomas Bailey",Marjorie Daw,"August 23, 1872.",1869,"The story is written as a series of letters between two friends, John Flemming and Edward Delaney. When John breaks his leg and can't get about in fine summer weather, Edward starts writing about a beautiful and kind young woman named Marjorie Daw. John becomes madly smitten and determined to intervene. At last, Edward confesses what had been meant as a diversion: ""For oh, dear John [. . . ] -- there isn't any Marjorie Daw!"""
"Aldrich, Thomas Bailey",Marjorie Daw,"August 28, 1872.",1869,"The story is written as a series of letters between two friends, John Flemming and Edward Delaney. When John breaks his leg and can't get about in fine summer weather, Edward starts writing about a beautiful and kind young woman named Marjorie Daw. John becomes madly smitten and determined to intervene. At last, Edward confesses what had been meant as a diversion: ""For oh, dear John [. . . ] -- there isn't any Marjorie Daw!"""
