id,registration,name,category,сultural_property,height,width,depth,preservation,description,n
2096,2016-06-14T09:44:40Z,"Нефтянник (название изначальное)    Автор: Мурзабеков Камиль Арсланалиевич (художник)    Школа / Место издания: Россия, Северный Кавказ    Период оригинала: 2 половина 20 век",ЖИВОПИСЬ,,131,46,,,"Стиль: Дерево: фанера? (ф.)    Размеры: В. 131, Ш. 46 (приблизительно, без обрамления)    Ссылка на каталоги / инвентари: ЧГОМ: № 153",2320
966,2016-06-14T09:44:27Z,Святая Варвара (название изначальное) #  Святой Харлампий и Святой Василий (название употребляемое); Святой Харлампий и Святой Василий Анкирский (название предполагаемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век; 1 четверть 20 век,ИКОНА,,44.5,44.5,,,"Размеры: Ш. 44.5 (доска) ?; В. 44.5 (доска) ?    Ссылка на каталоги / инвентари: СПИСОК / КАЛИНИНСК: № 7.    Ссылка на каталоги / инвентари: Состояние: вертикальная трещина через всю икону, отслоение левкаса, на изображении Варвары выколоты и закрашены зрачки глаз.  В источнике не содержатся сведения об иконографии (Харлампий и Василий), о школе, периоде/дате, технике, наличии надписей.",2496
543,2016-06-14T09:44:26Z,Иоанн Пророк (название изначальное); Иоанн Креститель (название употребляемое);  Собор Иоанна Предтечи (название старое);  Иоанн Предтеча Креститель - крещение покаяния (название последнее)    Автор: Аноним (список)    Школа / Место издания: Россия    Период оригинала: 19 век,ИКОНА,,27,22.5,,,"Стиль: Дерево поделочное; Рама гладкая (поля).    Размеры: В. 27, Ш. 22.5, Т. 3 (в обрамлении); Ш. 3.5 / Ш. 4 (обрамление)    Характер подписи: ? (верхнее поле)",2496
8061,2016-06-14T09:44:43Z,Автор: Валентинов-Миллер Эрик Эдуардович (художник)    Школа / Место издания: Россия    Период оригинала: 20 век,ЖИВОПИСЬ,,39,60,,,"Размеры: В. 39, Ш. 60 (картон)    Ссылка на каталоги / инвентари: ЧГОМ: № 551 (546 п.ф.); № 552 (547 п.ф.)",2320
609,2016-06-14T09:44:15Z,"Греция  (название цикла/серии)    Автор: Вернер Карл ? (литограф) ?; Вагнер К. (литограф) ?; Вернер Карл Фридрих Генрих (художник, с оригинала)?;  Верне Антуан Шарль Орас, Карл (прозв., художник, литограф) ?    Школа / Место издания: Германия ?; Франция ?    Период оригинала: 19 век",ОТТИСК,,25,40,,,"Стиль: Картон: Белый , фирменный 19 века.    Размеры: В. 25, Ш. 40 (в обрамлении ?, не менее); В. 40, Ш. 60 (в обрамлении ?, не более)    Характер подписи: [Карл Вернер]    Характер подписи: ?( круглая, тиснение, картон)    Ссылка на каталоги / инвентари: Название: условное название произведений на тему Греции.  НЦБ ИП: размеры, но нет воспроизведенния подписи, см. Комментарий.",254
8457,2016-06-14T09:45:45Z,Савино-Сторожевский монастырь (название изначальное)    Автор: Тегин Виктор (художник) ?; Тегин Дмитрий Капитонович (художник) ?    Школа / Место издания: Россия    Период оригинала: 20 век,ЖИВОПИСЬ,,70,60,,,"Размеры: В. 70, Ш. 60 (без обрамления ?)",2320
8640,2016-06-14T09:45:44Z,"Автопортрет    Автор: Дегтярев, Иван Федорович",ЖИВОПИСЬ,,,25,,,"Размеры: B. 30, Ш. 25",2320
8489,2016-06-14T09:45:43Z,"Антиминс. Подписан епископом Пермским и Екатеринбургским Иустином    Автор: ? (гравер)    Школа / Место издания: Россия    Период оригинала: 19 век, 1 четверть",ОТТИСК,,59,56,,,"Размеры: В. 56; Дл. 59    Ссылка на каталоги / инвентари: Два боковых края подшиты на руках. Загрязнен, порван в некотрых местах, кое-где подклеена бумага. Из старых поступлений.",254
4800,2016-06-14T09:45:03Z,Вознесение (название употребляемое); Вознесение Христово (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 19 век,ИКОНА,,35,30,,,"Размеры: В. 35, Ш. 30 (доска)",2496
1185,2016-06-14T09:44:28Z,Святой Апостол Иоанн Богослов Евангелист (название изначальное)    Автор: Аноним    Школа / Место издания: Россия    Период оригинала: 19 век,ИКОНА,,26,31,,,"Стиль: Ткань: паволока    Размеры: В. 26, Ш. 31(доска); Ш. 3.2 (поля)    Ссылка на каталоги / инвентари: В источнике не указана иконография, наличие образа Прохора.  Состояние: единичные вздутия левкаса; мелкие трещины красочного слоя; доска поражена жучком / точильщиком",2496
