id,registration,name,category,сultural_property,height,width,depth,preservation,description,n
5875,2016-06-14T09:45:13Z,Сельский пейзаж с замком (название употребляемое)    Автор: Аноним (художник)    Школа / Место издания: Нидерланды / Голландия ?    Период оригинала: 18 век,ЖИВОПИСЬ,,32,23,,,"Размеры: В. 32, Ш. 23 (приблизительно) / В. 23, Ш. 32 (приблизительно)",2320
2389,2016-06-14T09:44:40Z,Бэлла (название изначальное); Бэла (название употребляемое)    Автор: Белов Александр Иванович (художник)    Школа / Место издания: Россия. Азербайджан    Период оригинала: 2 четверть 20 век; 3 четверть 20 век,ЖИВОПИСЬ,,70,50,,,"Размеры: В. 70, Ш. 50 (картон ?)    Ссылка на каталоги / инвентари: ЧГОМ:  № 367",2320
1080,2016-06-14T09:44:24Z,"Святая Александра (название изначальное) # Букет цветов (название придуманное)    Автор: Аноним (художник); ? (с оригинала); Лукутин Петр Васильевич (фабрикант); Лукутин Александр Петрович (фабрикант)    Школа / Место издания: Россия, Федоскино    Лукутины (фабрика лаковых изделий)    Период оригинала: середина 19 век",ЖИВОПИСЬ,,9.7,6.5,,,"Стиль: Красный: внешнее покрытие; Золотистый: внутреннее покрытие    Размеры: В. 9.7, Ш. 6.5 (предмет)    Характер подписи: орел (?); А (?); П.А.Л. (?)    Ссылка на каталоги / инвентари: СПИСОК ГИМ, 1989: № 34",2320
17458,2016-06-14T09:46:36Z,"Распятие    Школа / Место издания: Россия    Период оригинала: 19 век, середина",ИКОНА,,22,18,,,"Размеры: В. 22; Ш. 18; Т. 2,7    Инвентарный номер: КИКМ №6807",2496
1099,2016-06-14T09:44:31Z,Святой Георгий Победоносец (название изначальное)    Автор: Аноним    Школа / Место издания: Россия    Период оригинала: 19 век,ИКОНА,,20,17,,,"Размеры: В. 20, Ш. 17, Т. 2 / Т. 3 (доска)    Ссылка на каталоги / инвентари: ПОДЛИННИК ИКОНОПИСНЫЙ: с. 91, с. 140.",2496
15087,2016-06-14T09:46:18Z,Портрет Толстой Софьи Петровны дочери графа Толстого П.А. жена В.В. Апраксина    Автор: Брюллов,ЖИВОПИСЬ,,54,67,,,"Размеры: В. 67, Д. 54    Ссылка на каталоги / инвентари: 95",2320
10223,2016-06-14T09:45:42Z,Успенское. Церковь    Автор: Налбандян Д.А.,ЖИВОПИСЬ,,,50,,,"Размеры: B. 80, Ш. 50",2320
4550,2016-06-14T09:45:00Z,Святой Николай Чудотворец (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,ИКОНА,,25,30,,,"Стиль: Дерево поделочное    Размеры: В. 25, Ш. 30 (доска) / В. 30, Ш. 25 (доска)",2496
1065,2016-06-14T09:44:24Z,"Минин и Пожарский (название старое); Памятник Минину и князю Пожарскому в Москве (название последнее)    Автор: Аноним (художник); ? (с оригинала); Лукутин Петр Васильевич (фабрикант); Лукутин Александр Петрович (фабрикант)    Школа / Место издания: Россия, Федоскино    Лукутины (фабрика лаковых изделий)    Период оригинала: 2 четверть 19 век",ЖИВОПИСЬ,,9.5,9.5,2,,"Стиль: Черный: внешнее и внутреннее покрытие; Золотистый: желтый тон, Коричневый: штриховка (изображение); Круг: крышка    Размеры: В. 2, Дл. 9.5, Ш. 9.5  (предмет) / В. 2, Д. 9.5  (предмет)    Характер подписи: Гражданину Минину и князю Пожарскому / Благодарная Россия ( слева, справа от памятника, по кругу, золотом); Лето 1818 г. (справа от памятника, по кругу золотом)    Ссылка на каталоги / инвентари: СПИСОК ГИМ, 1989: № 17",2320
7824,2016-06-14T09:45:27Z,Богоматерь Казанская (название придуманное); Казанская (название изменяемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,ИКОНА,,18,22,,,"Стиль: Дерево поделочное    Размеры: В. 18, Ш. 22 (доска) / В. 22, Ш. 18 (доска)    Ссылка на каталоги / инвентари: В источнике не указаны датировка, требуется уточнение.",2496
5790,2016-06-14T09:45:13Z,Избранные Святые (название употребляемое); Семь Святых (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,ИКОНА,,45,50,,,"Размеры: В. 45, Ш. 50 (доска) / В. 50, Ш. 45 (доска)    Ссылка на каталоги / инвентари: В источнике не указана техника живописи.",2496
3033,2016-06-14T09:44:46Z,Чудо Георгия о змие (название изначальное); Георгий Победоносец (название придуманное); Чудо Георгия Победоносца о змие (название последнее)    Автор: Аноним    Школа / Место издания: Россия ?    Период оригинала: 1 четверть 20 век,ИКОНА,,10,15,,,"Размеры: В. 10, Ш. 15 (приблизительно) / В. 15, Ш. 10 (приблизительно)",2496
5516,2016-06-14T09:45:07Z,Пир в Кане Галилейской (название изначальное)    Автор: Аноним (художник),ЖИВОПИСЬ,,53,45,,,"Размеры: В. 53, Ш. 45 (без обрамления ?) / В. 45, Ш. 53 (без обрамления ?)    Ссылка на каталоги / инвентари: Ссылка: ЧГК, см. источники.",2320
5473,2016-06-14T09:45:07Z,"Чужой праздник (название придуманное); Трое мальчиков заглядывают через калитку (название последнее); Соседский праздник (название в переводе; английский)    На языке оригинала: Neighbour's Party (название употребляемое; английский)    Автор: Богданов-Бельский Николай Петрович (художник)    Школа / Место издания: Россия, Латвия    Период оригинала: 4 четверть 19 век; 1 половина 20 век",ЖИВОПИСЬ,,24,17,,,"Размеры: В. 24, Ш. 17 (картон ?)    Характер подписи: Богданов-Бельскiй",2320
99,2016-06-14T09:44:17Z,Быстрая речка (название изначальное)    Автор: Рылов Аркадий Александрович (художник); Радлов А.А. (художник)?    Школа / Место издания: Россия    Период оригинала: 1 четверть 20 век; 2 четверть 20 век,ЖИВОПИСЬ,,35,50,,,"Размеры: В. 35, Ш. 50 (приблизительно) / В. 37, Ш. 52 (без обрамления ?)    Ссылка на каталоги / инвентари: ЧИХМ: № 18    Ссылка на каталоги / инвентари: Состояние: повреждено в годы ВОВ; после реставрации на месте (1961)  Размеры из ЧГК, Отчета (см. Источники)",2320
4892,2016-06-14T09:45:02Z,Автор: Гейкблюм ? (художник)    Школа / Место издания: Россия    Период оригинала: 19 век ?; 1 четверть 20 век ?,ЖИВОПИСЬ,,43.5,81,,,"Стиль: Темпера ?    Размеры: В. 43.5, Ш. 81 (в свету)",2320
2879,2016-06-14T09:44:44Z,Зимний вечер (название придуманное)    Автор: Семенов С.П. (художник)    Школа / Место издания: Россия    Период оригинала: 20 век,ЖИВОПИСЬ,,76,44,,,"Размеры: В. 76, Ш. 44 (без обрамления)",2320
5449,2016-06-14T09:44:15Z,"Египет (название цикла/серии)    Автор: Вернер Карл ? (художник) ?; Вагнер К. (художник) ?; Вернер Карл Фридрих Генрих (художник)?;  Верне Антуан Шарль Орас, Карл (прозв., художник) ?    Школа / Место издания: Германия ?; Франция ?    Период оригинала: 19 век",ЖИВОПИСЬ,,25,40,,,"Стиль: Картон: Белый , фирменный 19 века.    Размеры: В. 25, Ш. 40 (в обрамлении ?, не менее); В. 40, Ш. 60 (в обрамлении ?, не более)    Характер подписи: [Карл Вернер]    Характер подписи: ?( круглая, тиснение, картон)    Ссылка на каталоги / инвентари: Название: условное название произведений на тему Греции.  НЦБ ИП: размеры, но нет воспроизведенния подписи, см. Комментарий.",2320
18471,2016-06-14T09:46:41Z,"Казанская Богоматерь (название употребляемое); Богоматерь Казанская (название придуманное)    Автор: Аноним    Школа / Место издания: Россия    Период оригинала: 16 век, 17 век, 18 век, 19 век (?)",ИКОНА,,53,46,,,"Стиль: старинного письма    Размеры: В. 53, Ш. 46, Вес ок. 3 кг    Ссылка на каталоги / инвентари: Без особых примет",2496
246,2016-06-14T09:44:19Z,"Злобный, гнедой жеребец (название изначальное)    Автор: Сверчков Николай Егорович (художник)    Школа / Место издания: Россия    Период оригинала: середина 19 век",ЖИВОПИСЬ,,108,131,,,"Стиль: Прямоугольник горизонтальный; Коричневый / Черный: конь, Синий: попона    Размеры: В. 108, Ш. 131 (без обрамления ?)    Характер подписи: Н.Сверчковъ ( поверх попоны)    Ссылка на каталоги / инвентари: Фото: 2.1./315-2;  Состояние: трещины грунта и живописи по всему полотну.",2320
1896,2016-06-14T09:44:35Z,"Морской пейзаж (название употребляемое)    Автор: Сурковский ? (художник); Судковский Руфин Гаврилович (художник) ?; Судковский Михаил Степанович (художник) ?    Школа / Место издания: Россия, Украина ?    Период оригинала: 4 четверть 19 век",ЖИВОПИСЬ,,92,60,,,"Размеры: В. 92, Ш. 60 (без обрамления ?)",2320
15377,2016-06-14T09:46:28Z,"Пейзаж    Автор: В.В. Круковский    Период оригинала: середина, 19 век",ЖИВОПИСЬ,,24.5,19.5,,,"Размеры: В. 19.5 см., Дл. 24.5 см.    Ссылка на каталоги / инвентари: № 16121",2320
5976,2016-06-14T09:45:15Z,Богоматерь Казанская (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,ИКОНА,,31,25,,,"Размеры: В. 31, Ш. 25 (доска)    Характер подписи: [Мария Дева] (слева и справа от нимба Богоматери);[Иисус Христос] (выше нимба Христа); [?] (см. фото, над правым плечом Богоматери)",2496
2107,2016-06-14T09:44:38Z,Портрет (название употребляемое)    Автор: Мишин Олег Михайлович (художник)    Школа / Место издания: Россия    Период оригинала: середина 20 век; 2 половина 20 век,ЖИВОПИСЬ,,64,43,,,"Размеры: В. 64, Ш. 43 (приблизительно, без обрамления)    Ссылка на каталоги / инвентари: ЧГОМ: № 126    Ссылка на каталоги / инвентари: Фото: Предмет 12.  В источнике не указано имя/ пол портретируемого.",2320
9299,2016-06-14T09:45:39Z,Пейзаж (Этюд)    Автор: Серов Валентин Александрович (?),ЖИВОПИСЬ,,,76,,,"Размеры: B. 61, Ш. 76    Инвентарный номер: Инв. №90. Инв. №811 и №1244 по ИК ВКМ",2320
17239,2016-06-14T09:46:21Z,"БОГОМАЕРЬ ВСЕХ СКОРБЯЩИХ РАДОСТЬ, С ИЗБРАННЫМИ СВЯТЫМИ    Школа / Место издания: Калуга    Период оригинала: 18 век, 4 четверть",ИКОНА,,36,30,,,"Размеры: В. 36, Ш. 30",2496
7917,2016-06-14T09:45:28Z,Сошествие во ад / Воскресение (название изначальное); Воскресенье (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,ИКОНА,,15,18,,,"Стиль: Дерево поделочное    Размеры: В. 15, Ш. 18 (доска) / В. 18, Ш. 15 (доска)    Ссылка на каталоги / инвентари: В источнике не указаны иконография, датировка, требуется уточнение.",2496
3219,2016-06-14T09:44:48Z,Иисус и два пророка (название придуманное); Иисус Христос и Святые (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,ИКОНА,,25,30,,,"Размеры: В. 25, Ш. 30 (приблизительно) / В. 30, Ш. 25 (приблизительно)",2496
8365,2016-06-14T09:45:32Z,Отдых еврея-скрипача (название придуманное)    Автор: Риццони Александр Антонович (художник)    Школа / Место издания: Россия    Период оригинала: 3 четверть 19 век,ЖИВОПИСЬ,,19,24.5,,,"Размеры: В. 19, Ш. 24.5 (доска)    Характер подписи: А.Риццони    Характер подписи: 1871 (П.)",2320
163,2016-06-14T09:44:17Z,"Зембарек, стреляющий из пушки (название изначальное, название записано ?); Турок, стреляющий из пушки (название употребляемое)    Автор: Орловский Александр Осипович (художник, литограф)    Школа / Место издания: Польша, Россия    Период оригинала: 1 четверть 19 век ?",ОТТИСК,,22.4,26.4,,,"Размеры: В. 22.4, Ш. 26.4 (лист ?)    Характер подписи: [серп и молот] (в штампе, правый угол, под гравюрой, см. фото 2); ? (О., чернила. тушь, карандаш)    Ссылка на каталоги / инвентари: ЧИХМ: № 32    Ссылка на каталоги / инвентари: Фото: до реставрации.  Состояние: после реставрации (1971 после).",254
