id,registration,name,category,сultural_property,height,width,depth,preservation,description
22786,2021-04-28T12:59:09Z,"Монета. 15 копеек 1914 год. Медь. Чеканка. Размер: диаметр 2,0 см. № по книге поступлений: ДС КП-370 № по инвентарной книге: Н-11 № по ГК: 6013713",МОНЕТА / МЕДАЛЬ,Объект является культурной ценностью,,,,Местами загрязнения,НЕТ
10914,2016-06-14T09:46:14Z,Таз умывальный,,,55.5,42.5,,,"Размеры: В. 55.5, Ш. 42.5"
16883,2016-06-14T09:46:33Z,Описание Киева. Т. 11    Автор: Закревский Н.,,,,,,,Инвентарный номер: КП-4709
15860,2016-06-14T09:46:23Z,Название не установлено    Автор: Не установлен,,,50,30,,,"Размеры: В.50, Ш.30 см    Ссылка на каталоги / инвентари: Удмуртская Республика , г. Ижевск, ул. Жечева, 36."
16200,2016-06-14T09:46:27Z,"Орден Ленина    Школа / Место издания: Россия    Период оригинала: 20 век, 1 половина",,,,,,,Ссылка на каталоги / инвентари: Имеется орденская книжка Л № 039989 на имя Манякина Сергея Иосифовича    Инвентарный номер: № 400488
4422,2016-06-14T09:44:57Z,Автор: Аноним    Школа / Место издания: Россия    Период оригинала: 2 четверть 20 век (образец),,,,,,,
20632,2018-12-27T08:50:49Z,МОКМ КП-1612/108 Предмет из археологической коллекции В.В. Леонтьева из Уэлена. Кость. Поступление до 1968 г.,РАЗНОЕ,Объект является культурной ценностью,,,,Не зафиксировано,Не зафиксировано
11609,2016-06-14T09:45:52Z,Яйцо пасхальное,,,,,,,
16063,2016-06-14T09:46:25Z,Замок фабричный фигурный с ключом.,,,8,10,,,"Размеры: В.8, Ш.10 см.    Ссылка на каталоги / инвентари: МУК ""Городецкий историко - художественный музейный комплекс"".  606502, Нижегородская область, г. Городец, ул. Ленина, д. 11    Инвентарный номер: КП-2378"
6985,2016-06-14T09:44:44Z,Автор: Валентинов-Миллер Эрик Эдуардович (художник)    Школа / Место издания: Россия    Период оригинала: 20 век,,,59.5,41.5,,,"Размеры: В. 59.5, Ш. 41.5    Ссылка на каталоги / инвентари: ЧГОМ: № 567 (562 п.ф.)"
12080,2016-06-14T09:45:55Z,Безделушка в виде животных,,,,,,,
4987,2016-06-14T09:45:02Z,Михаил Никитич Муравьев (название изначальное); Древний мудрец поучает мальчика (название придуманное)    Автор: Иванов Иван Алексеевич (рисовал); Уткин Николай Иванович (гравер)    Школа / Место издания: Франция (с оригинала) ?; Россия    Академия художеств ?    Период оригинала: 1 четверть 19 век,ОТТИСК,,62,43,,,"Стиль: Гравюра на металле: резцовая ?    Размеры: В. 62, Ш. 43 (лист ?); Ф. 8 /о    Характер подписи: грав. Н. Уткинъ.    Характер подписи: Муравьева Е.Ф., урожд. Кольцова Е.Ф.    Характер подписи: рис. И. Ивановъ.; обитатель предмъстiя и эмалiевы письма. / въ С-тъ Петербургъ 1815.;  АО [монограмма А. Оленина;    Ссылка на каталоги / инвентари: РОВИНСКИЙ/1887: стб. 1323, № 6    Ссылка на каталоги / инвентари: В описании использован каталог, см. Ссылку.  Описание изображения: профиль сходен с его [Муравьева] памятником в Ал. Невск. Лавре."
