id,registration,name,category,сultural_property,height,width,depth,preservation,description
17615,2016-06-14T09:46:37Z,"Медаль ""За трудовую доблесть""",,,,,,,Инвентарный номер: № 23237
14891,2016-06-14T09:46:17Z,"Медаль ""В память царствования Николая I""",,,,,,,"Размеры: Д - 2,8    Инвентарный номер: КОМК 2515"
14930,2016-06-14T09:46:17Z,"Медаль ""За трудовое отличие""",,,,,,,
17502,2016-06-14T09:46:37Z,"Медаль ""За оборону Москвы""",,,3.2,,,,"Размеры: Д. 3,2    Инвентарный номер: КИКМ №6112/1"
17654,2016-06-14T09:46:38Z,Медаль 40 лет Победы,,,,,,,"Ссылка на каталоги / инвентари: Награжден Путин П.В., ветеран ВОВ    Инвентарный номер: 104/3-ОФ"
23155,2023-03-13T11:32:32Z,"Медаль «На сооружение через Неву Николаевского моста"". 1850 г. Россия. Бронза, литьё, чеканка. Диаметр - 75 мм. РЯМЗ КП-1880/22 Н-496/1 ГК-37806310",,Объект является культурной ценностью,,,,"незначительные повреждения (окисление, потемнела, потертость).",-
22533,2021-01-25T11:44:22Z,Медаль «За оборону Сталинграда». ОФ-965,МОНЕТА / МЕДАЛЬ,Объект является культурной ценностью,,,,Без видимых повреждений,ОФ-965
22723,2021-04-28T12:06:23Z,Памятная медаль «Башня Братского острога».ОФ-201,МОНЕТА / МЕДАЛЬ,Объект является культурной ценностью,,,,Без видимых повреждений,нет
18033,2016-06-14T09:46:36Z,"медаль ""За отвагу""",,,,,,,Инвентарный номер: № 1579788
14935,2016-06-14T09:46:17Z,"Медаль ""За победу над Германией""",,,,,,,
23144,2023-03-13T11:29:42Z,"Медаль наградная участникам Крымского похода конца XVII в. XIX в. Россия. Бронза, литьё, чеканка. Диаметр - 45 мм. РЯМЗ КП-1597 Н-1143 ГК-37806316",,Объект является культурной ценностью,,,,"незначительные повреждения (загрязнение, окисление).",-
22237,2020-09-08T07:30:12Z,"ШКМ КП-1276/200. Номер по ГК 14798767. Медаль Название: ""40 лет Победы в Великой Отечественной войне 1941-1945 гг."" подлинник Награжденный - Вильчевский А.Л. Датировка: 1985 Место создания: СССР Материал: металл желтый Техника: штамповка Размеры: Д-33мм",ПРЕДМЕТЫ ФАЛЕРИСТИКИ И СФРАГИСТИКИ,Объект является культурной ценностью,,,,Царапины на металле,нет
17663,2016-06-14T09:46:38Z,Медаль 40 лет Победы,,,,,,,Ссылка на каталоги / инвентари: Награжден Лобачев П.Г.    Инвентарный номер: 177-ОФ
17666,2016-06-14T09:46:38Z,Медаль 60 лет Вооруженных Сил СССР,,,,,,,Ссылка на каталоги / инвентари: Награжден Лобачев П.Г.    Инвентарный номер: 180-ОФ
23089,2023-03-13T11:24:03Z,"Медаль «В память брачного союза Игоря с Ольгою». нач. XX в. Россия. Бронза, литьё, чеканка. Диаметр 78 мм. РЯМЗ КП-306 Н-1023 ГК-37806295",,Объект является культурной ценностью,,,,"незначительные повреждения (следы окисления, царапины).",-
17504,2016-06-14T09:46:37Z,"Медаль ордена ""За заслуги перед Отечеством""",,,3.2,,,,"Размеры: Д. 3,2    Инвентарный номер: КП №8220/1"
16172,2016-06-14T09:46:26Z,Медаль - За победу над Германией,,,,,,,"Инвентарный номер: ДИМЭ - 1154, ДИМЭ - 157"
