name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Библиотека с. Алтан,"край Забайкальский,р-н Кыринский,с Алтан,ул Трактовая,б/н",111.534431911409,49.5104197318766,"Библиотека села Алтан – филиал № 13 Кыринской межпоселенческой центральной районной библиотеки. Она находилась в здании церкви, которая стояла на месте колхозного зерносклада. В 1935 году у церкви убрали купол, переделали ее внутри и сделали зернохранилище. Перед войной зерно убрали и организовали избу-читальню и клуб. Книг было очень мало, меньше одной полки, и несколько газет. В избе-читальне проводились собрания, а вечерами – посиделки. В 1942 году ее переименовали в библиотеку.Библиотека сегодня: книжный фонд – 12 608;пользователи – 525;книговыдача –19 856;количество посещений –14 086. В библиотеке работает детский клуб «Почемучка» (с 2011 года) и кружок «Краевед» (с 2021 года). Ведутся и пополняются тематические папки по краеведению «Дела и люди села», «Старое фото», «История села».",Кыринский район,2022-08-27T05:37:37Z,2023-02-21T11:58:20Z,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,,,,
Енотаевская межпоселенческая районная библиотека,"обл Астраханская,р-н Енотаевский,с Енотаевка,ул Чернышевского,д 30",47.03498,47.244693,"Енотаевская межпоселенческая районная библиотека – это культурно-информационный центр села Енотаевки. Основная цель деятельности библиотеки – информационно-библиотечное обеспечение пользователей. На 2017 год фонд библиотеки составляет 29 029 экземпляров, посещений – 34 430.Первая запись в инвентарной книге была сделана в 1932 году. Енотаевская библиотека была представлена в разных местах. Она была в бывшем здании РК ВЛКСМ и в здании НКВД. В 50-х годах прошлого века она не сохранилась. В этом месте построен современный Дом культуры, где и по настоящее время работают специалисты, обслуживающие подростков, юношество, молодежь и взрослую аудиторию. В Енотаевской межпоселенческой районной библиотеке ведется электронный каталог на базе программ «АС3-Библиотека». Библиотека организует и проводит мероприятия, способствующие популяризации литературы. Направления работы – нравственное, экологическое, патриотическое, краеведческое.",Енотаевский район,2016-04-18T12:51:51Z,2023-02-21T11:53:46Z,09:00:00,17:12:00,09:00:00,17:12:00,09:00:00,17:12:00,09:00:00,17:12:00,09:00:00,17:12:00,,,09:00:00,17:12:00
"Детская библиотека г. Ярославля, филиал № 10","обл Ярославская,г Ярославль,ул Свободы,д 27",39.874554,57.624559,"В декабре 1984 года открыла свои двери для юных читателей детская библиотека – филиал № 10 МУК «ЦСДБ г. Ярославля». За годы работы библиотекой проведено огромное количество массовых мероприятий по программе «Наследие», разработаны и реализованы проекты «Узнавайка», «Поэтическая страничка», «Имя на карте», «АртАкадемия». Фонд включает 33 тысячи экземпляров книг и периодических изданий, посещаемость в год – более 41 тысячи читателей. Детская библиотека № 10 проводит мероприятия для детей дошкольного, младшего и среднего школьного возраста по различной тематике, включая мастер-классы, интерактивные часы и викторины.",Ярославль,2016-04-11T09:02:57Z,2023-06-16T08:09:52Z,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,17:00:00,,
Вавожская центральная районная библиотека,"Респ Удмуртская,р-н Вавожский,с Вавож,ул Интернациональная,стр 51",51.929208,56.765739,"Вавожская центральная районная библиотека – информационный, культурный центр села. Ежегодно услугами библиотеки пользуются более 5 000 читателей, фонд – 20 182 экземпляра. Первые упоминания о библиотеке относятся к 1895 году. В 1984 году районная библиотека получила статус центральной, с тех пор она является методическим центром и координирует деятельность 14 библиотек. Библиотека – место досуга, культурного и духовного общения вавожцев разных возрастов и социальных категорий. Здесь работают клуб «Солнышко» для детей с инвалидностью, «Радость чтения» – по приобщению детей к чтению, для взрослых организованы клуб авторской и бардовской песни и литературный клуб «Библиотерапия «Добрым словом друг друга согреем». Центр общественного доступа предоставляет правовую информацию населению, проводятся обучающие азам компьютерной грамотности занятия для людей старшего поколения.",Вавожский район,2023-10-27T12:22:20Z,2024-01-19T13:42:17Z,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,,,08:00:00,16:00:00
Нижнеингашская центральная детская библиотека,"край Красноярский,р-н Нижнеингашский,пгт Нижний Ингаш",96.544549,56.204799,"Год основания Нижнеингашской детской библиотеки – 1955-й. Фонд библиотеки –18 363 экземпляра. Количество посетителей – 2 253 человека. Библиотека сегодня – это свободное пространство для детей. Здесь они могут прийти почитать журналы, взять интересные книги домой, а могут просто поговорить со сверстниками, поиграть в настольные игры. Дети с удовольствием посещают творческий кружок «Мастерята», «Видеотеремок», кукольный кружок «Сказочник». Участвуют в различных мероприятиях и конкурсах, которые проходят в библиотеке. Вместе с родителями приходят и совсем маленькие ребята. Работники библиотеки рады делиться с читателями новостями о лучших детских книгах, замечательных детских авторах и открывать детям тайные миры удивительных сказок и историй.",Нижнеингашский район,2021-04-28T10:43:30Z,2023-03-09T06:57:09Z,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,09:00:00,17:00:00,,
Библиотека п. Красная Вершина,"обл Рязанская,р-н Сараевский,п Красная Вершина,зд 22",40.747078,53.690659,"Библиотека обслуживает жителей поселка Красная Вершина. Она работает со всем населением, большое внимание уделяет людям с ограниченными возможностями здоровья. Обслуживание осуществляется с помощью книгоношества. Также для пожилых людей проводятся специализированные мероприятия на дому, например поздравления ветеранов с новогодними праздниками и Днем Победы. Библиотека ведет историю с 1934 года. Ежегодно ее услугами пользуется около 200 человек. Фонд включает более 3 000 экземпляров. Библиотека подключена к сети Интернет. Предоставляет услугу – обучение азам компьютерной грамотности людей пожилого возраста. Ежегодно для посетителей проводится свыше 100 мероприятий.",Сараевский район,2023-02-10T12:42:58Z,2023-12-06T10:16:53Z,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,16:00:00,09:00:00,13:00:00
Ново-Дубовская сельская библиотека,"обл Липецкая,р-н Хлевенский,с Новое Дубовое,ул Советская,д 103",39.2106,52.307322,"Библиотека основана в 1976 году. Находится в центре села в здании ЦКиД, неподалеку расположены продовольственный магазин и отделение связи . Книжный фонд библиотеки составляет 21989 экземпляра, количество посетителей 515 человек. Библиотека работает по следующим направлениям: сохранение народных традиций и обычаев русской культуры, военно-патриотическое воспитание, краеведение, эстетическое воспитание. Задача библиотеки – довести книгу до каждого читателя. Библиотека обслуживает различные категории граждан: инвалидов, пенсионеров с малоподвижным образом жизни. Библиотека имеет вне стационарный пункт выдачи.",Хлевенский район,2019-04-09T10:24:37Z,2023-02-27T08:28:31Z,,,10:00:00,18:12:00,10:00:00,18:12:00,10:00:00,18:12:00,10:00:00,18:12:00,10:00:00,18:12:00,,
Центральная детская библиотека г. Вязьмы,"обл Смоленская,р-н Вяземский,г Вязьма,ул Кронштадтская,д 2А",34.293653,55.209349,"Центральная детская библиотека Вязьмы в 2022 году стала одним из победителей конкурса федерального проекта «Культурная среда» национального проекта «Культура» по созданию модельных муниципальных библиотек на 2023 год.Детская библиотека в процессе модернизации стала многофункциональным центром, позволяющим читателю быстро, качественно и в комфортной обстановке получить необходимую информацию. Сегодня это площадка для неформального развития личности, чтения, образования, развивающей игры, творчества, общения и досуга. Фонд литературы увеличился более чем в 2 раза, появилось мультимедийное оборудование, компьютерная техника, расширились возможности для посещения библиотеки людьми с ОВЗ.",Вяземский район,2016-08-16T14:33:51Z,2023-11-09T08:20:26Z,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00
Михалёвская поселенческая библиотека – филиал № 6,"обл Смоленская,р-н Угранский,д Михали,ул Центральная,д 11",34.348603,54.909846,"Михалевская поселенческая библиотека была основана в 1958 году. Книжный фонд библиотеки насчитывает более 4 000 экземпляров, ежегодно она обслуживает около 120 пользователей. Библиотека проводит разнообразные мероприятия для различных категорий пользователей: детей, молодежи и взрослых. Немаловажным аспектом ее работы являются партнерские отношения с различными организациями. Учреждение тесно сотрудничает с сельским филиалом муниципального бюджетного учреждения культуры «Угранский районный социально-культурный центр», администрацией Знаменского сельского поселения Угранского района Смоленской области.",Угранский район,2022-03-21T07:00:51Z,2023-03-03T08:57:39Z,10:30:00,13:30:00,10:30:00,13:30:00,10:30:00,13:30:00,10:30:00,13:30:00,10:30:00,14:30:00,,,10:30:00,18:00:00
Шиткинская центральная детская библиотека имени Зои Космодемьянской,"обл Иркутская,р-н Тайшетский,рп Шиткино,ул Зои Космодемьянской,д 5",98.362065,56.364361,"Шиткинская центральная детская библиотека имени Зои Космодемьянской сегодня это структурное подразделение муниципального казенного учреждения культуры «Межпоселенческая библиотечная система Тайшетского района». Это современный центр детского чтения, центр общения и досуга для наших юных шиткинцев, центр по организации библиотечного обслуживания детей и подростков Тайшетского района, методический центр для библиотекарей района. Здесь обслуживаются дети до 14 лет включительно, их родители, воспитатели детского сада, педагоги школы и другие пользователи, занимающиеся вопросами детского чтения. В библиотеке для читателей представлен абонемент, читальный зал, детский компьютерный центр «Компик». Фонд включает 12 000 экземпляров книг – это литература по всем отраслям знаний, справочники, энциклопедии, краеведческая литература, художественная, литература для дошкольников, периодические издания на любой вкус и CD–диски по разным отраслям знаний. Для ребят работают клубы по интересам. Краеведческий клуб «Истоки», уже более двадцати лет принимает в свои ряды ребят, интересующихся историей своего края. Компьютерный клуб «Смайлик» обучает компьютерной грамотности ребят начальной школы. Проводят мероприятия по Рунету, учатся работать в интернете, готовят рекламную информацию о библиотеке. Все желающие гости поселка могут посетить Комнату боевой и трудовой славы поселка Шиткино и Дом-музей Героев Советского союза Зои и Александра Космодемьянских, которые открыты в часы работы библиотеки.",Тайшетский район,2023-03-31T03:57:37Z,2023-04-03T12:15:20Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,10:00:00,17:00:00
