id,registration,name,category,сultural_property,height,width,depth,preservation,description
22132,2020-09-01T12:08:48Z,"ШКМ КП-1251/46. Номер по ГК 14797621. Расчетный знак Название: ""Тысяча рублей"". подлинник Датировка: 1921 Место создания: Россия страна Материал: бумага Техника: печать Размеры: 5.0х8.5см.",ПРЕДМЕТЫ НУМИЗМАТИКИ И БОНИСТИКИ,Объект является культурной ценностью,,,,"Загрязнен, значительно помят, потерт",нет
4435,2016-06-14T09:44:59Z,"Внутренний двор сакли (название придуманное)    Автор: Виллевальде Богдан Павлович (художник)    Школа / Место издания: Россия, Германия    Период оригинала: 2 половина 19 век",ЖИВОПИСЬ,,85,111,,,"Размеры: В. 85, Ш. 111 (без обрамления ?) / В. 111, Ш. 85 (без обрамления ?)"
19947,2018-11-29T14:01:05Z,"Фрагмент булгарской керамики,8-12 вв.,1шт., глина., 5.5х9.5см., инв№ 271.",КЕРАМИКА,Объект является культурной ценностью,,,,хорошая,УПМ 271
382,2016-06-14T09:44:22Z,"Спаситель ,  Христос Спаситель (название старое); Спас (название употребляемое); Иисус Христос Вседержитель (название изначальное); Спас Вседержитель (название придуманное)    В русском оригинале (переводе): Пантократор (греческий, название изначальное)    Автор: Аноним (список)    Школа / Место издания: Россия",ИКОНА,,33,25,,,"Стиль: Темпера ?; Прямоугольник вертикальный    Размеры: В. 33, Ш. 25 (в окладе ?)    Ссылка на каталоги / инвентари: В источнике не содержатся сведения о датировке, технике, материалах, надписях."
17652,2016-06-14T09:46:38Z,Орден Отечественной войны,,,,,,,"Ссылка на каталоги / инвентари: Награжден Путин П.В., ветеран ВОВ    Инвентарный номер: № 1322132"
10857,2016-06-14T09:46:13Z,Фотография,,,,,,,
18775,2016-06-14T09:46:45Z,шлем кованый,РАЗНОЕ,,16.5,,,,"Размеры: основание - 21,3х19 см, высота 16,5 см, нащечники - 12х10 см    Ссылка на каталоги / инвентари: шлем кован, склепан из 2-х половинок, на внутренней стороне шлема и нащечников - следы ткани."
13821,2016-06-14T09:46:07Z,Чашечка,,,4.7,4.6,,,"Размеры: В. 4.6, Д. 4.7"
17113,2016-06-14T09:46:35Z,"Отчет о Владивостокском интерклубе моряков, его значении для связи с восточными странами, о распространении через клуб агитационно-пропагандистской литературы, о налаживании связей с Китаем,Сингапуром и Индонезией, о курьерской службе.    Период оригинала: 1 половина 20 век",,,,,,,
4484,2016-06-14T09:44:59Z,Усекновение головы Иоанна Предтечи (название употребляемое); Усекновение главы Иоанна Предтечи Крестителя (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,,,25,30,,,"Стиль: Дерево поделочное    Размеры: В. 25, Ш. 30 (доска) / В. 30, Ш. 25 (доска)"
1279,2016-06-14T09:44:34Z,Женщина с красным тюрбаном (название употребляемое)    Автор: Аноним (художник)    Школа / Место издания: Западная Европа    Период оригинала: 1 половина 20 век,ЖИВОПИСЬ,,42,53.5,,,"Размеры: В. 42, Ш. 53.5 (в обрамлении ?) ?; В. 53.5, Ш. 42 (в обрамлении ?)?"
17956,2016-06-14T09:46:40Z,Пионы    Автор: В.И.Куров,,,90,100,,,Размеры: В. 90 Ш. 100
9030,2016-06-14T09:45:34Z,Кинжал кавказский    Автор: Неизвестный мастер,,,,,,,Инвентарный номер: Инв. №36. Старый инв. №1110
9248,2016-06-14T09:45:39Z,Пейзаж    Автор: Истомин Константин Николаевич,ЖИВОПИСЬ,,,71,,,"Размеры: B. 61, Ш. 71    Инвентарный номер: Инв. №75. Инв. №766 и №1068 по ИК ВКМ"
22382,2020-09-09T14:13:16Z,"Монета «20 копеек» СССР. 1933 г. диаметр 2,2 см. ОФ 123",ПРЕДМЕТЫ НУМИЗМАТИКИ И БОНИСТИКИ,Объект является культурной ценностью,,,,"Монета потерта, потемневшая",ОФ 123
12729,2016-06-14T09:45:59Z,Значок,,,7,,,,Размеры: В. 7.0
4147,2016-06-14T09:44:57Z,Богоматерь Казанская (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,,,20,25,,,"Стиль: Дерево поделочное    Размеры: В. 20, Ш. 25, Т. 1 (приблизительно) / В. 25, Ш. 20, Т. 1 (приблизительно)"
5846,2016-06-14T09:45:12Z,Святой Владимир (название изначальное)    Школа / Место издания: Россия,,,,,,,"Размеры: Пр. 56 Золото    Ссылка на каталоги / инвентари: ОРДЕНА И НАГРАДЫ: № 111 (фото); ГЕЛОС/2000.04: № 129 (фото); ГЕЛОС/1998.02: № 218 (фото)    Ссылка на каталоги / инвентари: Фото: варианты разных степеней и видов (без мечей и с мечами), см. Ссылку и Комментарий, требуется уточнение образца и степени."
18547,2016-06-14T09:46:45Z,Колчан для стрел,,,,,,,"Стиль: скорняжные работы, слесарные работы    Размеры: максимальный габарит - 995 мм"
18585,2016-06-14T09:46:44Z,"Евангелист Иоанн Богослов    Школа / Место издания: старообрядческая иконописная артель, Олонецкая губерния",,,,,,,"Стиль: Доска цельная, без ковчега. две сквозные врезные шпонки.    Размеры: 47х27 см"
20689,2019-01-11T12:58:37Z,"Йозеф Прочазка, ""Дорожный пейзаж""  размеры:без рамы - 26х36 см, в раме - 38х48 см  дата создания: 1938",ЖИВОПИСЬ,Объект является культурной ценностью,26,36,,,"в правом нижнем углу подпись : ""Jos. Prochazka 1938"""
3537,2016-06-14T09:44:50Z,"Богоматерь из Деисуса (название придуманное); Богоматерь в Молении (название последнее)    В русском оригинале (переводе): Деисус (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 19 век",ИКОНА,,35,27.7,,,"Стиль: Золочение: позолота    Размеры: В. 35, Ш. 27.7 (приблизительно)"
13516,2016-06-14T09:46:05Z,Папка с фотографией,,,,,,,
19978,2018-11-30T10:56:28Z,"Фото "" Агрегат на закрытии влаги "", 1 шт.,ч/б фото бумага, 11х16.1см.,инв№ 390.",АРХИВНЫЕ ДОКУМЕНТЫ,Объект является культурной ценностью,,,,хорошая,УПМ 390
20003,2018-11-30T11:50:30Z,"Фото ""Загрузчик самолета минеральными удобрениями на базе комбайна СК-5 "", 1 шт.,ч/б фотобумага, 11.2 х 16.5см., инв № 420.",АРХИВНЫЕ ДОКУМЕНТЫ,Объект является культурной ценностью,,,,хорошая,УПМ 420
22465,2021-01-25T08:49:20Z,Монета «2 мэнгэ». МНР. 1959 г. НВФ-38,МОНЕТА / МЕДАЛЬ,Объект является культурной ценностью,,,,Без видимых повреждений,НВФ-38
21865,2020-08-19T11:25:50Z,"ШКМ КП-349. Номер по ГК 14791011. Жетон. Название: ""№262 рабочего Шлиссельбургской ситценабивной фабрики Клюкина"". подлинник. Датировка: 30-е годы ХХ века. Место создания: СССР. Материал: металл. Техника: штамповка Размеры: 4х5.5см.",ПРЕДМЕТЫ ФАЛЕРИСТИКИ И СФРАГИСТИКИ,Объект является культурной ценностью,,,,"Металл темный, загрязнен",нет
12327,2016-06-14T09:45:57Z,Рамка с фотографиями,,,19,13,,,"Размеры: В. 19.0, Ш. 13.0"
11791,2016-06-14T09:45:53Z,Оттиск медали,,,,,,,
12739,2016-06-14T09:46:00Z,Рамка,,,,,,,
22250,2020-09-08T07:34:21Z,"ШКМ КП-1296/5. Номер по ГК 14798734. Монета Название: ""1 рубль"". подлинник Датировка: 1991 Место создания: СССР Материал: металл Техника: чеканка Размеры: Д-20мм",ПРЕДМЕТЫ НУМИЗМАТИКИ И БОНИСТИКИ,Объект является культурной ценностью,,,,Без видимых дефектов,нет
10002,2016-06-14T09:45:38Z,Стакан,,,,,,,Инвентарный номер: Инв. № 156
2426,2016-06-14T09:44:39Z,"Заочницы (название придуманное)    Автор: Шамурзаев Шамиль Алиевич (художник)    Школа / Место издания: Россия, Северный Кавказ    Период оригинала: середина 20 век; 2 половина 20 век",ЖИВОПИСЬ,,175,100,,,"Размеры: В. 175, Ш. 100 (приблизительно, без обрамления)    Ссылка на каталоги / инвентари: ЧГОМ: № 302"
5124,2016-06-14T09:45:04Z,Пейзаж с башней (название придуманное)    Автор: Тольх ? (художник)    Школа / Место издания: Россия ?,РИСУНОК,,19.1,27.3,,,"Стиль: Белый: белила    Размеры: В. 19.1, Ш. 27.3 (лист)"
2741,2016-06-14T09:44:37Z,"Воскресение Христово (название сцены; в центре, крышка, лицевая сторона) # Святой Марк Евангелист (название сцены; лицевая сторона) # Святой Матфей Евангелист (название сцены; лицевая сторона) # Святой Иоанн Богослов Евангелист (название сцены; лицевая сторона) # Святой Лука Евангелист (название сцены; лицевая сторона)    Автор: Аноним (мастер)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век; 1 четверть 20 век",,,25,19,,,"Стиль: Медь ?/ Олово (сплавы) ?/ Сталь ?/ Белая жесть ?; Овал: 4 медальона с образами Евангелистов    Размеры: В. 25, Ш. 19 (крышка)"
271,2016-06-14T09:44:17Z,"Успение Богоматери с киевскими чудотворцами Антонием и Феодосием и Иоанном Пещерником (название придуманное); Успение Богоматери и Святые Антоний, Феодосий и Иоанн Пещерник Печерские (название последнее)    Автор: Аноним (резчик)    Школа / Место издания: Россия; Украина ?    Период оригинала: 2 половина 19 век",,,15.2,11.4,,,"Стиль: Резная: сквозныя и рельеф; Дерево: кипарис    Размеры: В. 15.2, Ш. 11.4 ( с ушком); В. 14.4, Ш. 11.4 (пластинка)    Характер подписи: Пр Антонiй [...] (вверху, см. фото)    Ссылка на каталоги / инвентари: ГМЗ РК: № 16"
19673,2018-09-11T14:33:06Z,"Рисунок (открытка) по войне 1941 г. Оригинал. СССР, г. Москва. 1941-1945 гг. Картон, бумага, цветная гуашь. Художник В.Н. Добровольский. ПМ КП 24171/208",ПЕЧАТНЫЕ ИЗДАНИЯ,Объект является культурной ценностью,,,,Нет данных,Нет данных
21835,2020-08-19T11:13:56Z,"ШКМ КП-129. Номер по ГК 14791009. Документ. Название: ""Книжка расчетная Блохина А.Я., сшитая из бланков справок Повенецкого судоремонтного завода, 1931-1940 годы"". подлинник. Датировка: 1931-1940. Место создания: СССР. Материал: бумага. Техника: машинопись. Размеры: 8х11,5см.",АРХИВНЫЕ ДОКУМЕНТЫ,Объект является культурной ценностью,,,,"Бумага пожелтела, чернила выцвели, пятна, загрязнения.",нет
5222,2016-06-14T09:45:03Z,"Старый Витебск (название изначальное)    Автор: Шагал Марк Захарович (художник)    Школа / Место издания: Россия, Белоруссия, Франция    Период оригинала: 1 четверть 20 век",ЖИВОПИСЬ,,19.5,25,,,"Стиль: Смешанная техника: акварель, гуашь, белила, Бумага (по Источнику); масло ?, Картон ?,  Холст ? (по каталогу, см. Ссылку);   Белый: белила, снег (см. фото)    Размеры: В. 19.5, Ш. 25 (живописная поверхность ?)    Характер подписи: Шагал    Характер подписи: 1914 (П.)    Ссылка на каталоги / инвентари: ШАГАЛ /1989: кат. 12, с. 53 (фото), с. 304; ШАГАЛ / 2001: plat 38, с.98, с. 46 (фото)    Ссылка на каталоги / инвентари: Фото: цветные, см. Ссылку.   От редактора: масло, картон, холст ГРМ не продтверждает, см. Источники."
