id,registration,name,category,сultural_property,height,width,depth,preservation,description
2810,2016-06-14T09:44:45Z,Иисус исцеляет больного (название употребляемое)    Автор: Аноним (художник)    Школа / Место издания: Россия    Период оригинала: 19 век ?,ИКОНА,,31,95,,,"Стиль: Масло ?    Размеры: В. 31, Ш. 95 (диптих, в обрамлении ?)    Ссылка на каталоги / инвентари: Фото: № 2; № 1. - диптих"
4383,2016-06-14T09:45:00Z,"Ранняя весна (название записано; оборотная сторона); Березы на фоне восходящего солнца (название придуманное, название изменяемое)    Автор: Дубовской Николай Никанорович (художник)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век ?; 1 четверть 20 век ?",ЖИВОПИСЬ,,73,54,,,"Размеры: В. 73, Ш. 54 (картон)    Характер подписи: Этюд к картине Ранняя весна (О.)    Ссылка на каталоги / инвентари: Описание в оповещении иное: "" Березы на фоне восходящего солнца"", Холст, см. Комментарий."
5202,2016-06-14T09:45:04Z,Настурция (название придуманное)    Автор: Аноним (художник)    Школа / Место издания: Россия,РИСУНОК,,19,30.4,,,"Размеры: В. 19, Ш. 30.4 (лист ?, живописная поверхность ?)"
3257,2016-06-14T09:44:50Z,Неопалимая купина (название изначальное); Богоматерь Неопалимая Купина  (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век,,,40,40,,,"Стиль: Картон ?; С окладом: Латунь ?/ Медь ?; Квадрат ?    Размеры: В. 40, Ш. 40 (в окладе, приблизительно)"
540,2016-06-14T09:44:26Z,Иоанн Пророк (название изначальное); Иоанн Креститель (название употребляемое);  Ангел пустыни (название придуманное);  Иоанн Предтеча Креститель  -  ангел пустыни (название последнее)    Автор: Аноним (список)    Школа / Место издания: Россия    Период оригинала: 19 век,ИКОНА,,31,27,,,"Стиль: Дерево поделочное; Рама гладкая (поля).    Размеры: В. 31, Ш. 27, Т. 3 (в обрамлении); Ш. 3.5 / Ш. 4 (обрамление)    Характер подписи: ? ( 7 строк, свиток)"
5085,2016-06-14T09:45:04Z,Пейзаж (название употребляемое)    Автор: Аноним (художник)    Школа / Место издания: Россия,РИСУНОК,,26.3,35.7,,,"Стиль: Рисунок акварелью    Размеры: В. 26.3, Ш. 35.7 (картон ?)"
17215,2016-06-14T09:46:21Z,"ЧУДО ГЕОРГИЯ О ЗМИЕ, С ЖИТИЕМ ГЕОРГИЯ    Школа / Место издания: Поволжье    Период оригинала: 17 век, 2 половина",ИКОНА,,108.5,80.5,,,"Размеры: В. 108,5, Ш. 80,5"
18104,2016-06-14T09:46:36Z,"""Воскрешение Лазаря""    Период оригинала: 17 век, 1 половина",,,24.3,1.8,34,,"Размеры: В. 34, Дл. 24.3, Ш. 1.8    Инвентарный номер: в центральном регистре икон, являющихся культурным"
2580,2016-06-14T09:44:43Z,"Отдых (название придуманное)    Автор: Ахмедов Хамур Алимович (художник)    Школа / Место издания: Россия, Северный Кавказ    Период оригинала: 2 половина 20 век",,,34,26,,,"Размеры: В. 34, Ш. 26 (приблизительно, основа)    Ссылка на каталоги / инвентари: ЧГОМ: № 606 (601 п.ф.)    Ссылка на каталоги / инвентари: В источнике не указаны техника, основа."
13432,2016-06-14T09:46:04Z,Книжка памятная на 1904 год,,,10,13.3,,,"Размеры: В. 10.0, Ш. 13.3"
2836,2016-06-14T09:44:45Z,Поток (название придуманное); Бег (название в переводе)    Автор: Блохин В.М. (художник)    Школа / Место издания: Россия    Период оригинала: 20 век,ЖИВОПИСЬ,,70,65,,,"Стиль: Холст ?/ Хлопок ?/ Ткань ?/ Лен ?    Размеры: В. 70, Ш. 65 (без обрамления)"
7351,2016-06-14T09:45:29Z,"Троица (название употребляемое); Избранные Святые (название предполагаемое); Святая Троица (название изначальное)    Автор: Аноним (иконописец, художник)    Школа / Место издания: Россия ?",ИКОНА,,130,125,,,"Стиль: Холст ?;  Квадрат почти; Масло: мрачных тонов    Размеры: В. 130, Ш. 125 (без обрамления ?)    Ссылка на каталоги / инвентари: Состояние: осыпание красочного слоя (местами).  В источнике указана иконография: 3 фигуры Святых, требуется уточнение."
7443,2016-06-14T09:45:29Z,Святые (название употребляемое)    Автор: Аноним (мастер); Аноним (эмальер)    Школа / Место издания: Россия ?    Период оригинала: 18 век,,,15,13,,,"Стиль: Бронза ?/ Латунь ?: Желтый металл;  Эмаль: лики Святых    Размеры: В. 15, Ш. 13, Т. 0.5 (складень, разворот ? / створка ?) / В. 15, Ш. 40, Т. 0.5 складень, разворот) ?"
11181,2016-06-14T09:46:16Z,Пюпитр,,,28.5,53,,,"Размеры: В. 28.5, Ш. 53.0"
3702,2016-06-14T09:44:52Z,Нечаянная Радость Богородицы (название придуманное); Нечаянная Радость (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,,,40,50,,,"Стиль: Дерево ?    Размеры: В. 40, Ш. 50 (приблизительно) / В. 50, Ш. 40 (приблизительно)"
16285,2016-06-14T09:46:22Z,"Три святителя (название придуманное)    Школа / Место издания: Россия    Период оригинала: 19 век, 1 четверть",ИКОНА,,40,30,,,"Размеры: В. 40, Ш. 30    Инвентарный номер: Б/н"
5111,2016-06-14T09:45:04Z,Капитан артиллерии Лутов В.Я. (название изначальное ?)    Автор: Савицкий Георгий Константинович (художник)    Школа / Место издания: Россия    Период оригинала: 1 половина 20 век,РИСУНОК,,25.4,20.7,,,"Размеры: В. 25.4, Ш. 20.7 (лист, картон ?)"
314,2016-06-14T09:44:20Z,"Богоматерь Владимирская  (название придуманное); Сладколобзающая / Умиление (название изначальное); Богоматерь Владимирская с избранными Святыми (название употребляемое); Богоматерь Умиление Владимирская и Предстоящие Святые (название последнее)    В русском оригинале (переводе): Гликофилуса / Елеуса (греческий, название изначальное)    Автор: Аноним (список)    Школа / Место издания: Россия    Период оригинала: 18 век; 19 век",ИКОНА,,12,15,,,"Размеры: В. 12, Ш. 15 (доска)?; В. 15, Ш. 12 (доска) ?"
12578,2016-06-14T09:45:58Z,Открытое письмо,,,9,14,,,"Размеры: В. 9.0, Ш. 14.0"
7483,2016-06-14T09:45:25Z,Распятие Иисуса Христа (название изначальное)    Автор: Аноним (мастер)    Школа / Место издания: Россия ?,,,15,2.7,,,"Размеры: В. 15, Ш. 2.7 (?)    Ссылка на каталоги / инвентари: В источнике не указаны датировка, техника, требуется уточнение."
5591,2016-06-14T09:45:12Z,Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 19 век,ИКОНА,,34.2,28.8,,,"Стиль: Золочение: позолота    Размеры: В. 34.2, Ш. 28.8 (доска)    Ссылка на каталоги / инвентари: Состояние: красочный слой нарушен."
15143,2016-06-14T09:46:18Z,"Стопка    Автор: ф. Яковлева С.Е., р. Кириллова М.",,,4.3,5,,,"Стиль: Роспись надглазурная полихромная.    Размеры: В. 5.0, Д. 4.3    Ссылка на каталоги / инвентари: МЗ-С 1489. Отсутствует по неустановленным причинам. Объяснительная записка бывшего директора музея ЛФЗ Н.С. Петровой"
3482,2016-06-14T09:44:49Z,Спас Нерукотворный (название придуманное); Нерукотворный образ Христа (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 17 век,ИКОНА,,30,35,,,"Стиль: Дерево: 2 шпонки, тыльная сторона    Размеры: В. 30, Ш. 35 (доска) / В. 35, Ш. 30 (доска)    Ссылка на каталоги / инвентари: Состояние: фон темный, лик просматривается с трудом; частично имеется отслоение краски, осыпание грунта; трещины."
12019,2016-06-14T09:45:55Z,Пепельница,,,27.5,11,,,"Размеры: В. 27.5, Ш. 11.0"
16125,2016-06-14T09:46:25Z,Книга религиозного содержания.,,,16,24.5,,,"Размеры: В.16, Ш.24.5 см    Ссылка на каталоги / инвентари: Сосновский районный краеведческий музей.  606170, Нижегородская область, п. Сосновское, ул. Матвеева, д. 36    Инвентарный номер: КП-133"
16126,2016-06-14T09:46:25Z,Орден Отечественной войны II степени № 2355886    Период оригинала: 4 четверть 20 век,,,4.5,5,,,"Стиль: Штамповка.    Размеры: В.4.5, Ш.5 см    Ссылка на каталоги / инвентари: Сосновский районный краеведческий музей.  606170, Нижегородская область, п. Сосновское, ул. Матвеева, д. 36    Инвентарный номер: КП-605"
10463,2016-06-14T09:45:47Z,"Морской вид    Автор: Кудрявцев, С.",ЖИВОПИСЬ,,17.5,23.5,,,"Размеры: В. 17.5, Ш. 23.5"
17796,2016-06-14T09:46:39Z,"Грамота    Период оригинала: 20 век, 2 четверть",,,23.8,39,,,"Размеры: Дл. 23,8; В. 39    Ссылка на каталоги / инвентари: Грамота Азербайджанского государственного художественного техникума Рыженко Илье Герасимовичу за активную педагогическую работу 23.02.1935 г.    Инвентарный номер: КП-1604"
10761,2016-06-14T09:45:49Z,Репродукция с картины неизвестного художника,,,27,33,,,"Размеры: В. 27.0, Ш. 33.0"
2512,2016-06-14T09:44:41Z,Вид из окна (название употребляемое); Натюрморт на фоне окна (название последнее)    Автор: Аноним (художник)    Школа / Место издания: Россия ?    Период оригинала: 20 век,ЖИВОПИСЬ,,54.5,60,,,"Размеры: В. 54.5, Ш. 60 (без обрамления)    Ссылка на каталоги / инвентари: ЧГОМ: № 456 (451 п.ф.); МУЗЕЙ / ГРОЗНЫЙ: сс. 78-79    Ссылка на каталоги / инвентари: Состояние: в реставрации (1995 с)."
2319,2016-06-14T09:44:39Z,"Портрет Аси (название изначальное)    Автор: Умарсултанов Вахидт Османович (художник)    Школа / Место издания: Россия, Северный Кавказ    Период оригинала: 2 половина 20 век",ЖИВОПИСЬ,,40,45,,,"Размеры: В. 40, Ш. 45 (картон ?)    Ссылка на каталоги / инвентари: ЧГОМ: № 232"
294,2016-06-14T09:44:20Z,Никола Можайский (название придуманное); Святой Николай Чудотворец (название изначальное);  Святой Николай Чудотворец Можайский (название последнее)    Автор: Аноним (список)    Школа / Место издания: Россия    Период оригинала: 18 век; 19 век,ИКОНА,,31,27.6,,,"Стиль: Темпера ?; тиснение по левкасу: фон, поля (орнамент)    Размеры: В. 31, Ш. 27.6 (доска)    Ссылка на каталоги / инвентари: Состояние: утраты по укрепленным трещинам; края и углы скошены, отбиты; шпонка утрачена."
11086,2016-06-14T09:46:15Z,Шкафик,,,0.57,0.37,1.9,,"Размеры: Дл. 0.57, Ш. 0.37, В. 1.9"
11512,2016-06-14T09:45:51Z,Портрет императрицы Марии Федоровны,,,16.5,22,,,"Размеры: В. 16.5, Ш. 22.0"
12717,2016-06-14T09:45:59Z,Значок,,,1.8,1.8,,,"Размеры: В. 1.8, Ш. 1.8"
10964,2016-06-14T09:46:14Z,Датская военная форма    Автор: Брок Г.,ЖИВОПИСЬ,,18,14,,,"Размеры: В. 18.0, Ш. 14.0"
12310,2016-06-14T09:45:57Z,Вазочка,,,11,3,,,"Размеры: В. 11.0, Ш. 3.0"
3637,2016-06-14T09:44:54Z,Все Святые (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 19 век,ИКОНА,,30,40,,,"Размеры: В. 30, Ш. 40 (приблизительно) / В. 40, Ш. 30 (приблизительно)"
3277,2016-06-14T09:44:48Z,Святой Николай (название употребляемое); Святой Николай Чудотворец (название изначальное); Николай Угодник (название старое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,,,13,10,,,"Стиль: Дерево  ?    Размеры: В. 13, Ш. 10 (приблизительно)"
3572,2016-06-14T09:44:53Z,"Владимирская Божья Матерь (название старое) ; Богоматерь Владимирская (название придуманное); Сладколобзающая /  Умиление (название изначальное); Богоматерь Умиление Владимирская  (название последнее)    В русском оригинале (переводе): Гликофилуса / Елеуса (греческий, название изначальное)    Автор: Аноним (ювелир)    Школа / Место издания: Россия    Период оригинала: 1 четверть 19 век",,,30,40,,,"Размеры: В. 30, Ш. 40 (приблизительно) / В. 40, Ш. 30 (приблизительно)"
10689,2016-06-14T09:45:49Z,"Английские принцессы, дочери короля Эдуарда VII",,,16.2,12.5,,,"Размеры: В. 16.2, Ш. 12.5"
16430,2016-06-14T09:46:30Z,Скульптура-Балерина отдыхающая.    Автор: Артамонова Ольга Сергеевна    Период оригинала: 2 половина 20 век,,,10,21,,,"Стиль: Глазурь, позолота.    Размеры: В.10, Ш.21, Т.12 см    Инвентарный номер: КП-404"
4566,2016-06-14T09:44:59Z,Спас (название употребляемое); Иисус Христос Вседержитель (название изначальное)    В русском оригинале (переводе): Пантократор (название изначальное; греческий)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,ИКОНА,,22,25,,,"Стиль: Дерево поделочное    Размеры: В. 22, Ш. 25 (доска) / В. 25, Ш. 22 (доска)"
3957,2016-06-14T09:44:54Z,Казанская Божья Матерь (название старое); Богоматерь Казанская (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 17 век,ИКОНА,,40,50,,,"Стиль: Дерево поделочное; С окладом    Размеры: В. 40, Ш. 50 (приблизительно) / В. 50, Ш. 40 (приблизительно)"
3123,2016-06-14T09:44:45Z,Достойно есть (название изначальное); Богородица с младенцем в четырех образах (название придуманное)    Автор: Аноним    Школа / Место издания: Россия,ИКОНА,,22.5,23,,,"Стиль: Квадрат ?    Размеры: В. 22.5, Ш. 23 (приблизительно)"
5976,2016-06-14T09:45:15Z,Богоматерь Казанская (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,ИКОНА,,31,25,,,"Размеры: В. 31, Ш. 25 (доска)    Характер подписи: [Мария Дева] (слева и справа от нимба Богоматери);[Иисус Христос] (выше нимба Христа); [?] (см. фото, над правым плечом Богоматери)"
493,2016-06-14T09:44:17Z,"Богоматерь Всех Скорбящих Радость (название изначальное; в центре) # Праздники (название употребляемое; складень, слева, справа)    Автор: Аноним (эмальер); Аноним (скульптор)    Школа / Место издания: Россия ?    Аноним (литейщик)    Период оригинала: 18 век",ЭМАЛЬ,,15.3,8.4,10.9,,"Стиль: ЭМАЛЬ : Выемчатая; По рельефу ?, Фиолетовый, Белый (фон ?, рамочки); Гравирование ?    Размеры: В. 10.9, Ш. 8.4 (створка центральная);  Дл. 15.3 (складень); Об. 3 створки    Характер подписи: [...] БЦЫСКОРБАЩ [...] (гравированная ?, центральная створа); [Иисус / Христос] (гравированная ?, оглавие ?); ВХОДЪВОIЕР [...] (гравированная ?, левая створа, верхее клеймо); СРЕТЕН [...] НИЕ (гравированная ?, левая створа, нижнее клеймо); ВОСКРНIЕ ХВО (гравированная ?,  правая створа, верхее клеймо); ВОЗНЕСЕНIЕ [...] ХРВО (гравированная?, правая створа, нижнее клеймо)    Ссылка на каталоги / инвентари: ГМЗ РК: № 42    Ссылка на каталоги / инвентари: Название: Праздники представлены в 4 сценах - 1. Вход в Иерусалим (левая створа, верхнее клеймо), 2. Сретение (левая створа, нижнее клеймо), 3. Сошествие во ад / Воскресение (правая створа, верхнее клеймо), 4. Вознесение (правая створа, нижнее клеймо).  Описание изображений: см. выше, а также, - Благовещение, Архагел Гавриил (навершие, левая створа), Дева Мария (навершие, правая створа), Спас в облаке (навершие, центральная створа).   Состояние: утраты эмали, 2 сквозных отверстия на средней и левой створке."
8486,2016-06-14T09:45:43Z,"Антиминс. Подписан епископом Вятским и Великопермским Алексием в церковь пророка илии (без указания населенного пункта).    Автор: ? (гравер)    Школа / Место издания: Россия    Период оригинала: 18 век, 2 четверть; Дата: 19 июля 1732.",ОТТИСК,,51.5,46,,,"Размеры: В. 46; Дл. 51,5    Ссылка на каталоги / инвентари: Ржавчина от гвоздей, дыры. Из старых поступлений музея."
14248,2016-06-14T09:46:10Z,"Ольга Константиновна, королева Греческая",,,4,8,,,"Размеры: В. 4.0, Ш. 8.0"
15801,2016-06-14T09:46:23Z,Изваяние ранних кочевников (Скифские древности)    Период оригинала: 7 век до н.э.,,,50,2.3,,,"Стиль: Техника контррельефа    Размеры: В.2.3 м., Д. 50 см."
3127,2016-06-14T09:44:46Z,Ковчег с праздниками (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 19 век,,,30,25,,,"Стиль: Дерево ?    Размеры: В. 30, Ш. 25 (приблизительно) / В. 25, Ш. 30 (приблизительно)"
10491,2016-06-14T09:45:47Z,Папка с адресом,,,32,46.5,,,"Размеры: В. 32.0, Ш. 46.5"
3058,2016-06-14T09:44:46Z,Избранные Святые (название употребляемое); Трое Святых (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,,,23,27,,,"Стиль: Дерево ?    Размеры: В. 23, Ш. 27 (приблизительно) / В. 27, Ш. 23 (приблизительно)"
4811,2016-06-14T09:45:00Z,Всех Святых (название придуманное); Святые (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век,ИКОНА,,27,22,,,"Размеры: В. 27, Ш. 22 (доска)    Характер подписи: 3 (О. в центре, крупный знак)    Ссылка на каталоги / инвентари: Состояние: утраты красочного слоя."
13618,2016-06-14T09:46:06Z,Портрет членов семьи Романовых,,,11,16.5,,,"Размеры: В. 11.0, Ш. 16.5"
7821,2016-06-14T09:45:27Z,Богоматерь Казанская (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,,,50,70,,,"Размеры: В. 50, Ш. 70 (доска) / В. 70, Ш. 50 (доска)    Ссылка на каталоги / инвентари: В источнике не указаны датировка, техника, требуется уточнение."
2461,2016-06-14T09:44:40Z,"Лето в ауле (название придуманное)    Автор: Рабаданов Зулкарнай Рабаданович (художник)    Школа / Место издания: Россия, Северный Кавказ    Период оригинала: 2 половина 20 век",ЖИВОПИСЬ,,80,60,,,"Размеры: В. 80, Ш. 60 (приблизительно, без обрамления) ? / В. 60, Ш. 80 (приблизительно, без обрамления) ?    Ссылка на каталоги / инвентари: ЧГОМ: № 223"
