name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to,dedication
Детская библиотека № 242 г. Москвы,"г Москва,г Москва,наб Карамышевская,д 2/1",37.485484,55.770016,"Детская библиотека № 242 имеет богатую и увлекательную историю, которую ведет от детской библиотеки № 81 Ленинградского района. Точной даты и места основания библиотеки установить не удалось. Предположительно, она была основана в 1948 году. Библиотека комплектовала свои фонды, отдавая приоритет естественнонаучной литературе. Сейчас она знакомит с новинками детской литературы, организовывает досуг юных читателей, проводит увлекательные беседы, творческие встречи, праздничные программы, ведет большую эколого-краеведческую работу. Круглый год в библиотеке работают кружки и студии, проходят выставки детского творчества, фотовыставки, городские акции, пешеходные прогулки в рамках краеведческого проекта #ПрочтиРайон и летние читальни на улице около библиотеки. Размер фонда – 47 265 экз. Пользователей за 2022 год – 1 080 человек. Посещений – 11 767.",Москва,2015-07-23T23:11:03Z,2023-02-17T14:19:49Z,NA,NA,43200,75600,43200,75600,43200,75600,43200,75600,43200,75600,43200,72000,NA
Библиотека № 37 г. Москвы,"г Москва,г Москва,ул Дубнинская,д 16",37.5625133514404,55.8692193004108,"Учреждение начало работу в 1972 году как библиотека, обслуживающая взрослое население. Находится в густонаселенном районе на окраине Москвы. В 2001 году в здании открылся выставочный зал, а часть помещения заняла детская библиотека с читальным залом и абонементом, в результате чего жители удаленного района Москвы, особенно дети, получили возможность в шаговой доступности прикоснуться к прекрасному, встречаться с интересными людьми.В настоящее время библиотека имеет универсальный фонд, который насчитывает 42 350 единиц хранения с элементами специализации – литература по искусству. Прекрасный выставочный зал вмещает большое количество посетителей. И неудивительно, что приоритетным направлением в организации культурного досуга для населения стало искусство. Библиотека успешно реализует проект «Мир вдохновения» для широкой целевой аудитории. В литературно-музыкальной гостиной проходят лекции о творчестве великих художников, выступают молодые музыканты – студенты музыкальных училищ, писатели и поэты, проходят встречи с современными художниками, иллюстраторами, дизайнерами. В выставочном зале наряду с выставками профессиональных мастеров организуются выставки детского и семейного творчества.",Москва,2015-07-27T02:21:41Z,2023-02-17T09:44:49Z,NA,NA,39600,70200,39600,70200,39600,70200,39600,70200,39600,70200,NA,NA,NA
Библиотека № 3 имени Н. А. Добролюбова,"г Москва,г Москва,пл Смоленская,д 13/21",37.582125,55.74941,"Старейшая публичная библиотека Москвы, с 1919 года носящая имя Н. А. Добролюбова, ведет свою историю с 1848 года. Именно тогда московский коммерсант и книголюб М. А. Вивьен открыл частную библиотеку для публичного пользования, основу которой составила его личная девятитысячная книжная коллекция. Библиотека располагалась на углу улиц Воздвиженки и Моховой, напротив Манежа, в доме Скворцова.В 1948 году в связи со 100-летним юбилеем библиотеке Добролюбова предоставили новое помещение в доме известного архитектора И. В. Жолтовского на Смоленской площади, где она располагается по сей день. Библиотека хранит книжное наследие предыдущих поколений. Фонд редких изданий включает в себя 1 600 книг, из которых 186 – с владельческими печатями Вивьен-Дерягиных.В коллекции также представлены редкие издания конца XIX и начала XX века, книги из личных коллекций писателя А. Н. Рыбакова, литературоведа Н. А. Трифонова, поэта В. Винокурова, литературного критика Л. А. Иванова-Аннинского, коллекция миниатюрных книг издательства «ЯНИКО», книги с дарственными надписями известных писателей, деятелей культуры и искусства.Библиотека № 3 имени Н. А. Добролюбова в настоящее время является центром по продвижению книг. В ее стенах постоянно проходят презентации книг писателей – лауреатов литературных премий с участием авторов.",Москва,2015-07-26T21:34:53Z,2023-02-21T05:17:36Z,NA,NA,36000,79200,36000,79200,36000,79200,36000,79200,36000,79200,36000,72000,им. Н. А. Добролюбова
Библиотека № 72 (фонд детской литературы) г. Москва,"г Москва,г Москва,ул Уссурийская,д 9",37.8190666437149,55.8240456644906,"Площадка библиотеки № 72 (ул. Уссурийская, 9) открылась как Детская библиотека в 1983 году.Структура библиотеки: младший абонемент для детей дошкольного и младшего школьного возраста 1–4 классов;старший абонемент для читателей старшего школьного возраста 5–9 классов;читальный зал;компьютерный зал.Фонд библиотеки насчитывает более 30 тыс. единиц хранения.Сегодня библиотека – это учреждение, воспитывающее у детей и подростков любовь к книге, стремление к знаниям, к систематическому чтению; осуществляет справочно-библиографическое и информационное обслуживание детей и руководителей детского чтения. Библиотека активно ищет и развивает новые формы работы, сохраняя лучшие традиции. Специалисты библиотеки строят свою работу, используя разнообразные формы, организуя встречи с писателями, интересными людьми, проводя тематические встречи, мастер-классы с юными читателями, способствуя развитию личности, самообразованию и чтению лучших книг. Библиотека приглашает всех желающих на авторские мастер-классы, в кружки и студии на платной основе:«Книжная графика»;«Волшебная кисточка»: живопись; «Игра на гитаре»;«Музыкальное развитие»;«Танцевальное вдохновение»;«Английский язык»;«Немецкий язык»;«Карате».",Москва,2015-07-22T16:49:17Z,2023-02-21T07:19:43Z,NA,NA,43200,75600,43200,75600,43200,75600,43200,75600,43200,75600,43200,72000,NA
Библиотека № 243 (подразделение № 1) г. Москвы,"г Москва,г Москва,ул Академика Бочвара,д 5",37.4628585577011,55.807152261668,"Детская библиотека № 79 Ленинградского района была основана в 1948 году и располагалась по адресу: 2-й Щукинский проезд (с 1977 года – улица Маршала Новикова), д. 2. В январе 1961 года, в связи с изменением административно-территориального деления районов Москвы, библиотека была отнесена к Краснопресненскому району. 9 мая 1961 года она стала детской библиотекой № 27 Краснопресненского района. При реорганизации районов Москвы в августе 1968 года стала детской библиотекой № 27 Хорошевского (в 1970–1990 гг. – Ворошиловский) района (ныне – район Щукино). В 1986 году библиотека открыла свои двери для читателей в новом помещении на ул. Академика Бочвара, д. 5, корп. 1.Информационные технологии позволяют библиотеке внедрять и использовать новые формы обслуживания пользователей. Основное направление работы – пропаганда и популяризация гуманитарных знаний посредством продвижения книги и чтения по различным областям знаний.Фонд – 40,4 тыс. экз., в т. ч. книги (30 434 экз.), брошюры (9 633 экз.), электронные документы (333 экз.).",Москва,2015-07-23T23:07:26Z,2023-02-20T09:09:07Z,NA,NA,43200,75600,43200,75600,43200,75600,43200,75600,43200,75600,43200,72000,NA
Библиотека № 82 г. Москва,"г Москва,г Москва,ул Парковая 4-я,д 12",37.786249,55.790965,"Год образования библиотеки – 1938. Книжный фонд – свыше 33 тысяч экз. Ежегодно обслуживает свыше 3750 читателей.Координирует свою работу со школами № 445, 690, 646, 1483, музыкальной школой № 27 им. С. Рахманинова (ежемесячный лекторий), Центром социальной помощи семье и детям «Измайлово» (многодетные и малообеспеченные семьи, семьи с приемными детьми), Советом ветеранов войны и труда района «Измайлово» (встреча с ветеранами, уроки мужества, мероприятия по патриотическому воспитанию). Библиотека в течение многих лет проводит индивидуальную работу для подростков с проблемами общения «Клуб одиноких сердец». В течение года с подростками проводятся собеседования, коррекционные беседы, обсуждения проблемных ситуаций, что в конечном итоге способствует более быстрой психологической адаптации, корректирует их взгляды и смягчает отношения с окружающими.Отделы библиотеки:Абонемент младшего отделения совмещен с читальным залом для читателей дошкольного и младшего школьного возраста (от 0 мес. до 10 лет).Старший абонемент обслуживает читателей основной школы (с 11 до 16 лет), руководителей чтения, жителей микрорайона (от 30 и выше). Читальный зал старшего абонемента обслуживает читателей с 11 лет и всех желающих. Здесь проходят интересные массовые мероприятия для учащихся школ, детских садов и жителей микрорайона.Список кружков и клубов (культурно-досуговых формирований):Кружок «Все обо всем». График работы: 1-й, 2-й, 3-й вторник с 12:30. Возрастной ценз: читатели от 7 до 9 лет. Бесплатный.«Клуб одиноких сердец» для «трудных» подростков. График работы: консультации по мере необходимости. Возрастной ценз: с 10 до 25 лет. Бесплатно. Кружок «Музыкальные встречи». График работы: последний вторник месяца с 14:30. Возрастной ценз: с 7-8 лет. Бесплатно. Кружок «Детская академия» (по коворкингу).Проезд общественным транспортом: станция метро «Измайловская».Санитарный день: первая среда месяца.",Москва,2016-04-06T13:57:07Z,2023-03-01T11:53:34Z,NA,NA,43200,75600,43200,75600,43200,75600,43200,75600,43200,75600,43200,72000,NA
Библиотека № 232 (подразделение № 1) г. Москвы,"г Москва,г Москва,проезд Тушинский 1-й,д 4",37.422368,55.833375,"Детская библиотека № 150 открыла свои двери для читателей в 1979 году. В 2015 году она стала подразделением библиотеки № 232 13-го микрорайона Тушино. Микрорайон Комсомолка, где расположена библиотека, находится в отдаленной части района Покровское-Стрешнево, библиотека является местом притяжения местной детворы. Дети часто приходят в библиотеку, чтобы взять любимые книги, посидеть и полистать журналы, поиграть в компьютерные и настольные игры или просто пообщаться друг с другом. Для читателей действует постоянная выставка новых поступлений. Работает клуб «ИЗО» (изобразительное искусство для дошкольников и младших школьников). Есть клуб робототехники (знакомство с азами программирования, конструирование мини-роботов), занятия нацелены на развитие у детей базовых исследовательских и проектных умений, имеющих основополагающее значение для научных и инженерных профессий. Посещений за 2021 год – 10 406. Фонд – 15 813 экз.",Москва,2015-07-23T22:24:48Z,2023-02-21T14:08:09Z,NA,NA,43200,75600,43200,75600,43200,75600,43200,75600,43200,75600,43200,72000,NA
Библиотека № 184 г. Москва,"г Москва,г Москва,ул Академика Варги,д 38",37.47951,55.632982,"Универсальный книжный фонд библиотеки – более 40 тысяч томов – отвечает самым разнообразным вкусам. Работает отдел краеведения, создана экспозиция «Культурное и историческое наследие Москвы». В стенах библиотеки постоянно проходят встречи с писателями и поэтами, читательские конференции, музыкальные вечера, просмотры художественных и документальных фильмов. В отделе информационных ресурсов можно получить помощь в учебе (интерактивные учебники, лекции, рефераты), ознакомиться с анонсами культурных мероприятий, принять участие в онлайн-семинарах и лекциях. Постоянно работает группа обучения компьютерной грамотности для пенсионеров и инвалидов.",Москва,2015-07-27T08:39:43Z,2023-02-21T06:44:21Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,72000,NA
Библиотека № 29 (филиал № 1) г. Москвы,"г Москва,г Москва,ш Дмитровское,д 50",37.569351,55.845572,"Библиотека была основана в 1938 году. С 1963 года и по настоящее время располагается по адресу Дмитровское шоссе, д. 50.Универсальный фонд библиотеки насчитывает 36 000 единиц хранения.С 2003 года в библиотеке существует любительское объединение «Я – человек», где люди с ограниченными возможностями занимаются творчеством, встречаются с интересными людьми и просто общаются в уютной обстановке. Регулярно члены объединения проводят мероприятия для посетителей библиотеки и жителей района.Литературные, художественные и образовательные мероприятия организуются библиотекой вместе с партнерами: Управлением по особо охраняемым территория САО, районными образовательными учреждениями, учреждениями культуры, соцзащиты.Библиотека принадлежит ГБУК г. Москвы «ЦБС САО».",Москва,2015-07-27T01:57:24Z,2023-02-21T09:14:28Z,NA,NA,39600,70200,39600,70200,39600,70200,39600,70200,39600,70200,NA,NA,NA
Библиотека № 32 (филиал № 1) г. Москвы,"г Москва,г Москва,ул Степана Супруна,д 12",37.545536,55.797468,"Библиотека была открыта в 1957 году как детская библиотека. В настоящее время входит в состав библиотеки № 32 как учреждение, обслуживающее детское население.Универсальный фонд для детей и подростков включает более 40 000 единиц хранения.На базе библиотеки функционируют студии керамики, театрального мастерства и эстетического развития. В стенах учреждения проводится большое количество разнообразных и интересных мероприятий: выставки художников-иллюстраторов, театрализованные представления, экскурсии по книжным фондам, мастер-классы различной направленности. Действуют зона буккроссинга и компьютерный класс.Библиотека принадлежит ГБУК г. Москвы «ОКЦ САО».",Москва,2015-07-27T02:34:20Z,2023-02-21T08:34:29Z,NA,NA,39600,70200,39600,70200,39600,70200,39600,70200,39600,70200,NA,NA,NA
