UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,COMMENTS,GROUP_ID,GROUP_ORDER
16854b1c-1ccb-4b9a-b6ea-e64824c73942,Book 3,Emporitæ,char-offset:63814,PLACE,http://pleiades.stoa.org/places/246382,42.14011,3.11795,"amphitheatre,settlement,port",VERIFIED,,,,
ecac6dac-7a98-45f1-a790-e8b275702244,Book 5,Cumæ,char-offset:91082,PLACE,http://pleiades.stoa.org/places/432808,38.75953,26.936283,"temple-2,port,sanctuary,tunnel,aqueduct,settlement,cistern",VERIFIED,,,,
083bb41a-5714-4f17-84bf-48dde3edf3ea,Book 6,Strait,char-offset:32222,PLACE,http://pleiades.stoa.org/places/462494,38.260268,15.660384,water-open,VERIFIED,,,,
2adc76b6-aad7-47bb-8eb6-75f56dba10d1,Book 13,Hermus,char-offset:114142,PLACE,http://pleiades.stoa.org/places/226602,47.8339,35.166721,tumulus,UNVERIFIED,,,,
289e4f1a-a0e9-4005-b626-17595e5b6fdb,Book 8,Peloponnesus,char-offset:99346,PLACE,http://sws.geonames.org/9062330,,,,UNVERIFIED,,,,
9a221346-9f34-43a6-8da7-6f78014ab660,Book 6,Italy,char-offset:12270,PLACE,http://pleiades.stoa.org/places/992073,43.55087092641273,11.9539517875577,province,VERIFIED,,,,
582ffda2-f78c-453e-861e-7545908fe6f7,Book 6,Tarentum,char-offset:70414,PLACE,http://pleiades.stoa.org/places/442810,40.476034,17.228553,"settlement,temple-2",VERIFIED,,,,
2245c8f9-7ad4-4e21-9170-bb783453253e,Book 5,Ardea,char-offset:60956,PLACE,http://pleiades.stoa.org/places/422843,41.61126,12.54968,"settlement,urban",VERIFIED,,,,
6aa2dfff-3660-4aa9-93e6-7695b3ff7859,Book 7,Tauristæ,char-offset:13974,PLACE,http://pleiades.stoa.org/places/197545,46.5,14.5,people,VERIFIED,,,,
ab5dcd11-2b5a-4413-9066-1735c040dd36,Book 13,Thebe,char-offset:79284,PLACE,http://www.imperium.ahlfeldt.se/places/24237,,,,UNVERIFIED,,,,
