name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Библиотека-филиал № 3 г. Рязани,"обл Рязанская,г Рязань,ул Станкозаводская,д 11",39.6413227851334,54.6662965117383,"Библиотека «Возрождение» была основана в 1950 году. С 2001 года работает по программе «Возрождение», направленной на духовное и нравственное возрождение, приобщение пользователей к культурному наследию общества, истории и традициям родного края. В настоящее время фонд включает около 34 519 экземпляров изданий. Библиотека реализует проект «Мастерская самоопределения» (формирование профориентационной компетентности трудных подростков), авторские программы «С добром и лаской к человеку» (социокультурная адаптация пожилых людей и инвалидов), «Познать мир умом и сердцем». Проводит уроки православной культуры, культурно-просветительские мероприятия по духовно-нравственному воспитанию, декоративно-прикладному творчеству.",Рязань,2021-04-19T09:27:20Z,2023-09-13T10:25:15Z,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,,,12:00:00,19:00:00,12:00:00,19:00:00
Верхнебардымская сельская библиотека-клуб,"обл Свердловская,р-н Артинский,д Верхний Бардым,ул Трактовая,д 12",58.280028,56.421873,"Верхнебардымская сельская библиотека-клуб – это единственный центр культурной жизни жителей деревни Верхний Бардым, источник приятных эмоций и хорошего настроения. На сегодняшний день Верхнебардымская сельская библиотека–клуб является структурным подразделением муниципального бюджетного учреждения «Централизованная библиотечная система Артинского городского округа». В клубе имеется просторная сцена, на которой проводятся мероприятия различной направленности: дискотеки для молодежи, концерты, театрализованные представления, вечера отдыха, мастер-классы, квесты, посиделки для пожилых людей и др. Для молодежи и подростков есть теннисные столы. Основной деятельностью библиотеки является работа по тематическим направлениям: привлечение новых читателей в библиотеку и к чтению, формирование здорового образа жизни подрастающего поколения, распространение краеведческих знаний и воспитание у читателей интереса к истории своей малой родины, воспитание патриотических чувств и т.д. В библиотеке–клубе ведется работа в рамках программ по гражданско-патриотическому воспитанию подрастающего поколения, по продвижению книги и популяризации чтения. Библиотечный фонд составляет 4 071 экз. Количество читателей в год – 233.",Арти,2023-03-22T12:47:42Z,2023-03-27T11:37:21Z,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,21:00:00,02:00:00,,
Отрадненская сельская библиотека,"край Краснодарский,р-н Тихорецкий,ст-ца Отрадная,ул Ленина,9",40.117305,45.617144,"Библиотека Отрадненского сельского поселения Тихорецкого района была основана в 1967 году. С тех пор и по настоящее время библиотека находится в здании Дома культуры. На сегодняшний день зарегистрировано 784 читателя. Фонд сельской библиотеки насчитывает 21131 экземпляр различной литературы. На библиотечных стеллажах собраны книги как художественные, так и по многим отраслям знаний. Каждая книга является загадкой, пока ее не прочитаешь. Они рассказывают обо всем на свете: о земле и о космосе, о животных и растениях, о странах и городах, знакомят с замечательными людьми и интересными событиями. В библиотеку можно прийти не только за книгой, но и почитать газеты, принять участие в интересных мероприятиях, провести время с пользой для себя.",Тихорецкий район,2022-03-23T08:05:14Z,2023-03-09T13:29:59Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,
Боголюбовская сельская библиотека,"обл Рязанская,р-н Сараевский,п Низовка,ул Центральная,д 25",40.852244,53.531403,"Боголюбовская сельская библиотека основана в 50-х годах ХХ века. Обслуживала население Боголюбовского сельского поселения. Тесно работала с правлением колхоза, выполняла функции образовательного культурного центра среди колхозников. С 2011 года это структурное подразделение, входящее в зону обслуживания Новобокинского сельского поселения. Библиотека работает со всем населением. Большое внимание уделяется людям с ограниченными возможностями здоровья. Обслуживание осуществляется с помощью книгоношества. Также для пожилых людей проводятся специализированные мероприятия на дому, например поздравления ветеранов с новогодними праздниками и Днем Победы.Ежегодно услугами библиотеки пользуется более 200 человек. Фонд включает около 3 000 экземпляров. Библиотека подключена к сети Интернет. Предоставляет услугу – обучение людей пожилого возраста азам компьютерной грамотности. Ежегодно для посетителей проводится более 200 мероприятий.",Сараевский район,2023-09-27T13:32:07Z,2023-09-27T13:57:00Z,,,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,,
Блясинская сельская модельная библиотека,"обл Псковская,р-н Красногородский,д Блясино",28.310343,56.941459,"Блясинская сельская модельная библиотека создана в 1954 г. Находится в деревне Блясино, в помещении Блясинского сельского дома культуры. Приоритетными направлениями деятельности являются гражданско-патриотическое воспитание, краеведение, популяризация чтения и литературы. В 2017 году ее книжный фонд составлял 4 450 экземпляров. Количество читателей – 231 человек. В 2013 году библиотека получила статус модельной библиотеки, была оснащена комплектом компьютерного оборудования и современной библиотечной мебели, комплектом книг. С 2015 г. в библиотеке действует читательское объединение «Литературная беседка». В 2018 году образован клуб цветоводов «Азалия».",Красногородский район,2018-12-07T09:03:55Z,2023-03-23T14:44:55Z,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,,,,,,
Центральная городская детско-юношеская библиотека г. Тихорецка,"край Краснодарский,р-н Тихорецкий,г Тихорецк,ул Энгельса,д 91",40.1287865638733,45.8522200646119,"История центральной городской детской библиотеки начинается в 1979 году, когда решением Совета народных депутатов г. Тихорецка при Центральной городской библиотеке имени М. Ю. Лермонтова был открыт детский отдел. Спустя 2 года отдел получил статус «Центральная городская детская библиотека». Ее начальный фонд насчитывал 10 376 экземпляров документов. В настоящее время центральная городская детско-юношеская библиотека Тихорецка – это место общения единомышленников и творческая мастерская. Здесь проходят встречи с людьми искусства, «литературные чаепития», детские праздники и другие увлекательные мероприятия. Специалисты библиотеки ведут активную работу с детьми и подростками из семей группы социального риска, принимают участие в краевых конкурсах и акциях, организуют мероприятия разной тематики.",Тихорецкий район,2019-11-28T09:35:36Z,2023-02-21T14:20:17Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,,10:00:00,18:00:00
Малосуньская сельская библиотека – филиал № 35,"Респ Татарстан,р-н Мамадышский,с Малая Сунь,ул Советская,22",50.934629,55.70844,"До 2009 года в селе Малая Сунь библиотека находилась в здании музея Фарида Яруллина. А в 2009 году она переехала в новый Дом культуры, где ей была выделена специальная комната площадью 36 кв. метров. В разные годы библиотечную работу на селе вели Хузина Расима, Билалова Эндже, Мухаметзянова Лилия, а с октября 2009 года прививает сельчанам любовь к книгам Хасаншина Рузиля Ингелевна. Книжный фонд составляет 4 466 экземпляров, читателей – 236. Библиотека ведет активную работу по привлечению читателей: организует творческие встречи, проводит литературные вечера, обзоры новых книг и периодических изданий. Ежегодно проводится подписка на периодические издания. Фонд библиотеки состоит из местных и республиканских газет, альбомов о людях села, оформляются стенды, выставки и открытые полки. Сельский филиал оказывает услуги широкой аудитории, стремится соответствовать ожиданиям сельчан, является центром общественной и культурной жизни жителей села.",Мамадышский район,2021-04-23T07:29:02Z,2023-03-02T08:52:13Z,10:00:00,21:30:00,10:00:00,21:30:00,10:00:00,21:30:00,10:00:00,21:30:00,10:00:00,21:30:00,19:00:00,21:30:00,,
Дубъязская сельская библиотека – филиал № 13,"Респ Татарстан,р-н Высокогорский,с Дубъязы,ул Ленина,д 36",49.19294,56.122811,"В 1977 году после централизации библиотека вошла в единую сеть района и стала называться Дубъязской сельской библиотекой. Она расположена в здании музыкальной школы села. Помещение разделено на 2 комнаты. В первой комнате расположен книжный фонд, а во второй – читальный зал. В 2022 году услугами Дубъязской сельской библиотеки воспользовались 1 396 читателей, количество посещений – 15 810, книговыдача – 23 975 экземпляров, библиотечный фонд – 9 596 экземпляров. В 2022 году было проведено 75 мероприятий. Чтобы заинтересовать детей участвовать в мероприятиях, используются такие программы, как викторины, игры и конкурсы.",Высокогорский район,2021-03-29T10:37:18Z,2023-12-06T11:52:23Z,09:00:00,15:00:00,09:00:00,15:00:00,09:00:00,15:00:00,09:00:00,15:00:00,09:00:00,15:00:00,09:00:00,15:00:00,,
Библиотека семейного чтения № 10 г. Копейск,"обл Челябинская,г Копейск,ул Томская,д 18",61.622722,55.180275,"Сейчас библиотека семейного чтения № 10 поселка Потанино – это место, где читатель может не только выбрать книгу, но и сидя на диване прочитать их, сделать уроки, а может и посмотреть спектакль или принять участие в мастер-классе. Библиотека начала свою деятельность в 1957 году. Она расположена в отдельно стоящем здании. Помещения библиотеки просторные и удобные для посетителей. В своей деятельности используют разные формы работы, которые находят позитивный отклик у жителей поселка. В дни летних каникул библиотека предлагает своим юным читателям развлекательные конкурсы, игры-путешествия, турниры и многое другое. Для более взрослых читателей проводятся творческие вечера, литературные встречи и презентации. Фонд библиотеки составляет 33 459 экземпляров книг",Копейск,2022-12-08T12:49:47Z,2023-02-28T09:25:32Z,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,,,09:00:00,18:00:00
Степно-Мамыковская сельская библиотека,"обл Самарская,р-н Кошкинский,с Мамыково,ул Центральная,влд 24",50.7347788067316,54.3773390986443,"Степно-Мамыковская сельская библиотека находится на территории сельского поселения Русская Васильевка и является информационно-просветительским учреждением на селе. Филиал Кошкинской МЦБС. Библиотека создана в 1957 г. На сегодняшний день библиотеку посещают 150 пользователей, из которых 43 дети. Общий фонд библиотеки составляет 6 332 экз.Библиотека активно работает с детьми. Ежегодно отмечает Неделю детской и юношеской книги. Принимает активное участие в международных акциях «Читаем детям о войне», «Книжка на ладошке», районной программе летнего чтения «С книгой в летнем рюкзачке». Для молодежи организует акцию «Библионочь».",Самарская область,2016-04-18T17:32:09Z,2023-03-03T08:20:13Z,,,10:00:00,12:00:00,10:00:00,12:00:00,10:00:00,12:00:00,,,,,10:00:00,13:00:00
