UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,COMMENTS,GROUP_ID,GROUP_ORDER
60871c85-9614-4374-87b8-418c55f575ab,Book 2,Marseilles,char-offset:128281,PLACE,http://pleiades.stoa.org/places/148127,"Massalia/Massilia|Massalia/Massilia, Marseille|Marseille",-0750/2100,43.299467,5.365307,settlement,VERIFIED,,,,
a0789962-da33-452d-9fdf-683093b8263a,Book 3,Didyme,char-offset:88223,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,
e8d5aa27-2d92-4489-91c7-ca6682a89a38,Book 13,Tmolus,char-offset:115254,PLACE,,,,,,,UNVERIFIED,,,,
c4f11521-8fc5-4a77-ac11-4e460cb337a1,Book 13,Sigeium,char-offset:37432,PLACE,,,,,,,UNVERIFIED,,,,
b01545ae-e9e0-4a41-9224-7f1342c2c1c1,Book 4,Marseillese,char-offset:22103,PLACE,http://pleiades.stoa.org/places/148127,"Massalia/Massilia|Massalia/Massilia, Marseille|Marseille",-0750/2100,43.299467,5.365307,settlement,VERIFIED,,,,
c2daed34-7e55-4c5e-8c21-7f97fd74ab75,Book 4,Avenio,char-offset:24360,PLACE,http://pleiades.stoa.org/places/148004,"Avennio|Avennio, Avignon|Avignon",-0750/2100,43.95159,4.80769,settlement,VERIFIED,,,,
d0ec9fd5-cef0-43af-8c7e-286e74e4ebbb,Book 6,Tyrrhenian,char-offset:8422,PLACE,http://pleiades.stoa.org/places/1356,Tyrrhenum/Inferum Mare,-0330/0640,41.66419815387763,12.054731855280693,water-open,VERIFIED,,,,
77a1343b-c4a5-46a2-9c40-38aa28a398e1,Book 8,Gulf of Corinth,char-offset:2179,PLACE,http://www.imperium.ahlfeldt.se/places/23911,,,,,,UNVERIFIED,,,,
f5323e4b-438c-4cba-8782-c4e9313997ac,Book 2,Libyrnides,char-offset:152575,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,
4c869713-0e8d-45ad-b67f-f8494f0cca08,Book 8,Pylus,char-offset:56053,PLACE,,,,,,,UNVERIFIED,,,,
ce7e0bf2-8147-45ee-8f3c-3a7728a63ba6,Book 2,Pillars,char-offset:129834,PLACE,http://pleiades.stoa.org/places/256198,Herakleios Porthmos/Gaditanum Fretum,-0550/0640,35.971667,-5.485833,"river,water-open",VERIFIED,,,,
b10d51e8-66f4-41e5-ac07-393e6e979082,Book 4,Volcæ,char-offset:26703,PLACE,http://pleiades.stoa.org/places/148242,Volcae Arecomici,-0330/0300,43.74377875,3.882208375,people,VERIFIED,,,,
4622b734-c7c9-411f-9e8e-eb6162dd6fb8,Book 5,Keltica,char-offset:82819,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,
7278f3ed-bee1-4241-8f50-b0526e8b861b,Book 2,Iberia,char-offset:87199,PLACE,http://pleiades.stoa.org/places/992072,Hispaniae,,37.5,-7.5,province,VERIFIED,,,,
1a318c7b-ccda-4f02-8cdb-408f2dc98688,Book 5,Alps,char-offset:3929,PLACE,http://pleiades.stoa.org/places/783,Alpes (mountains),,43.74465275,7.40183905,mountain,VERIFIED,,,,
6a1bb00b-bfee-46c8-9e92-8c967f85b3ac,Book 5,Ostia,char-offset:51076,PLACE,http://pleiades.stoa.org/places/422995,"Ostia|Ostia, Ostia Antica",-0750/2100,41.7548549,12.287656,"taberna-shop,urban,theatre,church,settlement,plaza",VERIFIED,,,,
d31fccce-1c39-47c3-8d63-163e28420369,Book 8,Argos,char-offset:99653,PLACE,http://sws.geonames.org/200844,,,,,,UNVERIFIED,,,,
a4ba6dd7-aa63-4d90-b21d-3fd6d956811a,Book 4,Vienne,char-offset:26309,PLACE,http://pleiades.stoa.org/places/167719,"Col. Vienna|Théatre antique, Vienne|Col. Vienna, Vienne|Temple d'Auguste et de Livie, Vienne|Colline Sainte-Blandine, Vienne|Odéon antique, Vienne|Vienne",-0550/2100,45.524879,4.878693,settlement,VERIFIED,,,,
2ee2ae76-ce65-4c28-9499-08a26dc38891,Book 2,Pisidians,char-offset:168229,PLACE,http://pleiades.stoa.org/places/981544,Pisidia,,37.5,32.5,province,VERIFIED,,,,
6656f09f-46b9-4ebe-b994-a4f780848ac0,Book 2,Cas- pian Sea,char-offset:63102,PLACE,http://pleiades.stoa.org/places/884130,Caspium/Hyrcanium Mare,-0550/0640,42.6759567125,49.98680535,"lake,water-open",VERIFIED,,,,
6458c999-7805-498c-ace8-348665eeaf65,Book 8,Ætoli,char-offset:60424,PLACE,http://sws.geonames.org/5325182,,,,,,UNVERIFIED,,,,
cab256dd-8a75-42f2-89a1-4a8de27e9cfe,Book 6,Rhegium,char-offset:22993,PLACE,http://pleiades.stoa.org/places/452416,"Area sacra Griso-Laboccetta, Reggio di Calabria|Rhegion/Regium|Rhegion/Regium, Reggio di Calabria|Reggio Calabria",-0750/2100,38.111146,15.649244,"sanctuary,settlement,architecturalcomplex",VERIFIED,,,,
aea77fb5-93f2-49dc-b705-6e6ff71b118f,Book 2,Cilicia,char-offset:44641,PLACE,http://pleiades.stoa.org/places/981514,Cilicia,,37.5,32.5,province,VERIFIED,,,,
61e481c9-1fd0-4ad6-a6fe-270746c38ed0,Book 4,Monœci Portus,char-offset:68991,PLACE,http://pleiades.stoa.org/places/157868,"Herakles Monoikos/Portus Monoeci|Herakles Monoikos/Portus Monoeci, Monte Carlo",-0750/0640,43.740339,7.425673,settlement,VERIFIED,,,,
87be7f0b-bb48-4c94-974d-b55afb03ba15,Book 8,Corinth,char-offset:78507,PLACE,http://www.imperium.ahlfeldt.se/places/23911,,,,,,UNVERIFIED,,,,
e1cbee99-c5ac-4bfe-9859-a99658459ef8,Book 5,Cremona,char-offset:18968,PLACE,http://pleiades.stoa.org/places/383628,"Cremona|Cremona, Cremona|Cremona",-0030/0640,45.1335,10.0261,settlement,VERIFIED,,,,
da78593d-7c9c-46c2-bb1d-fef027567edf,Book 4,Atrebates,char-offset:47899,PLACE,http://pleiades.stoa.org/places/108764,Atrebates,-0330/0640,50.5,2.5,people,VERIFIED,,,,
6db28a5f-d979-4e1c-b504-c642b3ec488b,Book 4,Garonne,char-offset:45246,PLACE,http://pleiades.stoa.org/places/138369,"Garumna (river)|Garumna, Garonne (La)",-0330/0640,45.585693,-1.047134,river,VERIFIED,,,,
1f2b4a50-cb6b-4520-94fc-ce8a4ab44482,Book 2,Caspian,char-offset:179208,PLACE,http://pleiades.stoa.org/places/903004,"Caspiae Portae?|Caspiae Portae?, Sar Darreh pass, Aivaneki",-0550/0300,35.27617,52.1696,pass,VERIFIED,,,,
f5e76137-c325-491f-9880-423a5e38c8c8,Book 3,Iberians,char-offset:65663,PLACE,http://pleiades.stoa.org/places/992072,Hispaniae,,37.5,-7.5,province,VERIFIED,,,,
82200c4c-9a9e-4ef8-bcbb-6ebce8a12277,Book 8,Crissæan Gulf,char-offset:11195,PLACE,,,,,,,UNVERIFIED,,,,
b87579ec-9e86-4b95-a74e-4ff9fc06ceb1,Book 8,Salaminiac bay,char-offset:9454,PLACE,,,,,,,UNVERIFIED,,,,
5a825ffa-07fe-4641-8607-58a1f0e5e3dc,Book 4,Cotuantii,char-offset:79824,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,
a14807a5-dcf5-4326-8bc8-f0fd0a907fc0,Book 5,Apennine,char-offset:21741,PLACE,http://pleiades.stoa.org/places/815,Ap(p)enninus M.,-0030/2100,42.7882917,12.987321533333336,mountain,VERIFIED,,,,
365ccd5c-348a-4506-b535-926c3870a6d8,Book 2,Armenians,char-offset:168177,PLACE,http://pleiades.stoa.org/places/874350,Armenia,-0550/0640,39.5,40.5,region,VERIFIED,,,,
f34aefa2-faa1-4caa-be55-1ef10e002e6f,Book 4,Salyes,char-offset:26931,PLACE,http://pleiades.stoa.org/places/148194,Salyes,-0550/0300,43.75,5.25,unknown,VERIFIED,,,,
bc3ce809-b292-49f3-a34a-0175f951f10b,Book 4,Marseilles,char-offset:10265,PLACE,http://pleiades.stoa.org/places/148127,"Massalia/Massilia|Massalia/Massilia, Marseille|Marseille",-0750/2100,43.299467,5.365307,settlement,VERIFIED,,,,
ce249687-8b6f-41a8-b67b-8f4d67e3aebd,Book 4,Narbonne,char-offset:28812,PLACE,http://pleiades.stoa.org/places/246347,"Col. Narbo Martius|Col. Narbo Martius, Narbonne|Narbonne",-0750/2100,43.184722,3.003611,settlement,VERIFIED,,,,
b2c58d50-4ae8-4473-badb-f003a163cd8e,Book 13,Abydos,char-offset:16574,PLACE,http://pleiades.stoa.org/places/494527,Abydon/Amydon,-0550/-0330,,,unlocated,UNVERIFIED,,,,
8775ae32-adf4-4aed-bb24-7f24c821a09c,Book 2,Rhodes,char-offset:103349,PLACE,http://pleiades.stoa.org/places/590031,"Kamiros|Apollo Erethimios, T.|Ialysos|Ialysus/Ialysos, Trianda, Ialysos|Lindos|Lindos/Lindus, Lindos|Apollo Erethimios, Apollo Erethimios|Rhodos (island)|Rhodos Ins., Rhodos|Rhodos|Rhodos, Rhodos|Kamiros/Camirus, Kamiros, Kalavarda",-1200/2100,36.41451,28.15629,"island,settlement,temple-2,stadion",VERIFIED,,,,
