UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,COMMENTS,GROUP_ID,GROUP_ORDER
5f5c7ac7-b1bd-4603-a4ec-2642b4cb2061,Book 5,Ombrici,char-offset:46760,PLACE,http://pleiades.stoa.org/places/413360,42.89702754450271,12.576828209802876,region,VERIFIED,,,,
29f040a8-eac3-455d-a609-927c160f1a86,Book 2,Keltica,char-offset:12775,PLACE,,,,,NOT_IDENTIFIABLE,,,,
8daf58de-99c1-4feb-afc7-abbc62b44fba,Book 2,Babylon,char-offset:113866,PLACE,http://pleiades.stoa.org/places/893951,32.53617,44.42082,"settlement,urban",VERIFIED,,,,
7a690851-ce80-4e7c-8059-f1b432ddb951,Book 4,Suessiones,char-offset:53809,PLACE,http://pleiades.stoa.org/places/109356,49.5,2.5,people,VERIFIED,,,,
f9b95407-d5c9-4492-86cd-4a4e69ea203c,Book 8,Elis,char-offset:22657,PLACE,http://pleiades.stoa.org/places/570220,37.89131,21.37493,"theatre,settlement",UNVERIFIED,,,,
3d4ae8f8-5bb1-47b1-895f-5424a6563ff7,Book 5,river Liris,char-offset:64053,PLACE,http://pleiades.stoa.org/places/432910,41.3140277,13.893085,river,VERIFIED,,,,
75d5bd5f-1683-44e8-974b-29b4061b153b,Book 9,Athens,char-offset:29613,PLACE,,,,,UNVERIFIED,,,,
3256889c-dbdd-4658-b8a8-4288246341b8,Book 4,Loire,char-offset:46630,PLACE,http://pleiades.stoa.org/places/138420,47.2841,-2.173,river,VERIFIED,,,,
7ad8f902-f575-4057-a1f0-77e5c7b43ed2,Book 13,Tenedos,char-offset:56618,PLACE,http://sws.geonames.org/320700,39.835,26.06972,,UNVERIFIED,,,,
2a95544f-bbe3-467d-9f56-45374f64878c,Book 10,Cephallenia,char-offset:23816,PLACE,http://pleiades.stoa.org/places/530826,38.2,20.59,island,UNVERIFIED,,,,
db37384b-8271-4042-b2f6-99f5ab5b3a5a,Book 5,Chalcis,char-offset:89839,PLACE,http://pleiades.stoa.org/places/540703,38.464,23.602,settlement,VERIFIED,,,,
0426a801-f89a-4d9f-9f3a-8043b82c691a,Book 5,Imbros,char-offset:31826,PLACE,http://pleiades.stoa.org/places/501439,40.233058,25.903047,"island,settlement-modern,settlement",VERIFIED,,,,
fd72b6d7-d451-4aa4-bc10-06a921c2e462,Book 5,Sabini,char-offset:28064,PLACE,http://pleiades.stoa.org/places/413291,42.25,12.75,people,VERIFIED,,,,
2aff164f-2921-4b5b-aa30-63efeb8e6f82,Book 6,Italy,char-offset:78533,PLACE,http://pleiades.stoa.org/places/992073,43.55087092641273,11.9539517875577,province,VERIFIED,,,,
e101d019-946a-4d22-9535-11d54fd24754,Book 5,Ombrici,char-offset:48588,PLACE,http://pleiades.stoa.org/places/413360,42.89702754450271,12.576828209802876,region,VERIFIED,,,,
026a990a-acee-433a-a83a-163c1b20c15a,Book 2,Thapsacus,char-offset:55610,PLACE,http://pleiades.stoa.org/places/674270,31.5,44.5,unlocated,VERIFIED,,,,
07cf9da6-44cb-4072-b0a9-c4b34a6fc07a,Book 5,Hernici,char-offset:56672,PLACE,http://pleiades.stoa.org/places/422944,41.747585691666664,13.345283966666663,people,VERIFIED,,,,
cdc26249-d987-4ca4-ab6a-1b5e4d40c69c,Book 5,Pelasgic,char-offset:30993,PLACE,,,,,NOT_IDENTIFIABLE,,,,
14e0fe5d-f3d4-42bf-a405-7a919b43bee0,Book 4,Liguria,char-offset:86752,PLACE,http://pleiades.stoa.org/places/383698,44.22656549434755,9.235707726672372,region,VERIFIED,,,,
882c0f65-4f83-4035-80b5-3c417bbd39cb,Book 5,Mount Adulas,char-offset:10083,PLACE,http://pleiades.stoa.org/places/194037,,,unlocated,VERIFIED,,,,
1c517d7e-bd27-4d02-85c5-ad6d808b62dc,Book 8,Alpheius,char-offset:12067,PLACE,http://pleiades.stoa.org/places/570067,37.6125,21.451667,river,UNVERIFIED,,,,
d06ec85b-137a-43ce-aaf9-f5fbcdbbb65d,Book 6,Greeks,char-offset:59330,PLACE,,,,,NOT_IDENTIFIABLE,,,,
7c0536a1-70a9-411b-94ac-70fe054ab8ec,Book 5,Sardinia,char-offset:33049,PLACE,http://pleiades.stoa.org/places/472014,40.06802462263924,8.895951166868167,island,VERIFIED,,,,
54a8d4f6-9e30-4a4e-af29-5de9d4993701,Book 8,Argos,char-offset:102185,PLACE,http://sws.geonames.org/200844,,,,UNVERIFIED,,,,
c62c6fbd-9e2f-463e-a5a2-913b30a597d9,Book 5,Rome,char-offset:28251,PLACE,http://pleiades.stoa.org/places/423025,41.89262,12.4843457,"settlement,urban",VERIFIED,,,,
2acbee7e-2208-4cfd-beeb-eacb835852cb,Book 4,Vienne,char-offset:25517,PLACE,http://pleiades.stoa.org/places/167719,45.524879,4.878693,settlement,VERIFIED,,,,
